Sequence No;Turboveg No;Group No;Relevé number;SIVIMID;EUNIS_REVISED;EUNIS2020;EUNISL1;EUNISL2;PCluster;Class;Order;Alliance;Sintaxon;Aspect;Slope;Area;Year;DEG_LON;DEG_LAT;Accuracy;Elevation;EUNIS_VGG
223;969;3;969;U-P00595;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Comunidad de Daucus carota y Melilotus alba;;NA;5;2002;-5.142618143;42.86509295;1 - UTM1x1 + Elevation;980;V38b
224;163;3;163;R-P12748;V38;R;Ruderal;V37;0;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;80;1997;-3.144630223;42.79502702;4 - UTM10x10 + Centroid;520;V38b
225;757;3;757;T-P11932;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;30;1988;-2.49713252;43.02091985;3 - UTM10x10 + Elevation;350;V38b
226;775;3;775;T-P11950;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;20;1988;-2.391819254;43.24552983;3 - UTM10x10 + Elevation;20;V38b
227;550;3;550;T-P05192;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;40;1995;-3.462678319;43.46592093;1 - UTM1x1 + Elevation;10;V38b
228;666;3;666;T-P07931;V39;V;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;80;1999;-1.865425645;42.78764921;4 - UTM10x10 + Centroid;390;V38b
229;770;3;770;T-P11945;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;20;1988;-2.459825872;43.07658076;3 - UTM10x10 + Elevation;210;V38b
230;769;3;769;T-P11944;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;30;1988;-2.477022668;43.07666064;3 - UTM10x10 + Elevation;230;V38b
231;760;3;760;T-P11935;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;50;1988;-2.711064383;42.93881282;3 - UTM10x10 + Elevation;530;V38b
232;548;3;548;T-P05188;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;20;1995;-3.457706304;43.4623392;1 - UTM1x1 + Elevation;7;V38b
233;500;3;500;T-P01420;V38;V;Ruderal;V37;0;Chenopodietea;Chenopodietalia;Chenopodion muralis;Chenopodio albi-Conyzetum canadensis;;NA;100;1994;-2.936228824;43.30657379;4 - UTM10x10 + Centroid;58.5;V38b
234;6;3;6;NEW-OMAR-BA15;V38;NA;Ruderal;V37;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Comunidad de Arctium minus y Artemisia vulgaris;S;20;9;1981;-5.707241301;43.32530597;500;190;V38b
235;773;3;773;T-P11948;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;20;1988;-2.716305692;42.86498298;3 - UTM10x10 + Elevation;520;V38b
236;1966;3;1966;S-P19645;V35;V;Trampled;V35;0;NA;NA;NA;Associació-Desconeguda;S;NA;NA;1972;-8.138701304;43.12618824;3 - UTM10x10 + Elevation;480;V38b
237;771;3;771;T-P11946;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;20;1988;-2.43009541;43.10345131;3 - UTM10x10 + Elevation;160;V38b
238;772;3;772;T-P11947;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;50;1988;-2.41354407;43.03493007;3 - UTM10x10 + Elevation;250;V38b
239;762;3;762;T-P11937;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;30;1988;-2.579564002;43.17073406;3 - UTM10x10 + Elevation;200;V38b
240;970;3;970;U-P00596;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Comunidad de Daucus carota y Melilotus alba;;NA;30;2002;-5.09336753;42.92903805;1 - UTM1x1 + Elevation;1050;V38b
241;766;3;766;T-P11941;V38;R22;Ruderal;V37;0;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;10;1988;-2.281938959;43.16204941;3 - UTM10x10 + Elevation;240;V38b
242;768;3;768;T-P11943;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;60;1988;-2.464754909;43.07480293;3 - UTM10x10 + Elevation;220;V38b
243;765;3;765;T-P11940;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;40;1988;-2.85585651;42.87514428;4 - UTM10x10 + Centroid;470;V38b
244;758;3;758;T-P11933;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;30;1988;-2.178016654;43.0226748;3 - UTM10x10 + Elevation;190;V38b
245;165;3;165;R-P12754;V38;R1E;Ruderal;V37;0;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;12;1997;-3.122531221;42.76080643;3 - UTM10x10 + Elevation;530;V38b
246;326;3;326;R-P27103;V38;V;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;10;1985;-5.814756567;43.6140776;4 - UTM10x10 + Centroid;48;V38b
247;4;3;4;NEW-OMAR-BA12;V38;NA;Ruderal;V37;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Comunidad de Arctium minus y Artemisia vulgaris;;0;4;1981;-5.707241301;43.32530597;500;190;V38b
248;166;3;166;R-P12755;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;20;1997;-3.144630223;42.79502702;4 - UTM10x10 + Centroid;510;V38b
249;83;3;83;Q-P09510;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Carthametalia lanati;Silybo mariani-Urticion piluliferae;Echio rosulati-Picridetum echioisia;;NA;NA;2002;-8.559760071;41.14936218;3 - UTM10x10 + Elevation;70;V38b
250;82;3;82;Q-P09509;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Carthametalia lanati;Silybo mariani-Urticion piluliferae;Echio rosulati-Picridetum echioisia;;NA;NA;2002;-8.86443276;41.78232801;3 - UTM10x10 + Elevation;10;V38b
251;398;3;398;S-P15132;V39;V;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;2;50;1967;-2.189131221;43.29649937;1 - UTM1x1 + Elevation;20;V38b
252;763;3;763;T-P11938;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Helmintio echioidis-Melilotetum albae;;NA;20;1988;-2.424606154;43.16465681;3 - UTM10x10 + Elevation;360;V38b
253;971;3;971;U-P00598;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Onopordetalia acanthii;Dauco-Melilotion;Comunidad de Daucus carota y Melilotus alba;;NA;8;2002;-4.999356424;42.97754404;1 - UTM1x1 + Elevation;1160;V38b
254;80;3;80;Q-P09507;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Carthametalia lanati;Silybo mariani-Urticion piluliferae;Echio rosulati-Picridetum echioisia;;NA;NA;2002;-8.19947904;41.65059694;3 - UTM10x10 + Elevation;170;V38b
255;86;3;86;Q-P09513;V38;V38;Ruderal;V37;6;Artemisietea vulgaris;Carthametalia lanati;Silybo mariani-Urticion piluliferae;Echio rosulati-Picridetum echioisia;;NA;NA;2002;-8.631537195;42.06048304;2 - UTM1x1 + Centroid;70;V38b
256;31;3;31;NEW-OMAR-NI02;V39;NA;Ruderal;V37;0;NA;NA;NA;;;0;1;2020;-5.702508627;43.31314554;10;203;V38b
257;78;3;78;Q-P09505;V38;V38;Ruderal;V39;6;Artemisietea vulgaris;Carthametalia lanati;Silybo mariani-Urticion piluliferae;Echio rosulati-Picridetum echioisia;;NA;NA;2002;-8.843430513;41.81580832;3 - UTM10x10 + Elevation;30;V38b
258;136;4;136;Q-P13512;V39;V32;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Allio triquetri-Urticetum membranaceae;;NA;NA;2003;-8.634095047;41.21055453;3 - UTM10x10 + Elevation;100;???
259;1570;4;1570;T-P22476;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;2;1986;-6.949739134;43.54130303;4 - UTM10x10 + Centroid;47;???
260;2233;4;2233;S-P20231;U37;V;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Oxali-Parietarietum diffusae;E;NA;10;1972;-8.69927276;42.22276562;3 - UTM10x10 + Elevation;50;???
261;147;4;147;Q-P13526;V39;V32;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Allio triquetri-Urticetum membranaceae;;NA;NA;2003;-8.591556494;40.99117886;3 - UTM10x10 + Elevation;90;???
262;142;4;142;Q-P13521;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Allio triquetri-Urticetum membranaceae;;NA;NA;2003;-8.622931239;41.24711069;3 - UTM10x10 + Elevation;120;???
263;468;4;468;S-P20409;V15;V15;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;E;NA;20;1972;-8.796984906;42.28446649;3 - UTM10x10 + Elevation;100;???
264;149;4;149;Q-P13529;V39;V32;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Allio triquetri-Urticetum membranaceae;;NA;NA;2003;-8.538011733;41.25844143;3 - UTM10x10 + Elevation;145;???
265;150;4;150;Q-P13530;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Allio triquetri-Urticetum membranaceae;;NA;NA;2003;-8.247836068;41.86085883;3 - UTM10x10 + Elevation;100;???
266;141;4;141;Q-P13518;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Allio triquetri-Urticetum membranaceae;;NA;NA;2003;-8.255182038;41.86232255;3 - UTM10x10 + Elevation;110;???
267;378;4;378;S-P12114;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galactito tomentosae-Digitaletum purpureae;NW;10;10;1975;-6.553964927;43.5214375;3 - UTM10x10 + Elevation;100;???
268;143;4;143;Q-P13522;V39;V32;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Allio triquetri-Urticetum membranaceae;;NA;NA;2003;-8.645241517;41.33963775;3 - UTM10x10 + Elevation;80;???
269;1101;4;1101;Q-P13520;V37;V32;Weed;V15A;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Allio triquetri-Urticetum membranaceae;;NA;NA;2003;-8.572921413;41.77708254;3 - UTM10x10 + Elevation;10;???
270;472;4;472;S-P20413;R55;R;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;NE;NA;20;1972;-8.846578977;42.29634309;3 - UTM10x10 + Elevation;20;???
271;850;4;850;T-P17226;R55;V;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;;NA;20;1975;-8.769944917;42.28043363;3 - UTM10x10 + Elevation;100;???
272;76;4;76;Q-P09159;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Geranio lusitanici-Scrophularietum herminii;;NA;NA;2004;-8.109776323;41.06042424;3 - UTM10x10 + Elevation;550;???
273;1102;4;1102;Q-P13528;V37;V32;Weed;V15A;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Allio triquetri-Urticetum membranaceae;;NA;NA;2003;-8.642655277;41.28215125;3 - UTM10x10 + Elevation;100;???
274;845;4;845;T-P17221;R55;V;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;;NA;20;1975;-8.772686505;42.28389596;3 - UTM10x10 + Elevation;100;???
275;563;4;563;T-P05976;V39;V32;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Chelidonio maji-Smyrnietum olusatri;;0;25;1997;-8.67613738;42.28873135;3 - UTM10x10 + Elevation;0;???
276;561;4;561;T-P05973;V39;V32;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Chelidonio maji-Smyrnietum olusatri;N;20;10;1997;-8.781682515;42.27623972;3 - UTM10x10 + Elevation;60;???
277;562;4;562;T-P05974;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Chelidonio maji-Smyrnietum olusatri;SE;80;9;1997;-8.783931179;42.27432557;3 - UTM10x10 + Elevation;70;???
278;553;4;553;T-P05963;V39;V32;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Chelidonio maji-Smyrnietum olusatri;;0;15;1997;-7.454478929;41.95207655;3 - UTM10x10 + Elevation;500;???
279;555;4;555;T-P05965;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Chelidonio maji-Smyrnietum olusatri;;0;18;1997;-7.622975702;42.54323107;1 - UTM1x1 + Elevation;500;???
280;556;4;556;T-P05966;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Chelidonio maji-Smyrnietum olusatri;SE;5;12;1997;-7.620853386;42.5145063;1 - UTM1x1 + Elevation;380;???
281;552;4;552;T-P05962;V39;V32;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Chelidonio maji-Smyrnietum olusatri;S;5;14;1997;-7.513612217;41.96957064;3 - UTM10x10 + Elevation;500;???
282;938;4;938;T-P36758;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Urtico-Smyrnietum olusatri;;0;18;1993;-7.623373982;42.54861694;1 - UTM1x1 + Elevation;500;???
283;560;4;560;T-P05972;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Chelidonio maji-Smyrnietum olusatri;NW;10;15;1997;-8.803856493;42.33272783;3 - UTM10x10 + Elevation;100;???
284;559;4;559;T-P05971;V39;V32;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Chelidonio maji-Smyrnietum olusatri;E;40;15;1997;-7.911564883;41.11408263;3 - UTM10x10 + Elevation;100;???
285;551;4;551;T-P05961;V39;V11;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Chelidonio maji-Smyrnietum olusatri;N;5;10;1997;-7.486889724;41.96701878;3 - UTM10x10 + Elevation;500;???
286;1471;4;1471;T-P05975;V37;V32;Weed;V15A;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Chelidonio maji-Smyrnietum olusatri;N;5;15;1997;-8.764134987;42.26992447;3 - UTM10x10 + Elevation;60;???
287;565;4;565;T-P05978;V39;V32;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Chelidonio maji-Smyrnietum olusatri;;0;4;1997;-8.581121353;42.3384208;3 - UTM10x10 + Elevation;40;???
288;564;4;564;T-P05977;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Chelidonio maji-Smyrnietum olusatri;SW;10;10;1997;-8.722652234;42.29361361;3 - UTM10x10 + Elevation;40;???
289;554;4;554;T-P05964;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Chelidonio maji-Smyrnietum olusatri;;0;10;1997;-7.873573094;42.35276252;3 - UTM10x10 + Elevation;140;???
290;2215;4;2215;R-P24469;V39;V;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;W;90;10;2012;-6.812628673;42.43264865;1 - UTM1x1 + Elevation;376;???
291;887;4;887;T-P22470;V37;V32;Ruderal;V39;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;2;1986;-6.090129678;43.53291119;4 - UTM10x10 + Centroid;122;???
292;478;4;478;S-P20419;R55;R;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;SW;NA;15;1972;-8.790022314;42.18219795;3 - UTM10x10 + Elevation;50;???
293;855;4;855;T-P17231;R55;R55;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;;NA;15;1975;-8.730457271;42.21940638;3 - UTM10x10 + Elevation;50;???
294;465;4;465;S-P20406;V38;V38;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;NE;NA;20;1972;-8.756626836;42.39993072;3 - UTM10x10 + Elevation;15;???
295;842;4;842;T-P17218;R55;V;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;;NA;20;1975;-8.654418308;42.42483896;3 - UTM10x10 + Elevation;15;???
296;847;4;847;T-P17223;R55;V;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;;NA;20;1975;-8.808852256;42.33427436;3 - UTM10x10 + Elevation;70;???
297;467;4;467;S-P20408;R55;V;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;N;NA;10;1972;-8.745193175;42.40770778;3 - UTM10x10 + Elevation;50;???
298;856;4;856;T-P17232;V39;V39;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;;NA;20;1975;-8.665360817;42.33067547;3 - UTM10x10 + Elevation;80;???
299;476;4;476;S-P20417;V38;V38;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;N;NA;20;1972;-8.850740406;42.28892867;3 - UTM10x10 + Elevation;100;???
300;479;4;479;S-P20420;R55;V;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;S;NA;20;1972;-8.672424391;42.22050003;3 - UTM10x10 + Elevation;80;???
301;853;4;853;T-P17229;V38;V38;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;;NA;20;1975;-8.80319532;42.32555992;3 - UTM10x10 + Elevation;100;???
302;851;4;851;T-P17227;R55;R;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;;NA;20;1975;-8.678874459;42.29219622;3 - UTM10x10 + Elevation;70;???
303;854;4;854;T-P17230;R55;R55;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;;NA;20;1975;-8.797375012;42.31505309;3 - UTM10x10 + Elevation;150;???
304;475;4;475;S-P20416;V39;V39;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;S;NA;20;1972;-8.672930964;42.3339008;3 - UTM10x10 + Elevation;180;???
305;470;4;470;S-P20411;R55;V;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;NW;NA;20;1972;-8.806473068;42.28218448;3 - UTM10x10 + Elevation;70;???
306;852;4;852;T-P17228;V39;V39;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;;NA;20;1975;-8.716223267;42.3029373;3 - UTM10x10 + Elevation;180;???
307;473;4;473;S-P20414;R55;V;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;S;NA;20;1972;-8.813351438;42.33044482;3 - UTM10x10 + Elevation;100;???
308;844;4;844;T-P17220;R55;V;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;;NA;10;1975;-8.677652213;42.43989049;3 - UTM10x10 + Elevation;50;???
309;137;4;137;Q-P13513;V39;V;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Allio triquetri-Urticetum membranaceae;;NA;NA;2003;-8.629594569;41.24138274;3 - UTM10x10 + Elevation;120;???
310;148;4;148;Q-P13527;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Allio triquetri-Urticetum membranaceae;;NA;NA;2003;-8.68699512;41.29796642;3 - UTM10x10 + Elevation;70;???
311;139;4;139;Q-P13515;V39;V32;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Allio triquetri-Urticetum membranaceae;;NA;NA;2003;-8.57665353;41.20795808;3 - UTM10x10 + Elevation;90;???
312;1569;4;1569;T-P22475;V15;V39;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;5;1986;-6.708298223;43.53800992;4 - UTM10x10 + Centroid;71;???
313;144;4;144;Q-P13523;V39;V32;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Allio triquetri-Urticetum membranaceae;;NA;NA;2003;-8.63279612;41.77415324;3 - UTM10x10 + Elevation;5;???
314;138;4;138;Q-P13514;V39;V32;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Allio triquetri-Urticetum membranaceae;;NA;NA;2003;-8.612696465;41.76433749;3 - UTM10x10 + Elevation;15;???
315;145;4;145;Q-P13524;V39;V32;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Allio triquetri-Urticetum membranaceae;;NA;NA;2003;-8.783882159;41.68920542;3 - UTM10x10 + Elevation;5;???
316;140;4;140;Q-P13516;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Allio triquetri-Urticetum membranaceae;;NA;NA;2003;-8.586394188;41.12646408;3 - UTM10x10 + Elevation;115;???
317;471;4;471;S-P20412;R55;V;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;W;NA;20;1972;-8.83651627;42.26625127;3 - UTM10x10 + Elevation;80;???
318;477;4;477;S-P20418;R55;R55;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;SW;NA;20;1972;-8.761107417;42.1836586;3 - UTM10x10 + Elevation;150;???
319;848;4;848;T-P17224;V39;V39;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;;NA;20;1975;-8.805710967;42.30022692;3 - UTM10x10 + Elevation;80;???
320;846;4;846;T-P17222;R55;V;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;;NA;20;1975;-8.807070288;42.26235004;3 - UTM10x10 + Elevation;100;???
321;849;4;849;T-P17225;R55;R55;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;;NA;20;1975;-8.822537538;42.27236536;3 - UTM10x10 + Elevation;20;???
322;146;4;146;Q-P13525;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Allio triquetri-Urticetum membranaceae;;NA;NA;2003;-8.264632808;41.86008796;3 - UTM10x10 + Elevation;110;???
323;474;4;474;S-P20415;R55;R;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;SE;NA;20;1972;-8.661816316;42.31824822;3 - UTM10x10 + Elevation;70;???
324;469;4;469;S-P20410;R55;V;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;SE;NA;20;1972;-8.790511787;42.26679086;3 - UTM10x10 + Elevation;100;???
325;234;5;234;R-P23992;V39;V;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Anthrisco-Geranietum lucidi;NW;90;10;1986;-6.875592824;42.42873318;3 - UTM10x10 + Elevation;680;V39
326;132;5;132;Q-P10127;V37;V32;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;N;36;6;2000;-6.927495113;41.85609022;3 - UTM10x10 + Elevation;600;V39
327;304;5;304;R-P24688;V39;V39;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Galio aparinellae-Anthriscetum caucalidis;;NA;3;2012;-6.510149403;42.32706571;1 - UTM1x1 + Elevation;991;V39
328;569;5;569;T-P06544;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranietum robertiano-lucidi;;NA;2;1995;-2.137259703;42.77743413;2 - UTM1x1 + Centroid;560;V39
