"Relevé number","SIVIMID","Original.Taxon","Analysis.Names","Cover","Cover.percent"
"91","R-P22241","Hypochoeris radicata","Hypochaeris radicata","y",0.1
"91","R-P22241","Leontodon taraxacoides","Leontodon saxatilis ","y",0.1
"91","R-P22241","Lepidium heterophyllum","Lepidium heterophyllum","*",1
"91","R-P22241","Malva sylvestris","Malva sylvestris","+",1
"91","R-P22241","Malva tournefortiana","Malva tournefortiana","y",0.1
"91","R-P22241","Mentha suaveolens","Mentha suaveolens","a",5
"91","R-P22241","Pentaglottis sempervirens","Pentaglottis sempervirens","1",5
"91","R-P22241","Pteridium aquilinum","Pteridium aquilinum","e",15
"91","R-P22241","Ranunculus repens","Ranunculus repens","y",0.1
"91","R-P22241","Rubus ulmifolius","Rubus ulmifolius","1",5
"91","R-P22241","Rumex acetosa","Rumex acetosa","+",1
"91","R-P22241","Rumex obtusifolius","Rumex obtusifolius","+",1
"91","R-P22241","Sonchus oleraceus","Sonchus oleraceus","+",1
"91","R-P22241","Trifolium dubium","Trifolium dubium","2",15
"91","R-P22241","Urtica dioica","Urtica dioica","f",15
"91","R-P22241","Vicia sativa","Vicia sativa","+",1
"92","R-P22242","Brachypodium pinnatum","Brachypodium rupestre","a",5
"92","R-P22242","Chaerophyllum temulentum","Chaerophyllum temulum","+",1
"92","R-P22242","Dactylis glomerata","Dactylis glomerata","*",1
"92","R-P22242","Galium aparine","Galium aparine","+",1
"92","R-P22242","Geranium lucidum","Geranium lucidum","2",15
"92","R-P22242","Geranium pyrenaicum subsp. lusitanicum","Geranium pyrenaicum","+",1
"92","R-P22242","Geranium robertianum","Geranium robertianum","+",1
"92","R-P22242","Lamium maculatum","Lamium maculatum","+",1
"92","R-P22242","Pentaglottis sempervirens","Pentaglottis sempervirens","2",15
"92","R-P22242","Poa trivialis","Poa trivialis","a",5
"92","R-P22242","Pteridium aquilinum","Pteridium aquilinum","1",5
"92","R-P22242","Ranunculus repens","Ranunculus repens","a",5
"92","R-P22242","Silene latifolia","Silene latifolia","+",1
"92","R-P22242","Stellaria holostea","Stellaria holostea","+",1
"92","R-P22242","Urtica dioica","Urtica dioica","4",62.5
"92","R-P22242","Veronica chamaedrys","Veronica chamaedrys","+",1
"93","R-P22243","Aquilegia vulgaris subsp. dichroa","Aquilegia dichroa","+",1
"93","R-P22243","Bryonia cretica","Bryonia dioica","+",1
"93","R-P22243","Chelidonium majus","Chelidonium majus","+",1
"93","R-P22243","Dactylis glomerata","Dactylis glomerata","*",1
"93","R-P22243","Galium aparine","Galium aparine","1",5
"93","R-P22243","Geranium lucidum","Geranium lucidum","+",1
"93","R-P22243","Geranium robertianum","Geranium robertianum","+",1
"93","R-P22243","Heracleum sphondylium","Heracleum sphondylium","+",1
"93","R-P22243","Holcus lanatus","Holcus lanatus","+",1
"93","R-P22243","Pentaglottis sempervirens","Pentaglottis sempervirens","4",62.5
"93","R-P22243","Ranunculus repens","Ranunculus repens","+",1
"93","R-P22243","Rubus ulmifolius","Rubus ulmifolius","1",5
"93","R-P22243","Stellaria holostea","Stellaria holostea","+",1
"93","R-P22243","Urtica dioica","Urtica dioica","1",5
"94","R-P22244","Galium aparine","Galium aparine","1",5
"94","R-P22244","Geranium robertianum","Geranium robertianum","*",1
"94","R-P22244","Lamium maculatum","Lamium maculatum","1",5
"94","R-P22244","Pentaglottis sempervirens","Pentaglottis sempervirens","i",37.5
"94","R-P22244","Pteridium aquilinum","Pteridium aquilinum","+",1
"94","R-P22244","Ranunculus repens","Ranunculus repens","1",5
"94","R-P22244","Stellaria holostea","Stellaria holostea","f",15
"94","R-P22244","Stellaria media","Stellaria media","+",1
"94","R-P22244","Urtica dioica","Urtica dioica","f",15
"95","R-P22245","Chelidonium majus","Chelidonium majus","+",1
"95","R-P22245","Dactylis glomerata","Dactylis glomerata","+",1
"95","R-P22245","Geranium molle","Geranium molle","a",5
"95","R-P22245","Geranium robertianum","Geranium robertianum","+",1
"95","R-P22245","Lamium maculatum","Lamium maculatum","5",87.5
"95","R-P22245","Rubus ulmifolius","Rubus ulmifolius","2",15
"95","R-P22245","Rumex obtusifolius","Rumex obtusifolius","+",1
"95","R-P22245","Scrophularia scorodonia","Scrophularia scorodonia","*",1
"96","R-P22246","Chaerophyllum temulentum","Chaerophyllum temulum","y",0.1
"96","R-P22246","Dactylis glomerata","Dactylis glomerata","*",1
"96","R-P22246","Galinsoga parviflora","Galinsoga parviflora","b",5
"96","R-P22246","Galium aparine","Galium aparine","1",5
"96","R-P22246","Galium mollugo","Galium mollugo","b",5
"96","R-P22246","Lamium maculatum","Lamium maculatum","1",5
"96","R-P22246","Pentaglottis sempervirens","Pentaglottis sempervirens","f",15
"96","R-P22246","Ranunculus repens","Ranunculus repens","f",15
"96","R-P22246","Urtica dioica","Urtica dioica","j",37.5
"97","R-P23931","Bromus diandrus","Anisantha diandra","e",15
"97","R-P23931","Bromus sterilis","Anisantha sterilis","e",15
"97","R-P23931","Bromus hordeaceus","Bromus hordeaceus","+",1
"97","R-P23931","Carduus tenuiflorus","Carduus tenuiflorus","y",0.1
"97","R-P23931","Conium maculatum","Conium maculatum","4",62.5
"97","R-P23931","Galium aparine","Galium aparine","+",1
"97","R-P23931","Hirschfeldia incana","Hirschfeldia incana","*",1
"97","R-P23931","Holcus lanatus","Holcus lanatus","*",1
"97","R-P23931","Hordeum murinum subsp. murinum","Hordeum murinum","3",37.5
"97","R-P23931","Senecio jacobaea","Jacobaea vulgaris","+",1
"97","R-P23931","Medicago arabica","Medicago arabica","*",1
"97","R-P23931","Polygonum aviculare","Polygonum aviculare","y",0.1
"97","R-P23931","Rumex obtusifolius","Rumex obtusifolius","+",1
"97","R-P23931","Stellaria media","Stellaria media","y",0.1
"97","R-P23931","Torilis arvensis subsp. purpurea","Torilis africana","*",1
"97","R-P23931","Trifolium repens","Trifolium repens","*",1
"98","R-P23932","Bromus diandrus","Anisantha diandra","1",5
"98","R-P23932","Bromus sterilis","Anisantha sterilis","1",5
"98","R-P23932","Bromus hordeaceus","Bromus hordeaceus","+",1
"98","R-P23932","Carduus tenuiflorus","Carduus tenuiflorus","y",0.1
"98","R-P23932","Conium maculatum","Conium maculatum","4",62.5
"98","R-P23932","Dactylis glomerata","Dactylis glomerata","2",15
"98","R-P23932","Geranium dissectum","Geranium dissectum","+",1
"98","R-P23932","Geranium molle","Geranium molle","+",1
"98","R-P23932","Hirschfeldia incana","Hirschfeldia incana","a",5
"98","R-P23932","Holcus lanatus","Holcus lanatus","1",5
"98","R-P23932","Hordeum murinum subsp. murinum","Hordeum murinum","3",37.5
"98","R-P23932","Lolium perenne","Lolium perenne","+",1
"98","R-P23932","Malva sylvestris","Malva sylvestris","+",1
"98","R-P23932","Rumex obtusifolius","Rumex obtusifolius","1",5
"98","R-P23932","Sisymbrium austriacum subsp. chrysanthum","Sisymbrium austriacum","*",1
"98","R-P23932","Stellaria media","Stellaria media","1",5
"98","R-P23932","Vulpia bromoides","Vulpia bromoides","+",1
"99","R-P23933","Bromus diandrus","Anisantha diandra","2",15
"99","R-P23933","Bromus sterilis","Anisantha sterilis","+",1
"99","R-P23933","Bromus hordeaceus","Bromus hordeaceus","+",1
"99","R-P23933","Conium maculatum","Conium maculatum","2",15
"99","R-P23933","Dactylis glomerata","Dactylis glomerata","+",1
"99","R-P23933","Galium aparine","Galium aparine","a",5
"99","R-P23933","Geranium molle","Geranium molle","+",1
"99","R-P23933","Hirschfeldia incana","Hirschfeldia incana","y",0.1
"99","R-P23933","Hordeum murinum subsp. murinum","Hordeum murinum","3",37.5
"99","R-P23933","Lolium perenne","Lolium perenne","a",5
"99","R-P23933","Poa annua","Ochlopoa annua","+",1
"99","R-P23933","Sisymbrium austriacum subsp. chrysanthum","Sisymbrium austriacum","+",1
"99","R-P23933","Stellaria media","Stellaria media","1",5
"99","R-P23933","Urtica dioica","Urtica dioica","f",15
"100","R-P23934","Bromus diandrus","Anisantha diandra","1",5
"100","R-P23934","Bromus sterilis","Anisantha sterilis","+",1
"100","R-P23934","Anthriscus sylvestris","Anthriscus sylvestris","1",5
"100","R-P23934","Arctium minus","Arctium minus","a",5
"100","R-P23934","Avena barbata","Avena barbata","1",5
"100","R-P23934","Chelidonium majus","Chelidonium majus","*",1
"100","R-P23934","Conium maculatum","Conium maculatum","4",62.5
"100","R-P23934","Convolvulus arvensis","Convolvulus arvensis","1",5
"100","R-P23934","Dactylis glomerata","Dactylis glomerata","1",5
"100","R-P23934","Galium aparine","Galium aparine","i",37.5
"100","R-P23934","Holcus lanatus","Holcus lanatus","1",5
"100","R-P23934","Lactuca serriola","Lactuca serriola","+",1
"100","R-P23934","Lolium perenne","Lolium perenne","+",1
"100","R-P23934","Mentha suaveolens","Mentha suaveolens","*",1
"100","R-P23934","Rumex obtusifolius","Rumex obtusifolius","+",1
"100","R-P23934","Stellaria media","Stellaria media","+",1
"100","R-P23934","Torilis arvensis subsp. purpurea","Torilis africana","+",1
"100","R-P23934","Trifolium pratense","Trifolium pratense","+",1
"100","R-P23934","Trifolium repens","Trifolium repens","+",1
"100","R-P23934","Urtica dioica","Urtica dioica","j",37.5
"101","R-P23935","Bromus sterilis","Anisantha sterilis","3",37.5
"101","R-P23935","Conium maculatum","Conium maculatum","3",37.5
"101","R-P23935","Dactylis glomerata","Dactylis glomerata","+",1
"101","R-P23935","Galium aparine","Galium aparine","3",37.5
"101","R-P23935","Geranium dissectum","Geranium dissectum","+",1
"101","R-P23935","Geranium lucidum","Geranium lucidum","y",0.1
"101","R-P23935","Pentaglottis sempervirens","Pentaglottis sempervirens","y",0.1
"101","R-P23935","Urtica dioica","Urtica dioica","y",0.1
"102","R-P23936","Bromus madritensis","Anisantha madritensis","*",1
"102","R-P23936","Bromus sterilis","Anisantha sterilis","1",5
"102","R-P23936","Conium maculatum","Conium maculatum","i",37.5
"102","R-P23936","Crepis lampsanoides","Crepis lampsanoides","y",0.1
"102","R-P23936","Dactylis glomerata","Dactylis glomerata","+",1
"102","R-P23936","Galium aparine","Galium aparine","3",37.5
"102","R-P23936","Holcus lanatus","Holcus lanatus","y",0.1
"102","R-P23936","Malva sylvestris","Malva sylvestris","y",0.1
"102","R-P23936","Medicago arabica","Medicago arabica","y",0.1
"102","R-P23936","Pentaglottis sempervirens","Pentaglottis sempervirens","+",1
"102","R-P23936","Senecio vulgaris","Senecio vulgaris","+",1
"102","R-P23936","Sonchus oleraceus","Sonchus oleraceus","y",0.1
"102","R-P23936","Urtica dioica","Urtica dioica","2",15
"102","R-P23936","Veronica hederifolia","Veronica hederifolia","+",1
"102","R-P23936","Veronica persica","Veronica persica","y",0.1
"103","R-P23937","Hutera pseudoerucastrum subsp. setigera","Coincya monensis","+",1
"103","R-P23937","Crepis lampsanoides","Crepis lampsanoides","*",1
"103","R-P23937","Poa nemoralis","Poa nemoralis","2",15
"103","R-P23937","Rumex obtusifolius","Rumex obtusifolius","+",1
"103","R-P23937","Silene dioica","Silene dioica","y",0.1
"104","R-P23941","Bromus sterilis","Anisantha sterilis","*",1
"104","R-P23941","Dactylis glomerata","Dactylis glomerata","y",0.1
"104","R-P23941","Galium aparine","Galium aparine","3",37.5
"104","R-P23941","Geranium lucidum","Geranium lucidum","*",1
"104","R-P23941","Geranium robertianum","Geranium robertianum","a",5
"104","R-P23941","Holcus lanatus","Holcus lanatus","1",5
"104","R-P23941","Lamium maculatum","Lamium maculatum","e",15
"104","R-P23941","Pentaglottis sempervirens","Pentaglottis sempervirens","f",15
"104","R-P23941","Ranunculus repens","Ranunculus repens","y",0.1
"104","R-P23941","Rumex obtusifolius","Rumex obtusifolius","+",1
"104","R-P23941","Urtica dioica","Urtica dioica","4",62.5
"104","R-P23941","Veronica chamaedrys","Veronica chamaedrys","y",0.1
"104","R-P23941","Veronica hederifolia subsp. hederifolia","Veronica hederifolia","+",1
"105","R-P23942","Arrhenatherum elatius subsp. bulbosum","Arrhenatherum elatius","*",1
"105","R-P23942","Chelidonium majus","Chelidonium majus","2",15
"105","R-P23942","Galium aparine","Galium aparine","i",37.5
"105","R-P23942","Geranium molle","Geranium molle","+",1
"105","R-P23942","Holcus lanatus","Holcus lanatus","*",1
"105","R-P23942","Hordeum murinum subsp. murinum","Hordeum murinum","y",0.1
"105","R-P23942","Malva sylvestris","Malva sylvestris","&",1
"105","R-P23942","Poa annua","Ochlopoa annua","+",1
"105","R-P23942","Pentaglottis sempervirens","Pentaglottis sempervirens","e",15
"105","R-P23942","Rumex obtusifolius","Rumex obtusifolius","+",1
"105","R-P23942","Sonchus oleraceus","Sonchus oleraceus","y",0.1
"105","R-P23942","Stellaria media","Stellaria media","1",5
"105","R-P23942","Urtica dioica","Urtica dioica","i",37.5
"106","R-P23944","Bromus diandrus","Anisantha diandra","+",1
"106","R-P23944","Bromus sterilis","Anisantha sterilis","1",5
"106","R-P23944","Chaerophyllum temulentum","Chaerophyllum temulum","e",15
"106","R-P23944","Chelidonium majus","Chelidonium majus","a",5
"106","R-P23944","Dactylis glomerata","Dactylis glomerata","*",1
"106","R-P23944","Galium aparine","Galium aparine","1",5
"106","R-P23944","Galium mollugo","Galium mollugo","z",1
"106","R-P23944","Geranium dissectum","Geranium dissectum","+",1
"106","R-P23944","Geranium lucidum","Geranium lucidum","b",5
"106","R-P23944","Geranium molle","Geranium molle","y",0.1
"106","R-P23944","Heracleum sphondylium subsp. pyrenaicum","Heracleum sphondylium","+",1
"106","R-P23944","Holcus lanatus","Holcus lanatus","+",1
"106","R-P23944","Lamium maculatum","Lamium maculatum","*",1
"106","R-P23944","Lapsana communis","Lapsana communis","y",0.1
"106","R-P23944","Poa annua","Ochlopoa annua","+",1
"106","R-P23944","Pentaglottis sempervirens","Pentaglottis sempervirens","+",1
"106","R-P23944","Ranunculus repens","Ranunculus repens","y",0.1
"106","R-P23944","Rumex obtusifolius","Rumex obtusifolius","+",1
"106","R-P23944","Stellaria media","Stellaria media","+",1
"106","R-P23944","Tanacetum parthenium","Tanacetum parthenium","*",1
"106","R-P23944","Urtica dioica","Urtica dioica","i",37.5
"106","R-P23944","Vulpia bromoides","Vulpia bromoides","+",1
"107","R-P23945","Bromus diandrus","Anisantha diandra","a",5
"107","R-P23945","Bromus sterilis","Anisantha sterilis","+",1
"107","R-P23945","Chelidonium majus","Chelidonium majus","2",15
"107","R-P23945","Galium aparine","Galium aparine","+",1
"107","R-P23945","Holcus lanatus","Holcus lanatus","y",0.1
"107","R-P23945","Hordeum murinum subsp. murinum","Hordeum murinum","a",5
"107","R-P23945","Lapsana communis","Lapsana communis","y",0.1
"107","R-P23945","Malva sylvestris","Malva sylvestris","y",0.1
"107","R-P23945","Poa annua","Ochlopoa annua","+",1
"107","R-P23945","Pentaglottis sempervirens","Pentaglottis sempervirens","1",5
"107","R-P23945","Stellaria media","Stellaria media","*",1
"107","R-P23945","Tanacetum parthenium","Tanacetum parthenium","y",0.1
"107","R-P23945","Urtica dioica","Urtica dioica","4",62.5
"108","R-P23948","Alliaria petiolata","Alliaria petiolata","*",1
"108","R-P23948","Bromus sterilis","Anisantha sterilis","e",15
"108","R-P23948","Anthriscus caucalis","Anthriscus caucalis","1",5
"108","R-P23948","Anthriscus sylvestris","Anthriscus sylvestris","+",1
"108","R-P23948","Arctium minus","Arctium minus","+",1
"108","R-P23948","Cardamine flexuosa","Cardamine flexuosa","+",1
"108","R-P23948","Chelidonium majus","Chelidonium majus","+",1
"108","R-P23948","Conium maculatum","Conium maculatum","+",1
"108","R-P23948","Crepis lampsanoides","Crepis lampsanoides","*",1
"108","R-P23948","Geranium lucidum","Geranium lucidum","*",1
"108","R-P23948","Lamium maculatum","Lamium maculatum","f",15
"108","R-P23948","Medicago arabica","Medicago arabica","y",0.1
"108","R-P23948","Pentaglottis sempervirens","Pentaglottis sempervirens","2",15
"108","R-P23948","Ranunculus repens","Ranunculus repens","+",1
"108","R-P23948","Stellaria media","Stellaria media","+",1
"108","R-P23948","Tanacetum parthenium","Tanacetum parthenium","+",1
"108","R-P23948","Urtica dioica","Urtica dioica","j",37.5
"109","R-P23949","Alliaria petiolata","Alliaria petiolata","1",5
"109","R-P23949","Bromus diandrus","Anisantha diandra","y",0.1
"109","R-P23949","Bromus sterilis","Anisantha sterilis","e",15
"109","R-P23949","Anthriscus sylvestris","Anthriscus sylvestris","u",87.5
"109","R-P23949","Arrhenatherum elatius subsp. bulbosum","Arrhenatherum elatius","a",5
"109","R-P23949","Chelidonium majus","Chelidonium majus","*",1
"109","R-P23949","Crepis lampsanoides","Crepis lampsanoides","*",1
"109","R-P23949","Galium aparine","Galium aparine","4",62.5
"109","R-P23949","Geranium lucidum","Geranium lucidum","+",1
"109","R-P23949","Geum urbanum","Geum urbanum","y",0.1
"109","R-P23949","Lamium maculatum","Lamium maculatum","+",1
"109","R-P23949","Pentaglottis sempervirens","Pentaglottis sempervirens","+",1
"109","R-P23949","Ranunculus acris","Ranunculus acris","+",1
"109","R-P23949","Rumex acetosa","Rumex acetosa","*",1
"109","R-P23949","Stellaria media","Stellaria media","+",1
"109","R-P23949","Urtica dioica","Urtica dioica","+",1
"110","R-P23950","Bromus sterilis","Anisantha sterilis","1",5
"110","R-P23950","Bromus tectorum","Anisantha tectorum","a",5
"110","R-P23950","Centranthus calcitrapae","Centranthus calcitrapae","+",1
"110","R-P23950","Fumaria reuteri","Fumaria reuteri","y",0.1
"110","R-P23950","Galium aparine","Galium aparine","1",5
"110","R-P23950","Geranium lucidum","Geranium lucidum","e",15
"110","R-P23950","Geranium robertianum","Geranium robertianum","a",5
"110","R-P23950","Lavatera arborea","Malva arborea","+",1
"110","R-P23950","Medicago arabica","Medicago arabica","1",5
"110","R-P23950","Smyrnium olusatrum","Smyrnium olusatrum","5",87.5
"110","R-P23950","Sonchus oleraceus","Sonchus oleraceus","+",1
"110","R-P23950","Tordylium maximum","Tordylium maximum","1",5
"111","R-P23951","Geranium robertianum","Geranium robertianum","*",1
"111","R-P23951","Lythrum salicaria","Lythrum salicaria","*",1
"111","R-P23951","Poa trivialis","Poa trivialis","a",5
"111","R-P23951","Ranunculus repens","Ranunculus repens","1",5
"111","R-P23951","Rumex obtusifolius","Rumex obtusifolius","f",15
"111","R-P23951","Sambucus nigra","Sambucus nigra","+",1
"111","R-P23951","Smyrnium olusatrum","Smyrnium olusatrum","4",62.5
"111","R-P23951","Urtica dioica","Urtica dioica","*",1
"112","R-P24572","Achillea millefolium subsp. millefolium","Achillea millefolium","1",5
"112","R-P24572","Avenella iberica","Avenella flexuosa","+",1
"112","R-P24572","Bromus hordeaceus subsp. hordeaceus","Bromus hordeaceus","+",1
"112","R-P24572","Epilobium angustifolium","Epilobium angustifolium","1",5
"112","R-P24572","Geranium pyrenaicum subsp. lusitanicum","Geranium pyrenaicum","+",1
"112","R-P24572","Luzula pediformis","Luzula pediformis","+",1
"112","R-P24572","Potentilla asturica","Potentilla asturica","+",1
"112","R-P24572","Urtica dioica","Urtica dioica","1",5
"113","R-P24655","Alopecurus pratensis subsp. pratensis","Alopecurus pratensis","+",1
"113","R-P24655","Chaerophyllum temulum","Chaerophyllum temulum","+",1
"113","R-P24655","Conium maculatum","Conium maculatum","1",5
"113","R-P24655","Crepis lampsanoides","Crepis lampsanoides","1",5
"113","R-P24655","Galium aparine subsp. aparine","Galium aparine","2",15
"113","R-P24655","Geranium pyrenaicum subsp. lusitanicum","Geranium pyrenaicum","+",1
"113","R-P24655","Geranium robertianum","Geranium robertianum","1",5
"113","R-P24655","Heracleum sphondylium subsp. granatense","Heracleum sphondylium","1",5
"113","R-P24655","Lamium maculatum","Lamium maculatum","+",1
"113","R-P24655","Lapsana communis subsp. communis","Lapsana communis","+",1
"113","R-P24655","Pentaglottis sempervirens","Pentaglottis sempervirens","1",5
"113","R-P24655","Rubus gallaecicus","Rubus galloecicus","1",5
"113","R-P24655","Stellaria holostea","Stellaria holostea","+",1
"113","R-P24655","Urtica dioica","Urtica dioica","2",15
"114","R-P24656","Bromus sterilis","Anisantha sterilis","2",15
"114","R-P24656","Brachypodium sylvaticum subsp. sylvaticum","Brachypodium sylvaticum","+",1
"114","R-P24656","Chaerophyllum temulum","Chaerophyllum temulum","1",5
"114","R-P24656","Crepis lampsanoides","Crepis lampsanoides","+",1
"114","R-P24656","Dactylis glomerata subsp. glomerata","Dactylis glomerata","*",1
"114","R-P24656","Galium aparine subsp. aparine","Galium aparine","1",5
"114","R-P24656","Galium mollugo","Galium mollugo","1",5
"114","R-P24656","Geranium lucidum","Geranium lucidum","*",1
"114","R-P24656","Geranium robertianum","Geranium robertianum","+",1
"114","R-P24656","Geum urbanum","Geum urbanum","+",1
"114","R-P24656","Melica uniflora","Melica uniflora","+",1
"114","R-P24656","Pentaglottis sempervirens","Pentaglottis sempervirens","1",5
"114","R-P24656","Poa trivialis subsp. feratiana","Poa feratiana","1",5
"114","R-P24656","Rubus lainzii","Rubus lainzii","1",5
"114","R-P24656","Rumex acetosa subsp. acetosa","Rumex acetosa","+",1
"114","R-P24656","Stellaria holostea","Stellaria holostea","+",1
"114","R-P24656","Trifolium pratense subsp. pratense","Trifolium pratense","+",1
"114","R-P24656","Urtica dioica","Urtica dioica","3",37.5
"114","R-P24656","Veronica chamaedrys subsp. chamaedrys","Veronica chamaedrys","+",1
"115","R-P24657","Equisetum arvense","Equisetum arvense","+",1
"115","R-P24657","Galium aparine subsp. aparine","Galium aparine","2",15
"115","R-P24657","Geranium robertianum","Geranium robertianum","1",5
"115","R-P24657","Pentaglottis sempervirens","Pentaglottis sempervirens","1",5
"115","R-P24657","Poa nemoralis subsp. nemoralis","Poa nemoralis","+",1
"115","R-P24657","Ranunculus repens","Ranunculus repens","+",1
"115","R-P24657","Urtica dioica","Urtica dioica","3",37.5
"116","R-P24658","Alliaria petiolata","Alliaria petiolata","+",1
"116","R-P24658","Brachypodium sylvaticum subsp. sylvaticum","Brachypodium sylvaticum","+",1
"116","R-P24658","Crepis lampsanoides","Crepis lampsanoides","1",5
"116","R-P24658","Galium aparine subsp. aparine","Galium aparine","1",5
"116","R-P24658","Geranium robertianum","Geranium robertianum","1",5
"116","R-P24658","Helleborus foetidus","Helleborus foetidus","+",1
"116","R-P24658","Heracleum sphondylium subsp. granatense","Heracleum sphondylium","+",1
"116","R-P24658","Lamium maculatum","Lamium maculatum","+",1
"116","R-P24658","Pentaglottis sempervirens","Pentaglottis sempervirens","2",15
"116","R-P24658","Primula acaulis subsp. acaulis","Primula acaulis","+",1
"116","R-P24658","Ranunculus acris subsp. despectus","Ranunculus acris","+",1
"116","R-P24658","Ranunculus repens","Ranunculus repens","1",5
"116","R-P24658","Rubus ulmifolius","Rubus ulmifolius","1",5
"116","R-P24658","Rumex obtusifolius","Rumex obtusifolius","+",1
"116","R-P24658","Stellaria holostea","Stellaria holostea","+",1
"116","R-P24658","Urtica dioica","Urtica dioica","+",1
"117","R-P24659","Aquilegia vulgaris subsp. vulgaris","Aquilegia vulgaris","+",1
"117","R-P24659","Crepis lampsanoides","Crepis lampsanoides","+",1
"117","R-P24659","Draba muralis","Drabella muralis","+",1
"117","R-P24659","Galium aparine subsp. aparine","Galium aparine","1",5
"117","R-P24659","Geranium pyrenaicum subsp. lusitanicum","Geranium pyrenaicum","+",1
"117","R-P24659","Geranium robertianum","Geranium robertianum","1",5
"117","R-P24659","Lamium maculatum","Lamium maculatum","2",15
"117","R-P24659","Pentaglottis sempervirens","Pentaglottis sempervirens","2",15
"117","R-P24659","Plantago lanceolata","Plantago lanceolata","+",1
"117","R-P24659","Primula acaulis subsp. acaulis","Primula acaulis","+",1
"117","R-P24659","Rumex acetosa subsp. acetosa","Rumex acetosa","+",1
"117","R-P24659","Sherardia arvensis","Sherardia arvensis","+",1
"117","R-P24659","Stellaria media","Stellaria media","+",1
"117","R-P24659","Ulmus minor","Ulmus minor","+",1
"117","R-P24659","Urtica dioica","Urtica dioica","1",5
"117","R-P24659","Viola riviniana","Viola reichenbachiana s.l.","+",1
"118","R-P24660","Bromus sterilis","Anisantha sterilis","+",1
"118","R-P24660","Brachypodium sylvaticum subsp. sylvaticum","Brachypodium sylvaticum","+",1
"118","R-P24660","Bryonia dioica","Bryonia dioica","+",1
"118","R-P24660","Myrrhoides nodosa","Chaerophyllum nodosum","+",1
"118","R-P24660","Chelidonium majus","Chelidonium majus","1",5
"118","R-P24660","Crepis lampsanoides","Crepis lampsanoides","1",5
"118","R-P24660","Digitalis purpurea subsp. purpurea","Digitalis purpurea","+",1
"118","R-P24660","Fumaria reuteri","Fumaria reuteri","+",1
"118","R-P24660","Galium aparine subsp. aparine","Galium aparine","1",5
"118","R-P24660","Geranium lucidum","Geranium lucidum","1",5
"118","R-P24660","Geranium robertianum","Geranium robertianum","1",5
"118","R-P24660","Geum urbanum","Geum urbanum","1",5
"118","R-P24660","Pentaglottis sempervirens","Pentaglottis sempervirens","2",15
"118","R-P24660","Ranunculus repens","Ranunculus repens","+",1
"118","R-P24660","Rubus ulmifolius","Rubus ulmifolius","1",5
"118","R-P24660","Sambucus nigra subsp. nigra","Sambucus nigra","+",1
"118","R-P24660","Solanum dulcamara","Solanum dulcamara","+",1
"118","R-P24660","Taraxacum ruderalia","Taraxacum","+",1
"118","R-P24660","Trifolium pratense subsp. pratense","Trifolium pratense","+",1
"118","R-P24660","Urtica dioica","Urtica dioica","1",5
"119","R-P24661","Bromus sterilis","Anisantha sterilis","+",1
"119","R-P24661","Aristolochia paucinervis","Aristolochia paucinervis","+",1
"119","R-P24661","Brachypodium sylvaticum subsp. sylvaticum","Brachypodium sylvaticum","+",1
"119","R-P24661","Calepina irregularis","Calepina irregularis","+",1
"119","R-P24661","Carex divulsa subsp. divulsa","Carex divulsa","+",1
"119","R-P24661","Chelidonium majus","Chelidonium majus","2",15
"119","R-P24661","Crataegus monogyna","Crataegus monogyna","+",1
"119","R-P24661","Crepis lampsanoides","Crepis lampsanoides","+",1
"119","R-P24661","Fumaria reuteri","Fumaria reuteri","1",5
"119","R-P24661","Galium aparine subsp. aparine","Galium aparine","+",1
"119","R-P24661","Geranium lucidum","Geranium lucidum","1",5
"119","R-P24661","Geranium robertianum","Geranium robertianum","4",62.5
"119","R-P24661","Geum sylvaticum","Geum sylvaticum","+",1
"119","R-P24661","Hedera hibernica","Hedera helix s.l.","*",1
"119","R-P24661","Pentaglottis sempervirens","Pentaglottis sempervirens","1",5
"119","R-P24661","Rubus ulmifolius","Rubus ulmifolius","+",1
"120","R-P24662","Alliaria petiolata","Alliaria petiolata","+",1
"120","R-P24662","Cardamine flexuosa","Cardamine flexuosa","+",1
"120","R-P24662","Chelidonium majus","Chelidonium majus","+",1
"120","R-P24662","Tamus communis","Dioscorea communis","+",1
"120","R-P24662","Fumaria reuteri","Fumaria reuteri","1",5
"120","R-P24662","Galium aparine subsp. aparine","Galium aparine","1",5
"120","R-P24662","Geranium lucidum","Geranium lucidum","2",15
"120","R-P24662","Geranium robertianum","Geranium robertianum","2",15
"120","R-P24662","Geum urbanum","Geum urbanum","+",1
"120","R-P24662","Pentaglottis sempervirens","Pentaglottis sempervirens","2",15
"120","R-P24662","Rubus ulmifolius","Rubus ulmifolius","+",1
"120","R-P24662","Urtica dioica","Urtica dioica","+",1
"121","R-P24663","Bromus sterilis","Anisantha sterilis","2",15
"121","R-P24663","Arabidopsis thaliana","Arabidopsis thaliana","+",1
"121","R-P24663","Bryonia dioica","Bryonia dioica","+",1
"121","R-P24663","Chelidonium majus","Chelidonium majus","+",1
"121","R-P24663","Crepis lampsanoides","Crepis lampsanoides","+",1
"121","R-P24663","Galium aparine subsp. aparine","Galium aparine","1",5
"121","R-P24663","Geranium dissectum","Geranium dissectum","+",1
"121","R-P24663","Geranium pyrenaicum subsp. lusitanicum","Geranium pyrenaicum","1",5
