"","SIVIMID","NMDS1","NMDS2","Relevé.number","Semisupervised","Revised.alliance","Alliance","Sintaxon","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation"
"265","R-P15122",0.00323934015583142,-0.0462797318930809,2204,1,"Cymbalario-Asplenion","Cymbalario-Asplenion","Cymbalarietum muralis","?","",NA,NA,"1983",-1.976755236,43.31640741,"1 - UTM1x1 + Elevation",10
"266","R-P15123",0.00125292849082419,-0.0306363944904759,2205,1,"Cymbalario-Asplenion","Cymbalario-Asplenion","Cymbalarietum muralis","?","",NA,NA,"1983",-1.979221273,43.31642945,"1 - UTM1x1 + Elevation",10
"267","R-P15124",0.0157800891973541,-0.00675870525755528,2206,1,"Cymbalario-Asplenion","Cymbalario-Asplenion","Cymbalarietum muralis","?","",NA,NA,"1983",-1.986649325,43.3146946,"1 - UTM1x1 + Elevation",10
"268","R-P15125",0.000147105108877317,-0.0176707014441722,2207,1,"Cymbalario-Asplenion","Cymbalario-Asplenion","Cymbalarietum muralis","?","",NA,NA,"1983",-2.412753528,43.11777144,"1 - UTM1x1 + Elevation",150
"269","R-P15132",-0.00151997166922608,0.00522430028304424,175,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V32","",NA,5,"1983",-2.415177533,43.12138581,"1 - UTM1x1 + Elevation",150
"270","R-P15133",0.00220593763428127,0.00739679177007833,176,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V32","",NA,4,"1983",-2.415177533,43.12138581,"1 - UTM1x1 + Elevation",150
"271","R-P15134",-0.000570075651904871,0.0075694325116943,177,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V37","",NA,5,"1983",-2.417601822,43.12500012,"1 - UTM1x1 + Elevation",140
"272","R-P15135",0.00225739128569199,0.0076132215281952,1830,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V32","",NA,2,"1983",-2.477114536,43.06585512,"1 - UTM1x1 + Elevation",200
"273","R-P15136",0.000989150180670687,0.00925163726760921,178,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V37","",NA,5,"1983",-2.504438008,43.02815573,"1 - UTM1x1 + Elevation",230
"274","R-P15137",-0.00182432152895792,0.00802131676019076,179,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V37","",NA,4,"1983",-2.575973688,42.97801475,"1 - UTM1x1 + Elevation",630
"275","R-P15138",0.00163958923635533,0.00544964562882887,1831,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V37","",NA,4,"1983",-2.417653067,43.11959746,"1 - UTM1x1 + Elevation",150
"276","R-P15139",0.000150439000786669,0.00642792798188504,180,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V37","",NA,4,"1983",-2.508787101,43.09841323,"1 - UTM1x1 + Elevation",420
"277","R-P15140",-0.000671113477949699,0.00610135916798665,181,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V37","",NA,4,"1983",-2.508787101,43.09841323,"1 - UTM1x1 + Elevation",400
"278","R-P15141",0.00030724225874168,0.00678112400416129,182,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V37","",NA,10,"1983",-2.476101198,43.18471474,"2 - UTM1x1 + Centroid",120
"279","R-P15142",-0.0020679326611863,0.00958493368754477,183,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V37","",NA,4,"1983",-2.394417429,42.98260123,"1 - UTM1x1 + Elevation",910
"280","R-P15143",-0.000539769474996966,0.010924300643839,184,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V37","",NA,4,"1983",-2.422586771,43.11782149,"1 - UTM1x1 + Elevation",200
"281","R-P15144",-0.00704965801206941,-0.00525274459432473,185,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","R","",NA,15,"1983",-2.420077433,43.12321172,"1 - UTM1x1 + Elevation",140
"282","R-P15145",-0.00896450003769079,-0.00379630214027652,186,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","R55","",NA,10,"1983",-2.432353444,43.12507425,"1 - UTM1x1 + Elevation",200
"283","R-P15147",-0.0136598656075964,-0.00409335130987697,188,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","R55","",NA,20,"1983",-2.268671539,43.24300789,"1 - UTM1x1 + Elevation",300
"284","R-P15148",-0.0131537590650152,-0.00263807742349479,189,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","R57","",NA,10,"1983",-2.384338285,43.25449448,"1 - UTM1x1 + Elevation",50
"285","R-P15149",-0.00928880708996581,-0.00351823459198583,190,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","R57","",NA,15,"1983",-2.56853975,42.98879308,"1 - UTM1x1 + Elevation",450
"286","R-P15150",-0.0117160923182582,-0.00267946973497378,191,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","R57","",NA,6,"1983",-2.563582342,42.99597836,"2 - UTM1x1 + Centroid",300
"287","R-P15151",-0.0151219883543053,-0.00450717646399428,192,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","R57","",NA,5,"1983",-2.563582342,42.99597836,"2 - UTM1x1 + Centroid",300
"288","R-P15152",-0.00991009769456911,-0.0001542761933941,193,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","R57","",NA,10,"1983",-2.571093135,42.97439452,"1 - UTM1x1 + Elevation",600
"289","R-P15153",-0.0141901167021781,-0.00173594182944506,194,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","R55","",NA,5,"1983",-2.571093135,42.97439452,"1 - UTM1x1 + Elevation",600
"290","R-P15154",-0.0151532096444188,-0.0024043491617124,195,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","V39","",NA,15,"1983",-2.518772508,43.07864482,"1 - UTM1x1 + Elevation",450
"291","R-P15155",-0.00929565691744952,-0.00460843726556562,196,1,"Balloto-Conion maculati","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","R57","",NA,15,"1983",-2.443928241,43.20437335,"1 - UTM1x1 + Elevation",530
"292","R-P15158",0.00789536122171775,0.0135305178942745,1832,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis","V35","",NA,NA,"1983",-2.420060421,43.12501261,"1 - UTM1x1 + Elevation",150
"293","R-P15159",0.0064375513545302,0.00845164341229532,1833,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis","V35","",NA,1,"1983",-2.484498409,43.06408763,"1 - UTM1x1 + Elevation",200
"294","R-P15160",0.00759429174296013,0.0115773082145999,1834,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis","V35","",NA,NA,"1983",-2.484498409,43.06408763,"1 - UTM1x1 + Elevation",200
"295","R-P15161",0.00701368630152204,0.00751484132719184,1835,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis","V35","",NA,2,"1983",-2.406248527,43.02768845,"1 - UTM1x1 + Elevation",230
"296","R-P15162",0.00662120589470263,0.0129720255058595,1836,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis","V35","",NA,1,"1983",-2.526641647,43.01384166,"2 - UTM1x1 + Centroid",250
"297","R-P15164",0.00866983250846733,0.0108155142273508,1838,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis","V35","",NA,1,"1983",-2.409324237,43.21860748,"1 - UTM1x1 + Elevation",90
"298","R-P15165",0.00730991343750322,0.011404634755558,1839,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis","V35","",NA,1,"1983",-2.378483179,43.10318262,"2 - UTM1x1 + Centroid",200
"299","R-P15166",0.00638660079753899,0.0129360299217234,1840,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis","V35","",NA,NA,"1983",-2.56364605,42.98697351,"2 - UTM1x1 + Centroid",350
"300","R-P15167",0.00771230946760422,0.0135292761600201,1841,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis","V35","",NA,1,"1983",-2.342099651,43.05795461,"2 - UTM1x1 + Centroid",350
"301","R-P15168",0.0056146797937454,0.00875195440993604,1842,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Matricarietum matricarioidis","V35","",NA,1,"1983",-2.31724111,43.0848238,"2 - UTM1x1 + Centroid",280
"302","R-P15170",0.0071865148303055,0.0157643869260441,1844,1,"Saginion procumbentis","Saginion procumbentis","Bryo argentei-Saginetum procumbentis","V35","",NA,2,"1983",-2.388716189,43.31033991,"2 - UTM1x1 + Centroid",10
"303","R-P15171",0.00735877774357829,0.0163564434922787,1845,1,"Saginion procumbentis","Saginion procumbentis","Bryo argentei-Saginetum procumbentis","V35","",NA,1,"1983",-2.441466447,43.20436136,"1 - UTM1x1 + Elevation",500
"304","R-P15172",0.0116843308345446,0.0136032179021427,1846,1,"Saginion procumbentis","Saginion procumbentis","Bryo argentei-Saginetum procumbentis","V35","",NA,2,"1983",-2.403758958,43.03127751,"2 - UTM1x1 + Centroid",350
"305","R-P15173",0.00871974002294765,0.0140820236781338,1847,1,"Saginion procumbentis","Saginion procumbentis","Bryo argentei-Saginetum procumbentis","V35","",NA,2,"1983",-2.531495292,43.02106567,"1 - UTM1x1 + Elevation",350
"306","R-P15174",0.00729820625366771,0.0132616635279084,1848,1,"Saginion procumbentis","Saginion procumbentis","Bryo argentei-Saginetum procumbentis","V35","",NA,1,"1983",-2.412753528,43.11777144,"1 - UTM1x1 + Elevation",150
"307","R-P15175",0.00683685393245011,0.0157190198203161,1849,1,"Saginion procumbentis","Saginion procumbentis","Bryo argentei-Saginetum procumbentis","V35","",NA,1,"1983",-2.419190755,43.21685705,"1 - UTM1x1 + Elevation",100
"308","R-P15176",0.00548221572217254,0.0150531885971755,1850,1,"Saginion procumbentis","Saginion procumbentis","Bryo argentei-Saginetum procumbentis","V35","",NA,2,"1983",-2.389265862,43.25452089,"1 - UTM1x1 + Elevation",50
"309","R-P15178",0.00775725141557053,0.0139358401461811,1852,1,"Saginion procumbentis","Saginion procumbentis","Bryo argentei-Saginetum procumbentis","V35","",NA,3,"1983",-2.354373302,43.2921487,"1 - UTM1x1 + Elevation",10
"310","R-P15228",-0.0115623263427437,0.0026953024675599,315228,1,"Cynancho-Convolvulion sepium",NA,"Com. de Juncus conglomeratus-Juncus effusus","R36","",NA,10,"1983",-2.122773917,43.28160238,"1 - UTM1x1 + Elevation",10
"311","R-P15231",-0.00136824172484557,0.0118048442313489,315231,1,"Potentillion anserinae","Potentillion anserinae","Lolio-Plantaginetum majoris","R36","",NA,10,"1983",-2.390664564,43.114054,"1 - UTM1x1 + Elevation",350
"312","R-P15232",0.00179503614980217,0.0114773722466859,315232,1,"Potentillion anserinae","Potentillion anserinae","Lolio-Plantaginetum majoris","R36","",NA,3,"1983",-2.563454837,43.013988,"2 - UTM1x1 + Centroid",250
"313","R-P15234",-0.00137647500169013,0.0130026180681297,315234,1,"Potentillion anserinae","Potentillion anserinae","Lolio-Plantaginetum majoris","R36","",NA,2,"1983",-2.38152812,43.28869691,"1 - UTM1x1 + Elevation",200
"314","R-P15235",0.00236655267619137,0.0113220797831878,315235,1,"Potentillion anserinae","Potentillion anserinae","Lolio-Plantaginetum majoris","R36","",NA,5,"1983",-2.465443153,42.99556208,"2 - UTM1x1 + Centroid",250
"315","R-P15236",0.000260657731480877,0.0109275956230733,315236,1,"Potentillion anserinae","Potentillion anserinae","Lolio-Plantaginetum majoris","R36","",NA,8,"1983",-2.420111451,43.11960994,"1 - UTM1x1 + Elevation",150
"316","R-P15239",0.00163539191250004,0.0117669405685681,315239,1,"Potentillion anserinae","Potentillion anserinae","Lolio-Plantaginetum majoris","R36","",NA,5,"1983",-2.464425444,43.11262204,"2 - UTM1x1 + Centroid",190
"317","R-P15241",0.00109651212766979,0.00939771246285254,315241,1,"Potentillion anserinae","Potentillion anserinae","Lolio-Plantaginetum majoris","R36","",NA,4,"1983",-2.376561004,43.29227179,"1 - UTM1x1 + Elevation",180
"318","R-P15242",-0.00115312190742304,0.0109890517060671,315242,1,"Potentillion anserinae","Potentillion anserinae","Lolio-Plantaginetum majoris","R36","",NA,5,"1983",-2.429961719,43.11785847,"1 - UTM1x1 + Elevation",250
"319","R-P15354",-0.00475909150430547,-0.0089405521866884,315354,1,"Cynancho-Convolvulion sepium",NA,"Oenanthetum crocatae","R55","",NA,10,"1983",-2.085857104,43.27771146,"1 - UTM1x1 + Elevation",0
"320","R-P20908",0.0200620441738282,0.000405577537295805,320908,1,"Linario polygalifoliae-Vulpion alopecuri","Linario polygalifoliae-Vulpion alopecuri","Scrophulario-Vulpietum alopecuroris"," R     ","",NA,60,"1989",-7,43,"5 - UTMs missing from DEM",NA
"321","R-P20909",0.230044007443725,0.0187220441328188,320909,1,"Linario polygalifoliae-Vulpion alopecuri","Linario polygalifoliae-Vulpion alopecuri","Scrophulario-Vulpietum alopecuroris"," R     ","",NA,150,"1989",-7,43,"5 - UTMs missing from DEM",NA
"322","R-P20911",0.0196438168261636,-0.000375865360061978,320911,1,"Linario polygalifoliae-Vulpion alopecuri","Linario polygalifoliae-Vulpion alopecuri","Scrophulario-Vulpietum alopecuroris"," N15!  ","",NA,100,"1989",-7,43,"5 - UTMs missing from DEM",NA
"323","R-P21296",0.0231883699768662,0.00367371623392514,1139,1,"Scleranthion annui","Scleranthion annui","Linario eleganti-Anthoxanthetum aristati","V15","NW",NA,40,"1995",-7.434860876,42.50026169,"1 - UTM1x1 + Elevation",480
"324","R-P21297",0.0213127666056906,0.00148748447709788,1140,1,"Scleranthion annui","Scleranthion annui","Linario eleganti-Anthoxanthetum aristati","V15","S",5,50,"1995",-7.273300749,42.62886084,"1 - UTM1x1 + Elevation",900
"325","R-P21298",0.0255598682853477,0.00908383189480418,1141,1,"Scleranthion annui","Scleranthion annui","Linario eleganti-Anthoxanthetum aristati","V15","N",5,40,"1995",-7.273824138,42.67205843,"1 - UTM1x1 + Elevation",1000
"326","R-P21299",0.0245669957571028,0.00560780176382916,1142,1,"Scleranthion annui","Scleranthion annui","Linario eleganti-Anthoxanthetum aristati","R1R","",0,30,"1995",-7.442382618,42.64042379,"1 - UTM1x1 + Elevation",440
"327","R-P21300",0.0245676337964635,0.0027659144461795,1143,1,"Scleranthion annui","Scleranthion annui","Linario eleganti-Anthoxanthetum aristati","V15","",0,30,"1995",-7.526242786,42.55250296,"1 - UTM1x1 + Elevation",360
"328","R-P21301",0.0242421587140706,0.00377483937874454,1144,1,"Scleranthion annui","Scleranthion annui","Linario eleganti-Anthoxanthetum aristati","R1R","",NA,50,"1995",-7.521570042,42.48786327,"1 - UTM1x1 + Elevation",320
"329","R-P21302",0.0254617583351546,0.00126983060078687,1145,1,"Scleranthion annui","Scleranthion annui","Linario eleganti-Anthoxanthetum aristati","R1R","S",NA,70,"1995",-7.461822219,42.57124082,"1 - UTM1x1 + Elevation",380
"330","R-P21303",0.023828995687882,0.00359871804349268,1146,1,"Scleranthion annui","Scleranthion annui","Linario eleganti-Anthoxanthetum aristati","V32","",0,50,"1995",-7.558860206,42.56561259,"1 - UTM1x1 + Elevation",370
"331","R-P21304",0.01927178529384,0.00529202666188811,1147,1,"Scleranthion annui","Scleranthion annui","Linario eleganti-Anthoxanthetum aristati","R","",0,40,"1995",-7.500562743,42.56792197,"1 - UTM1x1 + Elevation",410
"332","R-P21305",0.013590664099404,0.00236674614655901,1148,1,"Scleranthion annui","Scleranthion annui","Linario eleganti-Anthoxanthetum aristati","V15","N",NA,50,"1995",-7.595267542,42.49753063,"1 - UTM1x1 + Elevation",300
"333","R-P21306",0.0165688972592196,0.00722241299557238,1149,1,"Scleranthion annui","Scleranthion annui","Linario eleganti-Anthoxanthetum aristati","V15","",0,15,"1995",-7.375360467,42.58898722,"1 - UTM1x1 + Elevation",500
"334","R-P22241",-0.00186598491469028,-0.0031037199792242,204,1,"Geo urbani-Alliarion officinalis","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","V39","SE",5,20,"1999",-7.985576936,41.95720345,"3 - UTM10x10 + Elevation",600
"335","R-P22242",-0.0122911960835558,-0.00511781035136702,205,1,"Geo urbani-Alliarion officinalis","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","V39","NW",NA,15,"1999",-7.960557953,41.94568548,"3 - UTM10x10 + Elevation",815
"336","R-P22243",-0.0114859353996032,-0.00547118396564016,206,1,"Geo urbani-Alliarion officinalis","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","V39","",30,10,"1999",-7.975960117,41.9576217,"1 - UTM1x1 + Elevation",590
"337","R-P22244",-0.00828680068673133,-0.00665330966965888,207,1,"Geo urbani-Alliarion officinalis","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","V39","S",NA,5,"1999",-7.992087464,41.94791673,"3 - UTM10x10 + Elevation",680
"338","R-P22245",-0.00916461760651656,-0.0115823432423866,208,1,"Geo urbani-Alliarion officinalis","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","R","",5,10,"1999",-8.085085853,41.90421193,"1 - UTM1x1 + Elevation",380
"339","R-P22246",-0.0131485130809938,-0.00440235014720137,209,1,"Geo urbani-Alliarion officinalis","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","V39","N",NA,15,"1999",-7.921455893,41.90775824,"1 - UTM1x1 + Elevation",875
"340","R-P22248",-0.0140079032158518,-0.0119016113647187,322248,1,"Cynancho-Convolvulion sepium","Cynancho-Convolvulion sepium","Picridio hieracioidis-Eupatorietum cannabini","R55","NE",NA,30,"1999",-8.068130508,41.90316286,"1 - UTM1x1 + Elevation",350
"341","R-P22254",0.0229660125257474,0.00749034991170866,1151,1,"Scleranthion annui","Scleranthion annui","Linario eleganti-Anthoxanthetum aristati","V15","SE",5,60,"1999",-8.061560413,42.03309657,"1 - UTM1x1 + Elevation",1000
"342","R-P22274",0.00635939009708321,0.00150003514339779,1170,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio amplexicaulis-Veronicetum hederifoliae","V15","W",NA,40,"1999",-7.926537639,41.91114109,"1 - UTM1x1 + Elevation",860
"343","R-P22275",0.0166826097483662,-0.00385291800349589,1171,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V","W",NA,30,"1999",-8.094550028,41.90199074,"1 - UTM1x1 + Elevation",405
"344","R-P22276",0.00508215656027713,-0.00618575345708381,1172,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V15","NW",NA,50,"1999",-8.15045287,41.87788344,"1 - UTM1x1 + Elevation",400
"345","R-P22277",0.012971583936832,-0.00814527115918566,1173,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V","NE",NA,40,"1999",-8.148196657,41.87978546,"1 - UTM1x1 + Elevation",400
"346","R-P22278",0.0136158172986558,-0.00236265328992618,1174,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V","W",NA,80,"1999",-8.094693036,41.90378497,"1 - UTM1x1 + Elevation",425
"347","R-P22279",0.0130583841268853,-0.00369167319818883,1175,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V15","W",NA,50,"1999",-8.077737788,41.90273734,"1 - UTM1x1 + Elevation",420
"348","R-P22280",0.00846702853848471,-0.00712400191215812,1176,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V37","S",3,100,"1999",-8.003531808,41.97082532,"1 - UTM1x1 + Elevation",560
"349","R-P22281",0.0079079321704501,-0.0056548361080964,1177,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V15","NE",NA,40,"1999",-8.096442216,41.95592432,"1 - UTM1x1 + Elevation",840
"350","R-P22282",0.0160601481167221,-0.00276460196932314,1178,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V34","SW",NA,40,"1999",-8.113658797,41.92994856,"1 - UTM1x1 + Elevation",480
"351","R-P22284",0.0172581769170329,-0.00631900879692558,1179,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V15","W",NA,80,"1999",-8.0894349,41.86800681,"2 - UTM1x1 + Centroid",410
"352","R-P22285",0.0175227776819152,-0.00572824919639887,1180,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V15","NW",3,100,"1999",-8.093950157,41.86420491,"1 - UTM1x1 + Elevation",640
"353","R-P22286",0.0133487789293776,-0.00818161598146992,1181,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V37","SW",NA,100,"1999",-7.994772141,41.95140092,"1 - UTM1x1 + Elevation",600
"354","R-P22287",0.0106151700052692,-0.00312028596265435,1182,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V37","SW",NA,70,"1999",-7.976100077,41.95941625,"1 - UTM1x1 + Elevation",625
"355","R-P22288",0.0162702221645375,-0.00257010483570708,1183,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V15","S",NA,50,"1999",-7.968607623,41.95624458,"2 - UTM1x1 + Centroid",900
"356","R-P22289",0.0172665121922232,-0.00681857833641192,1184,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V15","W",NA,50,"1999",-7.917064959,41.91334875,"1 - UTM1x1 + Elevation",860
"357","R-P22290",0.0125520152748703,-0.00395763215637733,1185,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V15","W",NA,50,"1999",-7.919191453,41.90965615,"1 - UTM1x1 + Elevation",865
"358","R-P22291",0.00541976711132117,-0.0066590490131321,1186,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V15","S",NA,100,"1999",-7.933282832,41.93785441,"2 - UTM1x1 + Centroid",720
"359","R-P22293",-0.00209932451359347,0.00139474892530336,210,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V37","S",NA,2,"1999",-8.094693036,41.90378497,"1 - UTM1x1 + Elevation",390
"360","R-P22294",-0.000910661958971433,0.00147988266441828,211,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V38","S",5,2,"1999",-8.094693036,41.90378497,"1 - UTM1x1 + Elevation",392
"361","R-P22295",0.00056695847613689,0.00445618511550786,212,1,"Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini","V32","",NA,3,"1999",-8.094550028,41.90199074,"1 - UTM1x1 + Elevation",405
"362","R-P22298",0.000445415421140844,0.0021162306646311,213,1,"Sisymbrion officinalis","Sisymbrion officinalis","Bromo diandri-Carduetum tenuiflori","V32","NW",NA,10,"1999",-7.941424446,41.97892401,"1 - UTM1x1 + Elevation",580
"363","R-P22299",-0.00322274267825307,0.00199993724290613,214,1,"Sisymbrion officinalis","Sisymbrion officinalis","Bromo diandri-Carduetum tenuiflori","V32","NW",NA,10,"1999",-7.943690447,41.97702558,"1 - UTM1x1 + Elevation",590
"364","R-P22303",0.00961251412878273,0.0148725116934712,1859,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono arenastri-Matricarietum matricarioidis","V35","",NA,2,"1999",-7.966652503,41.93101631,"1 - UTM1x1 + Elevation",795
"365","R-P22304",0.00904297682779785,0.0123630428838438,1860,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono arenastri-Matricarietum matricarioidis","V35","",NA,2,"1999",-7.95080331,41.94430692,"1 - UTM1x1 + Elevation",810
"366","R-P22305",0.0103256879412716,0.0125943382361007,1861,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono arenastri-Matricarietum matricarioidis","V35","NE",NA,2,"1999",-8.096442216,41.95592432,"1 - UTM1x1 + Elevation",830
"367","R-P22306",0.0071050603899107,0.0128694966861131,1862,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono arenastri-Matricarietum matricarioidis","V35","",NA,3,"1999",-7.917203052,41.91514346,"1 - UTM1x1 + Elevation",870
"368","R-P22307",0.0078749142607373,0.0118706998662437,1863,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono arenastri-Matricarietum matricarioidis","V35","SW",NA,3,"1999",-8.003531808,41.97082532,"1 - UTM1x1 + Elevation",560
"369","R-P22308",0.00932868499409545,0.0124886375861573,1864,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono arenastri-Matricarietum matricarioidis","V35","E",NA,4,"1999",-8.094693036,41.90378497,"1 - UTM1x1 + Elevation",420
"370","R-P22309",0.00992151828661396,0.0131294448272583,1865,1,"Polygono-Coronopodion","Polygono-Coronopodion","Polygono arenastri-Matricarietum matricarioidis","V35","W",10,2,"1999",-8.0894349,41.86800681,"2 - UTM1x1 + Centroid",410
"371","R-P22313",0.0156772155904614,0.0137141445738848,322313,1,"Polycarpion tetraphylli","Polycarpion tetraphylli","Crassulo tillaeae-Saginetum apetalae","V34","",NA,1,"1999",-8.052735922,41.92184909,"2 - UTM1x1 + Centroid",810
"372","R-P22314",0.0531313635435483,0.0289086828518797,322314,1,"Polycarpion tetraphylli","Polycarpion tetraphylli","Crassulo tillaeae-Saginetum apetalae","V34","",NA,1,"1999",-8.202905451,41.90072054,"1 - UTM1x1 + Elevation",570
"373","R-P23777",0.00301008498184793,-0.008825868739225,2213,1,"Cymbalario-Asplenion","Cymbalario-Asplenion","Cymbalarietum muralis","?","W",90,4,"1986",-6.855415177,42.37359619,"2 - UTM1x1 + Centroid",663
"374","R-P23786",-0.0147653991176427,-0.00121087690455711,215,1,"Geo urbani-Alliarion officinalis",NA,"Associació-Desconeguda","V39","W",30,100,"1986",-6.748331028,42.25108404,"1 - UTM1x1 + Elevation",1480
"375","R-P23904",-0.00280394630553013,0.0102342692249448,323904,1,"Potentillion anserinae","Potentillion anserinae","Lolio-Plantaginetum majoris","R36","",NA,5,"1986",-6.925970118,42.41801219,"3 - UTM10x10 + Elevation",360
"376","R-P23906",-5.62856081286305e-05,0.00901129201275462,323906,1,"Potentillion anserinae","Potentillion anserinae","Lolio-Plantaginetum majoris","R36","",NA,1,"1986",-6.704060461,42.36417884,"3 - UTM10x10 + Elevation",1260
"377","R-P23908",0.000151512150512633,0.00828083987204429,323908,1,"Potentillion anserinae","Potentillion anserinae","Lolio-Plantaginetum majoris","R36","S",5,2,"1986",-6.79215421,42.29466315,"3 - UTM10x10 + Elevation",980
