"Alliance","CANTEUNIS","Species","Type","Value"
"Polycarpion tetraphylli","V34Z","Plantago coronopus","Diagnostic",38.6429173695963
"Polycarpion tetraphylli","V34Z","Crassula tillaea","Diagnostic",35.1032746178899
"Polycarpion tetraphylli","V34Z","Spergularia marina","Diagnostic",33.3333333333333
"Polycarpion tetraphylli","V34Z","Sagina maritima","Diagnostic",24.6376811594203
"Polycarpion tetraphylli","V34Z","Spergularia marina","Dominant",21.7391304347826
"Polycarpion tetraphylli","V34Z","Ochlopoa annua","Dominant",13.0434782608696
"Polycarpion tetraphylli","V34Z","Crassula tillaea","Dominant",5.79710144927536
"Polycarpion tetraphylli","V34Z","Plantago coronopus","Dominant",5.79710144927536
"Polygono-Coronopodion","V34Y","Ochlopoa annua","Constant",96.969696969697
"Polygono-Coronopodion","V34Y","Polygonum aviculare","Constant",96.3636363636364
"Polygono-Coronopodion","V34Y","Matricaria suaveolens","Constant",60.6060606060606
"Polygono-Coronopodion","V34Y","Plantago major","Constant",54.5454545454545
"Polygono-Coronopodion","V34Y","Polygonum aviculare","Diagnostic",58.1849322799685
"Polygono-Coronopodion","V34Y","Matricaria suaveolens","Diagnostic",56.1011816548406
"Polygono-Coronopodion","V34Y","Plantago major","Diagnostic",20.2503351200809
"Polygono-Coronopodion","V34Y","Polygonum aviculare","Dominant",27.8787878787879
"Polygono-Coronopodion","V34Y","Ochlopoa annua","Dominant",16.969696969697
"Polygono-Coronopodion","V34Y","Matricaria suaveolens","Dominant",10.9090909090909
"Saginion procumbentis","V35Z","Ochlopoa annua","Constant",95.4545454545455
"Saginion procumbentis","V35Z","Sagina procumbens","Constant",72.7272727272727
"Saginion procumbentis","V35Z","Bryum argenteum","Constant",68.1818181818182
"Saginion procumbentis","V35Z","Polygonum aviculare","Constant",52.2727272727273
"Saginion procumbentis","V35Z","Plantago major","Constant",50
"Saginion procumbentis","V35Z","Sagina procumbens","Diagnostic",70.8942393666006
"Saginion procumbentis","V35Z","Bryum argenteum","Diagnostic",67.7698491069634
"Saginion procumbentis","V35Z","Ochlopoa annua","Diagnostic",26.7594891451795
"Saginion procumbentis","V35Z","Ochlopoa annua","Dominant",29.5454545454545
"Saginion procumbentis","V35Z","Sagina procumbens","Dominant",15.9090909090909
"Saginion procumbentis","V35Z","Bryum argenteum","Dominant",15.9090909090909
"Scleranthion annui","V10Z","Anthemis arvensis","Constant",68.936170212766
"Scleranthion annui","V10Z","Raphanus raphanistrum aggr.","Constant",57.4468085106383
"Scleranthion annui","V10Z","Spergula arvensis","Constant",50.6382978723404
"Scleranthion annui","V10Z","Mibora minima","Diagnostic",37.5184608258928
"Scleranthion annui","V10Z","Anthemis arvensis","Diagnostic",35.9069046473418
"Scleranthion annui","V10Z","Rumex acetosella","Diagnostic",33.3434822549761
"Scleranthion annui","V10Z","Spergula arvensis","Diagnostic",31.6579449922224
"Scleranthion annui","V10Z","Raphanus raphanistrum aggr.","Diagnostic",31.2962821916266
"Scleranthion annui","V10Z","Arnoseris minima","Diagnostic",28.2608201120326
"Scleranthion annui","V10Z","Scleranthus annuus","Diagnostic",27.1957321661189
"Scleranthion annui","V10Z","Anthoxanthum ovatum","Diagnostic",22.6238170664219
"Scleranthion annui","V10Z","Ornithopus compressus","Diagnostic",16.2753531401932
"Scleranthion annui","V10Z","Mibora minima","Dominant",8.93617021276596
"Scleranthion annui","V10Z","Anthemis arvensis","Dominant",7.65957446808511
"Scleranthion annui","V10Z","Spergula arvensis","Dominant",5.53191489361702
"Senecionion fluviatilis","R55Z","Pteridium aquilinum","Constant",59.6774193548387
"Senecionion fluviatilis","R55Z","Mentha suaveolens","Constant",59.6774193548387
"Senecionion fluviatilis","R55Z","Picris hieracioides","Constant",54.8387096774194
"Senecionion fluviatilis","R55Z","Calystegia sepium","Constant",53.2258064516129
"Senecionion fluviatilis","R55Z","Eupatorium cannabinum","Constant",51.6129032258064
"Senecionion fluviatilis","R55Z","Eupatorium cannabinum","Diagnostic",49.9487993174566
"Senecionion fluviatilis","R55Z","Arundo donax","Diagnostic",48.3870967741936
"Senecionion fluviatilis","R55Z","Angelica sylvestris","Diagnostic",39.5478911441108
"Senecionion fluviatilis","R55Z","Picris hieracioides","Diagnostic",27.9351752059799
"Senecionion fluviatilis","R55Z","Mentha suaveolens","Diagnostic",19.9439609780209
"Senecionion fluviatilis","R55Z","Pteridium aquilinum","Diagnostic",19.0831999499449
"Senecionion fluviatilis","R55Z","Centaurea debeauxii","Diagnostic",15.7025380331178
"Senecionion fluviatilis","R55Z","Silene latifolia","Diagnostic",15.1896905677989
"Senecionion fluviatilis","R55Z","Arundo donax","Dominant",48.3870967741936
"Senecionion fluviatilis","R55Z","Eupatorium cannabinum","Dominant",30.6451612903226
"Senecionion fluviatilis","R55Z","Mentha suaveolens","Dominant",9.67741935483871
"Senecionion fluviatilis","R55Z","Angelica sylvestris","Dominant",8.06451612903226
"Silybo mariani-Urticion piluliferae","V38Z","Silybum marianum","Constant",100
"Silybo mariani-Urticion piluliferae","V38Z","Anisantha diandra","Constant",73.6842105263158
"Silybo mariani-Urticion piluliferae","V38Z","Carduus tenuiflorus","Constant",68.4210526315789
"Silybo mariani-Urticion piluliferae","V38Z","Galium aparine","Constant",52.6315789473684
"Silybo mariani-Urticion piluliferae","V38Z","Silybum marianum","Diagnostic",98.0555466040376
"Silybo mariani-Urticion piluliferae","V38Z","Carduus tenuiflorus","Diagnostic",38.2266608994815
"Silybo mariani-Urticion piluliferae","V38Z","Anisantha diandra","Diagnostic",26.0650129851999
"Silybo mariani-Urticion piluliferae","V38Z","Silybum marianum","Dominant",94.7368421052632
"Silybo mariani-Urticion piluliferae","V38Z","Carduus tenuiflorus","Dominant",10.5263157894737
"Silybo mariani-Urticion piluliferae","V38Z","Anisantha diandra","Dominant",5.26315789473684
"Silybo mariani-Urticion piluliferae","V38Z","Ballota nigra","Dominant",5.26315789473684
"Silybo mariani-Urticion piluliferae","V38Z","Conium maculatum","Dominant",5.26315789473684
"Silybo mariani-Urticion piluliferae","V38Z","Echium rosulatum","Dominant",5.26315789473684
"Silybo mariani-Urticion piluliferae","V38Z","Foeniculum vulgare","Dominant",5.26315789473684
"Silybo mariani-Urticion piluliferae","V38Z","Galium aparine","Dominant",5.26315789473684
"Sisymbrion officinalis","V37V","Hordeum murinum","Constant",100
"Sisymbrion officinalis","V37V","Sisymbrium officinale","Constant",73.3766233766234
"Sisymbrion officinalis","V37V","Lolium perenne","Constant",52.5974025974026
"Sisymbrion officinalis","V37V","Anisantha sterilis","Constant",51.9480519480519
"Sisymbrion officinalis","V37V","Hordeum murinum","Diagnostic",78.4987771275109
"Sisymbrion officinalis","V37V","Sisymbrium officinale","Diagnostic",50.0999973190443
"Sisymbrion officinalis","V37V","Lolium perenne","Diagnostic",16.6600219897122
"Sisymbrion officinalis","V37V","Hordeum murinum","Dominant",60.3896103896104
"Sisymbrion officinalis","V37V","Sisymbrium officinale","Dominant",16.2337662337662
"Spergulo arvensis-Erodion cicutariae","V10X","Chenopodium album","Constant",83.6158192090395
"Spergulo arvensis-Erodion cicutariae","V10X","Persicaria maculosa","Constant",67.7966101694915
"Spergulo arvensis-Erodion cicutariae","V10X","Echinochloa crus-galli","Constant",62.1468926553672
"Spergulo arvensis-Erodion cicutariae","V10X","Stellaria media","Constant",60.4519774011299
"Spergulo arvensis-Erodion cicutariae","V10X","Digitaria sanguinalis","Constant",54.8022598870056
"Spergulo arvensis-Erodion cicutariae","V10X","Chenopodium album","Diagnostic",59.7060955586899
"Spergulo arvensis-Erodion cicutariae","V10X","Echinochloa crus-galli","Diagnostic",45.7280279349843
"Spergulo arvensis-Erodion cicutariae","V10X","Digitaria sanguinalis","Diagnostic",39.7402150057634
"Spergulo arvensis-Erodion cicutariae","V10X","Solanum nigrum","Diagnostic",35.5368541095297
"Spergulo arvensis-Erodion cicutariae","V10X","Amaranthus hybridus aggr.","Diagnostic",34.1167090406314
"Spergulo arvensis-Erodion cicutariae","V10X","Fallopia convolvulus","Diagnostic",30.2242158849389
"Spergulo arvensis-Erodion cicutariae","V10X","Persicaria maculosa","Diagnostic",26.5984445522663
"Spergulo arvensis-Erodion cicutariae","V10X","Oxalis latifolia","Diagnostic",23.3652790880994
"Spergulo arvensis-Erodion cicutariae","V10X","Portulaca oleracea","Diagnostic",19.6020696866103
"Spergulo arvensis-Erodion cicutariae","V10X","Chenopodium album","Dominant",12.9943502824859
"Spergulo arvensis-Erodion cicutariae","V10X","Amaranthus hybridus aggr.","Dominant",11.864406779661
"Spergulo arvensis-Erodion cicutariae","V10X","Echinochloa crus-galli","Dominant",10.1694915254237
"Spergulo arvensis-Erodion cicutariae","V10X","Digitaria sanguinalis","Dominant",7.34463276836158
