releve_number,id,Original.name,Analysis.name,layer,cover_percent
2518,Xixon18,Trifolium pratense,Trifolium pratense,Main,5
2518,Xixon18,Bellis perennis,Bellis perennis,Main,1
2518,Xixon18,Dactylis glomerata,Dactylis glomerata,Main,1
2518,Xixon18,Erodium moschatum,Erodium moschatum,Main,1
2518,Xixon18,Holcus lanatus,Holcus lanatus,Main,1
2518,Xixon18,Convolvulus arvensis,Convolvulus arvensis,Main,0.1
2518,Xixon18,Geranium molle,Geranium molle,Main,0.1
2518,Xixon18,Medicago lupulina,Medicago lupulina,Main,0.1
2518,Xixon18,Plantago lanceolata,Plantago lanceolata,Main,0.1
2518,Xixon18,Populus alba,Populus alba,Seedlings,0.1
2518,Xixon18,Potentilla reptans,Potentilla reptans,Main,0.1
2518,Xixon18,Prunella vulgaris,Prunella vulgaris,Main,0.1
2518,Xixon18,Taraxacum gr. officinale,Taraxacum sect. Taraxacum,Main,0.1
2518,Xixon18,Veronica persica,Veronica persica,Main,0.1
2519,Xixon19,Melilotus albus,Melilotus albus,Main,50
2519,Xixon19,Dittrichia viscosa,Dittrichia viscosa,Main,10
2519,Xixon19,Holcus lanatus,Holcus lanatus,Main,10
2519,Xixon19,Cortaderia selloana,Cortaderia selloana,Main,5
2519,Xixon19,Helminthotheca echioides,Helminthotheca echioides,Main,5
2519,Xixon19,Medicago lupulina,Medicago lupulina,Main,5
2519,Xixon19,Trifolium repens,Trifolium repens,Main,5
2519,Xixon19,Centaurium tenuiflorum,Centaurium tenuiflorum,Main,2
2519,Xixon19,Plantago lanceolata,Plantago lanceolata,Main,2
2519,Xixon19,Trifolium pratense,Trifolium pratense,Main,2
2519,Xixon19,Vulpia bromoides,Vulpia bromoides,Main,2
2519,Xixon19,Anagallis arvensis,Anagallis arvensis,Main,1
2519,Xixon19,Blackstonia perfoliata,Blackstonia perfoliata aggr.,Main,1
2519,Xixon19,Daucus carota,Daucus carota,Main,1
2519,Xixon19,Linum strictum,Linum strictum,Main,1
2519,Xixon19,Lotus corniculatus,Lotus corniculatus,Main,1
2519,Xixon19,Prunella vulgaris,Prunella vulgaris,Main,1
2519,Xixon19,Vicia sativa,Vicia sativa aggr.,Main,1
2519,Xixon19,Agrostis stolonifera,Agrostis stolonifera,Main,0.1
2519,Xixon19,Anisantha madritensis,Anisantha madritensis,Main,0.1
2519,Xixon19,Carex divulsa,Carex divulsa,Main,0.1
2519,Xixon19,Catapodium rigidum,Catapodium rigidum,Main,0.1
2519,Xixon19,Centaurium erythraea,Centaurium erythraea,Main,0.1
2519,Xixon19,Fraxinus excelsior,Fraxinus excelsior,Seedlings,0.1
2519,Xixon19,Hedera helix s.l.,Hedera helix aggr.,Main,0.1
2519,Xixon19,Laurus nobilis,Laurus nobilis,Seedlings,0.1
2519,Xixon19,Pulicaria dysenterica,Pulicaria dysenterica,Main,0.1
2519,Xixon19,Rubus sp.,Rubus,Main,0.1
2519,Xixon19,Sonchus oleraceus,Sonchus oleraceus,Main,0.1
2520,Xixon20,Buddleja davidii,Buddleja davidii,Main,20
2520,Xixon20,Cortaderia selloana,Cortaderia selloana,Main,20
2520,Xixon20,Dittrichia viscosa,Dittrichia viscosa,Main,20
2520,Xixon20,Medicago lupulina,Medicago lupulina,Main,10
2520,Xixon20,Melilotus albus,Melilotus albus,Main,10
2520,Xixon20,Mentha suaveolens,Mentha suaveolens,Main,10
2520,Xixon20,Plantago lanceolata,Plantago lanceolata,Main,10
2520,Xixon20,Vulpia bromoides,Vulpia bromoides,Main,10
2520,Xixon20,Hypochaeris radicata,Hypochaeris radicata,Main,5
2520,Xixon20,Silene gallica,Silene gallica,Main,5
2520,Xixon20,Sonchus oleraceus,Sonchus oleraceus,Main,5
2520,Xixon20,Bellardia trixago,Bellardia trixago,Main,2
2520,Xixon20,Blackstonia perfoliata,Blackstonia perfoliata aggr.,Main,2
2520,Xixon20,Helminthotheca echioides,Helminthotheca echioides,Main,2
2520,Xixon20,Orobanche minor,Orobanche minor,Main,2
2520,Xixon20,Parentucellia viscosa,Parentucellia viscosa,Main,2
2520,Xixon20,Sonchus tenerrimus,Sonchus tenerrimus,Main,2
2520,Xixon20,Agrostis capillaris,Agrostis capillaris,Main,1
2520,Xixon20,Anisantha madritensis,Anisantha madritensis,Main,1
2520,Xixon20,Erigeron sumatrensis,Erigeron sumatrensis,Main,1
2520,Xixon20,Parietaria judaica,Parietaria judaica aggr.,Main,1
2520,Xixon20,Anagallis arvensis,Anagallis arvensis,Main,0.1
2520,Xixon20,Cotoneaster coriaceus,Cotoneaster coriaceus,Main,0.1
2520,Xixon20,Geranium purpureum,Geranium purpureum,Main,0.1
2520,Xixon20,Hirschfeldia incana,Hirschfeldia incana,Main,0.1
2520,Xixon20,Hypericum perforatum,Hypericum perforatum,Main,0.1
2520,Xixon20,Linum bienne,Linum bienne,Main,0.1
2520,Xixon20,Lycopus europaeus,Lycopus europaeus,Main,0.1
2520,Xixon20,Medicago polymorpha,Medicago polymorpha,Main,0.1
2520,Xixon20,Paspalum dilatatum,Paspalum dilatatum,Main,0.1
2520,Xixon20,Plantago coronopus,Plantago coronopus,Main,0.1
2520,Xixon20,Rubus sp.,Rubus,Main,0.1
2520,Xixon20,Serapias lingua,Serapias lingua,Main,0.1
2520,Xixon20,Serapias parviflora,Serapias parviflora,Main,0.1
2520,Xixon20,Setaria pumila,Setaria pumila,Main,0.1
2520,Xixon20,Solanum chenopodioides,Solanum chenopodioides,Main,0.1
2520,Xixon20,Sporobolus indicus,Sporobolus indicus,Main,0.1
2520,Xixon20,Verbena officinalis,Verbena officinalis,Main,0.1
2521,Xixon21,Helminthotheca echioides,Helminthotheca echioides,Main,20
2521,Xixon21,Hirschfeldia incana,Hirschfeldia incana,Main,20
2521,Xixon21,Dittrichia viscosa,Dittrichia viscosa,Main,10
2521,Xixon21,Foeniculum vulgare,Foeniculum vulgare,Main,10
2521,Xixon21,Galactites tomentosus,Galactites tomentosus,Main,10
2521,Xixon21,Melilotus albus,Melilotus albus,Main,10
2521,Xixon21,Medicago lupulina,Medicago lupulina,Main,5
2521,Xixon21,Rubus sp.,Rubus,Main,5
2521,Xixon21,Cynosurus cristatus,Cynosurus cristatus,Main,2
2521,Xixon21,Daucus carota,Daucus carota,Main,2
2521,Xixon21,Holcus lanatus,Holcus lanatus,Main,2
2521,Xixon21,Plantago lanceolata,Plantago lanceolata,Main,2
2521,Xixon21,Vulpia bromoides,Vulpia bromoides,Main,2
2521,Xixon21,Galium parisiense,Galium parisiense,Main,1
2521,Xixon21,Leontodon hispidus,Leontodon hispidus,Main,1
2521,Xixon21,Parentucellia viscosa,Parentucellia viscosa,Main,1
2521,Xixon21,Petrorhagia nanteuilii,Petrorhagia nanteuilii,Main,1
2521,Xixon21,Trifolium pratense,Trifolium pratense,Main,1
2521,Xixon21,Agrostis capillaris,Agrostis capillaris,Main,0.1
2521,Xixon21,Anagallis arvensis,Anagallis arvensis,Main,0.1
2521,Xixon21,Anthemis cotula,Anthemis cotula,Main,0.1
2521,Xixon21,Avena barbata,Avena barbata,Main,0.1
2521,Xixon21,Blackstonia perfoliata,Blackstonia perfoliata aggr.,Main,0.1
2521,Xixon21,Clinopodium vulgare,Clinopodium vulgare,Main,0.1
2521,Xixon21,Erigeron sumatrensis,Erigeron sumatrensis,Main,0.1
2521,Xixon21,Geranium dissectum,Geranium dissectum,Main,0.1
2521,Xixon21,Geranium robertianum,Geranium robertianum,Main,0.1
2521,Xixon21,Linum bienne,Linum bienne,Main,0.1
2521,Xixon21,Lotus corniculatus,Lotus corniculatus,Main,0.1
2521,Xixon21,Medicago polymorpha,Medicago polymorpha,Main,0.1
2521,Xixon21,Oxalis corniculata,Oxalis corniculata,Main,0.1
2521,Xixon21,Teucrium scorodonia,Teucrium scorodonia,Main,0.1
2522,Xixon22,Agrostis stolonifera,Agrostis stolonifera,Main,30
2522,Xixon22,Avena barbata,Avena barbata,Main,30
2522,Xixon22,Anthyllis vulneraria,Anthyllis vulneraria,Main,10
2522,Xixon22,Cortaderia selloana,Cortaderia selloana,Main,10
2522,Xixon22,Dittrichia viscosa,Dittrichia viscosa,Main,10
2522,Xixon22,Buddleja davidii,Buddleja davidii,Main,5
2522,Xixon22,Dactylis glomerata,Dactylis glomerata,Main,1
2522,Xixon22,Daucus carota,Daucus carota,Main,1
2522,Xixon22,Helminthotheca echioides,Helminthotheca echioides,Main,1
2522,Xixon22,Sonchus tenerrimus,Sonchus tenerrimus,Main,1
2522,Xixon22,Anagallis arvensis,Anagallis arvensis,Main,0.1
2522,Xixon22,Anthoxanthum odoratum,Anthoxanthum odoratum,Main,0.1
2522,Xixon22,Catapodium rigidum,Catapodium rigidum,Main,0.1
2522,Xixon22,Hedera helix s.l.,Hedera helix aggr.,Main,0.1
2522,Xixon22,Holcus lanatus,Holcus lanatus,Main,0.1
2522,Xixon22,Hypericum perforatum,Hypericum perforatum,Main,0.1
2522,Xixon22,Medicago lupulina,Medicago lupulina,Main,0.1
2522,Xixon22,Oxalis latifolia,Oxalis latifolia,Main,0.1
2522,Xixon22,Picris hieracioides,Picris hieracioides,Main,0.1
2522,Xixon22,Rhamnus alaternus,Rhamnus alaternus,Seedlings,0.1
2522,Xixon22,Rubus sp.,Rubus,Main,0.1
2522,Xixon22,Salix cinerea subsp. oleifolia,Salix atrocinerea,Seedlings,0.1
2522,Xixon22,Vulpia bromoides,Vulpia bromoides,Main,0.1
2523,Xixon23,Melilotus albus,Melilotus albus,Main,40
2523,Xixon23,Dittrichia viscosa,Dittrichia viscosa,Main,20
2523,Xixon23,Cortaderia selloana,Cortaderia selloana,Main,10
2523,Xixon23,Lotus corniculatus,Lotus corniculatus,Main,10
2523,Xixon23,Avena barbata,Avena barbata,Main,5
2523,Xixon23,Centaurium tenuiflorum,Centaurium tenuiflorum,Main,2
2523,Xixon23,Prunella vulgaris,Prunella vulgaris,Main,2
2523,Xixon23,Blackstonia perfoliata,Blackstonia perfoliata aggr.,Main,1
2523,Xixon23,Daucus carota,Daucus carota,Main,1
2523,Xixon23,Helminthotheca echioides,Helminthotheca echioides,Main,1
2523,Xixon23,Holcus lanatus,Holcus lanatus,Main,1
2523,Xixon23,Plantago lanceolata,Plantago lanceolata,Main,1
2523,Xixon23,Pulicaria dysenterica,Pulicaria dysenterica,Main,1
2523,Xixon23,Reichardia picroides,Reichardia picroides,Main,1
2523,Xixon23,Agrostis stolonifera,Agrostis stolonifera,Main,0.1
2523,Xixon23,Anagallis arvensis,Anagallis arvensis,Main,0.1
2523,Xixon23,Anthoxanthum odoratum,Anthoxanthum odoratum,Main,0.1
2523,Xixon23,Centaurium pulchellum,Centaurium pulchellum,Main,0.1
2523,Xixon23,Cornus sanguinea,Cornus sanguinea,Seedlings,0.1
2523,Xixon23,Elytrigia repens,Elytrigia repens,Main,0.1
2523,Xixon23,Laurus nobilis,Laurus nobilis,Seedlings,0.1
2523,Xixon23,Linum bienne,Linum bienne,Main,0.1
2523,Xixon23,Schedonorus arundinaceus,Schedonorus arundinaceus,Main,0.1
2523,Xixon23,Vulpia bromoides,Vulpia bromoides,Main,0.1
2524,Xixon24,Quercus robur,Quercus robur,Canopy,60
2524,Xixon24,Laurus nobilis,Laurus nobilis,Canopy,50
2524,Xixon24,Hedera helix s.l.,Hedera helix aggr.,Main,30
2524,Xixon24,Laurus nobilis,Laurus nobilis,Seedlings,20
2524,Xixon24,Pteridium aquilinum,Pteridium aquilinum,Main,10
2524,Xixon24,Castanea sativa,Castanea sativa,Canopy,5
2524,Xixon24,Viola reichenbachiana s.l.,Viola riviniana aggr.,Main,5
2524,Xixon24,Lonicera periclymenum,Lonicera periclymenum,Main,2
2524,Xixon24,Rubus sp.,Rubus,Main,2
2524,Xixon24,Dryopteris filix-mas,Dryopteris filix-mas,Main,1
2524,Xixon24,Hypericum pulchrum,Hypericum pulchrum,Main,1
2524,Xixon24,Rubia peregrina,Rubia peregrina,Main,1
2524,Xixon24,Brachypodium sylvaticum,Brachypodium sylvaticum,Main,0.1
2524,Xixon24,Carex divulsa,Carex divulsa,Main,0.1
2524,Xixon24,Castanea sativa,Castanea sativa,Seedlings,0.1
2524,Xixon24,Cornus sanguinea,Cornus sanguinea,Seedlings,0.1
2524,Xixon24,Crataegus monogyna,Crataegus monogyna,Seedlings,0.1
2524,Xixon24,Dioscorea communis,Dioscorea communis,Main,0.1
2524,Xixon24,Geranium robertianum,Geranium robertianum,Main,0.1
2524,Xixon24,Hieracium sp.,Hieracium,Main,0.1
2524,Xixon24,Prunus domestica subsp. insititia,Prunus insititia,Seedlings,0.1
2524,Xixon24,Ranunculus parviflorus,Ranunculus parviflorus,Main,0.1
2524,Xixon24,Rhamnus alaternus,Rhamnus alaternus,Seedlings,0.1
2524,Xixon24,Smilax aspera,Smilax aspera,Main,0.1
2525,Xixon25,Lolium perenne,Lolium perenne,Main,60
2525,Xixon25,Trifolium pratense,Trifolium pratense,Main,30
2525,Xixon25,Holcus lanatus,Holcus lanatus,Main,20
2525,Xixon25,Ochlopoa annua,Ochlopoa annua,Main,20
2525,Xixon25,Crepis vesicaria,Crepis vesicaria,Main,5
2525,Xixon25,Lotus corniculatus,Lotus corniculatus,Main,5
2525,Xixon25,Trifolium repens,Trifolium repens,Main,5
2525,Xixon25,Erodium moschatum,Erodium moschatum,Main,2
2525,Xixon25,Hordeum murinum,Hordeum murinum,Main,2
2525,Xixon25,Taraxacum gr. officinale,Taraxacum sect. Taraxacum,Main,2
2525,Xixon25,Torilis nodosa,Torilis nodosa,Main,2
2525,Xixon25,Bellis perennis,Bellis perennis,Main,1
2525,Xixon25,Oxalis latifolia,Oxalis latifolia,Main,1
2525,Xixon25,Paspalum dilatatum,Paspalum dilatatum,Main,1
2525,Xixon25,Plantago major,Plantago major,Main,1
2525,Xixon25,Potentilla reptans,Potentilla reptans,Main,1
2525,Xixon25,Capsella bursa-pastoris,Capsella bursa-pastoris,Main,0.1
2525,Xixon25,Convolvulus arvensis,Convolvulus arvensis,Main,0.1
2525,Xixon25,Helminthotheca echioides,Helminthotheca echioides,Main,0.1
2525,Xixon25,Oxalis corniculata,Oxalis corniculata,Main,0.1
2525,Xixon25,Rumex crispus,Rumex crispus,Main,0.1
2526,Xixon26,Lolium perenne,Lolium perenne,Main,60
2526,Xixon26,Trifolium repens,Trifolium repens,Main,30
2526,Xixon26,Erodium moschatum,Erodium moschatum,Main,10
2526,Xixon26,Ochlopoa annua,Ochlopoa annua,Main,10
2526,Xixon26,Capsella bursa-pastoris,Capsella bursa-pastoris,Main,5
2526,Xixon26,Cyperus longus,Cyperus longus,Main,2
2526,Xixon26,Geranium dissectum,Geranium dissectum,Main,2
2526,Xixon26,Plantago coronopus,Plantago coronopus,Main,2
2526,Xixon26,Plantago lanceolata,Plantago lanceolata,Main,2
2526,Xixon26,Trifolium tomentosum,Trifolium tomentosum,Main,2
2526,Xixon26,Bellis perennis,Bellis perennis,Main,1
2526,Xixon26,Holcus lanatus,Holcus lanatus,Main,1
2526,Xixon26,Lepidium didymum,Lepidium didymum,Main,1
2526,Xixon26,Taraxacum gr. officinale,Taraxacum sect. Taraxacum,Main,1
2526,Xixon26,Convolvulus arvensis,Convolvulus arvensis,Main,0.1
2526,Xixon26,Leontodon hispidus,Leontodon hispidus,Main,0.1
2526,Xixon26,Paspalum dilatatum,Paspalum dilatatum,Main,0.1
2526,Xixon26,Plantago major,Plantago major,Main,0.1
2526,Xixon26,Potentilla reptans,Potentilla reptans,Main,0.1
2526,Xixon26,Veronica arvensis,Veronica arvensis,Main,0.1
2527,Xixon27,Agrostis stolonifera,Agrostis stolonifera,Main,30
2527,Xixon27,Cynodon dactylon,Cynodon dactylon,Main,20
2527,Xixon27,Lotus corniculatus,Lotus corniculatus,Main,20
2527,Xixon27,Paspalum dilatatum,Paspalum dilatatum,Main,20
2527,Xixon27,Prunella vulgaris,Prunella vulgaris,Main,10
2527,Xixon27,Carex leporina,Carex leporina,Main,5
2527,Xixon27,Lolium perenne,Lolium perenne,Main,5
2527,Xixon27,Ochlopoa annua,Ochlopoa annua,Main,5
2527,Xixon27,Potentilla reptans,Potentilla reptans,Main,2
2527,Xixon27,Taraxacum gr. officinale,Taraxacum sect. Taraxacum,Main,2
2527,Xixon27,Trifolium pratense,Trifolium pratense,Main,2
2527,Xixon27,Geranium dissectum,Geranium dissectum,Main,1
2527,Xixon27,Helminthotheca echioides,Helminthotheca echioides,Main,1
2527,Xixon27,Holcus lanatus,Holcus lanatus,Main,1
2527,Xixon27,Hypericum perforatum,Hypericum perforatum,Main,1
2527,Xixon27,Leucanthemum vulgare s.l.,Leucanthemum vulgare,Main,1
2527,Xixon27,Medicago lupulina,Medicago lupulina,Main,1
2527,Xixon27,Medicago sativa,Medicago sativa,Main,1
2527,Xixon27,Trifolium repens,Trifolium repens,Main,1
2527,Xixon27,Anagallis arvensis,Anagallis arvensis,Main,0.1
2527,Xixon27,Bellis perennis,Bellis perennis,Main,0.1
2527,Xixon27,Cerastium glomeratum,Cerastium glomeratum,Main,0.1
2527,Xixon27,Leontodon hispidus,Leontodon hispidus,Main,0.1
2527,Xixon27,Lythrum hyssopifolia,Lythrum hyssopifolia,Main,0.1
2527,Xixon27,Plantago lanceolata,Plantago lanceolata,Main,0.1
2527,Xixon27,Sherardia arvensis,Sherardia arvensis,Main,0.1
2527,Xixon27,Veronica chamaedrys,Veronica chamaedrys,Main,0.1
2528,Xixon28,Glechoma hederacea,Glechoma hederacea,Main,50
2528,Xixon28,Alnus glutinosa,Alnus glutinosa aggr.,Main,40
2528,Xixon28,Carex pendula,Carex pendula,Main,40
2528,Xixon28,Salix cinerea subsp. oleifolia,Salix atrocinerea,Canopy,30
2528,Xixon28,Salix eleagnos,Salix eleagnos,Canopy,30
2528,Xixon28,Tradescantia fluminensis,Tradescantia fluminensis,Main,20
2528,Xixon28,Brachypodium sylvaticum,Brachypodium sylvaticum,Main,10
2528,Xixon28,Melica uniflora,Melica uniflora,Main,5
2528,Xixon28,Angelica sylvestris,Angelica sylvestris,Main,2
2528,Xixon28,Carex divulsa,Carex divulsa,Main,2
2528,Xixon28,Persicaria hydropiper,Persicaria hydropiper,Main,2
2528,Xixon28,Ranunculus repens,Ranunculus repens,Main,2
2528,Xixon28,Rumex sanguineus,Rumex sanguineus,Main,2
2528,Xixon28,Urtica dioica,Urtica dioica,Main,2
2528,Xixon28,Circaea lutetiana,Circaea lutetiana,Main,1
2528,Xixon28,Cyperus eragrostis,Cyperus eragrostis,Main,1
2528,Xixon28,Hedera helix s.l.,Hedera helix aggr.,Main,1
2528,Xixon28,Laurus nobilis,Laurus nobilis,Seedlings,1
2528,Xixon28,Mentha aquatica,Mentha aquatica,Main,1
2528,Xixon28,Acer pseudoplatanus,Acer pseudoplatanus,Seedlings,0.1
2528,Xixon28,Agrostis stolonifera,Agrostis stolonifera,Main,0.1
2528,Xixon28,Alnus glutinosa,Alnus glutinosa aggr.,Main,0.1
2528,Xixon28,Cardamine flexuosa,Cardamine flexuosa,Main,0.1
2528,Xixon28,Geum urbanum,Geum urbanum,Main,0.1
2528,Xixon28,Rubia peregrina,Rubia peregrina,Main,0.1
2528,Xixon28,Rubus sp.,Rubus,Main,0.1
2528,Xixon28,Rumex obtusifolius,Rumex obtusifolius,Main,0.1
2528,Xixon28,Veronica montana,Veronica montana,Main,0.1
2528,Xixon28,Viola reichenbachiana s.l.,Viola riviniana aggr.,Main,0.1
2529,Xixon29,Laurus nobilis,Laurus nobilis,Canopy,70
2529,Xixon29,Quercus robur,Quercus robur,Canopy,60
2529,Xixon29,Hedera helix s.l.,Hedera helix aggr.,Main,50
2529,Xixon29,Laurus nobilis,Laurus nobilis,Seedlings,50
2529,Xixon29,Acer pseudoplatanus,Acer pseudoplatanus,Canopy,30
2529,Xixon29,Hedera helix s.l.,Hedera helix aggr.,Canopy,20
2529,Xixon29,Ilex aquifolium,Ilex aquifolium,Main,20
2529,Xixon29,Crataegus monogyna,Crataegus monogyna,Main,5
2529,Xixon29,Acer pseudoplatanus,Acer pseudoplatanus,Seedlings,2
2529,Xixon29,Corylus avellana,Corylus avellana,Main,2
2529,Xixon29,Fraxinus excelsior,Fraxinus excelsior,Seedlings,2
2529,Xixon29,Prunus domestica subsp. insititia,Prunus insititia,Seedlings,1
2529,Xixon29,Geranium robertianum,Geranium robertianum,Main,0.1
2529,Xixon29,Lonicera periclymenum,Lonicera periclymenum,Main,0.1
2529,Xixon29,Stachys officinalis,Stachys officinalis,Main,0.1
2530,Xixon30,Corylus avellana,Corylus avellana,Seedlings,80
2530,Xixon30,Hedera helix s.l.,Hedera helix aggr.,Main,60
2530,Xixon30,Mercurialis perennis,Mercurialis perennis,Main,40
2530,Xixon30,Laurus nobilis,Laurus nobilis,Seedlings,10
2530,Xixon30,Lilium pyrenaicum,Lilium pyrenaicum,Main,10
2530,Xixon30,Smilax aspera,Smilax aspera,Main,5
2530,Xixon30,Dioscorea communis,Dioscorea communis,Main,2
2530,Xixon30,Prunus domestica subsp. insititia,Prunus insititia,Seedlings,1
2530,Xixon30,Rubia peregrina,Rubia peregrina,Main,0.1
2530,Xixon30,Rubus sp.,Rubus,Main,0.1
2531,Xixon31,Parietaria judaica,Parietaria judaica aggr.,Main,10
2531,Xixon31,Agrostis capillaris,Agrostis capillaris,Main,5
2531,Xixon31,Cymbalaria muralis,Cymbalaria muralis,Main,5
2531,Xixon31,Polypogon viridis,Polypogon viridis,Main,2
2531,Xixon31,Asplenium trichomanes,Asplenium trichomanes,Main,1
2531,Xixon31,Blackstonia perfoliata,Blackstonia perfoliata aggr.,Main,1
2531,Xixon31,Erigeron sumatrensis,Erigeron sumatrensis,Main,1
2531,Xixon31,Oxalis corniculata,Oxalis corniculata,Main,1
2531,Xixon31,Pteridium aquilinum,Pteridium aquilinum,Main,1
2531,Xixon31,Salicornia procumbens,Salicornia procumbens,Main,1
2531,Xixon31,Asplenium ruta-muraria,Asplenium ruta-muraria,Main,0.1
2531,Xixon31,Euphorbia peplus,Euphorbia peplus,Main,0.1
2531,Xixon31,Geranium robertianum,Geranium robertianum,Main,0.1
2531,Xixon31,Helminthotheca echioides,Helminthotheca echioides,Main,0.1
2531,Xixon31,Polycarpon tetraphyllum,Polycarpon tetraphyllum,Main,0.1
2531,Xixon31,Polygonum aviculare,Polygonum aviculare,Main,0.1
2531,Xixon31,Sonchus tenerrimus,Sonchus tenerrimus,Main,0.1
2532,Xixon32,Erodium cicutarium,Erodium cicutarium,Main,2
2532,Xixon32,Polycarpon tetraphyllum,Polycarpon tetraphyllum,Main,2
2532,Xixon32,Sporobolus indicus,Sporobolus indicus,Main,2
2532,Xixon32,Oxalis corniculata,Oxalis corniculata,Main,1
2532,Xixon32,Silene gallica,Silene gallica,Main,1
2532,Xixon32,Carex divulsa,Carex divulsa,Main,0.1
2532,Xixon32,Crepis vesicaria,Crepis vesicaria,Main,0.1
2532,Xixon32,Erigeron sumatrensis,Erigeron sumatrensis,Main,0.1
2532,Xixon32,Helminthotheca echioides,Helminthotheca echioides,Main,0.1
2532,Xixon32,Hirschfeldia incana,Hirschfeldia incana,Main,0.1
2532,Xixon32,Ochlopoa annua,Ochlopoa annua,Main,0.1
2532,Xixon32,Polygonum aviculare,Polygonum aviculare,Main,0.1
2532,Xixon32,Sagina apetala,Sagina apetala,Main,0.1
2532,Xixon32,Taraxacum gr. officinale,Taraxacum sect. Taraxacum,Main,0.1
2533,Xixon33,Digitaria sanguinalis,Digitaria sanguinalis,Main,5
2533,Xixon33,Helminthotheca echioides,Helminthotheca echioides,Main,2
2533,Xixon33,Anagallis arvensis,Anagallis arvensis,Main,1
2533,Xixon33,Asplenium ruta-muraria,Asplenium ruta-muraria,Main,0.1
2533,Xixon33,Asplenium trichomanes,Asplenium trichomanes,Main,0.1
2533,Xixon33,Cirsium vulgare,Cirsium vulgare,Main,0.1
2533,Xixon33,Dittrichia viscosa,Dittrichia viscosa,Main,0.1
2533,Xixon33,Epilobium parviflorum,Epilobium parviflorum,Main,0.1
2533,Xixon33,Erigeron sumatrensis,Erigeron sumatrensis,Main,0.1
2533,Xixon33,Oxalis corniculata,Oxalis corniculata,Main,0.1
2533,Xixon33,Polycarpon tetraphyllum,Polycarpon tetraphyllum,Main,0.1
2533,Xixon33,Polypodium cambricum,Polypodium cambricum,Main,0.1
2533,Xixon33,Prunella vulgaris,Prunella vulgaris,Main,0.1
2533,Xixon33,Senecio vulgaris,Senecio vulgaris,Main,0.1
2533,Xixon33,Taraxacum gr. officinale,Taraxacum sect. Taraxacum,Main,0.1
2534,Xixon34,Cymbalaria muralis,Cymbalaria muralis,Main,2
2534,Xixon34,Sporobolus indicus,Sporobolus indicus,Main,2
2534,Xixon34,Medicago lupulina,Medicago lupulina,Main,1
2534,Xixon34,Parietaria judaica,Parietaria judaica aggr.,Main,1
2534,Xixon34,Polycarpon tetraphyllum,Polycarpon tetraphyllum,Main,1
2534,Xixon34,Epilobium tetragonum,Epilobium tetragonum,Main,0.1
2534,Xixon34,Erigeron sumatrensis,Erigeron sumatrensis,Main,0.1
2534,Xixon34,Oxalis corniculata,Oxalis corniculata,Main,0.1
2534,Xixon34,Paspalum dilatatum,Paspalum dilatatum,Main,0.1
2534,Xixon34,Potentilla reptans,Potentilla reptans,Main,0.1
2534,Xixon34,Salicornia procumbens,Salicornia procumbens,Main,0.1
2534,Xixon34,Solanum nigrum,Solanum nigrum,Main,0.1
2534,Xixon34,Sonchus oleraceus,Sonchus oleraceus,Main,0.1
2534,Xixon34,Sonchus tenerrimus,Sonchus tenerrimus,Main,0.1
2534,Xixon34,Symphyotrichum squamatum,Symphyotrichum squamatum,Main,0.1
2534,Xixon34,Trifolium repens,Trifolium repens,Main,0.1
2535,Xixon35,Gnaphalium coarctatum,Gnaphalium coarctatum,Main,10
2535,Xixon35,Dichondra micrantha,Dichondra micrantha,Main,5
2535,Xixon35,Plantago coronopus,Plantago coronopus,Main,5
2535,Xixon35,Plantago major,Plantago major,Main,2
2535,Xixon35,Cortaderia selloana,Cortaderia selloana,Main,1
2535,Xixon35,Erigeron karvinskianus,Erigeron karvinskianus,Main,1
2535,Xixon35,Medicago lupulina,Medicago lupulina,Main,1
2535,Xixon35,Plantago media,Plantago media,Main,1
2535,Xixon35,Rostraria cristata,Rostraria cristata,Main,1
2535,Xixon35,Sporobolus indicus,Sporobolus indicus,Main,1
2535,Xixon35,Digitaria sanguinalis,Digitaria sanguinalis,Main,0.1
2535,Xixon35,Erigeron sumatrensis,Erigeron sumatrensis,Main,0.1
2535,Xixon35,Euphorbia maculata,Euphorbia maculata,Main,0.1
2535,Xixon35,Euphorbia prostrata,Euphorbia prostrata,Main,0.1
2535,Xixon35,Helminthotheca echioides,Helminthotheca echioides,Main,0.1
2535,Xixon35,Lythrum hyssopifolia,Lythrum hyssopifolia,Main,0.1
2535,Xixon35,Oxalis corniculata,Oxalis corniculata,Main,0.1
2535,Xixon35,Polycarpon tetraphyllum,Polycarpon tetraphyllum,Main,0.1
2535,Xixon35,Prunella vulgaris,Prunella vulgaris,Main,0.1
2535,Xixon35,Sagina apetala,Sagina apetala,Main,0.1
2535,Xixon35,Sherardia arvensis,Sherardia arvensis,Main,0.1
2535,Xixon35,Sonchus oleraceus,Sonchus oleraceus,Main,0.1
2535,Xixon35,Trifolium tomentosum,Trifolium tomentosum,Main,0.1
2535,Xixon35,Verbena officinalis,Verbena officinalis,Main,0.1
