SIVIMID;NMDS1;NMDS2;Relevé number;Sintaxon;Temp;Precip;UTM10X10;UTM1X1;JuiceID;OriginalElevation;Locality;Country;ECOREG_WWF;DUNES_BOHN;Plant.Cover;Aspect;Slope;Area;SintaxonID;Authors;Year;Title;Publication;Type;DEG_LON;DEG_LAT;Accuracy;Elevation;ANTHROPIC;Vegetation;Class;Order;Alliance;EUNIS2020;EUNIS_REVISED;PCluster;EUNISL1;EUNISL2
R-P22299;0.007092267;0.038143195;214;Bromo diandri-Carduetum tenuiflori;122;11383;29TNG84;29TNG8747;11775;590;O Gorgozo, Muiños;ES;ATL_COAST;N_DUNES;100;NW;NA;10;7846;Pulgar, I.;1999;La vegetación de la Baixa Limia y sierras del entorno.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-7.943690447;41.97702558;1 - UTM1x1 + Elevation;590;Yes;ANTHROPOGENIC VEGETATION;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis; V32   ;V37;0;Ruderal;V39
R-P22300;-0.218350432;-0.003630484;1856;Polygono arenastri-Matricarietum matricarioidis;128;13098;29TNG73;29TNG7334;11776;390;Baños de Riocaldo, Lobios;ES;ATL_COAST;N_DUNES;50;;NA;2;0755b;Pulgar, I.;1999;La vegetación de la Baixa Limia y sierras del entorno.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-8.110178932;41.85627969;1 - UTM1x1 + Elevation;390;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion; V35   ;V35;4;Trampled;V34
R-P22301;-0.200753304;0.012893508;1857;Polygono arenastri-Matricarietum matricarioidis;128;13098;29TNG73;29TNG7334;11777;390;Baños de Riocaldo, Lobios;ES;ATL_COAST;N_DUNES;30;;NA;2;0755b;Pulgar, I.;1999;La vegetación de la Baixa Limia y sierras del entorno.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-8.110178932;41.85627969;1 - UTM1x1 + Elevation;390;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion; V35   ;V35;4;Trampled;V35
R-P22302;-0.189188652;0.000318988;1858;Polygono arenastri-Matricarietum matricarioidis;120;12609;29TNG73;29TNG7535;11778;400;Vilameá, Lobios;ES;ATL_COAST;N_DUNES;20;;NA;2;0755b;Pulgar, I.;1999;La vegetación de la Baixa Limia y sierras del entorno.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-8.0894349;41.86800681;2 - UTM1x1 + Centroid;400;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion; V35   ;V35;4;Trampled;V35
R-P22303;-0.192501831;0.008867442;1859;Polygono arenastri-Matricarietum matricarioidis;113;11426;29TNG84;29TNG8542;11751;795;Xermeade, Muiños;ES;ATL_COAST;N_DUNES;60;;NA;2;0755b;Pulgar, I.;1999;La vegetación de la Baixa Limia y sierras del entorno.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-7.966652503;41.93101631;1 - UTM1x1 + Elevation;795;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion; V35   ;V35;4;Trampled;V35
R-P22304;-0.164064802;0.020926538;1860;Polygono arenastri-Matricarietum matricarioidis;110;11526;29TNG84;29TNG8644;11779;810;Campo da feira, Porqueirós, Muiños;ES;ATL_COAST;N_DUNES;60;;NA;2;0755b;Pulgar, I.;1999;La vegetación de la Baixa Limia y sierras del entorno.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-7.95080331;41.94430692;1 - UTM1x1 + Elevation;810;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion; V35   ;V35;4;Trampled;V35
R-P22305;-0.17303664;0.010368984;1861;Polygono arenastri-Matricarietum matricarioidis;110;12250;29TNG74;29TNG7445;11780;830;Venceáns, Entrimo;ES;ATL_COAST;N_DUNES;70;NE;NA;2;0755b;Pulgar, I.;1999;La vegetación de la Baixa Limia y sierras del entorno.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-8.096442216;41.95592432;1 - UTM1x1 + Elevation;830;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion; V35   ;V35;4;Trampled;V35
R-P22306;-0.155170381;0.014369032;1862;Polygono arenastri-Matricarietum matricarioidis;111;11287;29TNG84;29TNG8940;11781;870;Guntumil, Muiños;ES;ATL_COAST;N_DUNES;70;;NA;3;0755b;Pulgar, I.;1999;La vegetación de la Baixa Limia y sierras del entorno.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-7.917203052;41.91514346;1 - UTM1x1 + Elevation;870;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion; V35   ;V35;4;Trampled;V35
R-P22307;-0.157349978;0.018718909;1863;Polygono arenastri-Matricarietum matricarioidis;122;11594;29TNG84;29TNG8247;11782;560;Santa Comba, Bande;ES;ATL_COAST;N_DUNES;60;SW;NA;3;0755b;Pulgar, I.;1999;La vegetación de la Baixa Limia y sierras del entorno.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-8.003531808;41.97082532;1 - UTM1x1 + Elevation;560;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion; V35   ;V35;4;Trampled;V35
R-P22308;-0.178576796;0.031754187;1864;Polygono arenastri-Matricarietum matricarioidis;134;11636;29TNG73;29TNG7539;11783;420;Fondevila, Lobios;ES;ATL_COAST;N_DUNES;60;E;NA;4;0755b;Pulgar, I.;1999;La vegetación de la Baixa Limia y sierras del entorno.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-8.094693036;41.90378497;1 - UTM1x1 + Elevation;420;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion; V35   ;V35;4;Trampled;V35
R-P22309;-0.189641334;0.023002755;1865;Polygono arenastri-Matricarietum matricarioidis;120;12609;29TNG73;29TNG7535;11784;410;Vilameá, Lobios;ES;ATL_COAST;N_DUNES;80;W;10;2;0755b;Pulgar, I.;1999;La vegetación de la Baixa Limia y sierras del entorno.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-8.0894349;41.86800681;2 - UTM1x1 + Centroid;410;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion; V35   ;V35;4;Trampled;V35
R-P22310;-0.195944213;-0.030379689;1866;Crassulo tillaeae-Saginetum apetalae;132;12552;29TNG73;29TNG7639;11785;410;Iglesia Lobios;ES;ATL_COAST;N_DUNES;40;;NA;1;1731;Pulgar, I.;1999;La vegetación de la Baixa Limia y sierras del entorno.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-8.08254135;41.90252427;1 - UTM1x1 + Elevation;410;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polycarpion tetraphylli; C35b  ;V35;0;Trampled;V34
R-P22311;-0.313990621;-0.057127243;1867;Crassulo tillaeae-Saginetum apetalae;131;12434;29TNG73;29TNG7639;11786;410;Iglesia Lobios;ES;ATL_COAST;N_DUNES;30;;NA;2;1731;Pulgar, I.;1999;La vegetación de la Baixa Limia y sierras del entorno.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-8.07759526;41.90094306;1 - UTM1x1 + Elevation;410;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polycarpion tetraphylli; C35b  ;V35;0;Trampled;V34
R-P22312;-0.230760659;-0.032584161;1868;Crassulo tillaeae-Saginetum apetalae;112;11403;29TNG84;29TNG8644;11787;450;Explanada del campo da feira, Porqueirós, Muiños;ES;ATL_COAST;N_DUNES;30;;NA;1;1731;Pulgar, I.;1999;La vegetación de la Baixa Limia y sierras del entorno.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-7.955889587;41.94768821;2 - UTM1x1 + Centroid;450;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polycarpion tetraphylli; R     ;V35;0;Trampled;V34
R-P22313;-0.223910822;-0.028921342;1869;Crassulo tillaeae-Saginetum apetalae;127;11937;29TNG74;29TNG7841;11788;810;Area recreativa entre Ganceiros y Parada da Ventosa, Lobios;ES;ATL_COAST;N_DUNES;30;;NA;1;1731;Pulgar, I.;1999;La vegetación de la Baixa Limia y sierras del entorno.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-8.052735922;41.92184909;2 - UTM1x1 + Centroid;810;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polycarpion tetraphylli; V34   ;V34;3;Trampled;V34
R-P22314;-0.619221331;-0.010550985;1870;Crassulo tillaeae-Saginetum apetalae;122;12731;29TNG63;29TNG6639;11789;570;As Casiñas, Olelas, Entumo;ES;ATL_COAST;N_DUNES;50;;NA;1;1731;Pulgar, I.;1999;La vegetación de la Baixa Limia y sierras del entorno.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-8.202905451;41.90072054;1 - UTM1x1 + Elevation;570;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polycarpion tetraphylli; V34   ;V34;3;Trampled;V34
R-P22336;0.302034642;-0.226065516;2208;Parietarietum judaicae;133;11248;29TNG73;29TNG7539;11799;390;Fondevila, Lobios;ES;ATL_COAST;N_DUNES;20;N;90;2;771;Pulgar, I.;1999;La vegetación de la Baixa Limia y sierras del entorno.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-8.092434214;41.90568603;1 - UTM1x1 + Elevation;390;?;VEGETATION OF ROCK CREVICES AND SCREES;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae; H     ;U37;0;Walls;U37
R-P22337;0.194589296;-0.160298625;2209;Parietarietum judaicae;132;11771;29TNG73;29TNG7539;11800;370;Muro separación fincas, Fondevila. Lobios;ES;ATL_COAST;N_DUNES;45;NW;90;2;771;Pulgar, I.;1999;La vegetación de la Baixa Limia y sierras del entorno.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-8.085371374;41.90780044;1 - UTM1x1 + Elevation;370;?;VEGETATION OF ROCK CREVICES AND SCREES;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;      ?;U37;0;Walls;U37
R-P22338;0.201732803;-0.106848016;2210;Parietarietum judaicae;132;11809;29TNG73;29TNG7739;11801;340;Requeixo, Lobios;ES;ATL_COAST;N_DUNES;40;NE;90;2;771;Pulgar, I.;1999;La vegetación de la Baixa Limia y sierras del entorno.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-8.068130508;41.90316286;1 - UTM1x1 + Elevation;340;?;VEGETATION OF ROCK CREVICES AND SCREES;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;      ?;U37;0;Walls;U37
R-P22339;0.142358282;-0.15574148;2211;Parietarietum judaicae;134;11636;29TNG73;29TNG7539;11802;380;Fondevila, Lobios;ES;ATL_COAST;N_DUNES;30;NW;90;3;771;Pulgar, I.;1999;La vegetación de la Baixa Limia y sierras del entorno.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-8.094693036;41.90378497;1 - UTM1x1 + Elevation;380;?;VEGETATION OF ROCK CREVICES AND SCREES;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;      ?;U37;0;Walls;U37
R-P22340;0.120178079;-0.134846851;2212;Parietarietum judaicae;127;11742;29TNG74;;11803;480;A fila, Entrimo;ES;ATL_COAST;N_DUNES;20;SE;90;2;771;Pulgar, I.;1999;La vegetación de la Baixa Limia y sierras del entorno.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-8.101645234;41.93048438;3 - UTM10x10 + Elevation;480;?;VEGETATION OF ROCK CREVICES AND SCREES;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;      ?;U37;0;Walls;U37
R-P23777;0.07255969;-0.084710871;2213;Cymbalarietum muralis;112;12492;29TPG79;29TPG7693;25724;NA;Casoio;ES;ATL_COAST;N_DUNES;80;W;90;4;770;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.855415177;42.37359619;2 - UTM1x1 + Centroid;663;?;VEGETATION OF ROCK CREVICES AND SCREES;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Cymbalario-Asplenion;      ?;U37;0;Walls;U37
R-P23786;0.135712914;0.071856953;215;Associació-Desconeguda;69;14968;29TPG88;29TPG8580;25727;1480;Próximo a los lagos de La Baña, León;ES;ATL_COAST;N_DUNES;100;W;30;100;0;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.748331028;42.25108404;1 - UTM1x1 + Elevation;1480;NA;NA;NA;NA;NA; V39   ;V39;0;Ruderal;V39
R-P23907;-0.094534338;-0.007229452;1871;Lolio-Plantaginetum majoris;98;12202;29TPG88;;25921;1000;Casaio;ES;ATL_COAST;N_DUNES;70;;NA;1;236;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.805884296;42.32122055;3 - UTM10x10 + Elevation;1000;?;VEGETATION OF THE NEMORAL FOREST ZONE;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae; V35   ;V35;0;Trampled;V35
R-P23912;-0.067395771;0.025147396;1872;Lolio-Plantaginetum majoris;96;11663;29TPG78;;25885;1040;Soutadoiro;ES;ATL_COAST;N_DUNES;70;;NA;10;236;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.864005268;42.3192739;3 - UTM10x10 + Elevation;1040;?;VEGETATION OF THE NEMORAL FOREST ZONE;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae; V     ;V35;0;Trampled;V35
R-P23931;-0.011904463;0.061319263;216;Galio aparines-Conietum maculati;93;12818;29TPG88;;25898;1000;Casaio;ES;ATL_COAST;N_DUNES;90;W;5;30;742;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.792262196;42.29646044;3 - UTM10x10 + Elevation;1000;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae; V32   ;V37;0;Ruderal;V37
R-P23932;-0.000993775;0.040833423;217;Galio aparines-Conietum maculati;90;10054;29TPG89;;25916;1200;Lardeira;ES;ATL_COAST;N_DUNES;100;;NA;10;742;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.811675658;42.3768543;3 - UTM10x10 + Elevation;1200;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae; V37   ;V37;0;Ruderal;V37
R-P23933;0.00312798;0.043799509;218;Galio aparines-Conietum maculati;86;11467;29TPG89;;25900;1200;Lardeira;ES;ATL_COAST;N_DUNES;100;SW;20;4;742;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.803317844;42.35912377;3 - UTM10x10 + Elevation;1200;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae; V37   ;V39;0;Ruderal;V39
R-P23934;0.043866961;0.047292167;219;Galio aparines-Conietum maculati;103;14018;29TPG88;;25901;880;Debajo de Romiña;ES;ATL_COAST;N_DUNES;100;SW;15;25;742;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.787049106;42.33084935;3 - UTM10x10 + Elevation;880;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae; V39   ;V39;7;Ruderal;V39
R-P23935;0.107042031;0.091175615;220;Galio aparines-Conietum maculati;94;13712;29TPG88;;25902;980;Casaio;ES;ATL_COAST;N_DUNES;100;;NA;2;742;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.794250948;42.2891911;3 - UTM10x10 + Elevation;980;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae; V39   ;V39;7;Ruderal;V39
R-P23936;0.069593049;0.043563964;221;Galio aparines-Conietum maculati;98;10151;29TPG88;;25903;980;Casaio;ES;ATL_COAST;N_DUNES;100;S;3;4;742;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.792434257;42.3396754;3 - UTM10x10 + Elevation;980;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae; V39   ;V39;7;Ruderal;V39
R-P23937;0.278459803;0.148188284;222;Comunidad de Chenopodium bonus-henricus;47;11764;29TPG88;29TPG8280;25904;1850;Entre Trevinca Norte y O Teixadal;ES;ATL_COAST;N_DUNES;NA;NE;10;80;8568;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.789888778;42.25691991;1 - UTM1x1 + Elevation;1850;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae; V38   ;V39;0;Ruderal;V39
R-P23941;0.112846623;0.062304522;223;Geranio robertiani-Caryolophetum sempervirentis;103;9996;29TPG79;;25866;880;Pusmazán, bajo chopos y olmos;ES;ATL_COAST;N_DUNES;100;;NA;20;2725a;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.906536601;42.37905898;3 - UTM10x10 + Elevation;880;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis; V39   ;V39;7;Ruderal;V39
R-P23942;0.036212945;0.01784767;224;Geranio robertiani-Caryolophetum sempervirentis;97;11918;29TPG69;;25867;960;Candeda, bajo olmos;ES;ATL_COAST;N_DUNES;100;SE;60;10;2725a;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.951458027;42.35950892;3 - UTM10x10 + Elevation;960;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis; V39   ;V39;7;Ruderal;V39
R-P23944;0.038684809;0.03419097;225;Geranio robertiani-Caryolophetum sempervirentis;92;10855;29TPG69;;25868;900;Candeda, cerca del río;ES;ATL_COAST;N_DUNES;100;NW;15;4;2725a;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.93725768;42.36540068;3 - UTM10x10 + Elevation;900;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis; V39   ;V39;7;Ruderal;V39
R-P23945;0.022806942;0.047964104;226;Geranio robertiani-Caryolophetum sempervirentis;84;10909;29TPG89;;25869;1260;Lardeira, base de un muro;ES;ATL_COAST;N_DUNES;100;SW;25;4;2725a;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.798471247;42.35928467;3 - UTM10x10 + Elevation;1260;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis; V39   ;V39;7;Ruderal;V39
R-P23948;0.097825773;0.035888985;227;Geranio robertiani-Caryolophetum sempervirentis;113;11250;29TPG79;29TPG7693;25870;660;Casoio bajo nogales y castaños;ES;ATL_COAST;N_DUNES;100;N;15;20;2725b;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.860262829;42.37702709;1 - UTM1x1 + Elevation;660;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis; V39   ;V39;7;Ruderal;V39
R-P23949;0.100508159;0.010994148;228;Geranio robertiani-Caryolophetum sempervirentis;113;11250;29TPG79;29TPG7693;25871;660;Casoio bajo nogales y castaños;ES;ATL_COAST;N_DUNES;100;;NA;25;2725b;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.860262829;42.37702709;1 - UTM1x1 + Elevation;660;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis; V39   ;V39;7;Ruderal;V39
R-P23950;0.118063373;-0.013108802;229;Comunidad de Smyrnium olusatrum;117;9665;29TPG79;;25872;500;Viladequinta;ES;ATL_COAST;N_DUNES;100;;NA;12;8569;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.847038344;42.39908231;3 - UTM10x10 + Elevation;500;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis; V39   ;V39;7;Ruderal;V39
R-P23951;0.187709128;0.062633397;230;Comunidad de Smyrnium olusatrum;107;13199;29TPG88;;25873;900;Romiña;ES;ATL_COAST;N_DUNES;80;S;15;2;8569;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.792109824;42.33428357;3 - UTM10x10 + Elevation;900;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis; V39   ;V39;7;Ruderal;V39
R-P23959;-0.143389029;-0.016980669;1873;Polygono-Matricarietum matricarioidis;128;9569;29TPG79;;25878;350;Sobradelo, margen derecho del río;ES;ATL_COAST;N_DUNES;90;;NA;3;2873;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.82410259;42.42146088;3 - UTM10x10 + Elevation;350;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion; V34   ;V34;3;Trampled;V35
R-P23960;-0.164394064;0.042995135;1874;Polygono-Matricarietum matricarioidis;128;9092;29TPG79;;25879;350;Sobradelo, margen derecho del río;ES;ATL_COAST;N_DUNES;80;;NA;2;2873;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.821895586;42.42513626;3 - UTM10x10 + Elevation;350;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion; V35   ;V35;4;Trampled;V35
R-P23961;-0.151630666;0.037129717;1875;Polygono-Matricarietum matricarioidis;129;10699;29TPG79;;25880;350;Sobradelo, margen derecho del río;ES;ATL_COAST;N_DUNES;60;S;3;2;2873;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.908769888;42.41499923;3 - UTM10x10 + Elevation;350;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion; V     ;V35;0;Trampled;V35
R-P23962;-0.252141941;-0.047855831;1876;Crassulo tillaeae-Saginetum apetalae;91;13229;29TPG88;;25899;1100;Encima de Romiña, en un sendero;ES;ATL_COAST;N_DUNES;70;;NA;NA;1731;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.778597476;42.31131908;3 - UTM10x10 + Elevation;1100;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polycarpion tetraphylli; C35b  ;V35;0;Trampled;V34
R-P23964;-0.232765604;0.08114679;1877;Crassulo tillaeae-Saginetum apetalae;91;10019;29TPG89;;25882;1160;Entre Lardeira y Casaio;ES;ATL_COAST;N_DUNES;20;;NA;NA;1731;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.810261463;42.35349034;3 - UTM10x10 + Elevation;1160;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polycarpion tetraphylli; C35b  ;V35;0;Trampled;V34
R-P23965;-0.223785991;-0.064894614;1878;Crassulo tillaeae-Saginetum apetalae;113;11586;29TPG88;;25883;660;Cerca de Riodolas, hacia Casaio;ES;ATL_COAST;N_DUNES;60;;NA;NA;1731;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.814019475;42.33535669;3 - UTM10x10 + Elevation;660;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polycarpion tetraphylli; C35b  ;V35;0;Trampled;V34
R-P23966;-0.092777908;-0.044612026;1189;Oxalidi latifoliae-Veronicetum persicae;87;11597;29TPG89;;25843;1260;Lardeira, cultivo de nabos;ES;ATL_COAST;N_DUNES;100;;NA;15;2036;Ortiz, S.;1986;Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.;Tesis doctoral. Universidade de Santiago de Compostela.;No forest;-6.701848045;42.36785213;3 - UTM10x10 + Elevation;1260;Yes;ANTHROPOGENIC VEGETATION;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae; V15   ;V15;2;Weed;V15A
