"SIVIMID","L1","L0","Sintaxon","Alliance","Class","EUNIS","Area","Year","Longitude","Latitude","Accuracy","Elevation","Aspect","Slope","Fixed"
"Q-P10096","Sisymbrion officinalis","Sisymbrietea","Comunidad de Chaerophyllum temulum y Urtica dioica","Balloto-Conion maculati","Epilobietea angustifolii","R57",20,2000,-7.024882606,41.87252308,"3 - UTM10x10 + Elevation",800,"NE",36,0
"Q-P10097","Balloto-Conion maculati","Epilobietea angustifolii","Comunidad de Chaerophyllum temulum y Urtica dioica","Balloto-Conion maculati","Epilobietea angustifolii","V",6,2000,-6.935699959,41.87201709,"3 - UTM10x10 + Elevation",800,"SW",72,1
"Q-P10098","Balloto-Conion maculati","Epilobietea angustifolii","Comunidad de Chaerophyllum temulum y Urtica dioica","Balloto-Conion maculati","Epilobietea angustifolii","?",4,2000,-6.836679525,41.86816917,"3 - UTM10x10 + Elevation",880,"W",63,1
"Q-P10099","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V39",2,2000,-6.807617165,41.78449342,"3 - UTM10x10 + Elevation",680,"",NA,0
"Q-P10100","Balloto-Conion maculati","Epilobietea angustifolii","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V39",8,2000,-6.795969738,41.83170412,"3 - UTM10x10 + Elevation",820,"",NA,1
"Q-P10101","Balloto-Conion maculati","Epilobietea angustifolii","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V39",6,2000,-6.49272956,41.87915943,"3 - UTM10x10 + Elevation",630,"",NA,1
"Q-P10102","Balloto-Conion maculati","Epilobietea angustifolii","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V39",2,2000,-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",600,"",NA,1
"Q-P10103","Balloto-Conion maculati","Epilobietea angustifolii","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V39",12,2000,-6.61694175,41.90232436,"3 - UTM10x10 + Elevation",660,"",NA,1
"Q-P10104","Balloto-Conion maculati","Epilobietea angustifolii","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V39",4,2000,-7.01838365,41.8457377,"3 - UTM10x10 + Elevation",790,"",NA,1
"Q-P10105","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V",9,2000,-6.866908731,41.86536384,"4 - UTM10x10 + Centroid",510,"",NA,1
"Q-P10106","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","R55",4,2000,-6.912067329,41.72154811,"3 - UTM10x10 + Elevation",790,"",NA,1
"Q-P10107","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",5,2000,-6.94308629,41.95280375,"3 - UTM10x10 + Elevation",840,"",NA,1
"Q-P10108","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","R55",2,2000,-6.927495113,41.85609022,"3 - UTM10x10 + Elevation",620,"",NA,1
"Q-P10110","Geranio pusilli-Anthriscion caucalidis","Chenopodietea","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","R",30,2000,-7.067471709,41.86021488,"3 - UTM10x10 + Elevation",620,"",NA,0
"Q-P10111","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","R55",20,2000,-6.927495113,41.85609022,"3 - UTM10x10 + Elevation",600,"",NA,1
"Q-P10113","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",6,2000,-6.910248865,41.92871595,"3 - UTM10x10 + Elevation",840,"N",18,1
"Q-P10114","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",2,2000,-7.068726986,41.87997997,"3 - UTM10x10 + Elevation",750,"",NA,1
"Q-P10115","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",9,2000,-7.052709018,41.85533498,"3 - UTM10x10 + Elevation",820,"W",4.5,1
"Q-P10116","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",4,2000,-6.624125452,41.85887416,"3 - UTM10x10 + Elevation",740,"",NA,1
"Q-P10117","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",4,2000,-6.95616051,41.77406386,"3 - UTM10x10 + Elevation",800,"",NA,1
"Q-P10123","Geranio pusilli-Anthriscion caucalidis","Chenopodietea","Galio aparinellae-Anthriscetum caucalidis","Geranio pusilli-Anthriscion caucalidis","Chenopodietea","V39",4,2000,-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",520,"E",45,1
"Q-P10124","Geranio pusilli-Anthriscion caucalidis","Chenopodietea","Galio aparinellae-Anthriscetum caucalidis","Geranio pusilli-Anthriscion caucalidis","Chenopodietea","V32",2,2000,-6.764221399,41.86516756,"3 - UTM10x10 + Elevation",630,"",NA,1
"Q-P10125","Geranio pusilli-Anthriscion caucalidis","Chenopodietea","Galio aparinellae-Anthriscetum caucalidis","Geranio pusilli-Anthriscion caucalidis","Chenopodietea","V39",4,2000,-6.635070162,41.8819405,"3 - UTM10x10 + Elevation",640,"N",54,1
"Q-P10126","Geranio pusilli-Anthriscion caucalidis","Chenopodietea","Galio aparinellae-Anthriscetum caucalidis","Geranio pusilli-Anthriscion caucalidis","Chenopodietea","V",6,2000,-6.618840008,41.89325961,"3 - UTM10x10 + Elevation",670,"E",63,1
"Q-P10127","Geranio pusilli-Anthriscion caucalidis","Chenopodietea","Galio aparinellae-Anthriscetum caucalidis","Geranio pusilli-Anthriscion caucalidis","Chenopodietea","V32",6,2000,-6.927495113,41.85609022,"3 - UTM10x10 + Elevation",600,"N",36,1
"Q-P10128","Geranio pusilli-Anthriscion caucalidis","Chenopodietea","Galio aparinellae-Anthriscetum caucalidis","Geranio pusilli-Anthriscion caucalidis","Chenopodietea","V32",6,2000,-6.80007697,41.85646934,"4 - UTM10x10 + Centroid",580,"SE",54,1
"Q-P10129","Geranio pusilli-Anthriscion caucalidis","Chenopodietea","Galio aparinellae-Anthriscetum caucalidis","Geranio pusilli-Anthriscion caucalidis","Chenopodietea","V32",2,2000,-6.657940453,41.81817926,"3 - UTM10x10 + Elevation",680,"NNE",72,1
"Q-P10130","Geranio pusilli-Anthriscion caucalidis","Chenopodietea","Galio aparinellae-Anthriscetum caucalidis","Geranio pusilli-Anthriscion caucalidis","Chenopodietea","V32",10,2000,-6.695623018,41.8872091,"3 - UTM10x10 + Elevation",660,"S",18,1
"Q-P10407","Paspalo-Agrostion semiverticillati","Bidentetea","Comunidad de Paspalum paspalodes","Paspalo-Agrostion semiverticillati","Bidentetea","R36",12,2000,-6.80007697,41.85646934,"4 - UTM10x10 + Centroid",590,"",NA,1
"Q-P10408","Paspalo-Agrostion semiverticillati","Bidentetea","Comunidad de Paspalum paspalodes","Paspalo-Agrostion semiverticillati","Bidentetea","Qb",12,2000,-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",600,"",NA,1
"Q-P10411",NA,NA,"Trifolio fragiferi-Cynodontetum dactyli","Trifolion maritimi","Molinio-Arrhenatheretea","V",4,2000,-6.927495113,41.85609022,"3 - UTM10x10 + Elevation",590,"",NA,0
"Q-P10416",NA,NA,"Lolio perennis-Plantaginetum maioris","Cynosurion cristati","Molinio-Arrhenatheretea","V35",4,2000,-6.616567662,41.93835555,"1 - UTM1x1 + Elevation",770,"",NA,0
"Q-P12631","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","Scrophulario-Vulpietum alopecuroris","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","R",100,1972,-8.660078251,41.16368921,"4 - UTM10x10 + Centroid",38,"",NA,1
"Q-P12632","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","Scrophulario-Vulpietum alopecuroris","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","V",100,1972,-8.660078251,41.16368921,"4 - UTM10x10 + Centroid",38,"",NA,1
"Q-P12633","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","Scrophulario-Vulpietum alopecuroris","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","R",100,1972,-8.660078251,41.16368921,"4 - UTM10x10 + Centroid",38,"",NA,1
"Q-P12634","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","Scrophulario-Vulpietum alopecuroris","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","R",100,1972,-8.660078251,41.16368921,"4 - UTM10x10 + Centroid",38,"",NA,1
"Q-P12635","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","Scrophulario-Vulpietum alopecuroris","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","R",25,1972,-8.660078251,41.16368921,"4 - UTM10x10 + Centroid",38,"",NA,1
"Q-P12637","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","Scrophulario-Vulpietum alopecuroris","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","N15!",100,1972,-8.660078251,41.16368921,"4 - UTM10x10 + Centroid",38,"",NA,1
"Q-P12638","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","Scrophulario-Vulpietum alopecuroris","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","R",100,1972,-8.660078251,41.16368921,"4 - UTM10x10 + Centroid",38,"",NA,1
"Q-P12639","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","Scrophulario-Vulpietum alopecuroris","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","R1R",50,1972,-8.660078251,41.16368921,"4 - UTM10x10 + Centroid",38,"",NA,1
"Q-P12640","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","Scrophulario-Vulpietum alopecuroris","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","R",16,1972,-8.647639375,41.09308647,"4 - UTM10x10 + Centroid",23,"",NA,1
"Q-P12641","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","Scrophulario-Vulpietum alopecuroris","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","R",100,1972,-8.768925256,41.42131107,"4 - UTM10x10 + Centroid",11,"",NA,1
"Q-P12642","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","Scrophulario-Vulpietum alopecuroris","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","R1R",25,1972,-8.660078251,41.16368921,"4 - UTM10x10 + Centroid",38,"",NA,1
"Q-P12644","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","Scrophulario-Vulpietum alopecuroris","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","R",50,1972,-8.768925256,41.42131107,"4 - UTM10x10 + Centroid",11,"",NA,1
"Q-P12645","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","Scrophulario-Vulpietum alopecuroris","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","R",50,1972,-8.692062013,41.32952567,"4 - UTM10x10 + Centroid",45,"",NA,1
"Q-P12646","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","Scrophulario-Vulpietum alopecuroris","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","R",50,1972,-8.692062013,41.32952567,"4 - UTM10x10 + Centroid",45,"",NA,1
"Q-P12655","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","Scrophulario-Vulpietum alopecuroris","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","Sa",100,1972,-8.768925256,41.42131107,"4 - UTM10x10 + Centroid",11,"",NA,1
"Q-P12656","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","Scrophulario-Vulpietum alopecuroris","Linario polygalifoliae-Vulpion alopecuri","Chenopodietea","Sa",50,1972,-8.692062013,41.32952567,"4 - UTM10x10 + Centroid",45,"",NA,1
"Q-P13511","Oxalidion europeae","Papaveretea rhoeadis","Allio triquetri-Urticetum membranaceae","Allion triquetri","Chenopodietea","V32",NA,2003,-8.560248488,41.2393617,"3 - UTM10x10 + Elevation",100,"",NA,0
"Q-P13512","Allion triquetri","Chenopodietea","Allio triquetri-Urticetum membranaceae","Allion triquetri","Chenopodietea","V32",NA,2003,-8.634095047,41.21055453,"3 - UTM10x10 + Elevation",100,"",NA,1
"Q-P13513","Allion triquetri","Chenopodietea","Allio triquetri-Urticetum membranaceae","Allion triquetri","Chenopodietea","V",NA,2003,-8.629594569,41.24138274,"3 - UTM10x10 + Elevation",120,"",NA,1
"Q-P13514","Allion triquetri","Chenopodietea","Allio triquetri-Urticetum membranaceae","Allion triquetri","Chenopodietea","V32",NA,2003,-8.612696465,41.76433749,"3 - UTM10x10 + Elevation",15,"",NA,1
"Q-P13515","Allion triquetri","Chenopodietea","Allio triquetri-Urticetum membranaceae","Allion triquetri","Chenopodietea","V32",NA,2003,-8.57665353,41.20795808,"3 - UTM10x10 + Elevation",90,"",NA,1
"Q-P13516","Allion triquetri","Chenopodietea","Allio triquetri-Urticetum membranaceae","Allion triquetri","Chenopodietea","V39",NA,2003,-8.586394188,41.12646408,"3 - UTM10x10 + Elevation",115,"",NA,1
"Q-P13517","Oxalidion europeae","Papaveretea rhoeadis","Allio triquetri-Urticetum membranaceae","Allion triquetri","Chenopodietea","V32",NA,2003,-8.579791927,41.21680786,"3 - UTM10x10 + Elevation",70,"",NA,0
"Q-P13518","Allion triquetri","Chenopodietea","Allio triquetri-Urticetum membranaceae","Allion triquetri","Chenopodietea","V39",NA,2003,-8.255182038,41.86232255,"3 - UTM10x10 + Elevation",110,"",NA,1
"Q-P13519","Allion triquetri","Chenopodietea","Allio triquetri-Urticetum membranaceae","Allion triquetri","Chenopodietea","V32",NA,2003,-8.860919048,41.84912089,"3 - UTM10x10 + Elevation",5,"",NA,1
"Q-P13520","Allion triquetri","Chenopodietea","Allio triquetri-Urticetum membranaceae","Allion triquetri","Chenopodietea","V32",NA,2003,-8.572921413,41.77708254,"3 - UTM10x10 + Elevation",10,"",NA,1
"Q-P13521","Allion triquetri","Chenopodietea","Allio triquetri-Urticetum membranaceae","Allion triquetri","Chenopodietea","V39",NA,2003,-8.622931239,41.24711069,"3 - UTM10x10 + Elevation",120,"",NA,1
"Q-P13522","Allion triquetri","Chenopodietea","Allio triquetri-Urticetum membranaceae","Allion triquetri","Chenopodietea","V32",NA,2003,-8.645241517,41.33963775,"3 - UTM10x10 + Elevation",80,"",NA,1
"Q-P13523","Allion triquetri","Chenopodietea","Allio triquetri-Urticetum membranaceae","Allion triquetri","Chenopodietea","V32",NA,2003,-8.63279612,41.77415324,"3 - UTM10x10 + Elevation",5,"",NA,1
"Q-P13524","Allion triquetri","Chenopodietea","Allio triquetri-Urticetum membranaceae","Allion triquetri","Chenopodietea","V32",NA,2003,-8.783882159,41.68920542,"3 - UTM10x10 + Elevation",5,"",NA,1
"Q-P13525","Allion triquetri","Chenopodietea","Allio triquetri-Urticetum membranaceae","Allion triquetri","Chenopodietea","V39",NA,2003,-8.264632808,41.86008796,"3 - UTM10x10 + Elevation",110,"",NA,1
"Q-P13526","Allion triquetri","Chenopodietea","Allio triquetri-Urticetum membranaceae","Allion triquetri","Chenopodietea","V32",NA,2003,-8.591556494,40.99117886,"3 - UTM10x10 + Elevation",90,"",NA,1
"Q-P13527","Allion triquetri","Chenopodietea","Allio triquetri-Urticetum membranaceae","Allion triquetri","Chenopodietea","V39",NA,2003,-8.68699512,41.29796642,"3 - UTM10x10 + Elevation",70,"",NA,1
"Q-P13528","Allion triquetri","Chenopodietea","Allio triquetri-Urticetum membranaceae","Allion triquetri","Chenopodietea","V32",NA,2003,-8.642655277,41.28215125,"3 - UTM10x10 + Elevation",100,"",NA,1
"Q-P13529","Allion triquetri","Chenopodietea","Allio triquetri-Urticetum membranaceae","Allion triquetri","Chenopodietea","V32",NA,2003,-8.538011733,41.25844143,"3 - UTM10x10 + Elevation",145,"",NA,1
"Q-P13530","Allion triquetri","Chenopodietea","Allio triquetri-Urticetum membranaceae","Allion triquetri","Chenopodietea","V39",NA,2003,-8.247836068,41.86085883,"3 - UTM10x10 + Elevation",100,"",NA,1
"Q-P14836",NA,NA,"Associació-Desconeguda","Unknown",NA,"V32",80,1994,-7.588419647,43.02898735,"4 - UTM10x10 + Centroid",453,"",NA,0
"Q-P14942",NA,NA,"Calendulo algarbiensis-Parietarietum diffusae","Silenion maritimae","Crithmo-Staticetea","V",15,1989,-7,43,"5 - UTMs missing from DEM",NA,"SW",NA,0
"Q-P14973","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",15,1982,-7.697423813,42.56180448,"3 - UTM10x10 + Elevation",390,"SE",NA,1
"Q-P14974","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",20,1982,-7.673543129,42.56818508,"3 - UTM10x10 + Elevation",380,"NW",NA,1
"Q-P14975","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",40,1982,-7.720513206,42.60947055,"3 - UTM10x10 + Elevation",340,"E",NA,1
"Q-P14976","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",20,1982,-7.706338961,42.61545689,"3 - UTM10x10 + Elevation",370,"",NA,1
"Q-P14977","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",15,1982,-7.697828016,42.53477826,"3 - UTM10x10 + Elevation",380,"SW",NA,1
"Q-P14978","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",20,1982,-7.705778309,42.44621971,"3 - UTM10x10 + Elevation",140,"",NA,1
"Q-P14979","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",30,1982,-7.712649168,42.4729465,"3 - UTM10x10 + Elevation",235,"S",NA,1
"Q-P14980","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",25,1982,-7.003685824,42.41712082,"3 - UTM10x10 + Elevation",300,"",NA,1
"Q-P14981","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",20,1982,-8.138331873,42.38438722,"3 - UTM10x10 + Elevation",210,"E",NA,1
"Q-P14982","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V32",10,1982,-7.964200947,42.42448997,"3 - UTM10x10 + Elevation",290,"",NA,1
"Q-P14983","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",80,1982,-7.235944714,42.48391415,"4 - UTM10x10 + Centroid",547,"",NA,1
"Q-P14984","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",30,1982,-7.235944714,42.48391415,"4 - UTM10x10 + Centroid",547,"",NA,1
"Q-P14985","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",25,1982,-6.873981065,42.38751452,"4 - UTM10x10 + Centroid",663,"",NA,1
"Q-P14986","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",40,1982,-7.492084004,41.94706717,"4 - UTM10x10 + Centroid",515,"",NA,1
"Q-P14987","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V32",40,1982,-8.003649301,42.37055361,"3 - UTM10x10 + Elevation",230,"E",NA,1
"Q-P14988","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",30,1982,-7.85573292,42.31030624,"3 - UTM10x10 + Elevation",130,"NE",NA,1
"Q-P14989","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",20,1982,-7.839421323,42.35061128,"3 - UTM10x10 + Elevation",130,"NE",NA,1
"Q-P14990","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",40,1982,-7.891862858,42.30696634,"3 - UTM10x10 + Elevation",230,"NE",NA,1
"Q-P14991","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",60,1982,-7.443074562,41.96152318,"3 - UTM10x10 + Elevation",400,"",NA,1
"Q-P14992","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",15,1982,-7.430913896,41.85574815,"3 - UTM10x10 + Elevation",400,"",NA,1
"Q-P14993","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",20,1982,-7.428593106,41.89185351,"3 - UTM10x10 + Elevation",400,"",NA,1
"Q-P14995","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",25,1982,-7.246860191,42.45517451,"3 - UTM10x10 + Elevation",240,"E",NA,1
"Q-P14996","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",15,1982,-7.219331678,42.44358772,"3 - UTM10x10 + Elevation",240,"E",NA,1
"Q-P14997","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",20,1982,-7.140588407,42.39244102,"3 - UTM10x10 + Elevation",390,"",NA,1
"Q-P14998","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V32",NA,1982,-7.099971775,42.40290722,"3 - UTM10x10 + Elevation",400,"NE",NA,1
"Q-P14999","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1982,-7.276212213,42.45768271,"3 - UTM10x10 + Elevation",320,"+",NA,1
"Q-P15000","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1982,-7.095006513,42.4012842,"3 - UTM10x10 + Elevation",360,"",NA,1
"R-P07261",NA,NA,NA,"Unknown",NA,"V33",100,NA,-1.646585131,42.96719617,"1 - UTM1x1 + Elevation",700,"",20,0
"R-P07579","Dauco-Melilotion","Artemisietea vulgaris","Polygono-Chenopodion polyspermi","Oxalidion europeae","Papaveretea rhoeadis","V",1,1949,-2.568802595,43.12655443,"4 - UTM10x10 + Centroid",304,"",NA,0
"R-P07580","Dauco-Melilotion","Artemisietea vulgaris","Polygono-Chenopodion polyspermi","Oxalidion europeae","Papaveretea rhoeadis","R22",1,1949,-2.568802595,43.12655443,"4 - UTM10x10 + Centroid",304,"",NA,0
"R-P07581","Dauco-Melilotion","Artemisietea vulgaris","Polygono-Chenopodion polyspermi","Oxalidion europeae","Papaveretea rhoeadis","R",1,1949,-2.568802595,43.12655443,"4 - UTM10x10 + Centroid",304,"",NA,0
"R-P07582","Dauco-Melilotion","Artemisietea vulgaris","Polygono-Chenopodion polyspermi","Oxalidion europeae","Papaveretea rhoeadis","R",1,1949,-2.568802595,43.12655443,"4 - UTM10x10 + Centroid",304,"",NA,0
"R-P07583","Dauco-Melilotion","Artemisietea vulgaris","Polygono-Chenopodion polyspermi","Oxalidion europeae","Papaveretea rhoeadis","R",1,1949,-2.568802595,43.12655443,"4 - UTM10x10 + Centroid",304,"",NA,0
"R-P07584","Dauco-Melilotion","Artemisietea vulgaris","Polygono-Chenopodion polyspermi","Oxalidion europeae","Papaveretea rhoeadis","H25",1,1949,-2.568802595,43.12655443,"4 - UTM10x10 + Centroid",304,"",NA,0
"R-P07585","Dauco-Melilotion","Artemisietea vulgaris","Polygono-Chenopodion polyspermi","Oxalidion europeae","Papaveretea rhoeadis","V",1,1949,-2.568802595,43.12655443,"4 - UTM10x10 + Centroid",304,"",NA,0
"R-P07586","Dauco-Melilotion","Artemisietea vulgaris","Polygono-Chenopodion polyspermi","Oxalidion europeae","Papaveretea rhoeadis","R",1,1949,-2.568802595,43.12655443,"4 - UTM10x10 + Centroid",304,"",NA,0
"R-P07587","Dauco-Melilotion","Artemisietea vulgaris","Polygono-Chenopodion polyspermi","Oxalidion europeae","Papaveretea rhoeadis","H25",1,1949,-2.568802595,43.12655443,"4 - UTM10x10 + Centroid",304,"",NA,0
"R-P07588","Dauco-Melilotion","Artemisietea vulgaris","Polygono-Chenopodion polyspermi","Oxalidion europeae","Papaveretea rhoeadis","V",1,1949,-2.568802595,43.12655443,"4 - UTM10x10 + Centroid",304,"",NA,0
"R-P09860","Polygono-Coronopodion","Polygono-Poetea annuae","Polycarpion tetraphylli","Polycarpion tetraphylli","Polygono-Poetea annuae","V35",3,2000,-2.963323257,43.31737687,"1 - UTM1x1 + Elevation",10,"",NA,0
"R-P12717","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",10,1997,-3.181335485,42.80935772,"3 - UTM10x10 + Elevation",1040,"",NA,1
"R-P12727","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V38",50,1997,-3.095655307,42.7680364,"3 - UTM10x10 + Elevation",550,"",NA,1
"R-P12746","Echio-Galactition tomentosae","Chenopodietea","Helmintio echioidis-Melilotetum albae","Dauco-Melilotion","Artemisietea vulgaris","V38",30,1997,-3.044310574,42.75546012,"1 - UTM1x1 + Elevation",490,"",NA,0
"R-P12748","Dauco-Melilotion","Artemisietea vulgaris","Helmintio echioidis-Melilotetum albae","Dauco-Melilotion","Artemisietea vulgaris","R",80,1997,-3.144630223,42.79502702,"4 - UTM10x10 + Centroid",520,"",NA,1
"R-P12749","Dauco-Melilotion","Artemisietea vulgaris","Helmintio echioidis-Melilotetum albae","Dauco-Melilotion","Artemisietea vulgaris","V33",70,1997,-3.144630223,42.79502702,"4 - UTM10x10 + Centroid",520,"",NA,1
"R-P12754","Dauco-Melilotion","Artemisietea vulgaris","Helmintio echioidis-Melilotetum albae","Dauco-Melilotion","Artemisietea vulgaris","R1E",12,1997,-3.122531221,42.76080643,"3 - UTM10x10 + Elevation",530,"",NA,1
