"SIVIMID","Sintaxon","Alliance","Class","EUNIS","Area","Year","Longitude","Latitude","Accuracy","Elevation","Aspect","Slope"
"S-P20381","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",5,"1972","-8.655053696","42.32398425","3 - UTM10x10 + Elevation","50","W",NA
"U-P10334","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1968","-8.633771785","42.60049954","3 - UTM10x10 + Elevation","67","",NA
"U-P10340","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1968","-9.121192463","43.11909972","3 - UTM10x10 + Elevation","30","",NA
"T-P33534","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1959","-8.621864253","42.89995603","3 - UTM10x10 + Elevation","300","S",8
"U-P10322","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1968","-8.652913711","42.70397763","3 - UTM10x10 + Elevation","40","",NA
"S-P20379","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",4,"1972","-8.792431791","42.1820759","3 - UTM10x10 + Elevation","50","E",NA
"S-P20364","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","R22",10,"1972","-8.695258067","42.23196771","3 - UTM10x10 + Elevation","80","E",NA
"U-P10337","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1968","-8.634095825","42.60408439","3 - UTM10x10 + Elevation","60","",NA
"T-P33532","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1959","-8.511500273","42.8981376","3 - UTM10x10 + Elevation","300","W",5
"S-P20360","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V32",10,"1972","-8.807528945","42.31993864","3 - UTM10x10 + Elevation","60","NW",NA
"S-P20382","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V32",5,"1972","-8.73873381","42.28380534","3 - UTM10x10 + Elevation","40","S",NA
"U-P10342","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1968","-8.528133689","42.50843751","3 - UTM10x10 + Elevation","267","",NA
"S-P20367","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V32",10,"1972","-8.788432989","42.25734148","4 - UTM10x10 + Centroid","700","SW",NA
"U-P10336","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1968","-8.749551179","42.58752749","3 - UTM10x10 + Elevation","61","",NA
"T-P33533","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1959","-8.565490736","42.84510544","3 - UTM10x10 + Elevation","300","S",10
"S-P20380","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","R",5,"1972","-8.71524754","42.2921837","3 - UTM10x10 + Elevation","50","SE",NA
"T-P33552","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1959","-8.614550307","42.90031611","3 - UTM10x10 + Elevation","250","",NA
"S-P20362","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V32",15,"1972","-8.715038524","42.23638179","3 - UTM10x10 + Elevation","40","SW",NA
"T-P33539","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1959","-8.516963469","42.82225509","3 - UTM10x10 + Elevation","150","S",5
"T-P33536","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1959","-8.574588079","42.83745977","3 - UTM10x10 + Elevation","250","SW",NA
"T-P33535","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1959","-8.535426896","42.86457177","1 - UTM1x1 + Elevation","300","S",8
"T-P33554","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1959","-8.598295406","42.88311045","1 - UTM1x1 + Elevation","250","S",6
"U-P10341","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1968","-8.712838522","42.69199274","3 - UTM10x10 + Elevation","37","",NA
"U-P10323","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1968","-8.634737","42.55724187","3 - UTM10x10 + Elevation","27","",NA
"T-P33553","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1959","-8.509298186","42.84603107","1 - UTM1x1 + Elevation","150","N",NA
"T-P04818","Cirsio chodati-Carduetum cantabrici","Cirsion richterano-chodati","Artemisietea vulgaris","R21",10,"1984","-4.76775473","43.19746828","3 - UTM10x10 + Elevation","1400","",NA
"T-P04820","Cirsio chodati-Carduetum cantabrici","Cirsion richterano-chodati","Artemisietea vulgaris","V39",10,"1984","-4.761746306","43.15974196","3 - UTM10x10 + Elevation","1550","",NA
"T-P04819","Cirsio chodati-Carduetum cantabrici","Cirsion richterano-chodati","Artemisietea vulgaris","V39",10,"1984","-4.825095504","43.22178014","3 - UTM10x10 + Elevation","1620","",NA
"T-P04817","Cirsio chodati-Carduetum cantabrici","Cirsion richterano-chodati","Artemisietea vulgaris","V38",10,"1984","-4.764516188","43.17050472","3 - UTM10x10 + Elevation","1430","",NA
"T-P04821","Cirsio chodati-Carduetum cantabrici","Cirsion richterano-chodati","Artemisietea vulgaris","V38",10,"1984","-4.764954781","43.10026214","3 - UTM10x10 + Elevation","1340","",NA
"T-P04823","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",15,"1984","-6.008270155","43.04550291","3 - UTM10x10 + Elevation","1350","",NA
"S-P11157","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",30,"1989","-4.385277639","42.93799902","1 - UTM1x1 + Elevation","1540","",NA
"T-P11669","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","R",40,"1988","-5.640469736","42.88530357","3 - UTM10x10 + Elevation","1140","W",1.8
"T-P22337","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",200,"1988","-5.265788485","43.01940179","3 - UTM10x10 + Elevation","1170","",NA
"U-P00600","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",20,"2002","-4.758959542","43.06253486","1 - UTM1x1 + Elevation","1610","",NA
"T-P22336","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",100,"1988","-5.527993205","42.88964501","3 - UTM10x10 + Elevation","1090","",NA
"U-P00599","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",10,"2002","-4.964406642","42.95833895","1 - UTM1x1 + Elevation","1130","",NA
"U-P00111","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",3,"2001","-5.018637393","43.04203918","2 - UTM1x1 + Centroid","1160","",NA
"U-P00114","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",60,"2001","-5.140698815","43.02181098","2 - UTM1x1 + Centroid","1300","",NA
"T-P22333","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",200,"1988","-4.979170824","42.8068027","3 - UTM10x10 + Elevation","1070","",NA
"S-P11153","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",40,"1989","-4.48941339","42.98711883","2 - UTM1x1 + Centroid","1120","",NA
"T-P22334","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",120,"1988","-4.82246974","43.05073515","3 - UTM10x10 + Elevation","1280","",NA
"S-P11156","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",60,"1989","-4.485400983","42.92233541","1 - UTM1x1 + Elevation","1080","",NA
"T-P04822","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","R",10,"1984","-4.802200937","43.02944492","3 - UTM10x10 + Elevation","1600","",NA
"U-P00112","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",20,"2001","-5.023103985","43.10319149","1 - UTM1x1 + Elevation","1280","",NA
"U-P00601","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",40,"2002","-4.916000901","42.89972784","1 - UTM1x1 + Elevation","1410","SE",2
"U-P00107","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",20,"2001","-5.240774929","43.07392172","2 - UTM1x1 + Centroid","1515","N",40
"T-P22335","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",200,"1988","-4.971931033","42.96361238","3 - UTM10x10 + Elevation","1090","",NA
"T-P11666","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",20,"1988","-5.72477104","42.96436699","3 - UTM10x10 + Elevation","1460","",NA
"U-P00108","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",30,"2001","-5.057537865","43.03054059","1 - UTM1x1 + Elevation","1080","",NA
"T-P11667","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",12,"1988","-5.813277885","42.9694278","3 - UTM10x10 + Elevation","1460","",NA
"T-P11668","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",5,"1988","-5.616602709","42.95788807","3 - UTM10x10 + Elevation","1350","",NA
"U-P00106","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","R",20,"2001","-5.235996238","43.07761704","1 - UTM1x1 + Elevation","1625","",NA
"T-P22326","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",60,"1988","-5.315636737","43.10484664","3 - UTM10x10 + Elevation","1300","",NA
"U-P00113","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",10,"2001","-5.152963185","43.02158083","1 - UTM1x1 + Elevation","1560","",NA
"T-P22332","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",100,"1988","-4.782988275","43.0441535","3 - UTM10x10 + Elevation","1610","",NA
"U-P00602","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",20,"2002","-5.017966356","42.9466012","1 - UTM1x1 + Elevation","1110","",NA
"U-P00109","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",12,"2001","-5.02038241","43.02039722","1 - UTM1x1 + Elevation","1130","N",2
"T-P11665","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",25,"1988","-5.805924994","42.91558207","3 - UTM10x10 + Elevation","1540","",NA
"U-P00110","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",20,"2001","-5.013435233","43.03312621","1 - UTM1x1 + Elevation","1100","",NA
"S-P11155","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",100,"1989","-4.451060757","42.92097492","1 - UTM1x1 + Elevation","1140","",NA
"T-P22328","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",70,"1988","-5.47624805","42.94300328","3 - UTM10x10 + Elevation","1390","",NA
"S-P11154","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",90,"1989","-4.38515655","42.93259749","1 - UTM1x1 + Elevation","1400","",NA
"T-P22330","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",50,"1988","-4.935418861","42.89399817","3 - UTM10x10 + Elevation","1390","",NA
"T-P22338","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",50,"1988","-5.000524256","43.01354245","3 - UTM10x10 + Elevation","1140","",NA
"T-P22331","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",20,"1988","-4.822576379","43.05433533","3 - UTM10x10 + Elevation","1390","",NA
"T-P12287","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",10,"1988","-6.208583593","42.97882923","3 - UTM10x10 + Elevation","1320","",NA
"U-P00610","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",50,"2002","-5.02411277","42.83483261","2 - UTM1x1 + Centroid","1020","",NA
"S-P11152","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",20,"1989","-4.491648089","42.97808482","1 - UTM1x1 + Elevation","1110","SW",5
"S-P11158","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",100,"1989","-4.478008438","42.92063011","1 - UTM1x1 + Elevation","1100","",NA
"T-P12286","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",10,"1988","-6.202938141","42.96458091","3 - UTM10x10 + Elevation","1410","",NA
"U-P00607","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",10,"2002","-5.095877856","42.93079304","1 - UTM1x1 + Elevation","1030","",NA
"S-P11150","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",20,"1989","-4.391517645","42.99735599","2 - UTM1x1 + Centroid","1300","N",10
"S-P11149","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",50,"1989","-4.478014555","43.02328609","2 - UTM1x1 + Centroid","1170","",NA
"S-P11151","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",40,"1989","-4.406193952","42.9953756","1 - UTM1x1 + Elevation","1420","S",2
"T-P04824","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",10,"1984","-6.002846057","43.08526369","3 - UTM10x10 + Elevation","1480","",NA
"T-P12288","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",8,"1988","-6.217253751","42.95697572","3 - UTM10x10 + Elevation","1250","",NA
"T-P22327","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",70,"1988","-5.332825473","42.90999906","3 - UTM10x10 + Elevation","1320","",NA
"U-P00604","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",50,"2002","-4.934378278","42.93903997","1 - UTM1x1 + Elevation","1170","",NA
"T-P22329","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",200,"1988","-5.551723284","42.93053925","3 - UTM10x10 + Elevation","1130","",NA
"T-P22339","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",100,"1988","-4.920854553","42.97708789","3 - UTM10x10 + Elevation","1180","",NA
"U-P00609","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",40,"2002","-5.038905037","42.83817203","1 - UTM1x1 + Elevation","1140","",NA
"U-P00608","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",3,"2002","-5.127319845","42.84736866","1 - UTM1x1 + Elevation","960","",NA
"U-P00603","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",10,"2002","-4.932829752","42.96788147","1 - UTM1x1 + Elevation","1100","N",5
"U-P00606","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",40,"2002","-5.153281116","42.89010627","1 - UTM1x1 + Elevation","990","",NA
"T-P03501","Cnico benedicti-Papaveretum argemones","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1989","-6.588881821","42.64337899","3 - UTM10x10 + Elevation","650","",NA
"T-P03513","Cnico benedicti-Papaveretum argemones","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1989","-5.962566038","42.65886893","4 - UTM10x10 + Centroid","590","",NA
"T-P03533","Cnico benedicti-Papaveretum argemones","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1989","-5.336090445","42.86670987","3 - UTM10x10 + Elevation","980","",NA
"T-P03500","Cnico benedicti-Papaveretum argemones","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1989","-6.689756159","42.61675948","3 - UTM10x10 + Elevation","500","",NA
"T-P03503","Cnico benedicti-Papaveretum argemones","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1989","-5.944573422","42.63655899","3 - UTM10x10 + Elevation","960","",NA
"T-P03512","Cnico benedicti-Papaveretum argemones","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1989","-6.51046248","42.59358715","3 - UTM10x10 + Elevation","600","",NA
"S-P15195","Cochlearia officinalis-Senecio aquaticus","Unknown",NA,"R55",30,"1967","-4.165908673","43.37783424","4 - UTM10x10 + Centroid","114","",NA
"R-P27102","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","R22",12,"1985","-5.814756567","43.6140776","4 - UTM10x10 + Centroid","48","",NA
"R-P27101","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V32",8,"1985","-7.999375323","42.34733288","3 - UTM10x10 + Elevation","120","S",NA
"T-P36814","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V32",15,"1993","-7.492993562","42.53040526","1 - UTM1x1 + Elevation","300","",20
"R-P27087","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","R",9,"1985","-8.896225772","42.77268555","3 - UTM10x10 + Elevation","35","",5
"T-P36815","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V33",9,"1993","-7.631960626","42.46723974","2 - UTM1x1 + Centroid","220","",0
"R-P27095","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V33",25,"1985","-7.847236582","42.31138127","4 - UTM10x10 + Centroid","305","",NA
"R-P27105","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V32",3,"1985","-6.708298223","43.53800992","4 - UTM10x10 + Centroid","71","",NA
"R-P27100","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V33",10,"1985","-8.021703226","42.32294709","3 - UTM10x10 + Elevation","120","S",NA
"R-P27086","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V32",30,"1985","-9.076223063","42.78970726","4 - UTM10x10 + Centroid","103.5","SE",NA
"R-P27075","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V32",8,"1985","-8.645063554","42.42890235","3 - UTM10x10 + Elevation","5","",0
"R-P27107","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V32",8,"1985","-5.814756567","43.6140776","4 - UTM10x10 + Centroid","48","",NA
"R-P27088","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V33",15,"1985","-9.024891352","42.66334622","3 - UTM10x10 + Elevation","50","",NA
"R-P27090","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V32",20,"1985","-8.730383271","42.29862745","3 - UTM10x10 + Elevation","80","NW",NA
"R-P27098","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V32",80,"1985","-8.619651879","42.28071968","3 - UTM10x10 + Elevation","40","NE",NA
"R-P27074","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V",5,"1985","-6.949739134","43.54130303","4 - UTM10x10 + Centroid","47","",NA
"R-P27103","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V",10,"1985","-5.814756567","43.6140776","4 - UTM10x10 + Centroid","48","",NA
"R-P27097","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V32",20,"1985","-8.572186673","42.76671167","4 - UTM10x10 + Centroid","147","",NA
"R-P27091","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V32",10,"1985","-7.868039742","42.34399505","3 - UTM10x10 + Elevation","110","",NA
"R-P27078","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V32",30,"1985","-8.543430035","42.81737201","3 - UTM10x10 + Elevation","220","SW",30
"R-P27085","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V33",25,"1985","-8.939600765","42.85817381","4 - UTM10x10 + Centroid","281","SE",NA
"R-P27099","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","R",10,"1985","-8.603893194","42.26708981","3 - UTM10x10 + Elevation","50","",NA
"R-P27096","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V33",10,"1985","-7.492084004","41.94706717","4 - UTM10x10 + Centroid","515","",NA
"R-P27079","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V32",8,"1985","-7.616743442","43.66705507","3 - UTM10x10 + Elevation","40","W",NA
"R-P27080","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V33",20,"1985","-8.084451059","43.65436324","3 - UTM10x10 + Elevation","5","NW",NA
"R-P27076","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V32",8,"1985","-8.68617551","42.39985767","3 - UTM10x10 + Elevation","5","",0
"R-P27089","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V32",5,"1985","-8.655536799","42.30235536","3 - UTM10x10 + Elevation","40","NE",NA
"R-P27073","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V33",10,"1985","-5.814756567","43.6140776","4 - UTM10x10 + Centroid","48","",NA
"R-P27081","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V32",12,"1985","-8.788432989","42.25734148","4 - UTM10x10 + Centroid","35","S",30
"R-P27092","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V32",10,"1985","-8.218287074","43.28101945","3 - UTM10x10 + Elevation","40","SW",45
"R-P27084","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V32",4,"1985","-8.939600765","42.85817381","4 - UTM10x10 + Centroid","281","",NA
"R-P27094","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V32",30,"1985","-8.449176467","42.85624262","4 - UTM10x10 + Centroid","291","E",NA
"R-P27106","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V33",20,"1985","-5.982601798","43.44749749","4 - UTM10x10 + Centroid","325","",NA
"R-P27082","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V32",20,"1985","-8.927698183","42.76504137","4 - UTM10x10 + Centroid","100","",NA
"T-P36813","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V37",80,"1993","-7.504256247","42.55157042","1 - UTM1x1 + Elevation","310","",0
"R-P27093","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V32",12,"1985","-8.02739789","43.62448443","3 - UTM10x10 + Elevation","170","",NA
"T-P07921","comunidad de Althaea officinalis y Epilobium hirsutum","Unknown",NA,"R55",40,"1999","-1.737278814","42.84936581","1 - UTM1x1 + Elevation","440","",NA
"T-P13252","Comunidad de Anthriscus caucalis","Geranio pusilli-Anthriscion caucalidis","Chenopodietea","V37",10,"1997","-2.892479145","42.92832073","1 - UTM1x1 + Elevation","600","",NA
"NEW-OMAR-LF95","Comunidad de Arctium minus y Artemisia vulgaris","Arction lappae","Epilobietea angustifolii",NA,40,"1981","-5.682204615","43.31689226","500","230","S",0
"NEW-OMAR-BA15","Comunidad de Arctium minus y Artemisia vulgaris","Arction lappae","Epilobietea angustifolii",NA,9,"1981","-5.707241301","43.32530597","500","190","S",20
"NEW-OMAR-PA104","Comunidad de Arctium minus y Artemisia vulgaris","Arction lappae","Epilobietea angustifolii",NA,80,"1981","-5.654043577","43.23651311","500","250","SE",15
"NEW-OMAR-BA13","Comunidad de Arctium minus y Artemisia vulgaris","Arction lappae","Epilobietea angustifolii",NA,9,"1981","-5.707241301","43.32530597","500","190","",20
"NEW-OMAR-BA12","Comunidad de Arctium minus y Artemisia vulgaris","Arction lappae","Epilobietea angustifolii",NA,4,"1981","-5.707241301","43.32530597","500","190","",0
"NEW-OMAR-PA102","Comunidad de Arctium minus y Artemisia vulgaris","Arction lappae","Epilobietea angustifolii",NA,20,"1981","-5.654043577","43.23651311","500","325","SE",0
"NEW-OMAR-LF109","Comunidad de Arctium minus y Artemisia vulgaris","Arction lappae","Epilobietea angustifolii",NA,10,"1981","-5.707241301","43.32530597","500","200","",5
"T-P27798","Comunidad de Brassica nigra","Scleranthion annui","Papaveretea rhoeadis","V15",30,"1958","-5.599883033","43.54713832","3 - UTM10x10 + Elevation","30","NE",NA
"Q-P09946","Comunidad de Carduus carpetanus","Cirsion richterano-chodati","Artemisietea vulgaris","V32",6,"2000","-6.830072255","41.71711066","3 - UTM10x10 + Elevation","900","",NA
"U-P00611","Comunidad de Carduus platypus subsp. platypus y Onopordum acanthium","Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris","V38",50,"2002","-5.149958132","42.8649553","1 - UTM1x1 + Elevation","970","",NA
"Q-P09963","Comunidad de Carduus pycnocephalus y Carduus tenuiflorus","Hordeion murini","Chenopodietea","V33",6,"2000","-6.589652048","41.8455503","3 - UTM10x10 + Elevation","900","",NA
"Q-P09964","Comunidad de Carduus pycnocephalus y Carduus tenuiflorus","Hordeion murini","Chenopodietea","V33",16,"2000","-6.736622917","41.88768148","3 - UTM10x10 + Elevation","650","",NA
"Q-P09956","Comunidad de Carduus pycnocephalus y Carduus tenuiflorus","Hordeion murini","Chenopodietea","V33",8,"2000","-6.832596758","41.79987008","3 - UTM10x10 + Elevation","880","",NA
"Q-P09959","Comunidad de Carduus pycnocephalus y Carduus tenuiflorus","Hordeion murini","Chenopodietea","V33",10,"2000","-6.994015306","41.84118635","3 - UTM10x10 + Elevation","760","",NA
"Q-P09962","Comunidad de Carduus pycnocephalus y Carduus tenuiflorus","Hordeion murini","Chenopodietea","V32",8,"2000","-6.605977199","41.83603333","3 - UTM10x10 + Elevation","820","",NA
"Q-P09965","Comunidad de Carduus pycnocephalus y Carduus tenuiflorus","Hordeion murini","Chenopodietea","V32",8,"2000","-6.945049791","41.94553263","3 - UTM10x10 + Elevation","850","",NA
"Q-P09955","Comunidad de Carduus pycnocephalus y Carduus tenuiflorus","Hordeion murini","Chenopodietea","V32",2,"2000","-6.927495113","41.85609022","3 - UTM10x10 + Elevation","600","",NA
