"SIVIMID","NMDS1","NMDS2","Relevé.number","Sintaxon","Temp","Precip","UTM10X10","UTM1X1","JuiceID","OriginalElevation","Locality","Country","ECOREG_WWF","DUNES_BOHN","Plant.Cover","Aspect","Slope","Area","SintaxonID","Authors","Year","Title","Publication","Type","DEG_LON","DEG_LAT","Accuracy","Elevation","ANTHROPIC","Vegetation","Class","Order","Alliance","EUNIS2020","EUNIS_REVISED","PCluster","EUNISL1","EUNISL2"
"R-P24047",0.0147651463137322,0.0207743939137488,324047,"Bromo diandri-Carduetum tenuiflori",111,11011,"29TPG79","",25822,680,"O Trigal","ES","ATL_COAST","N_DUNES",100,"",NA,4,"7846d","Ortiz, S.","1986","Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.","Tesis doctoral. Universidade de Santiago de Compostela.","No forest",-6.815516372,42.40013733,"3 - UTM10x10 + Elevation",680,"Yes","ANTHROPOGENIC VEGETATION","Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis"," V32   ","V37",0,"Ruderal","V37"
"R-P24048",-0.00661021631053038,0.0200967486448967,324048,"Bromo diandri-Carduetum tenuiflori",93,11703,"29TPG88","",25823,900,"Romiña","ES","ATL_COAST","N_DUNES",100,"S",20,2,"7846d","Ortiz, S.","1986","Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.","Tesis doctoral. Universidade de Santiago de Compostela.","No forest",-6.809750844,42.30488424,"3 - UTM10x10 + Elevation",900,"Yes","ANTHROPOGENIC VEGETATION","Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis"," V37   ","V37",5,"Ruderal","V37"
"R-P24049",-0.0105690930598076,0.118847988182663,324049,"Bromo diandri-Carduetum tenuiflori",94,12478,"29TPG88","",25824,1000,"Casaio","ES","ATL_COAST","N_DUNES",100,"W",10,3,"7846d","Ortiz, S.","1986","Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.","Tesis doctoral. Universidade de Santiago de Compostela.","No forest",-6.797320285,42.29989455,"3 - UTM10x10 + Elevation",1000,"Yes","ANTHROPOGENIC VEGETATION","Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis"," V32   ","V37",0,"Ruderal","V37"
"R-P24336",0.0390472515742027,-0.0384588761502068,324336,"Bidenti tripartitae-Polygonetum lapathifolii",104,9928,"29TPG99","29TPG9293",11863,948,"Sigüeya","ES","ATL_COAST","N_DUNES",80,"",NA,10,"2151","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.665383717,42.3672244,"1 - UTM1x1 + Elevation",948,"Yes","ANTHROPOGENIC VEGETATION","Bidentetea","Bidentetalia","Bidention tripartitae"," V15   ","V15",0,"Weed","V15B"
"R-P24468",0.261567400190469,-0.0546544429429025,324468,"Parietarietum judaicae",128,9162,"29TPH70","29TPH7900",12010,376,"Salas de la Ribera","ES","ATL_COAST","N_DUNES",40,"NW",100,8,"771","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.815273097,42.43616221,"1 - UTM1x1 + Elevation",376,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae"," V     ","U37",0,"Walls","U37"
"R-P24469",0.191211844759773,0.0108036917298254,324469,"Parietarietum judaicae",129,9793,"29TPH70","29TPH7900",12011,376,"Salas de la Ribera","ES","ATL_COAST","N_DUNES",90,"W",90,10,"771","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.812628673,42.43264865,"1 - UTM1x1 + Elevation",376,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae"," V     ","V39",0,"Walls","U37"
"R-P24470",0.153696588975573,-0.0115982657445,324470,"Parietarietum judaicae",104,10377,"29TPG99","29TPG9293",12012,940,"Sigüeya","ES","ATL_COAST","N_DUNES",50,"S",100,30,"771","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.663168896,42.37089703,"1 - UTM1x1 + Elevation",940,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae"," V     ","V39",0,"Walls","U37"
"R-P24471",0.203511297099227,0.0113111253406873,324471,"Parietarietum judaicae",119,11267,"29TPG89","29TPG8899",12013,470,"Pombriego","ES","ATL_COAST","N_DUNES",100,"S",90,20,"771","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.714726725,42.42146086,"1 - UTM1x1 + Elevation",470,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae"," V     ","U37",0,"Walls","U37"
"R-P24472",0.104567075663796,-0.170880145009629,324472,"Parietarietum judaicae",106,9078,"29TPG99","29TPG9597",12014,876,"Llamas de Cabrera","ES","ATL_COAST","N_DUNES",30,"",100,4,"771","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.628567767,42.40261375,"1 - UTM1x1 + Elevation",876,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae"," H32d  ","U37",0,"Walls","U37"
"R-P24473",0.118089367481555,-0.0603004617598607,324473,"Parietarietum judaicae",124,9322,"29TPG89","29TPG8999",12015,522,"Pombriego","ES","ATL_COAST","N_DUNES",60,"SW",100,6,"771","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.700276782,42.4237297,"1 - UTM1x1 + Elevation",522,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae"," H32d  ","U37",0,"Walls","U37"
"R-P24474",0.148100733501144,-0.0578869348449767,324474,"Cymbalarietum muralis",125,9877,"29TPG89","29TPG8999",12016,477,"Pombriego","ES","ATL_COAST","N_DUNES",70,"SW",100,4,"770","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.695318936,42.42208899,"1 - UTM1x1 + Elevation",477,"?","VEGETATION OF ROCK CREVICES AND SCREES","Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Cymbalario-Asplenion","      ?","U37",0,"Walls","U37"
"R-P24572",0.063559509349871,0.190909361839858,324572,"Chenopodio boni-henrici-Senecionetum nebrodensis",60,6338,"29TPH90","29TPH9701",12114,1840,"La Guiana","ES","ATL_COAST","N_DUNES",100,"SW",5,30,"4181","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.599197585,42.44128291,"2 - UTM1x1 + Centroid",1840,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae"," R57   ","V39",0,"Ruderal","V39"
"R-P24573",-0.0750528223737553,0.0751559999320514,324573,"Carduo carpetani-Onopordetum acanthii",99,9797,"29TPG98","29TPG9882",12115,1000,"Encinedo, cerca del Haro de las Peñas","ES","ATL_COAST","N_DUNES",95,"NE",15,50,"2165","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.594293849,42.27042867,"1 - UTM1x1 + Elevation",1000,"Yes","ANTHROPOGENIC VEGETATION","Artemisietea vulgaris","Carthametalia lanati","Carduo carpetani-Cirsion odontolepidis"," V38   ","V38",6,"Ruderal","V37"
"R-P24574",-0.0122156513058233,0.157671017294131,324574,"Carduo carpetani-Onopordetum acanthii",102,8529,"29TPG99","29TPG9891",12116,730,"Odollo","ES","ATL_COAST","N_DUNES",100,"",NA,40,"2165","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.589108695,42.3498309,"2 - UTM1x1 + Centroid",730,"Yes","ANTHROPOGENIC VEGETATION","Artemisietea vulgaris","Carthametalia lanati","Carduo carpetani-Cirsion odontolepidis"," V38   ","V38",6,"Ruderal","V37"
"R-P24575",-0.00938709279949033,0.0750547177707988,324575,"Carduo carpetani-Onopordetum acanthii",106,9775,"29TQG08","29TQG0183",12117,869,"Quintanilla de Losada","ES","ATL_COAST","N_DUNES",100,"",NA,15,"2165","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.553448027,42.27710588,"1 - UTM1x1 + Elevation",869,"Yes","ANTHROPOGENIC VEGETATION","Artemisietea vulgaris","Carthametalia lanati","Carduo carpetani-Cirsion odontolepidis"," V37   ","V38",0,"Ruderal","V38"
"R-P24576",0.0627735888743972,0.103942337812278,324576,"Carduo bourgeani-Silybetum mariani",130,9515,"29TPG79","29TPG7999",12088,366,"Río Sil en Salas de la Ribera","ES","ATL_COAST","N_DUNES",90,"W",3,8,"4157","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.817371617,42.43068973,"1 - UTM1x1 + Elevation",366,"Yes","ANTHROPOGENIC VEGETATION","Artemisietea vulgaris","Carthametalia lanati","Silybo mariani-Urticion piluliferae"," V38   ","V38",6,"Ruderal","V39"
"R-P24594",-0.103732098455711,0.0157338128724998,324594,"Polygono arenastri-Matricarietum discoideae",124,10176,"29TPG89","29TPG8198",12136,395,"Entre Puente de Domingo Flórez y Las Vegas de Yeres","ES","ATL_COAST","N_DUNES",90,"",NA,20,"4224","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.792026305,42.41352377,"1 - UTM1x1 + Elevation",395,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion"," V35   ","V35",4,"Trampled","V35"
"R-P24595",-0.183047376154005,0.00368968994642438,324595,"Polygono arenastri-Matricarietum discoideae",105,8972,"29TQG08","29TQG0687",12137,824,"Valle del río Cabo, entre Nogar y Saceda","ES","ATL_COAST","N_DUNES",20,"N",3,5,"4224","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.494715533,42.31132946,"1 - UTM1x1 + Elevation",824,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion"," V35   ","V35",4,"Trampled","V34"
"R-P24596",-0.191174865863497,-0.0110008183682427,324596,"Polygono arenastri-Matricarietum discoideae",125,9233,"29TPG89","29TPG8899",12138,489,"Pombriego","ES","ATL_COAST","N_DUNES",20,"N",3,5,"4224","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.710193216,42.42701045,"1 - UTM1x1 + Elevation",489,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion"," V35   ","V35",4,"Trampled","V34"
"R-P24597",-0.269019003454571,0.0159285859158025,324597,"Polygono arenastri-Matricarietum discoideae",105,10245,"29TQG08","29TQG0284",12139,868,"Robledo de Losada","ES","ATL_COAST","N_DUNES",50,"",NA,5,"4224","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.539325868,42.28474679,"1 - UTM1x1 + Elevation",868,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion"," V     ","V35",0,"Trampled","V35"
"R-P24598",-0.189213564827738,-0.0027617383283286,324598,"Polygono arenastri-Matricarietum discoideae",100,10510,"29TPG98","29TPG9189",12140,920,"Río Silván","ES","ATL_COAST","N_DUNES",30,"",NA,10,"4224","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.673297363,42.33635588,"1 - UTM1x1 + Elevation",920,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion"," V35   ","V35",4,"Trampled","V35"
"R-P24599",-0.13020527824686,0.0316339172610525,324599,"Polygono arenastri-Matricarietum discoideae",99,10887,"29TQG08","29TQG0589",12141,941,"Saceda","ES","ATL_COAST","N_DUNES",20,"",NA,3,"4224","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.505503574,42.33080983,"2 - UTM1x1 + Centroid",941,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion"," V35   ","V35",4,"Trampled","V35"
"R-P24600",-0.201146279723246,-0.0407029865284169,324600,"Polygono arenastri-Matricarietum discoideae",107,11572,"29TPG79","29TPG7996",12142,738,"Valle del arroyo del Coto, San Pedro de Trones","ES","ATL_COAST","N_DUNES",30,"",NA,1,"4224","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.815298298,42.39654291,"1 - UTM1x1 + Elevation",738,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion"," V35   ","V35",4,"Trampled","V34"
"R-P24601",-0.206205813833523,-0.0146550211749513,324601,"Polygono arenastri-Matricarietum discoideae",93,11103,"29TPG98","29TPG9282",12143,1044,"La Baña","ES","ATL_COAST","N_DUNES",40,"",NA,4,"4224","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.661958878,42.26648438,"1 - UTM1x1 + Elevation",1044,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion"," V35   ","V35",4,"Trampled","V34"
"R-P24602",-0.140613184449546,0.0065361986228319,324602,"Polygono arenastri-Matricarietum discoideae",110,10383,"29TPG89","29TPG8897",12144,753,"Benuza","ES","ATL_COAST","N_DUNES",20,"N",10,10,"4224","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.706388931,42.40372252,"1 - UTM1x1 + Elevation",753,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion"," V35   ","V35",4,"Trampled","V35"
"R-P24603",-0.149328327121516,0.0484612217618849,324603,"Polygono arenastri-Matricarietum discoideae",103,7898,"29TQG09","29TQG0190",12145,1014,"Entre Castrillo de Cabrera y Odollo","ES","ATL_COAST","N_DUNES",20,"NE",3,5,"4224","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.54972355,42.34025315,"1 - UTM1x1 + Elevation",1014,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion"," V35   ","V35",4,"Trampled","V35"
"R-P24604",-0.148646043109298,0.0120249827001478,324604,"Polygono arenastri-Matricarietum discoideae",104,10940,"29TPG99","29TPG9192",12146,858,"Río Silván","ES","ATL_COAST","N_DUNES",60,"S",3,4,"4224","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.669707884,42.35808151,"1 - UTM1x1 + Elevation",858,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion"," V35   ","V35",4,"Trampled","V35"
"R-P24605",-0.288322766148171,-0.101236727006085,324605,"Crassulo tillaeae-Saginetum apetalae",128,9951,"29TPG89","29TPG8098",12147,416,"Cerca de Puente de Domingo Flórez","ES","ATL_COAST","N_DUNES",20,"S",5,1,"1731","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.8092218,42.41655453,"1 - UTM1x1 + Elevation",416,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polycarpion tetraphylli"," H26c  ","V35",0,"Trampled","V34"
"R-P24606",-0.232944855570355,-0.0559631208323604,324606,"Crassulo tillaeae-Saginetum apetalae",103,10581,"29TPG89","29TPG8397",12118,742,"Entre San Pedro de Trones y Robledo de Sobrecastro","ES","ATL_COAST","N_DUNES",30,"SW",10,1,"1731","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.769658267,42.40525832,"1 - UTM1x1 + Elevation",742,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polycarpion tetraphylli"," R1R   ","V35",0,"Trampled","V34"
"R-P24607",-0.162085230397179,-0.0645362919920547,324607,"Crassulo tillaeae-Saginetum apetalae",129,9787,"29TPG89","29TPG8098",12149,452,"Cerca de Puente de Domingo Flórez","ES","ATL_COAST","N_DUNES",30,"",NA,5,"1731","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.811756281,42.418271,"1 - UTM1x1 + Elevation",452,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polycarpion tetraphylli"," C35b  ","V35",0,"Trampled","V34"
"R-P24608",-0.281654522089058,-0.10068066552684,324608,"Crassulo tillaeae-Saginetum apetalae",94,8362,"29TPG99","29TPG9596",12150,1026,"Llamas de Cabrera","ES","ATL_COAST","N_DUNES",10,"S",3,1,"1731","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.620773945,42.3938561,"1 - UTM1x1 + Elevation",1026,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polycarpion tetraphylli"," R1R   ","V35",0,"Trampled","V34"
"R-P24609",-0.22195414296824,-0.0767199824579808,324609,"Crassulo tillaeae-Saginetum apetalae",124,10087,"29TPG89","29TPG8399",12151,407,"Las Vegas de Yeres","ES","ATL_COAST","N_DUNES",10,"",NA,NA,"1731","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.76577691,42.4215937,"1 - UTM1x1 + Elevation",407,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polycarpion tetraphylli"," C35b  ","V35",0,"Trampled","V34"
"R-P24610",-0.223452544569037,-0.117413589766415,324610,"Crassulo tillaeae-Saginetum apetalae",124,9017,"29TPG89","29TPG8399",12152,439,"Las Vegas de Yeres","ES","ATL_COAST","N_DUNES",10,"S",3,5,"1731","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.773378052,42.42674593,"1 - UTM1x1 + Elevation",439,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polycarpion tetraphylli"," C35b  ","V35",0,"Trampled","V34"
"R-P24611",-0.369999184151029,-0.148425319681768,324611,"Crassulo tillaeae-Saginetum apetalae",124,9597,"29TPG89","29TPG8399",12153,430,"Las Vegas de Yeres","ES","ATL_COAST","N_DUNES",10,"S",3,2,"1731","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.763566405,42.4252681,"1 - UTM1x1 + Elevation",430,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polycarpion tetraphylli"," C35b  ","V35",0,"Trampled","V34"
"R-P24612",-0.208437035763557,-0.0493077327207246,324612,"Crassulo tillaeae-Saginetum apetalae",124,9597,"29TPG89","29TPG8399",12154,463,"Entre las Vegas y Yeres","ES","ATL_COAST","N_DUNES",10,"S",3,1,"1731","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.763566405,42.4252681,"1 - UTM1x1 + Elevation",463,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polycarpion tetraphylli"," C35b  ","V35",0,"Trampled","V34"
"R-P24613",-0.21830080892507,-0.0230932884307754,324613,"Crassulo tillaeae-Saginetum apetalae",125,9313,"29TPG89","29TPG8198",12155,395,"Entre Puente de Domingo Flórez y Las Vegas de Yeres","ES","ATL_COAST","N_DUNES",10,"",NA,1,"1731","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.78970925,42.41540135,"1 - UTM1x1 + Elevation",395,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polycarpion tetraphylli"," V35   ","V34",4,"Trampled","V34"
"R-P24614",-0.20673676589878,-0.0753113563686894,324614,"Euphorbietum chamaesyco-prostratae",129,9973,"29TPH70","29TPH7902",12156,407,"Entre Salas de la Ribera y la presa de Peñarrubia","ES","ATL_COAST","N_DUNES",50,"",NA,6,"3273","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.818573607,42.45045881,"1 - UTM1x1 + Elevation",407,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Euphorbietalia prostratae","Euphorbion prostratae"," V34   ","V34",3,"Trampled","V35"
"R-P24615",-0.206861795698849,-0.0490602853941043,324615,"Euphorbietum chamaesyco-prostratae",117,9319,"29TPH80","29TPH8003",12157,420,"Embalse de Peñarrubia","ES","ATL_COAST","N_DUNES",50,"",NA,2,"3273","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.809411851,42.45976828,"1 - UTM1x1 + Elevation",420,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Euphorbietalia prostratae","Euphorbion prostratae"," V     ","V37",0,"Trampled","V35"
"R-P24616",0.0797041690093159,-0.135681807470257,324616,"Linario eleganti-Anthoxanthetum aristati",105,11509,"29TQG08","29TQG0687",12158,892,"Valle del río Cabo, entre Nogar y Saceda","ES","ATL_COAST","N_DUNES",85,"N",3,3,"2888","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.489870938,42.31147718,"1 - UTM1x1 + Elevation",892,"Yes","ANTHROPOGENIC VEGETATION","Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui"," R1R   ","V15",0,"Weed","V15C"
"R-P24617",-0.186537907511381,-0.133253012372215,324617,"Linario eleganti-Anthoxanthetum aristati",114,9597,"29TPG99","29TPG9497",12159,693,"Entre Santalavilla y Llamas de Cabrera","ES","ATL_COAST","N_DUNES",80,"NW",20,10,"2888","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.640694864,42.40222875,"1 - UTM1x1 + Elevation",693,"Yes","ANTHROPOGENIC VEGETATION","Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui"," V15   ","V15",2,"Weed","V15C"
"R-P24618",-0.419556332939266,-0.27547670047512,324618,"Linario eleganti-Anthoxanthetum aristati",115,9812,"29TPG99","29TPG9497",12160,699,"Entre Santalavilla y Llamas de Cabrera","ES","ATL_COAST","N_DUNES",80,"NW",20,2,"2888","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.63362637,42.40605506,"1 - UTM1x1 + Elevation",699,"Yes","ANTHROPOGENIC VEGETATION","Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui"," R1R   ","V15",0,"Weed","V15C"
"R-P24619",-0.221890219732482,-0.156551649340149,324619,"Linario eleganti-Anthoxanthetum aristati",99,9218,"29TPG98","29TPG9883",12161,1003,"Encinedo","ES","ATL_COAST","N_DUNES",70,"NE",5,15,"2888","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556","No forest",-6.587236569,42.27425173,"1 - UTM1x1 + Elevation",1003,"Yes","ANTHROPOGENIC VEGETATION","Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui"," R1R   ","V15",0,"Weed","V15C"
