"","SIVIMID","Sintaxon","Alliance","Class","EUNIS","Area","Year","Longitude","Latitude","Accuracy","Elevation","Aspect","Slope","L1"
"116","T-P13304","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",20,1997,-2.990447076,43.36420603,"1 - UTM1x1 + Elevation",60,"",NA,"Galio valantiae-Parietarion judaicae"
"117","T-P13305","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",50,1997,-3.017598053,43.36060326,"1 - UTM1x1 + Elevation",40,"",NA,"Galio valantiae-Parietarion judaicae"
"118","T-P13306","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",50,1997,-3.061978343,43.31376413,"3 - UTM10x10 + Elevation",40,"",NA,"Galio valantiae-Parietarion judaicae"
"119","T-P13307","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1997,-2.723582941,43.42600315,"2 - UTM1x1 + Centroid",40,"",NA,"Galio valantiae-Parietarion judaicae"
"120","T-P13308","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",50,1997,-3.017595451,43.35159874,"1 - UTM1x1 + Elevation",20,"",NA,"Galio valantiae-Parietarion judaicae"
"121","T-P13309","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",30,1997,-2.501690511,43.36672266,"1 - UTM1x1 + Elevation",0,"",NA,"Galio valantiae-Parietarion judaicae"
"122","T-P32454","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1966,-2.072845145,43.16054602,"1 - UTM1x1 + Elevation",150,"",NA,"Galio valantiae-Parietarion judaicae"
"123","T-P32455","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1966,-1.660185344,43.1312443,"1 - UTM1x1 + Elevation",100,"",NA,"Galio valantiae-Parietarion judaicae"
"124","T-P32456","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",60,1966,-1.662565169,43.13487403,"1 - UTM1x1 + Elevation",130,"",NA,"Galio valantiae-Parietarion judaicae"
"125","T-P32457","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1966,-2.266898901,43.18536643,"1 - UTM1x1 + Elevation",130,"",NA,"Galio valantiae-Parietarion judaicae"
"126","T-P32458","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1966,-2.271820797,43.18539786,"1 - UTM1x1 + Elevation",160,"",NA,"Galio valantiae-Parietarion judaicae"
"127","T-P32459","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1966,-2.271842201,43.18359705,"1 - UTM1x1 + Elevation",160,"",NA,"Galio valantiae-Parietarion judaicae"
"128","T-P32460","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",30,1966,-1.662565169,43.13487403,"1 - UTM1x1 + Elevation",130,"",NA,"Galio valantiae-Parietarion judaicae"
"129","T-P32461","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",100,1966,-1.667521175,43.13313092,"1 - UTM1x1 + Elevation",160,"",NA,"Galio valantiae-Parietarion judaicae"
"130","T-P32462","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1966,-2.415143223,43.12498758,"1 - UTM1x1 + Elevation",190,"",NA,"Galio valantiae-Parietarion judaicae"
"131","T-P32463","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",20,1966,-2.27432441,43.18181187,"1 - UTM1x1 + Elevation",100,"",NA,"Galio valantiae-Parietarion judaicae"
"132","T-P32464","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","H32d",20,1966,-2.251671146,43.22308765,"1 - UTM1x1 + Elevation",140,"",NA,"Galio valantiae-Parietarion judaicae"
"133","T-P32465","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1966,-2.183491904,43.1649911,"1 - UTM1x1 + Elevation",180,"",NA,"Galio valantiae-Parietarion judaicae"
"134","T-P32466","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",50,1966,-1.686288442,43.29002808,"1 - UTM1x1 + Elevation",220,"",NA,"Cymbalario-Asplenion"
"135","T-P32467","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1966,-1.509623614,43.15459498,"1 - UTM1x1 + Elevation",290,"",NA,"Galio valantiae-Parietarion judaicae"
"136","T-P32468","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",50,1966,-1.504705465,43.1545308,"1 - UTM1x1 + Elevation",290,"",NA,"Galio valantiae-Parietarion judaicae"
"137","T-P32469","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",20,1966,-1.504705465,43.1545308,"1 - UTM1x1 + Elevation",290,"",NA,"Cymbalario-Asplenion"
"138","T-P32470","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",NA,1966,-1.522005849,43.15115377,"1 - UTM1x1 + Elevation",280,"",NA,"Cymbalario-Asplenion"
"139","T-P32471","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",20,1966,-1.899592669,43.08156961,"2 - UTM1x1 + Centroid",700,"",NA,"Galio valantiae-Parietarion judaicae"
"140","T-P32472","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",20,1966,-1.948138409,43.11624453,"1 - UTM1x1 + Elevation",750,"",NA,"Galio valantiae-Parietarion judaicae"
"141","T-P36847","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",20,1993,-7.507624686,42.52798861,"2 - UTM1x1 + Centroid",360,"E",90,"Galio valantiae-Parietarion judaicae"
"142","U-P00528","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",20,2002,-5.114782695,42.83859615,"1 - UTM1x1 + Elevation",980,"NE",100,"Cymbalario-Asplenion"
"143","U-P00529","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",5,2002,-5.141603583,42.90653401,"1 - UTM1x1 + Elevation",1030,"W",100,"Cymbalario-Asplenion"
"144","U-P00530","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",2,2002,-5.109590857,42.90172579,"1 - UTM1x1 + Elevation",1100,"S",100,"Cymbalario-Asplenion"
"145","U-P00531","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",2,2002,-4.903916548,42.98457479,"1 - UTM1x1 + Elevation",1130,"W",100,"Cymbalario-Asplenion"
