Relevé number,SIVIMID,CODE,EUNIS_REVISED,EUNIS2020,EUNISL1,EUNISL2,EUNISL3,Aspect,Slope,Area,Year,DEG_LON,DEG_LAT,Accuracy,Elevation,Class,Order,Alliance,Sintaxon
1401,S-P21794,V1c,V15,V37,Weed,V15B,V1,,NA,10,1981,-6.193653016,43.06928793,3 - UTM10x10 + Elevation,1240,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Polygono-Chenopodion polyspermi
1561,T-P22466,V1c,V15,V32,Weed,V15A,V1,,NA,1,1986,-4.419290768,43.36986165,4 - UTM10x10 + Centroid,59,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1544,T-P22449,V1c,V15,V15,Weed,V15A,V1,,NA,5,1986,-5.215821522,43.47059458,3 - UTM10x10 + Elevation,10,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1158,R-P22261,V1c,V15,V15,Weed,V15A,V1,E,NA,50,1999,-8.005130567,41.86653533,2 - UTM1x1 + Centroid,400,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Chrysantemo segeti-Raphanetum raphanistri
1601,T-P27797,V1c,V15,V15,Weed,V15B,V1,,NA,NA,1958,-5.719999329,43.35526167,3 - UTM10x10 + Elevation,285,Epilobietea angustifolii,Convolvuletalia sepium,Cynancho-Convolvulion sepium,Comunidad de Convolvulus sepium y Oxalis violacea
1088,Q-P10081,V1c,V15,V15,Weed,V15A,V1,,NA,4,2000,-6.727942574,41.90417254,3 - UTM10x10 + Elevation,660,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Comunidad de Lamium amplexicaule y Stellaria media
1095,Q-P10088,V1c,V15,V15,Weed,V15A,V1,,NA,4,2000,-6.614058215,41.93663371,1 - UTM1x1 + Elevation,750,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Comunidad de Lamium amplexicaule y Stellaria media
1597,T-P27793,V1c,V15,V15,Weed,V15B,V1,,NA,NA,1958,-7.035350671,43.54145038,3 - UTM10x10 + Elevation,30,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Asociación de Chrysanthemum segetum-Oxalis violacea
1717,T-P36787,V1c,V15,V15,Weed,V15A,V1,,0,40,1993,-7.427131223,41.60572943,4 - UTM10x10 + Centroid,400,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Linario amethysteae-Calenduletum arvensis
1297,S-P12099,V1c,V15,V15,Weed,V15A,V1,N,5,15,1975,-6.591547598,43.53512218,4 - UTM10x10 + Centroid,96,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,Plantagini-Sporoboletum
1553,T-P22458,V1c,V15,V15,Weed,V15A,V1,,NA,100,1986,-5.9930734,43.38805252,3 - UTM10x10 + Elevation,100,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1405,S-P31488,V1c,V15,V37,Weed,V15A,V1,,NA,1,NA,-7.816269054,43.65730685,4 - UTM10x10 + Centroid,156,NA,NA,NA,SJ12
1076,Q-P10066,V1c,V15,V15,Weed,V15A,V1,,NA,3,2000,-6.684422129,41.90197718,3 - UTM10x10 + Elevation,680,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Miboro minimae-Arabidopsietum thalianae
1709,T-P36779,V1c,V15,V15,Weed,V15A,V1,,0,35,1993,-7.421790987,42.59080268,1 - UTM1x1 + Elevation,390,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Lamio amplexicaulis-Veronicetum hederifoliae
1602,T-P27798,V1c,V15,V15,Weed,V15A,V1,NE,NA,30,1958,-5.599883033,43.54713832,3 - UTM10x10 + Elevation,30,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Comunidad de Brassica nigra
1073,Q-P10062,V1c,V15,V15,Weed,V15A,V1,,NA,4,2000,-6.592963053,41.86165553,3 - UTM10x10 + Elevation,840,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Miboro minimae-Arabidopsietum thalianae
1090,Q-P10083,V1c,V15,V15,Weed,V15A,V1,,NA,2,2000,-6.761711225,41.86344897,3 - UTM10x10 + Elevation,630,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Comunidad de Lamium amplexicaule y Stellaria media
1193,R-P23970,V1c,V15,V15,Weed,V15A,V1,NE,5,10,1986,-6.852661296,42.37188065,1 - UTM1x1 + Elevation,670,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Oxalidi latifoliae-Veronicetum persicae
1109,Q-P14978,V1c,V15,V15,Weed,V15A,V1,,NA,20,1982,-7.705778309,42.44621971,3 - UTM10x10 + Elevation,140,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Linario amethysteae-Calenduletum arvensis
1229,R-P24627,V1c,V15,V32,Weed,V15A,V1,,NA,7,2012,-6.79224318,42.41711828,1 - UTM1x1 + Elevation,379,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Holosteo umbellati-Veronicetum persicae
1896,R-P24607,V1c,V35,C35b,Trampled,V34,V1,,NA,5,2012,-6.811756281,42.418271,1 - UTM1x1 + Elevation,452,Polygono-Poetea annuae,Polygono arenastri-Poetalia annuae,Polycarpion tetraphylli,Crassulo tillaeae-Saginetum apetalae
1024,P-P22136,V1c,V37,R,Weed,V15A,V1,,0,600,2005,-1.253257937,43.43190397,3 - UTM10x10 + Elevation,2,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis,Allio vineale-Ranunculetum sardoi
1195,R-P23972,V1c,V15,V15,Weed,V15A,V1,SE,15,20,1986,-6.951458027,42.35950892,3 - UTM10x10 + Elevation,950,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Oxalidi latifoliae-Veronicetum persicae
1558,T-P22463,V1c,V15,V32,Weed,V15A,V1,,NA,6,1986,-3.311323105,43.38164629,4 - UTM10x10 + Centroid,191,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1108,Q-P14977,V1c,V15,V15,Weed,V15A,V1,SW,NA,15,1982,-7.697828016,42.53477826,3 - UTM10x10 + Elevation,380,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Linario amethysteae-Calenduletum arvensis
1559,T-P22464,V1c,V15,V32,Weed,V15A,V1,,NA,5,1986,-3.455098968,43.45524153,4 - UTM10x10 + Centroid,41,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1564,T-P22469,V1c,V15,V39,Weed,V15A,V1,,NA,1,1986,-5.665984283,43.52893451,4 - UTM10x10 + Centroid,31,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1403,S-P21796,V1c,V15,V15,Weed,V15A,V1,,NA,15,1981,-6.196105687,43.06921939,3 - UTM10x10 + Elevation,1240,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Polygono-Chenopodion polyspermi
1079,Q-P10069,V1c,V15,V15,Weed,V15A,V1,ESE,4.5,4,2000,-6.639224308,41.82777945,3 - UTM10x10 + Elevation,830,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Miboro minimae-Arabidopsietum thalianae
1594,T-P27790,V1c,V15,V15,Weed,V15A,V1,,NA,NA,1958,-7.051431785,43.52287457,3 - UTM10x10 + Elevation,30,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Asociación de Chrysanthemum segetum-Oxalis violacea
1882,R-P23988,V1c,V37,V37,Trampled,V35,V1,,NA,1,1986,-6.785335962,42.3831308,3 - UTM10x10 + Elevation,1260,Chenopodietea,Chenopodietalia,Chenopodion muralis,Urtico urentis-Malvetum neglectae
1228,R-P24626,V1c,V15,V15,Weed,V15A,V1,NW,5,20,2012,-6.791484291,42.40453751,1 - UTM1x1 + Elevation,699,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Holosteo umbellati-Veronicetum persicae
1116,Q-P14985,V1c,V15,V15,Weed,V15A,V1,,NA,25,1982,-6.873981065,42.38751452,4 - UTM10x10 + Centroid,663,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Linario amethysteae-Calenduletum arvensis
1560,T-P22465,V1c,V15,V32,Weed,V15A,V1,,NA,5,1986,-3.455098968,43.45524153,4 - UTM10x10 + Centroid,41,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1628,T-P32603,V1c,V15,V15,Weed,V15A,V1,,0,30,1995,-7.501956998,42.55346164,1 - UTM1x1 + Elevation,320,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Linario amethysteae-Calenduletum arvensis
1596,T-P27792,V1c,V15,V15,Weed,V15A,V1,NW,NA,NA,1958,-7.102387365,43.54446253,3 - UTM10x10 + Elevation,30,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Asociación de Chrysanthemum segetum-Oxalis violacea
1094,Q-P10087,V1c,V15,V,Weed,V15A,V1,,NA,4,2000,-6.899963984,41.72015921,3 - UTM10x10 + Elevation,900,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Comunidad de Lamium amplexicaule y Stellaria media
1191,R-P23968,V1c,V15,V15,Weed,V15A,V1,,NA,20,1986,-6.797279383,42.33951481,3 - UTM10x10 + Elevation,1000,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Oxalidi latifoliae-Veronicetum persicae
1077,Q-P10067,V1c,V15,V15,Weed,V15A,V1,SE,45,10,2000,-6.939459901,41.9331186,3 - UTM10x10 + Elevation,780,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Miboro minimae-Arabidopsietum thalianae
1104,Q-P14973,V1c,V15,V15,Weed,V15A,V1,SE,NA,15,1982,-7.697423813,42.56180448,3 - UTM10x10 + Elevation,390,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Linario amethysteae-Calenduletum arvensis
1232,R-P24630,V1c,V15,V15,Weed,V15A,V1,,NA,10,2012,-6.501782801,42.30751177,1 - UTM1x1 + Elevation,833,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Holosteo umbellati-Veronicetum persicae
1187,R-P22296,V1c,V15,V37,Weed,V15A,V1,N,NA,2,1999,-8.116205221,41.9316354,1 - UTM1x1 + Elevation,490,Sisymbrietea,Sisymbrietalia sophiae,Sisymbrion officinalis,Sisymbrio officinalis-Hordeetum murini
1020,NEW-OMAR-PA35,V1c,V15,NA,Weed,V15A,V1,S,5,20,1981,-5.669491805,43.30818588,500,335,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1411,T-P03083,V1c,V15,V15,Weed,V15A,V1,,NA,25,1986,-3.340208214,43.23043218,3 - UTM10x10 + Elevation,200,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Oxalidi latifoliae-Veronicetum persicae
1227,R-P24625,V1c,V15,V15,Weed,V15A,V1,,NA,10,2012,-6.53447823,42.32811836,1 - UTM1x1 + Elevation,750,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Holosteo umbellati-Veronicetum persicae
1599,T-P27795,V1c,V15,V15,Weed,V15A,V1,NW,NA,NA,1958,-5.727314327,43.35328655,3 - UTM10x10 + Elevation,280,Epilobietea angustifolii,Convolvuletalia sepium,Cynancho-Convolvulion sepium,Comunidad de Convolvulus sepium y Oxalis violacea
1449,T-P05153,V1c,V15,V15,Weed,V15A,V1,,NA,60,1995,-3.412385948,43.34185211,3 - UTM10x10 + Elevation,20,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1468,T-P05172,V1c,V15,V15,Weed,V15A,V1,,NA,10,1995,-3.437616441,43.41919683,1 - UTM1x1 + Elevation,8,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1016,NEW-OMAR-BA34,V1c,V15,NA,Weed,V15A,V1,SE,5,16,1981,-5.694523235,43.31660252,500,295,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1585,T-P23947,V1c,V15,V15,Weed,V15A,V1,,NA,20,1982,-2.162382879,43.26929286,3 - UTM10x10 + Elevation,10,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Oxalidi latifoliae-Veronicetum persicae
1074,Q-P10064,V1c,V15,V15,Weed,V15A,V1,NW,13.5,4,2000,-6.724490367,41.88627521,3 - UTM10x10 + Elevation,650,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Miboro minimae-Arabidopsietum thalianae
1122,Q-P14991,V1c,V15,V15,Weed,V15A,V1,,NA,60,1982,-7.443074562,41.96152318,3 - UTM10x10 + Elevation,400,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Linario amethysteae-Calenduletum arvensis
1586,T-P23948,V1c,V15,V15,Weed,V15A,V1,,NA,30,1982,-2.322404618,43.28476011,3 - UTM10x10 + Elevation,200,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Oxalidi latifoliae-Veronicetum persicae
1157,R-P22260,V1c,V15,V15,Weed,V15A,V1,SW,NA,40,1999,-8.099465518,41.87296248,3 - UTM10x10 + Elevation,425,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Chrysantemo segeti-Raphanetum raphanistri
1325,S-P15127,V1c,V15,V13,Weed,V15A,V1,,5,100,NA,-2.186761833,43.28927889,1 - UTM1x1 + Elevation,200,NA,NA,NA,
1118,Q-P14987,V1c,V15,V32,Weed,V15A,V1,E,NA,40,1982,-8.003649301,42.37055361,3 - UTM10x10 + Elevation,230,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Linario amethysteae-Calenduletum arvensis
1463,T-P05167,V1c,V15,V15,Weed,V15A,V1,,NA,50,1995,-3.487751603,43.20108313,1 - UTM1x1 + Elevation,280,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1467,T-P05171,V1c,V15,V32,Weed,V15A,V1,,NA,6,1995,-3.365916494,43.41044431,1 - UTM1x1 + Elevation,40,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1466,T-P05170,V1c,V15,V32,Weed,V15A,V1,,NA,10,1995,-3.323903901,43.40696924,1 - UTM1x1 + Elevation,60,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1025,P-P22137,V1c,V37,R,Weed,V15A,V1,,0,1000,2005,-1.253257937,43.43190397,3 - UTM10x10 + Elevation,2,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis,Allio vineale-Ranunculetum sardoi
1022,P-P22132,V1c,V37,V,Weed,V15A,V1,,0,400,2005,-1.319948701,43.43290349,3 - UTM10x10 + Elevation,5,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis,Allio vineale-Ranunculetum sardoi
1332,S-P18299,V1c,V15,V15,Weed,V15A,V1,,NA,35,1974,-5.971801567,43.15450593,1 - UTM1x1 + Elevation,480,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Polygono-Chenopodion polyspermi
1462,T-P05166,V1c,V15,V37,Weed,V15A,V1,,NA,10,1995,-3.490660904,43.25689987,1 - UTM1x1 + Elevation,90,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1487,T-P12078,V1c,V15,V15,Weed,V15C,V1,,NA,40,1988,-6.352558095,42.64874654,3 - UTM10x10 + Elevation,870,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Centaureo cyani-Raphanetum microcarpae
1551,T-P22456,V1c,V15,V37,Weed,V15A,V1,,NA,50,1986,-5.934878094,43.35894913,3 - UTM10x10 + Elevation,200,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1552,T-P22457,V1c,V15,V15,Weed,V15A,V1,,NA,50,1986,-5.873763189,43.42352915,3 - UTM10x10 + Elevation,150,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1457,T-P05161,V1c,V15,V37,Weed,V15A,V1,,NA,10,1995,-3.447764035,43.45517509,1 - UTM1x1 + Elevation,150,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1460,T-P05164,V1c,V15,V15,Weed,V15A,V1,,NA,80,1995,-3.363306397,43.38704106,1 - UTM1x1 + Elevation,60,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1327,S-P15129,V1c,V15,V13,Weed,V15A,V1,,NA,100,NA,-2.386592992,43.02938579,1 - UTM1x1 + Elevation,300,NA,NA,NA,
1518,T-P13207,V1c,V15,V15,Weed,V15A,V1,,NA,50,1997,-4.226814825,43.35042265,2 - UTM1x1 + Centroid,40,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1168,R-P22272,V1c,V15,V15,Weed,V15A,V1,S,5,100,1999,-8.033090552,41.91731228,3 - UTM10x10 + Elevation,665,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Chrysantemo segeti-Raphanetum raphanistri
1563,T-P22468,V1c,V15,V37,Weed,V15A,V1,,NA,1,1986,-4.419290768,43.36986165,4 - UTM10x10 + Centroid,59,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1161,R-P22264,V1c,V15,V15,Weed,V15A,V1,NW,NA,70,1999,-8.085228607,41.90600619,1 - UTM1x1 + Elevation,350,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Chrysantemo segeti-Raphanetum raphanistri
1575,T-P22481,V1c,V15,V15,Weed,V15A,V1,,NA,50,1986,-6.260856633,43.1322192,3 - UTM10x10 + Elevation,820,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Lamio amplexicaulis-Veronicetum hederifoliae
1784,U-P13632,V1c,V15,V15,Weed,V15B,V1,,NA,NA,1994,-7.117203278,43.54392905,3 - UTM10x10 + Elevation,30,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Lamio (hybridi) dissecti-Panicetum crus-galli
1576,T-P22482,V1c,V15,V15,Weed,V15A,V1,,NA,50,1986,-6.245555276,43.12184999,3 - UTM10x10 + Elevation,820,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Lamio amplexicaulis-Veronicetum hederifoliae
1447,T-P05151,V1c,V15,V32,Weed,V15A,V1,,NA,8,1995,-3.407921691,43.41210307,3 - UTM10x10 + Elevation,6,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1333,S-P18300,V1c,V15,V15,Weed,V15A,V1,,NA,20,1974,-5.969432129,43.15636831,1 - UTM1x1 + Elevation,450,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Polygono-Chenopodion polyspermi
1579,T-P22485,V1c,V15,V15,Weed,V15A,V1,,NA,30,1986,-6.536122491,43.30050595,3 - UTM10x10 + Elevation,520,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Lamio amplexicaulis-Veronicetum hederifoliae
1550,T-P22455,V1c,V15,V15,Weed,V15A,V1,,NA,50,1986,-5.836058823,43.30381933,3 - UTM10x10 + Elevation,150,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1123,Q-P14992,V1c,V15,V15,Weed,V15A,V1,,NA,15,1982,-7.430913896,41.85574815,3 - UTM10x10 + Elevation,400,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Linario amethysteae-Calenduletum arvensis
1578,T-P22484,V1c,V15,V15,Weed,V15A,V1,,NA,50,1986,-6.598283383,43.30936914,3 - UTM10x10 + Elevation,800,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Lamio amplexicaulis-Veronicetum hederifoliae
1162,R-P22265,V1c,V15,V15,Weed,V15A,V1,NW,2,100,1999,-8.085371374,41.90780044,1 - UTM1x1 + Elevation,350,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Chrysantemo segeti-Raphanetum raphanistri
1124,Q-P14993,V1c,V15,V15,Weed,V15A,V1,,NA,20,1982,-7.428593106,41.89185351,3 - UTM10x10 + Elevation,400,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Linario amethysteae-Calenduletum arvensis
1117,Q-P14986,V1c,V15,V15,Weed,V15A,V1,,NA,40,1982,-7.492084004,41.94706717,4 - UTM10x10 + Centroid,515,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Linario amethysteae-Calenduletum arvensis
1572,T-P22478,V1c,V15,V15,Weed,V15A,V1,,NA,4,1986,-4.626210284,43.15094366,3 - UTM10x10 + Elevation,360,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Lamio amplexicaulis-Veronicetum hederifoliae
1744,U-P00123,V1c,V15,V15,Weed,V15B,V1,,NA,100,2001,-5.092924788,43.06051431,1 - UTM1x1 + Elevation,1295,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Lamio amplexicaulis-Veronicetum hederifoliae
1436,T-P03896,V1c,V15,V15,Weed,V15A,V1,,NA,NA,1989,-7,43,5 - UTMs missing from DEM,580,Papaveretea rhoeadis,Papaveretalia rhoeadis,Caucalidion,Kickxio spuriae-Nigelletum gallicae
1119,Q-P14988,V1c,V15,V15,Weed,V15A,V1,NE,NA,30,1982,-7.85573292,42.31030624,3 - UTM10x10 + Elevation,130,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Linario amethysteae-Calenduletum arvensis
1461,T-P05165,V1c,V15,V37,Weed,V15A,V1,,NA,8,1995,-3.456138786,43.25344087,1 - UTM1x1 + Elevation,90,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1194,R-P23971,V1c,V15,V15,Weed,V15A,V1,,NA,10,1986,-6.817286682,42.38927325,3 - UTM10x10 + Elevation,880,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Oxalidi latifoliae-Veronicetum persicae
1533,T-P22438,V1c,V15,V32,Weed,V15A,V1,,NA,50,1986,-3.902340798,43.43628368,3 - UTM10x10 + Elevation,50,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1491,T-P12084,V1c,V15,V15,Weed,V15A,V1,,NA,25,1988,-6.659523567,42.51688346,3 - UTM10x10 + Elevation,510,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Holosteo umbellati-Veronicetum persicae
1021,P-P22131,V1c,V37,R,Weed,V15A,V1,,0,1000,2005,-1.381462446,43.44279511,3 - UTM10x10 + Elevation,5,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis,Allio vineale-Ranunculetum sardoi
1450,T-P05154,V1c,V15,V15,Weed,V15A,V1,,NA,100,1995,-3.427152425,43.33639519,3 - UTM10x10 + Elevation,10,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Fumario capreolatae-Veronicetum persicae
1130,Q-P15000,V1c,V15,V15,Weed,V15A,V1,,NA,NA,1982,-7.095006513,42.4012842,3 - UTM10x10 + Elevation,360,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Linario amethysteae-Calenduletum arvensis
1163,R-P22266,V1c,V15,V15,Weed,V15A,V1,,NA,50,1999,-8.084514966,41.89703488,1 - UTM1x1 + Elevation,420,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Chrysantemo segeti-Raphanetum raphanistri
1720,T-P36790,V1c,V15,V15,Weed,V15A,V1,,0,60,1993,-7.622749736,42.50722701,1 - UTM1x1 + Elevation,400,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Linario amethysteae-Calenduletum arvensis
1655,T-P33538,V1c,V15,V15,Weed,V15A,V1,S,NA,NA,1959,-8.616988304,42.90019614,3 - UTM10x10 + Elevation,300,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Chrysanthemum segetum-Raphanetum
1899,R-P24610,V1c,V35,C35b,Trampled,V34,V1,S,3,5,2012,-6.773378052,42.42674593,1 - UTM1x1 + Elevation,439,Polygono-Poetea annuae,Polygono arenastri-Poetalia annuae,Polycarpion tetraphylli,Crassulo tillaeae-Saginetum apetalae
1160,R-P22263,V1c,V15,V15,Weed,V15A,V1,SW,NA,50,1999,-8.51023593,41.85933625,3 - UTM10x10 + Elevation,700,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Chrysantemo segeti-Raphanetum raphanistri
1159,R-P22262,V1c,V15,V15,Weed,V15A,V1,E,NA,50,1999,-8.005130567,41.86653533,2 - UTM1x1 + Centroid,395,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Chrysantemo segeti-Raphanetum raphanistri
1164,R-P22268,V1c,V15,V15,Weed,V15A,V1,W,NA,60,1999,-8.062346234,41.9214247,1 - UTM1x1 + Elevation,450,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Chrysantemo segeti-Raphanetum raphanistri
1335,S-P18302,V1c,V15,V37,Weed,V15A,V1,SW,15,20,1974,-6.025787152,43.20171132,1 - UTM1x1 + Elevation,280,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Polygono-Chenopodion polyspermi
