"SIVIMID","Relevé.number","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Sintaxon","Alliance.original","Alliance.revised","Class.Mucina","Class.Twinspan","Semisupervised"
"T-P12269",2059,"V35","",NA,10,1988,-6.243923613,43.0444621,"3 - UTM10x10 + Elevation",1300,"Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P35973",919,"V39","NE",7.2,10,1983,-5.951695753,43.04337567,"3 - UTM10x10 + Elevation",1800,"Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P35971",918,"V38","E",18,10,1983,-5.882226613,42.87046378,"2 - UTM1x1 + Centroid",1650,"Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P35969",917,"R","N",36,20,1983,-5.834551268,42.89866834,"2 - UTM1x1 + Centroid",1650,"Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P12271",787,"H25","",NA,6,1988,-6.402625935,42.98402406,"3 - UTM10x10 + Elevation",1520,"Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P12268",786,"V39","",NA,10,1988,-6.230343729,43.0196353,"3 - UTM10x10 + Elevation",1480,"Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P11643",689,"H25","E",54,10,1988,-5.828752755,42.8790021,"3 - UTM10x10 + Elevation",1550,"Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P11642",688,"R","N",54,20,1988,-5.907957042,42.94905109,"3 - UTM10x10 + Elevation",1460,"Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P11641",687,"V","E",54,12,1988,-5.820855853,42.9206175,"3 - UTM10x10 + Elevation",1400,"Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P11645",691,"V38","NE",36,15,1988,-5.919417286,42.880326,"3 - UTM10x10 + Elevation",1470,"Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P12270",2060,"V35","",NA,10,1988,-6.213856679,42.98588442,"3 - UTM10x10 + Elevation",1350,"Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P35968",916,"R","N",36,10,1983,-5.831939783,42.89513125,"1 - UTM1x1 + Elevation",1500,"Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P35967",915,"R","N",54,10,1983,-5.831939783,42.89513125,"1 - UTM1x1 + Elevation",1500,"Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"S-P21804",496,"H25","",NA,10,1981,-6.283627571,43.05233259,"3 - UTM10x10 + Elevation",1640,"Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P35970",2122,"V35","",NA,15,1983,-5.882226613,42.87046378,"2 - UTM1x1 + Centroid",1600,"Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",0
"T-P35972",2123,"V35","NE",9,15,1983,-6.005408789,42.88533577,"2 - UTM1x1 + Centroid",1670,"Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",0
"T-P35974",920,"V39","N",9,10,1983,-5.973504431,43.03740811,"3 - UTM10x10 + Elevation",1800,"Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P11640",686,"V37","E",45,15,1988,-5.827869342,42.9132408,"3 - UTM10x10 + Elevation",1500,"Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P11639",685,"R","N",45,12,1988,-5.831034095,42.87534389,"3 - UTM10x10 + Elevation",1430,"Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P11637",683,"V","N",36,20,1988,-5.873425387,42.94452123,"3 - UTM10x10 + Elevation",1500,"Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P11636",682,"R","N",54,10,1988,-5.830234263,42.91138143,"3 - UTM10x10 + Elevation",1550,"Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P11638",684,"V37","NE",36,15,1988,-5.834468808,42.8968695,"3 - UTM10x10 + Elevation",1470,"Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"S-P21809",497,"V","E",10,20,1981,-6.25615877,42.99729328,"3 - UTM10x10 + Elevation",1710,"Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"R-P28995",332,"V38","",NA,4,2014,-3.681499287,43.1352586,"1 - UTM1x1 + Elevation",1420,"Chenopodio boni-henrici-Senecionetum nebrodensis","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"R-P24572",262,"R57","SW",5,30,2012,-6.599197585,42.44128291,"2 - UTM1x1 + Centroid",1840,"Chenopodio boni-henrici-Senecionetum nebrodensis","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"Q-P08361",1039,"V32","S",NA,2,2003,-8.583023967,41.14560961,"4 - UTM10x10 + Centroid",350,"Chenopodio muralis-Malvetum parviflorae","Chenopodion muralis","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"Q-P08170",1038,"V32","S",NA,2,2004,-8.583023967,41.14560961,"4 - UTM10x10 + Centroid",350,"Chenopodio muralis-Malvetum parviflorae","Chenopodion muralis","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"U-P15499",1786,"V37","",NA,25,1991,-3.918400258,42.94358211,"4 - UTM10x10 + Centroid",888,"Chenopodion muralis","Chenopodion muralis","Sisymbrion officinalis","Sisymbrietea","Polygono-Poetea annuae",0
"U-P15500",1787,"V37","",NA,20,1991,-3.918400258,42.94358211,"4 - UTM10x10 + Centroid",888,"Chenopodion muralis","Chenopodion muralis","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P18286",452,"V39","NE",15,20,1974,-5.928699398,43.17902885,"1 - UTM1x1 + Elevation",1540,"Chenopodion subalpinum","Rumicion alpini","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"S-P18289",455,"V","N",20,20,1974,-5.934649484,43.20048592,"1 - UTM1x1 + Elevation",1600,"Chenopodion subalpinum","Rumicion alpini","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P18960",857,"V38","",NA,20,1958,-6.484745261,43.01011245,"4 - UTM10x10 + Centroid",1409,"Chenopodion subalpinum","Rumicion alpini","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"S-P18287",453,"V39","W",10,30,1974,-5.928699398,43.17902885,"1 - UTM1x1 + Elevation",1570,"Chenopodion subalpinum","Rumicion alpini","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"S-P18288",454,"V","",NA,15,1974,-5.934735765,43.20228451,"2 - UTM1x1 + Centroid",1760,"Chenopodion subalpinum","Rumicion alpini","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"R-P22256",1153,"V15","E",NA,40,1999,-8.064703041,41.9663355,"2 - UTM1x1 + Centroid",480,"Chrysantemo segeti-Raphanetum raphanistri","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"R-P22257",1154,"V15","W",NA,60,1999,-8.10724013,41.87981846,"1 - UTM1x1 + Elevation",380,"Chrysantemo segeti-Raphanetum raphanistri","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"R-P22265",1162,"V15","NW",2,100,1999,-8.085371374,41.90780044,"1 - UTM1x1 + Elevation",350,"Chrysantemo segeti-Raphanetum raphanistri","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"R-P22269",1165,"V15","W",NA,80,1999,-8.062488437,41.92321902,"1 - UTM1x1 + Elevation",450,"Chrysantemo segeti-Raphanetum raphanistri","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"R-P22266",1163,"V15","",NA,50,1999,-8.084514966,41.89703488,"1 - UTM1x1 + Elevation",420,"Chrysantemo segeti-Raphanetum raphanistri","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"R-P22268",1164,"V15","W",NA,60,1999,-8.062346234,41.9214247,"1 - UTM1x1 + Elevation",450,"Chrysantemo segeti-Raphanetum raphanistri","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"R-P22272",1168,"V15","S",5,100,1999,-8.033090552,41.91731228,"3 - UTM10x10 + Elevation",665,"Chrysantemo segeti-Raphanetum raphanistri","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"R-P22264",1161,"V15","NW",NA,70,1999,-8.085228607,41.90600619,"1 - UTM1x1 + Elevation",350,"Chrysantemo segeti-Raphanetum raphanistri","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"R-P22255",1152,"V15","",NA,80,1999,-8.11606147,41.92984124,"1 - UTM1x1 + Elevation",500,"Chrysantemo segeti-Raphanetum raphanistri","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"R-P22263",1160,"V15","SW",NA,50,1999,-8.51023593,41.85933625,"3 - UTM10x10 + Elevation",700,"Chrysantemo segeti-Raphanetum raphanistri","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"R-P22273",1169,"V15","",NA,50,1999,-7.921455893,41.90775824,"1 - UTM1x1 + Elevation",880,"Chrysantemo segeti-Raphanetum raphanistri","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"R-P22262",1159,"V15","E",NA,50,1999,-8.005130567,41.86653533,"2 - UTM1x1 + Centroid",395,"Chrysantemo segeti-Raphanetum raphanistri","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"R-P22259",1156,"V15","W",NA,30,1999,-8.0894349,41.86800681,"2 - UTM1x1 + Centroid",412,"Chrysantemo segeti-Raphanetum raphanistri","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"R-P22270",1166,"V15","S",3,40,1999,-8.010201192,41.90211028,"1 - UTM1x1 + Elevation",850,"Chrysantemo segeti-Raphanetum raphanistri","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"R-P22261",1158,"V15","E",NA,50,1999,-8.005130567,41.86653533,"2 - UTM1x1 + Centroid",400,"Chrysantemo segeti-Raphanetum raphanistri","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"R-P22260",1157,"V15","SW",NA,40,1999,-8.099465518,41.87296248,"3 - UTM10x10 + Elevation",425,"Chrysantemo segeti-Raphanetum raphanistri","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"R-P22258",1155,"V37","W",NA,30,1999,-8.0894349,41.86800681,"2 - UTM1x1 + Centroid",410,"Chrysantemo segeti-Raphanetum raphanistri","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"R-P22271",1167,"V15","W",5,50,1999,-7.973276132,41.95413704,"1 - UTM1x1 + Elevation",630,"Chrysantemo segeti-Raphanetum raphanistri","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P12045",1264,"V15","",NA,20,1975,-6.594979936,43.54536292,"3 - UTM10x10 + Elevation",90,"Chrysanthemum-Oxalidetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P12060",1278,"V15","",NA,15,1975,-6.447541104,43.52109864,"3 - UTM10x10 + Elevation",90,"Chrysanthemum-Oxalidetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P12056",1274,"V15","",NA,10,1975,-6.796216075,43.5568558,"3 - UTM10x10 + Elevation",20,"Chrysanthemum-Oxalidetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P12059",1277,"V15","",NA,20,1975,-6.536202455,43.55620166,"3 - UTM10x10 + Elevation",10,"Chrysanthemum-Oxalidetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P12057",1275,"V15","",NA,10,1975,-6.233777994,43.59232175,"4 - UTM10x10 + Centroid",90,"Chrysanthemum-Oxalidetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P12058",1276,"V15","",NA,10,1975,-6.233777994,43.59232175,"4 - UTM10x10 + Centroid",90,"Chrysanthemum-Oxalidetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P12043",1262,"V15","",NA,30,1975,-6.468849961,43.54746352,"3 - UTM10x10 + Elevation",30,"Chrysanthemum-Oxalidetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P12044",1263,"V15","",NA,20,1975,-6.442002884,43.46724505,"3 - UTM10x10 + Elevation",100,"Chrysanthemum-Oxalidetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P12068",1286,"V15","NW",5,15,1975,-7.113365899,43.56027286,"3 - UTM10x10 + Elevation",20,"Chrysanthemum-Oxalidetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P12055",1273,"V15","",NA,10,1975,-6.578877179,43.52426077,"3 - UTM10x10 + Elevation",220,"Chrysanthemum-Oxalidetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P12061",1279,"V15","",NA,15,1975,-6.618509292,43.56622759,"3 - UTM10x10 + Elevation",10,"Chrysanthemum-Oxalidetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P12067",1285,"V15","",NA,15,1975,-7.025712301,43.54539195,"3 - UTM10x10 + Elevation",20,"Chrysanthemum-Oxalidetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P12066",1284,"V15","",NA,15,1975,-7.05076947,43.54990731,"3 - UTM10x10 + Elevation",20,"Chrysanthemum-Oxalidetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P12062",1280,"V15","",NA,10,1975,-6.419218872,43.54535899,"3 - UTM10x10 + Elevation",90,"Chrysanthemum-Oxalidetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P12054",1272,"V15","",NA,10,1975,-6.640211967,43.55653445,"3 - UTM10x10 + Elevation",30,"Chrysanthemum-Oxalidetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P12046",1265,"V15","N",2,15,1975,-7.069780579,43.46460198,"3 - UTM10x10 + Elevation",5,"Chrysanthemum-Oxalidetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P12053",1271,"V15","",NA,30,1975,-6.538568606,43.55432769,"3 - UTM10x10 + Elevation",15,"Chrysanthemum-Oxalidetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P12048",1267,"V15","SE",10,10,1975,-6.729088145,43.51225124,"3 - UTM10x10 + Elevation",5,"Chrysanthemum-Oxalidetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P12051",412051,"V15","",NA,40,1975,-6.345618503,43.36734135,"4 - UTM10x10 + Centroid",5,"Chrysanthemum-Oxalidetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P12065",1283,"V15","",NA,20,1975,-7.110528975,43.55497325,"3 - UTM10x10 + Elevation",20,"Chrysanthemum-Oxalidetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P12052",1270,"V15","",NA,15,1975,-6.348044528,43.55647123,"3 - UTM10x10 + Elevation",10,"Chrysanthemum-Oxalidetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P12063",1281,"V15","W",5,15,1975,-6.577896538,43.54950083,"3 - UTM10x10 + Elevation",40,"Chrysanthemum-Oxalidetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P12049",1268,"V37","SE",5,30,1975,-6.763199329,43.54354374,"3 - UTM10x10 + Elevation",80,"Chrysanthemum-Oxalidetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P12064",1282,"V15","",NA,15,1975,-6.749381121,43.56020418,"3 - UTM10x10 + Elevation",55,"Chrysanthemum-Oxalidetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P12050",1269,"V15","NW",5,15,1975,-6.345618503,43.36734135,"4 - UTM10x10 + Centroid",662,"Chrysanthemum-Oxalidetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P12047",1266,"V","",NA,30,1975,-6.954206155,43.54969201,"3 - UTM10x10 + Elevation",30,"Chrysanthemum-Oxalidetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"S-P20385",1374,"V32","N",NA,7,1972,-8.70650693,42.22240476,"3 - UTM10x10 + Elevation",40,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33557",1674,"V15","N",4,NA,1959,-8.555585336,42.84378757,"3 - UTM10x10 + Elevation",350,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33534",1651,"V15","S",8,NA,1959,-8.621864253,42.89995603,"3 - UTM10x10 + Elevation",300,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"U-P10332",1756,"V15","",NA,NA,1968,-8.592538784,42.57551966,"3 - UTM10x10 + Elevation",224,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33533",1650,"V15","S",10,NA,1959,-8.565490736,42.84510544,"3 - UTM10x10 + Elevation",300,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33543",1660,"V15","NW",NA,NA,1959,-8.590665094,42.82587088,"3 - UTM10x10 + Elevation",200,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Scleranthion annui","Papaveretea rhoeadis","Papaveretea rhoeadis",1
"S-P20369",1358,"V32","W",NA,10,1972,-8.83493295,42.27533393,"3 - UTM10x10 + Elevation",150,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33556",1673,"V15","W",NA,NA,1959,-8.497958348,42.82857336,"1 - UTM1x1 + Elevation",200,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"U-P10327",1751,"V15","",NA,NA,1968,-8.710079662,42.68852996,"3 - UTM10x10 + Elevation",48,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"U-P10328",1752,"V38","",NA,NA,1968,-7.847236582,42.31138127,"4 - UTM10x10 + Centroid",72,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P20373",1362,"V32","SW",NA,10,1972,-8.852072083,42.30326336,"3 - UTM10x10 + Elevation",50,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P20361",1351,"R","NW",NA,10,1972,-8.846578977,42.29634309,"3 - UTM10x10 + Elevation",20,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Sisymbrion officinalis","Sisymbrietea","Polygono-Poetea annuae",0
"S-P20382",1371,"V32","S",NA,5,1972,-8.73873381,42.28380534,"3 - UTM10x10 + Elevation",40,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33545",1662,"V15","NW",10,NA,1959,-8.537087631,42.82848246,"3 - UTM10x10 + Elevation",250,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33540",1657,"V15","E",NA,NA,1959,-8.613811988,43.26763759,"3 - UTM10x10 + Elevation",150,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"U-P10334",1758,"V15","",NA,NA,1968,-8.633771785,42.60049954,"3 - UTM10x10 + Elevation",67,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Papaveretea rhoeadis",0
"T-P33539",1656,"V15","S",5,NA,1959,-8.516963469,42.82225509,"3 - UTM10x10 + Elevation",150,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"U-P10339",1763,"V15","",NA,NA,1968,-8.662634178,42.70349592,"3 - UTM10x10 + Elevation",9,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P20366",1355,"V32","NW",NA,8,1972,-8.671631958,42.29255581,"3 - UTM10x10 + Elevation",50,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33558",1675,"V15","S",10,NA,1959,-8.397752265,42.88556894,"1 - UTM1x1 + Elevation",350,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P20383",1372,"V32","SE",NA,4,1972,-8.728858924,42.22848846,"3 - UTM10x10 + Elevation",40,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P20368",1357,"V32","W",NA,10,1972,-8.831525551,42.26470565,"3 - UTM10x10 + Elevation",80,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P20363",1353,"V32","S",NA,10,1972,-8.692361542,42.22671075,"3 - UTM10x10 + Elevation",50,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33532",1649,"V15","W",5,NA,1959,-8.511500273,42.8981376,"3 - UTM10x10 + Elevation",300,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P20364",464,"R22","E",NA,10,1972,-8.695258067,42.23196771,"3 - UTM10x10 + Elevation",80,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Sisymbrion officinalis","Sisymbrietea","Polygono-Poetea annuae",0
"T-P33553",1670,"V15","N",NA,NA,1959,-8.509298186,42.84603107,"1 - UTM1x1 + Elevation",150,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33555",1672,"V15","S",3,NA,1959,-8.542415896,42.86063173,"3 - UTM10x10 + Elevation",250,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33554",1671,"V15","S",6,NA,1959,-8.598295406,42.88311045,"1 - UTM1x1 + Elevation",250,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"S-P20380",1369,"R","SE",NA,5,1972,-8.71524754,42.2921837,"3 - UTM10x10 + Elevation",50,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
"T-P33542",1659,"V15","S",5,NA,1959,-8.515541619,42.91571092,"2 - UTM1x1 + Centroid",200,"Chrysanthemum segetum-Raphanetum","Scleranthion annui","Oxalidion europaeae","Papaveretea rhoeadis","Papaveretea rhoeadis",0
