SIVIMID,Relevé.number,NMDS1,NMDS2,Sintaxon,Temp,Precip,UTM10X10,UTM1X1,JuiceID,OriginalElevation,Locality,Country,ECOREG_WWF,DUNES_BOHN,Plant.Cover,Aspect,Slope,Area,SintaxonID,Authors,Year,Title,Publication,EUNIS2020,Type,DEG_LON,DEG_LAT,Accuracy,Elevation,ANTHROPIC,Vegetation,Class,Order,Alliance,Twinspan,Twinspan2,EUNIS_REVISED,PriorCluster
R-P23949,323949,0.139115749,0.003334606,Geranio robertiani-Caryolophetum sempervirentis,113,11250,29TPG79,29TPG7693,25871,660,Casoio bajo nogales y castaños,ES,ATL_COAST,N_DUNES,100,,NA,25,2725b,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V39   ,No forest,-6.860262829,42.37702709,1 - UTM1x1 + Elevation,660,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis,V39 Mesic ruderals,V39 Eastern mesic ruderals,V39,9
R-P23950,323950,0.15851244,-0.028179691,Comunidad de Smyrnium olusatrum,117,9665,29TPG79,,25872,500,Viladequinta,ES,ATL_COAST,N_DUNES,100,,NA,12,8569,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V39   ,No forest,-6.847038344,42.39908231,3 - UTM10x10 + Elevation,500,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis,V39 Mesic ruderals,V39 Eastern mesic ruderals,V39,9
R-P23951,323951,0.227258924,0.085593013,Comunidad de Smyrnium olusatrum,107,13199,29TPG88,,25873,900,Romiña,ES,ATL_COAST,N_DUNES,80,S,15,2,8569,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V39   ,No forest,-6.792109824,42.33428357,3 - UTM10x10 + Elevation,900,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis,V39 Mesic ruderals,V39 Eastern mesic ruderals,V39,9
R-P23959,323959,-0.179261548,-0.054589071,Polygono-Matricarietum matricarioidis,128,9569,29TPG79,,25878,350,"Sobradelo, margen derecho del río",ES,ATL_COAST,N_DUNES,90,,NA,3,2873,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V34   ,No forest,-6.82410259,42.42146088,3 - UTM10x10 + Elevation,350,Yes,ANTHROPOGENIC VEGETATION,Polygono-Poetea annuae,Polygono arenastri-Poetalia annuae,Polygono-Coronopodion,V35 Trampled,V35 Mesic trampled annuals,V34,5
R-P23960,323960,-0.203906722,-0.000626834,Polygono-Matricarietum matricarioidis,128,9092,29TPG79,,25879,350,"Sobradelo, margen derecho del río",ES,ATL_COAST,N_DUNES,80,,NA,2,2873,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V35   ,No forest,-6.821895586,42.42513626,3 - UTM10x10 + Elevation,350,Yes,ANTHROPOGENIC VEGETATION,Polygono-Poetea annuae,Polygono arenastri-Poetalia annuae,Polygono-Coronopodion,V35 Trampled,V35 Mesic trampled annuals,V35,6
R-P23961,323961,-0.191270504,0.010385457,Polygono-Matricarietum matricarioidis,129,10699,29TPG79,,25880,350,"Sobradelo, margen derecho del río",ES,ATL_COAST,N_DUNES,60,S,3,2,2873,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V     ,No forest,-6.908769888,42.41499923,3 - UTM10x10 + Elevation,350,Yes,ANTHROPOGENIC VEGETATION,Polygono-Poetea annuae,Polygono arenastri-Poetalia annuae,Polygono-Coronopodion,V35 Trampled,V35 Mesic trampled annuals,V35,6
R-P23962,323962,-0.313711182,-0.067122505,Crassulo tillaeae-Saginetum apetalae,91,13229,29TPG88,,25899,1100,"Encima de Romiña, en un sendero",ES,ATL_COAST,N_DUNES,70,,NA,NA,1731,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., C35b  ,No forest,-6.778597476,42.31131908,3 - UTM10x10 + Elevation,1100,Yes,ANTHROPOGENIC VEGETATION,Polygono-Poetea annuae,Polygono arenastri-Poetalia annuae,Polycarpion tetraphylli,V35 Trampled,V35 Dry trampled annuals,V35,0
R-P23964,323964,-0.29186905,0.09383108,Crassulo tillaeae-Saginetum apetalae,91,10019,29TPG89,,25882,1160,Entre Lardeira y Casaio,ES,ATL_COAST,N_DUNES,20,,NA,NA,1731,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., C35b  ,No forest,-6.810261463,42.35349034,3 - UTM10x10 + Elevation,1160,Yes,ANTHROPOGENIC VEGETATION,Polygono-Poetea annuae,Polygono arenastri-Poetalia annuae,Polycarpion tetraphylli,V35 Trampled,V35 Dry trampled annuals,V35,0
R-P23965,323965,-0.275654552,-0.094006575,Crassulo tillaeae-Saginetum apetalae,113,11586,29TPG88,,25883,660,"Cerca de Riodolas, hacia Casaio",ES,ATL_COAST,N_DUNES,60,,NA,NA,1731,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., C35b  ,No forest,-6.814019475,42.33535669,3 - UTM10x10 + Elevation,660,Yes,ANTHROPOGENIC VEGETATION,Polygono-Poetea annuae,Polygono arenastri-Poetalia annuae,Polycarpion tetraphylli,V35 Trampled,V35 Dry trampled annuals,V35,0
R-P23966,323966,-0.110034812,-0.074454575,Oxalidi latifoliae-Veronicetum persicae,87,11597,29TPG89,,25843,1260,"Lardeira, cultivo de nabos",ES,ATL_COAST,N_DUNES,100,,NA,15,2036,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V15   ,No forest,-6.701848045,42.36785213,3 - UTM10x10 + Elevation,1260,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Winter weeds of rich soils,V15,4
R-P23967,323967,-0.048233389,-0.042273285,Oxalidi latifoliae-Veronicetum persicae,98,10583,29TPG88,,25844,980,"Casaio, cultivo de nabos y cebollas",ES,ATL_COAST,N_DUNES,80,S,3,40,2036,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V15   ,No forest,-6.789903594,42.33795834,3 - UTM10x10 + Elevation,980,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Winter weeds of rich soils,V15,4
R-P23968,323968,-0.038044616,-0.054637296,Oxalidi latifoliae-Veronicetum persicae,100,9154,29TPG88,,25845,1000,"Casaio, nabizal",ES,ATL_COAST,N_DUNES,90,,NA,20,2036,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V15   ,No forest,-6.797279383,42.33951481,3 - UTM10x10 + Elevation,1000,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Winter weeds of rich soils,V15,4
R-P23969,323969,-0.036271449,-0.079875708,Oxalidi latifoliae-Veronicetum persicae,113,10413,29TPG79,,25846,780,Portela do Trigal,ES,ATL_COAST,N_DUNES,90,,NA,40,2036,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V15   ,No forest,-6.873388684,42.43240945,3 - UTM10x10 + Elevation,780,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Winter weeds of rich soils,V15,4
R-P23970,323970,-0.08626963,-0.087512739,Oxalidi latifoliae-Veronicetum persicae,108,10895,29TPG79,29TPG7693,25847,670,"Casoio, nabizal",ES,ATL_COAST,N_DUNES,90,NE,5,10,2036,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V15   ,No forest,-6.852661296,42.37188065,1 - UTM1x1 + Elevation,670,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Winter weeds of rich soils,V15,4
R-P23971,323971,-0.07569748,-0.074109994,Oxalidi latifoliae-Veronicetum persicae,101,10870,29TPG79,,25848,880,"Pusmazán, nabizal",ES,ATL_COAST,N_DUNES,70,,NA,10,2036,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V15   ,No forest,-6.817286682,42.38927325,3 - UTM10x10 + Elevation,880,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Winter weeds of rich soils,V15,4
R-P23972,323972,-0.083290362,-0.113700488,Oxalidi latifoliae-Veronicetum persicae,97,11918,29TPG69,,25849,950,"Candeda, nabizal",ES,ATL_COAST,N_DUNES,80,SE,15,20,2036,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V15   ,No forest,-6.951458027,42.35950892,3 - UTM10x10 + Elevation,950,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Winter weeds of rich soils,V15,4
R-P23973,323973,-0.075499531,-0.094484512,Oxalidi latifoliae-Veronicetum persicae,110,11197,29TPG69,,25850,750,"Candeda, nabizal",ES,ATL_COAST,N_DUNES,80,SE,5,10,2036,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V15   ,No forest,-6.968374135,42.39674089,3 - UTM10x10 + Elevation,750,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Winter weeds of rich soils,V15,4
R-P23975,323975,-0.054941574,-0.103282449,Setario verticillatae-Echinochloetum crus-galli,94,13553,29TPG88,,25851,1000,Casaio.,ES,ATL_COAST,N_DUNES,50,SW,10,100,5516,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V15   ,No forest,-6.794142933,42.28739382,3 - UTM10x10 + Elevation,1000,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Summer weeds of rich soils,V15,4
R-P23976,323976,-0.047107757,-0.088194774,Setario verticillatae-Echinochloetum crus-galli,103,11071,29TPG88,,25852,920,Debajo de Casaio.,ES,ATL_COAST,N_DUNES,40,,NA,50,5516,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V15   ,No forest,-6.808197581,42.31934278,3 - UTM10x10 + Elevation,920,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Summer weeds of rich soils,V15,4
R-P23977,323977,-0.007905735,-0.16168312,Setario verticillatae-Echinochloetum crus-galli,96,12952,29TPG88,,25853,900,"Romiña,",ES,ATL_COAST,N_DUNES,65,SW,15,70,5516,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V37   ,No forest,-6.799849534,42.30161151,3 - UTM10x10 + Elevation,900,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Summer weeds of rich soils,V15,4
R-P23978,323978,0.019872483,-0.161041745,Setario verticillatae-Echinochloetum crus-galli,96,12774,29TPG88,,25854,880,Debajo de Romiña.,ES,ATL_COAST,N_DUNES,40,SW,10,100,5516,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V15   ,No forest,-6.802378921,42.30332841,3 - UTM10x10 + Elevation,880,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Summer weeds of rich soils,V15,4
R-P23979,323979,0.036137645,-0.061526866,Setario verticillatae-Echinochloetum crus-galli,99,11161,29TPG88,,25855,900,"Romiña, maizal",ES,ATL_COAST,N_DUNES,30,,NA,30,5516,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V     ,No forest,-6.806318264,42.32840955,3 - UTM10x10 + Elevation,900,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Summer weeds of rich soils,V15,4
R-P23980,323980,-0.10224063,-0.225184033,Setario verticillatae-Echinochloetum crus-galli,103,14018,29TPG88,,25856,900,"Romiña, maizal",ES,ATL_COAST,N_DUNES,10,,NA,100,5516,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V     ,No forest,-6.787049106,42.33084935,3 - UTM10x10 + Elevation,900,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Summer weeds of rich soils,V15,4
R-P23983,323983,-0.131598125,-0.031930335,Urtico urentis-Malvetum neglectae,98,13540,29TPG88,,25857,1000,"Casaio, entrada a una cuadra",ES,ATL_COAST,N_DUNES,50,,NA,1,4254,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V37   ,No forest,-6.781557753,42.32022567,3 - UTM10x10 + Elevation,1000,Yes,ANTHROPOGENIC VEGETATION,Chenopodietea,Chenopodietalia,Chenopodion muralis,V35 Trampled,V35 Mesic trampled annuals,V37,7
R-P23984,323984,-0.056211761,0.123343672,Urtico urentis-Malvetum neglectae,98,11043,29TPG88,,25858,900,"Romiña, entrada a una cuadra",ES,ATL_COAST,N_DUNES,60,S,10,2,4254,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V37   ,No forest,-6.80610126,42.32481505,3 - UTM10x10 + Elevation,900,Yes,ANTHROPOGENIC VEGETATION,Chenopodietea,Chenopodietalia,Chenopodion muralis,V35 Trampled,V35 Mesic trampled annuals,V37,7
R-P23985,323985,-0.161630859,0.111870301,Urtico urentis-Malvetum neglectae,109,12556,29TPG88,,25859,900,"Romiña, borde de un camino",ES,ATL_COAST,N_DUNES,80,,NA,4,4254,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V37   ,No forest,-6.797062809,42.33592028,3 - UTM10x10 + Elevation,900,Yes,ANTHROPOGENIC VEGETATION,Chenopodietea,Chenopodietalia,Chenopodion muralis,V35 Trampled,V35 Mesic trampled annuals,V37,7
R-P23988,323988,-0.174904416,-0.111931194,Urtico urentis-Malvetum neglectae,78,12186,29TPG89,,25860,1260,"Lardeira, entrada a una cuadra",ES,ATL_COAST,N_DUNES,100,,NA,1,4254,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V37   ,No forest,-6.785335962,42.3831308,3 - UTM10x10 + Elevation,1260,Yes,ANTHROPOGENIC VEGETATION,Chenopodietea,Chenopodietalia,Chenopodion muralis,V35 Trampled,V35 Mesic trampled annuals,V37,7
R-P23989,323989,0.192599036,0.023772321,Anthrisco-Geranietum lucidi,90,12911,29TPG88,,25861,990,"A 100m de Casaio hacia Romiña, en un muro",ES,ATL_COAST,N_DUNES,100,E,90,2,191,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V39   ,No forest,-6.812063445,42.30300642,3 - UTM10x10 + Elevation,990,Yes,ANTHROPOGENIC VEGETATION,Chenopodietea,Chenopodietalia,Geranio pusilli-Anthriscion caucalidis,V39 Mesic ruderals,V39 Eastern mesic ruderals,V39,9
R-P23990,323990,0.024370924,0.006440382,Anthrisco-Geranietum lucidi,105,12012,29TPG88,,25862,900,"Entrada en Romiña, base de un muro",ES,ATL_COAST,N_DUNES,90,,NA,2,191,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V37   ,No forest,-6.80765505,42.31035653,3 - UTM10x10 + Elevation,900,Yes,ANTHROPOGENIC VEGETATION,Chenopodietea,Chenopodietalia,Geranio pusilli-Anthriscion caucalidis,V37 Annual ruderals,V37 Annual ruderals,V37,7
R-P23991,323991,0.115380331,0.048454998,Anthrisco-Geranietum lucidi,99,12671,29TPG88,,25863,900,Romiña,ES,ATL_COAST,N_DUNES,85,W,35,4,191,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V39   ,No forest,-6.799957766,42.30340878,3 - UTM10x10 + Elevation,900,Yes,ANTHROPOGENIC VEGETATION,Chenopodietea,Chenopodietalia,Geranio pusilli-Anthriscion caucalidis,V39 Mesic ruderals,V39 Eastern mesic ruderals,V39,9
R-P23992,323992,0.111396676,-0.004803799,Anthrisco-Geranietum lucidi,118,11495,29TPG79,,25881,680,"O Trigal, en un muro",ES,ATL_COAST,N_DUNES,80,NW,90,10,191,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V     ,No forest,-6.875592824,42.42873318,3 - UTM10x10 + Elevation,680,Yes,ANTHROPOGENIC VEGETATION,Chenopodietea,Chenopodietalia,Geranio pusilli-Anthriscion caucalidis,V39 Mesic ruderals,V39 Eastern mesic ruderals,,0
R-P23993,323993,0.218676616,0.096756544,Anthrisco-Geranietum lucidi,92,10331,29TPG69,,25865,960,"Candeda, base de un muro",ES,ATL_COAST,N_DUNES,100,,NA,2,191,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V39   ,No forest,-6.967014134,42.37517826,3 - UTM10x10 + Elevation,960,Yes,ANTHROPOGENIC VEGETATION,Chenopodietea,Chenopodietalia,Geranio pusilli-Anthriscion caucalidis,V39 Mesic ruderals,V39 Eastern mesic ruderals,V39,9
R-P23994,323994,-0.003247017,0.08006061,Anthrisco-Geranietum lucidi,94,12921,29TPG69,,25825,960,"Candeda, base de un muro",ES,ATL_COAST,N_DUNES,100,,NA,2,191,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V39   ,No forest,-7.023324777,42.38221689,3 - UTM10x10 + Elevation,960,Yes,ANTHROPOGENIC VEGETATION,Chenopodietea,Chenopodietalia,Geranio pusilli-Anthriscion caucalidis,V39 Mesic ruderals,V39 Eastern mesic ruderals,V39,9
R-P23996,323996,0.178184312,0.025192946,Anthrisco-Geranietum lucidi,107,10207,29TPG79,,25826,680,O Trigal,ES,ATL_COAST,N_DUNES,90,NW,10,4,191,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V39   ,No forest,-6.906982932,42.38624705,3 - UTM10x10 + Elevation,680,Yes,ANTHROPOGENIC VEGETATION,Chenopodietea,Chenopodietalia,Geranio pusilli-Anthriscion caucalidis,V39 Mesic ruderals,V39 Eastern mesic ruderals,V39,9
R-P23997,323997,0.078139955,-0.097159936,Anthrisco-Geranietum lucidi,88,10633,29TPG78,,25827,1040,Soutadoiro,ES,ATL_COAST,N_DUNES,100,W,70,1,191,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V39   ,No forest,-6.831084897,42.3365878,3 - UTM10x10 + Elevation,1040,Yes,ANTHROPOGENIC VEGETATION,Chenopodietea,Chenopodietalia,Geranio pusilli-Anthriscion caucalidis,V15 Weeds of rich soils,V15 Winter weeds of rich soils,V39,9
R-P23999,323999,-0.192542526,-0.155175162,Linario eleganti-Anthoxanthetum aristati,104,10037,29TPG69,,25828,98,Encima de Candeda,ES,ATL_COAST,N_DUNES,80,,NA,200,2888,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V15   ,No forest,-6.995282441,42.38985921,4 - UTM10x10 + Centroid,98,Yes,ANTHROPOGENIC VEGETATION,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,V15 Weeds of poor soils,V15 Summer weeds of poor soils,V15,4
R-P24001,324001,-0.154849506,-0.156410198,Linario eleganti-Anthoxanthetum aristati,104,10037,29TPG69,,25829,97,"Encima de Candeda, hacia Domiz",ES,ATL_COAST,N_DUNES,100,S,10,100,2888,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V15   ,No forest,-6.995282441,42.38985921,4 - UTM10x10 + Centroid,97,Yes,ANTHROPOGENIC VEGETATION,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,V15 Weeds of poor soils,V15 Summer weeds of poor soils,V15,4
R-P24005,324005,-0.208473557,-0.177187873,Linario eleganti-Anthoxanthetum aristati,88,9974,29TPG89,,25830,102,Entre Casaio y Lardeira,ES,ATL_COAST,N_DUNES,100,,NA,50,2888,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., R1R   ,No forest,-6.752607733,42.38526237,4 - UTM10x10 + Centroid,102,Yes,ANTHROPOGENIC VEGETATION,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,V15 Weeds of poor soils,V15 Summer weeds of poor soils,V15,4
R-P24006,324006,-0.162437616,-0.124822519,Linario eleganti-Anthoxanthetum aristati,88,9974,29TPG89,,25831,126,Encima de Lardeira,ES,ATL_COAST,N_DUNES,100,,NA,80,2888,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V15   ,No forest,-6.752607733,42.38526237,4 - UTM10x10 + Centroid,126,Yes,ANTHROPOGENIC VEGETATION,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,V15 Weeds of poor soils,V15 Summer weeds of poor soils,V15,4
R-P24007,324007,-0.187338329,-0.11803911,Linario eleganti-Anthoxanthetum aristati,88,9974,29TPG89,,25832,127,Encima de Lardeira,ES,ATL_COAST,N_DUNES,80,SW,15,60,2888,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., R1R   ,No forest,-6.752607733,42.38526237,4 - UTM10x10 + Centroid,127,Yes,ANTHROPOGENIC VEGETATION,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,V15 Weeds of poor soils,V15 Summer weeds of poor soils,V15,4
R-P24008,324008,-0.19876987,-0.129181371,Linario eleganti-Anthoxanthetum aristati,81,11402,29TPG78,,25833,121,Ricosende,ES,ATL_COAST,N_DUNES,100,N,15,80,2888,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V15   ,No forest,-6.877098566,42.29744784,4 - UTM10x10 + Centroid,121,Yes,ANTHROPOGENIC VEGETATION,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,V15 Weeds of poor soils,V15 Summer weeds of poor soils,V15,4
R-P24009,324009,-0.186002778,-0.183163022,Linario eleganti-Anthoxanthetum aristati,81,11402,29TPG78,,25834,104,Soutadoiro,ES,ATL_COAST,N_DUNES,60,W,25,200,2888,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V15   ,No forest,-6.877098566,42.29744784,4 - UTM10x10 + Centroid,104,Yes,ANTHROPOGENIC VEGETATION,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,V15 Weeds of poor soils,V15 Summer weeds of poor soils,V15,4
R-P24010,324010,-0.190477151,-0.181635815,Linario eleganti-Anthoxanthetum aristati,81,11402,29TPG78,,25835,104,Soutadoiro,ES,ATL_COAST,N_DUNES,70,W,25,150,2888,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V15   ,No forest,-6.877098566,42.29744784,4 - UTM10x10 + Centroid,104,Yes,ANTHROPOGENIC VEGETATION,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,V15 Weeds of poor soils,V15 Summer weeds of poor soils,V15,4
R-P24011,324011,-0.057799205,-0.063540164,Aphanion arvensis,125,10571,29TPG79,,25836,500,Viladequinta,ES,ATL_COAST,N_DUNES,90,SE,3,40,L902,"Ortiz, S.",1986,Series de vegetación y su zonación altitudinal en el macizo de Peña Trevinca y serra do Eixo.,Tesis doctoral. Universidade de Santiago de Compostela., V15   ,No forest,-6.900602278,42.40087127,3 - UTM10x10 + Elevation,500,Yes,ANTHROPOGENIC VEGETATION,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,V15 Weeds of poor soils,V15 Summer weeds of poor soils,V15,4
