SIVIMID,Relevé.number,Sintaxon,Temp,Precip,UTM10X10,UTM1X1,JuiceID,OriginalElevation,Locality,Country,ECOREG_WWF,DUNES_BOHN,Plant.Cover,Aspect,Slope,Area,SintaxonID,Authors,Year,Title,Publication,Type,DEG_LON,DEG_LAT,Accuracy,Elevation,ANTHROPIC,Vegetation,Class,Order,Alliance,EUNIS2020,EUNIS_REVISED,PCluster
R-P24658,324658,Geranio robertiani-Caryolophetum sempervirentis,104,10478,29TQG08,29TQG0283,12200,866,Robledo de Losada,ES,ATL_COAST,N_DUNES,100,S,40,3,2725a,"González de Paz, L.",2012,Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.,Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556,No forest,-6.543966388,42.28100147,1 - UTM1x1 + Elevation,866,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, R55   ,V39,0
R-P24659,324659,Geranio robertiani-Caryolophetum sempervirentis,113,9823,29TPG89,29TPG8197,12201,730,San Pedro de Trones,ES,ATL_COAST,N_DUNES,90,W,3,10,2725a,"González de Paz, L.",2012,Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.,Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556,No forest,-6.794126269,42.40805166,2 - UTM1x1 + Centroid,730,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
R-P24660,324660,Geranio robertiani-Caryolophetum sempervirentis,129,11966,29TPG89,29TPG8298,12202,403,"Las Vegas de Yeres, junto al río Cabrera",ES,ATL_COAST,N_DUNES,90,E,NA,6,2725a,"González de Paz, L.",2012,Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.,Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556,No forest,-6.787392057,42.41727889,1 - UTM1x1 + Elevation,403,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
R-P24661,324661,Geranio robertiani-Caryolophetum sempervirentis,128,10512,29TPG89,29TPG8198,12203,397,Entre Puente de Domingo Flórez y Las Vegas de Yeres,ES,ATL_COAST,N_DUNES,100,NW,NA,10,2725a,"González de Paz, L.",2012,Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.,Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556,No forest,-6.789817624,42.41719861,1 - UTM1x1 + Elevation,397,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
R-P24662,324662,Geranio robertiani-Caryolophetum sempervirentis,124,10720,29TPG89,29TPG8998,12204,474,"Pombriego, junto al río Cabrera",ES,ATL_COAST,N_DUNES,100,,60,30,2725a,"González de Paz, L.",2012,Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.,Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556,No forest,-6.69268168,42.41857237,1 - UTM1x1 + Elevation,474,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
R-P24663,324663,Geranio robertiani-Caryolophetum sempervirentis,125,10544,29TPG89,29TPG8699,12205,435,"Río Cabrera, junto al puente que lo cruza en el desvío a Robledo",ES,ATL_COAST,N_DUNES,100,,NA,8,2725a,"González de Paz, L.",2012,Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.,Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556,No forest,-6.727176107,42.42645875,1 - UTM1x1 + Elevation,435,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
R-P24664,324664,Geranio robertiani-Caryolophetum sempervirentis,106,9078,29TPG99,29TPG9597,12206,906,Llamas de Cabrera,ES,ATL_COAST,N_DUNES,100,,NA,3,2725a,"González de Paz, L.",2012,Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.,Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556,No forest,-6.628567767,42.40261375,1 - UTM1x1 + Elevation,906,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
R-P24665,324665,Geranio robertiani-Caryolophetum sempervirentis,104,9909,29TPG89,29TPG8696,12207,951,Sotillo de Cabrera,ES,ATL_COAST,N_DUNES,100,,NA,3,2725a,"González de Paz, L.",2012,Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.,Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556,No forest,-6.727896352,42.39762161,1 - UTM1x1 + Elevation,951,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
R-P24666,324666,Geranio robertiani-Caryolophetum sempervirentis,105,10786,29TPG89,29TPG8896,12178,797,Benuza,ES,ATL_COAST,N_DUNES,100,,5,7,2725a,"González de Paz, L.",2012,Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.,Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556,No forest,-6.7084962,42.39825169,1 - UTM1x1 + Elevation,797,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
R-P24667,324667,Geranio robertiani-Caryolophetum sempervirentis,104,10940,29TPG99,29TPG9192,12209,845,Carretera de la ermita de Santa Elena donde cruza al río Silván,ES,ATL_COAST,N_DUNES,100,,5,10,2725a,"González de Paz, L.",2012,Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.,Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556,No forest,-6.669707884,42.35808151,1 - UTM1x1 + Elevation,845,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
R-P24668,324668,Geranio robertiani-Caryolophetum sempervirentis,96,11100,29TQG09,29TQG0491,12210,1200,Noceda de Cabrera,ES,ATL_COAST,N_DUNES,100,,NA,5,2725b,"González de Paz, L.",2012,Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.,Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556,No forest,-6.516097979,42.34669323,1 - UTM1x1 + Elevation,1200,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
R-P24669,324669,Geranio robertiani-Caryolophetum sempervirentis,109,11439,29TPG89,29TPG8897,12211,791,Benuza,ES,ATL_COAST,N_DUNES,100,,15,10,2725b,"González de Paz, L.",2012,Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.,Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556,No forest,-6.703963652,42.40380101,1 - UTM1x1 + Elevation,791,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
R-P24670,324670,Chelidonio maji-Smyrnietum olusatri,122,8855,29TPG99,29TPG9299,12212,610,Santalavilla,ES,ATL_COAST,N_DUNES,100,,NA,10,2333,"González de Paz, L.",2012,Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.,Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556,No forest,-6.658718358,42.41966287,1 - UTM1x1 + Elevation,610,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
R-P24671,324671,Galio aparines-Conietum maculati,104,10327,29TQG08,29TQG0283,12213,889,Robledo de Losada,ES,ATL_COAST,N_DUNES,100,,3,3,742,"González de Paz, L.",2012,Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.,Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556,No forest,-6.54860636,42.27725598,1 - UTM1x1 + Elevation,889,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V39   ,V39,7
R-P24672,324672,Galio aparines-Conietum maculati,106,9078,29TPG99,29TPG9597,12214,890,Llamas de Cabrera,ES,ATL_COAST,N_DUNES,100,W,NA,20,742,"González de Paz, L.",2012,Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.,Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556,No forest,-6.628567767,42.40261375,1 - UTM1x1 + Elevation,890,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V39   ,V39,7
R-P24673,324673,Galio aparines-Conietum maculati,128,10087,29TPG89,29TPG8098,12215,375,Río Cabrera en Puente de Domingo Flórez,ES,ATL_COAST,N_DUNES,100,,5,15,742,"González de Paz, L.",2012,Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.,Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556,No forest,-6.806796313,42.41663522,1 - UTM1x1 + Elevation,375,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V39   ,V39,7
R-P24674,324674,Galio aparines-Conietum maculati,111,11456,29TPG89,29TPG8698,12216,674,Robledo de Sobrecastro,ES,ATL_COAST,N_DUNES,100,N,10,5,742,"González de Paz, L.",2012,Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.,Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556,No forest,-6.736346023,42.41715555,1 - UTM1x1 + Elevation,674,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V39   ,V39,7
R-P24675,324675,Galio aparines-Conietum maculati,110,10691,29TPG89,29TPG8897,12217,700,Entre Sotillo de Cabrera y Benuza,ES,ATL_COAST,N_DUNES,100,W,3,6,742,"González de Paz, L.",2012,Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.,Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556,No forest,-6.704069534,42.40559845,1 - UTM1x1 + Elevation,700,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V39   ,V39,7
R-P24676,324676,Galio aparines-Conietum maculati,129,10635,29TPG79,29TPG7999,12218,366,Río Sil en Salas de la Ribera,ES,ATL_COAST,N_DUNES,90,,NA,8,742,"González de Paz, L.",2012,Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.,Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556,No forest,-6.814727332,42.42717622,1 - UTM1x1 + Elevation,366,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V38   ,V39,0
R-P24677,324677,Urtico dioicae-Sambucetum ebuli,90,10298,29TPG98,29TPG9583,12219,1190,"Arroyo del Pontón, Forna",ES,ATL_COAST,N_DUNES,100,,NA,20,856,"González de Paz, L.",2012,Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.,Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556,No forest,-6.628592361,42.27655082,1 - UTM1x1 + Elevation,1190,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R57   ,V39,0
R-P28995,328995,Chenopodio boni-henrici-Senecionetum nebrodensis,76,14269,30TVN47,30TVN4476,13141,1420,"Castro Valnera, pie de cantil con nitrofilia, Espinosa de los Monteros",ES,ATL_COAST,N_DUNES,NA,,NA,4,4181,"Loidi, J.; Fernández Prieto, J.A:; Herrera, M.; Bueno, A.",2014,La vegetación de la comarca burgalesa de Espinosa de los Monteros.,"Guineana, Vol. 20:",No forest,-3.681499287,43.1352586,1 - UTM1x1 + Elevation,1420,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V38   ,V39,0
R-P29001,329001,Galio aparines-Anthriscetum sylvestris,105,11566,30TVN56,30TVN5469,13147,770,"Santa Olalla, Espinosa de los Monteros, Ortigal en borde de prado",ES,ATL_COAST,N_DUNES,NA,,NA,100,2392,"Loidi, J.; Fernández Prieto, J.A:; Herrera, M.; Bueno, A.",2014,La vegetación de la comarca burgalesa de Espinosa de los Monteros.,"Guineana, Vol. 20:",No forest,-3.553063157,43.07291722,1 - UTM1x1 + Elevation,770,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Circaeo lutetianae-Stachyetalia sylvaticae,Aegopodion podagrariae, V     ,V39,0
R-P29002,329002,Galio aparines-Anthriscetum sylvestris,102,12810,30TVN57,30TVN5373,13148,760,"Entre Bárcenas y Las Machorras, Espinosa de los Monteros, cuneta húmeda",ES,ATL_COAST,N_DUNES,NA,,NA,60,2392,"Loidi, J.; Fernández Prieto, J.A:; Herrera, M.; Bueno, A.",2014,La vegetación de la comarca burgalesa de Espinosa de los Monteros.,"Guineana, Vol. 20:",No forest,-3.570626544,43.11245261,2 - UTM1x1 + Centroid,760,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Circaeo lutetianae-Stachyetalia sylvaticae,Aegopodion podagrariae, V39   ,V39,7
R-P29004,329004,Galio aparines-Conietum maculati,100,12795,30TVN67,30TVN6273,13149,750,"Del Pto. de los Tornos a Agüera, Merindad de Montija, ortigal con Conium, borde aliseda",ES,ATL_COAST,N_DUNES,NA,,NA,80,742,"Loidi, J.; Fernández Prieto, J.A:; Herrera, M.; Bueno, A.",2014,La vegetación de la comarca burgalesa de Espinosa de los Monteros.,"Guineana, Vol. 20:",No forest,-3.4600105,43.11295076,2 - UTM1x1 + Centroid,750,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V39   ,V39,7
R-P29005,329005,Urtico dioicae-Sambucetum ebuli,100,13116,30TVN57,30TVN5174,13150,840,"Del Pico de La Churra a Las Machorras, Espinosa de los Monteros, Urtico-Sambucetum",ES,ATL_COAST,N_DUNES,NA,,NA,100,856,"Loidi, J.; Fernández Prieto, J.A:; Herrera, M.; Bueno, A.",2014,La vegetación de la comarca burgalesa de Espinosa de los Monteros.,"Guineana, Vol. 20:",No forest,-3.597753212,43.12131899,1 - UTM1x1 + Elevation,840,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R57   ,V39,0
R-P29006,329006,Urtico dioicae-Sambucetum ebuli,99,13500,30TVN57,30TVN5173,13151,840,"Las Machorras, casa de Mauricio, Espinosa de los Monteros, ortigal",ES,ATL_COAST,N_DUNES,NA,,NA,100,856,"Loidi, J.; Fernández Prieto, J.A:; Herrera, M.; Bueno, A.",2014,La vegetación de la comarca burgalesa de Espinosa de los Monteros.,"Guineana, Vol. 20:",No forest,-3.597700622,43.11591634,1 - UTM1x1 + Elevation,840,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R57   ,V39,0
R-P29007,329007,Urtico dioicae-Sambucetum ebuli,100,14946,30TVN57,30TVN5173,13152,820,"Las Machorras, Espinosa de los Monteros, ortigal en cuneta, contacto con cardal",ES,ATL_COAST,N_DUNES,NA,,NA,30,856,"Loidi, J.; Fernández Prieto, J.A:; Herrera, M.; Bueno, A.",2014,La vegetación de la comarca burgalesa de Espinosa de los Monteros.,"Guineana, Vol. 20:",No forest,-3.595207484,43.11232738,2 - UTM1x1 + Centroid,820,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R57   ,V39,0
S-P11129,411129,Urtico dioicae-Sambucetum ebuli,83,9447,30TUN86,30TUN8160,1315,1200,San Juan de Redondo,ES,ATL_COAST,N_DUNES,100,,NA,20,856,"Herrero Cembranos, Luís",1989,Flora y vegetación de la margen izquierda de la cuenca alta del río Pisuerga (Palencia).," Tesis doctoral Universidad de León, Facultad de Biología, 569",No forest,-4.457617041,42.9911302,1 - UTM1x1 + Elevation,1200,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R57   ,V39,0
S-P11130,411130,Senecioni duriaei-Chenopodietum boni-henrici,41,8959,30TUN86,30TUN8367,1316,1960,Peña Labra,ES,ATL_COAST,N_DUNES,80,N,2,10,5680,"Herrero Cembranos, Luís",1989,Flora y vegetación de la margen izquierda de la cuenca alta del río Pisuerga (Palencia).," Tesis doctoral Universidad de León, Facultad de Biología, 569",No forest,-4.429480143,43.04731528,1 - UTM1x1 + Elevation,1960,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, R57   ,V39,0
S-P11131,411131,Senecioni duriaei-Chenopodietum boni-henrici,45,11274,30TUN86,30TUN8367,1317,1760,Peña Labra,ES,ATL_COAST,N_DUNES,80,,NA,10,5680,"Herrero Cembranos, Luís",1989,Flora y vegetación de la margen izquierda de la cuenca alta del río Pisuerga (Palencia).," Tesis doctoral Universidad de León, Facultad de Biología, 569",No forest,-4.429521961,43.04911572,1 - UTM1x1 + Elevation,1760,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, R     ,V39,0
S-P11132,411132,Senecioni duriaei-Chenopodietum boni-henrici,50,12608,30TUN86,30TUN8367,1318,1760,Peña Labra,ES,ATL_COAST,N_DUNES,100,SW,5,20,5680,"Herrero Cembranos, Luís",1989,Flora y vegetación de la margen izquierda de la cuenca alta del río Pisuerga (Palencia).," Tesis doctoral Universidad de León, Facultad de Biología, 569",No forest,-4.43201878,43.05088546,1 - UTM1x1 + Elevation,1760,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, R     ,V39,0
S-P11133,411133,Senecioni duriaei-Chenopodietum boni-henrici,46,8364,30TUN95,30TUN9058,1319,1710,El Sestil,ES,ATL_COAST,N_DUNES,50,SE,5,12,5680,"Herrero Cembranos, Luís",1989,Flora y vegetación de la margen izquierda de la cuenca alta del río Pisuerga (Palencia).," Tesis doctoral Universidad de León, Facultad de Biología, 569",No forest,-4.341871144,42.97093409,2 - UTM1x1 + Centroid,1710,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V38   ,V38,0
S-P11134,411134,Senecioni duriaei-Chenopodietum boni-henrici,46,8364,30TUN95,30TUN9058,1320,1710,El Sestil,ES,ATL_COAST,N_DUNES,50,SE,5,8,5680,"Herrero Cembranos, Luís",1989,Flora y vegetación de la margen izquierda de la cuenca alta del río Pisuerga (Palencia).," Tesis doctoral Universidad de León, Facultad de Biología, 569",No forest,-4.341871144,42.97093409,2 - UTM1x1 + Centroid,1710,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V     ,V39,0
S-P11135,411135,Senecioni duriaei-Chenopodietum boni-henrici,38,8258,30TUN86,30TUN8566,1292,1940,Tres Mares,ES,ATL_COAST,N_DUNES,60,,NA,10,5680,"Herrero Cembranos, Luís",1989,Flora y vegetación de la margen izquierda de la cuenca alta del río Pisuerga (Palencia).," Tesis doctoral Universidad de León, Facultad de Biología, 569",No forest,-4.407221638,43.04038732,1 - UTM1x1 + Elevation,1940,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, R     ,V39,0
S-P11136,411136,Senecioni duriaei-Chenopodietum boni-henrici,46,8364,30TUN95,30TUN9058,1322,1800,El Sestil,ES,ATL_COAST,N_DUNES,60,N,10,15,5680,"Herrero Cembranos, Luís",1989,Flora y vegetación de la margen izquierda de la cuenca alta del río Pisuerga (Palencia).," Tesis doctoral Universidad de León, Facultad de Biología, 569",No forest,-4.341871144,42.97093409,2 - UTM1x1 + Centroid,1800,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, R     ,V39,0
S-P11137,411137,Galio aparines-Conietum maculati,83,9028,30TUN75,30TUN7858,1323,1070,San Salvador de Cantamudá,ES,ATL_COAST,N_DUNES,100,,NA,20,742,"Herrero Cembranos, Luís",1989,Flora y vegetación de la margen izquierda de la cuenca alta del río Pisuerga (Palencia).," Tesis doctoral Universidad de León, Facultad de Biología, 569",No forest,-4.48897882,42.96911467,2 - UTM1x1 + Centroid,1070,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V39   ,V39,7
S-P11138,411138,Galio aparines-Conietum maculati,83,9028,30TUN75,30TUN7858,1324,1070,San Salvador de Cantamudá,ES,ATL_COAST,N_DUNES,100,,NA,12,742,"Herrero Cembranos, Luís",1989,Flora y vegetación de la margen izquierda de la cuenca alta del río Pisuerga (Palencia).," Tesis doctoral Universidad de León, Facultad de Biología, 569",No forest,-4.48897882,42.96911467,2 - UTM1x1 + Centroid,1070,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V39   ,V39,7
S-P11139,411139,Galio aparines-Conietum maculati,83,10258,30TUN76,30TUN7863,1325,1130,Camasobres,ES,ATL_COAST,N_DUNES,100,,NA,20,742,"Herrero Cembranos, Luís",1989,Flora y vegetación de la margen izquierda de la cuenca alta del río Pisuerga (Palencia).," Tesis doctoral Universidad de León, Facultad de Biología, 569",No forest,-4.490065996,43.01412495,2 - UTM1x1 + Centroid,1130,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V     ,V39,0
S-P11140,411140,Galio aparines-Conietum maculati,84,8765,30TUN75,30TUN7954,1326,1120,Estalaya,ES,ATL_COAST,N_DUNES,90,SE,5,20,742,"Herrero Cembranos, Luís",1989,Flora y vegetación de la margen izquierda de la cuenca alta del río Pisuerga (Palencia).," Tesis doctoral Universidad de León, Facultad de Biología, 569",No forest,-4.475859575,42.93326482,2 - UTM1x1 + Centroid,1120,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V39   ,V39,7
S-P11141,411141,Geranio robertiani-Cariolophetum sempervirentis,86,8814,30TUN85,30TUN8153,1327,1070,San Felices de Castillería,ES,ATL_COAST,N_DUNES,100,,NA,20,3907,"Herrero Cembranos, Luís",1989,Flora y vegetación de la margen izquierda de la cuenca alta del río Pisuerga (Palencia).," Tesis doctoral Universidad de León, Facultad de Biología, 569",No forest,-4.451145285,42.92457585,2 - UTM1x1 + Centroid,1070,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
S-P11142,411142,Geranio robertiani-Cariolophetum sempervirentis,84,8802,30TUN86,30TUN8160,1328,1140,San Juan de Redondo,ES,ATL_COAST,N_DUNES,100,,NA,30,3907,"Herrero Cembranos, Luís",1989,Flora y vegetación de la margen izquierda de la cuenca alta del río Pisuerga (Palencia).," Tesis doctoral Universidad de León, Facultad de Biología, 569",No forest,-4.452627041,42.9875917,2 - UTM1x1 + Centroid,1140,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
S-P11143,411143,Geranio robertiani-Cariolophetum sempervirentis,85,8757,30TUN85,30TUN8153,1329,1130,San Felices de Castillería,ES,ATL_COAST,N_DUNES,100,,NA,30,3907,"Herrero Cembranos, Luís",1989,Flora y vegetación de la margen izquierda de la cuenca alta del río Pisuerga (Palencia).," Tesis doctoral Universidad de León, Facultad de Biología, 569",No forest,-4.446161128,42.92103694,1 - UTM1x1 + Elevation,1130,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
S-P11144,411144,Geranio robertiani-Cariolophetum sempervirentis,83,10459,30TUN76,30TUN7863,1330,1200,Camasobres,ES,ATL_COAST,N_DUNES,90,,NA,20,3907,"Herrero Cembranos, Luís",1989,Flora y vegetación de la margen izquierda de la cuenca alta del río Pisuerga (Palencia).," Tesis doctoral Universidad de León, Facultad de Biología, 569",No forest,-4.487612527,43.01415687,1 - UTM1x1 + Elevation,1200,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
S-P12113,412113,Galactito tomentosae-Digitaletum purpureae,135,12805,29TQJ01,,670,50,"Taludes de la carretera, cerca de Trevías, Luarca",ES,ATL_COAST,N_DUNES,80,NW,15,15,3159,"Díaz González, T.E.",1975,La vegetación del litoral occidental asturiano., Revista de la Facultad de Ciencias de Oviedo. Vol. 15-16 (2):,No forest,-6.431495524,43.49997367,3 - UTM10x10 + Elevation,50,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, R57   ,V39,0
S-P12114,412114,Galactito tomentosae-Digitaletum purpureae,132,14282,29TPJ92,,671,100,"Taludes de la carretera, en El Pontigón, Luarca",ES,ATL_COAST,N_DUNES,80,NW,10,10,3159,"Díaz González, T.E.",1975,La vegetación del litoral occidental asturiano., Revista de la Facultad de Ciencias de Oviedo. Vol. 15-16 (2):,No forest,-6.553964927,43.5214375,3 - UTM10x10 + Elevation,100,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, R57   ,V39,0
S-P12115,412115,Galactito tomentosae-Digitaletum purpureae,135,12431,29TQJ01,,672,90,"Entre Brieves y El Pontigón, Luarca",ES,ATL_COAST,N_DUNES,90,N,10,15,3159,"Díaz González, T.E.",1975,La vegetación del litoral occidental asturiano., Revista de la Facultad de Ciencias de Oviedo. Vol. 15-16 (2):,No forest,-6.419789733,43.46791233,3 - UTM10x10 + Elevation,90,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, R57   ,V39,0
S-P12116,412116,Galactito tomentosae-Digitaletum purpureae,137,NA,29TPJ92,,673,5,Taludes en las cercanías de la playa de Luarca,ES,ATL_COAST,N_DUNES,80,NE,10,20,3159,"Díaz González, T.E.",1975,La vegetación del litoral occidental asturiano., Revista de la Facultad de Ciencias de Oviedo. Vol. 15-16 (2):,No forest,-6.621196556,43.56974371,3 - UTM10x10 + Elevation,5,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, R57   ,V39,0
