"","Relevé.number","SIVIMID","Original.Taxon","Analysis.Names","Cover","Cover.percent"
"4686",410973,"S-P10973","Sisymbrium chrysanthum","Sisymbrium austriacum","+",1
"4687",410973,"S-P10973","Vicia cracca","Vicia cracca","+",1
"4688",410974,"S-P10974","Agrostis stolonifera","Agrostis stolonifera","+",1
"4689",410974,"S-P10974","Arctium minus","Arctium atlanticum","+",1
"4690",410974,"S-P10974","Brachypodium sylvaticum","Brachypodium sylvaticum","+",1
"4691",410974,"S-P10974","Calystegia sepium","Calystegia sepium","3",37.5
"4692",410974,"S-P10974","Epilobium hirsutum","Epilobium hirsutum","1",5
"4693",410974,"S-P10974","Equisetum arvense","Equisetum arvense","2",15
"4694",410974,"S-P10974","Eupatorium cannabinum","Eupatorium cannabinum","2",15
"4695",410974,"S-P10974","Galeopsis tetrahit","Galeopsis tetrahit","+",1
"4696",410974,"S-P10974","Melilotus albus","Melilotus albus","2",15
"4697",410974,"S-P10974","Mentha longifolia","Mentha longifolia","5",87.5
"4698",410974,"S-P10974","Polygonum lapathifolium","Persicaria lapathifolia","+",1
"4699",410974,"S-P10974","Potentilla reptans","Potentilla reptans","+",1
"4700",410974,"S-P10974","Rumex obtusifolius","Rumex obtusifolius","1",5
"4701",410974,"S-P10974","Salix angustifolia","Salix eleagnos","+",1
"4702",410974,"S-P10974","Salix lambertiana","Salix purpurea","+",1
"4703",410974,"S-P10974","Saponaria officinalis","Saponaria officinalis","2",15
"4704",410974,"S-P10974","Festuca arundinacea","Schedonorus arundinaceus","+",1
"4705",410974,"S-P10974","Festuca gigantea","Schedonorus giganteus","+",1
"4706",410974,"S-P10974","Solanum dulcamara","Solanum dulcamara","1",5
"4707",410974,"S-P10974","Stachys sylvatica","Stachys sylvatica","+",1
"4708",410974,"S-P10974","Tussilago farfara","Tussilago farfara","+",1
"4709",410974,"S-P10974","Urtica dioica","Urtica dioica","+",1
"4710",410974,"S-P10974","Verbena officinalis","Verbena officinalis","+",1
"4711",410974,"S-P10974","Vicia cracca","Vicia cracca","2",15
"4712",411008,"S-P11008","Adenostyles alliariae subsp. pyrenaica","Adenostyles alpina","*",1
"4713",411008,"S-P11008","Alchemilla xanthochlora","Alchemilla xanthochlora","*",1
"4714",411008,"S-P11008","Cardamine flexuosa","Cardamine flexuosa","1",5
"4715",411008,"S-P11008","Cardamine raphanifolia","Cardamine raphanifolia","4",62.5
"4716",411008,"S-P11008","Filipendula ulmaria","Filipendula ulmaria","*",1
"4717",411008,"S-P11008","Geum rivale","Geum rivale","1",5
"4718",411008,"S-P11008","Poa trivialis","Poa trivialis","*",1
"4719",411008,"S-P11008","Primula veris","Primula veris","1",5
"4720",411008,"S-P11008","Valeriana pyrenaica","Valeriana pyrenaica","1",5
"4721",411008,"S-P11008","Veronica beccabunga","Veronica beccabunga","1",5
"4722",411017,"S-P11017","Alopecurus geniculatus","Alopecurus geniculatus","2",15
"4723",411017,"S-P11017","Anthemis nobilis","Chamaemelum nobile","1",5
"4724",411017,"S-P11017","Equisetum arvense","Equisetum arvense","1",5
"4725",411017,"S-P11017","Filaginella uliginosa","Gnaphalium uliginosum","1",5
"4726",411017,"S-P11017","Lythrum portula","Lythrum portula","1",5
"4727",411017,"S-P11017","Mentha pulegium","Mentha pulegium","1",5
"4728",411017,"S-P11017","Poa supina","Ochlopoa supina","2",15
"4729",411017,"S-P11017","Polygonum aviculare","Polygonum aviculare","2",15
"4730",411017,"S-P11017","Potentilla reptans","Potentilla reptans","1",5
"4731",411017,"S-P11017","Ranunculus nodiflorus","Ranunculus lateriflorus","a",5
"4732",411017,"S-P11017","Ranunculus sardous var. tuberculatus","Ranunculus sardous","*",1
"4733",411017,"S-P11017","Sisymbrella aspera","Sisymbrella aspera","a",5
"4734",411017,"S-P11017","Spergularia capillacea","Spergularia capillacea","4",62.5
"4735",411017,"S-P11017","Veronica scutellata","Veronica scutellata","*",1
"4736",411061,"S-P11061","Aconitum vulparia subsp. ranunculifolium","Aconitum lycoctonum","2",15
"4737",411061,"S-P11061","Alchemilla xanthochlora","Alchemilla xanthochlora","1",5
"4738",411061,"S-P11061","Caltha palustris","Caltha palustris","3",37.5
"4739",411061,"S-P11061","Carex flacca","Carex flacca","*",1
"4740",411061,"S-P11061","Cerastium fontanum subsp. vulgare","Cerastium fontanum","*",1
"4741",411061,"S-P11061","Chaerophyllum hirsutum","Chaerophyllum hirsutum","3",37.5
"4742",411061,"S-P11061","Euphorbia polygalifolia","Euphorbia polygalifolia","1",5
"4743",411061,"S-P11061","Geum rivale","Geum rivale","1",5
"4744",411061,"S-P11061","Veronica beccabunga","Veronica beccabunga","*",1
"4745",411064,"S-P11064","Aconitum vulparia subsp. ranunculifolium","Aconitum lycoctonum","2",15
"4746",411064,"S-P11064","Adenostyles alliariae subsp. pyrenaica","Adenostyles alpina","a",5
"4747",411064,"S-P11064","Allium ursinum","Allium ursinum","3",37.5
"4748",411064,"S-P11064","Cardamine raphanifolia","Cardamine raphanifolia","1",5
"4749",411064,"S-P11064","Chaerophyllum hirsutum","Chaerophyllum hirsutum","a",5
"4750",411064,"S-P11064","Epilobium hirsutum","Epilobium hirsutum","*",1
"4751",411064,"S-P11064","Filipendula ulmaria","Filipendula ulmaria","f",15
"4752",411064,"S-P11064","Heracleum sphondylium","Heracleum sphondylium","1",5
"4753",411064,"S-P11064","Lysimachia vulgaris","Lysimachia vulgaris","*",1
"4754",411064,"S-P11064","Pimpinella major","Pimpinella major","1",5
"4755",411064,"S-P11064","Scrophularia alpestris","Scrophularia alpestris","1",5
"4756",411064,"S-P11064","Stachys sylvatica","Stachys sylvatica","1",5
"4757",411064,"S-P11064","Valeriana pyrenaica","Valeriana pyrenaica","1",5
"4758",411095,"S-P11095","Agrostis capillaris","Agrostis capillaris","1",5
"4759",411095,"S-P11095","Carex acuta","Carex acuta","1",5
"4760",411095,"S-P11095","Carum verticillatum","Carum verticillatum","2",15
"4761",411095,"S-P11095","Centaurea jacea","Centaurea jacea","1",5
"4762",411095,"S-P11095","Deschampsia hispanica var. burebana","Deschampsia cespitosa","1",5
"4763",411095,"S-P11095","Galium palustre","Galium palustre","1",5
"4764",411095,"S-P11095","Genista micrantha","Genista micrantha","*",1
"4765",411095,"S-P11095","Geum rivale","Geum rivale","*",1
"4766",411095,"S-P11095","Senecio aquaticus subsp. barbareifolius","Jacobaea erratica","a",5
"4767",411095,"S-P11095","Juncus acutiflorus","Juncus acutiflorus","4",62.5
"4768",411095,"S-P11095","Juncus effusus var. subglomeratus","Juncus effusus","3",37.5
"4769",411095,"S-P11095","Juncus inflexus","Juncus inflexus","a",5
"4770",411095,"S-P11095","Lathyrus pratensis","Lathyrus pratensis","*",1
"4771",411095,"S-P11095","Mentha pulegium","Mentha pulegium","a",5
"4772",411095,"S-P11095","Nardus stricta","Nardus stricta","*",1
"4773",411095,"S-P11095","Potentilla erecta","Potentilla erecta","*",1
"4774",411095,"S-P11095","Ranunculus flammula","Ranunculus flammula","1",5
"4775",411095,"S-P11095","Ranunculus repens","Ranunculus repens","2",15
"4776",411095,"S-P11095","Rumex crispus","Rumex crispus","*",1
"4777",411095,"S-P11095","Trifolium repens","Trifolium repens","*",1
"4778",411095,"S-P11095","Veronica scutellata","Veronica scutellata","2",15
"4779",411097,"S-P11097","Crepis capillaris","Crepis capillaris","*",1
"4780",411097,"S-P11097","Dactylis glomerata","Dactylis glomerata","*",1
"4781",411097,"S-P11097","Hordeum murinum","Hordeum murinum","1",5
"4782",411097,"S-P11097","Lolium perenne","Lolium perenne","f",15
"4783",411097,"S-P11097","Medicago sativa","Medicago sativa","1",5
"4784",411097,"S-P11097","Poa annua","Ochlopoa annua","*",1
"4785",411097,"S-P11097","Phleum pratense subsp. bertolonii","Phleum nodosum","a",5
"4786",411097,"S-P11097","Hieracium pilosella","Pilosella officinarum","1",5
"4787",411097,"S-P11097","Plantago lanceolata","Plantago lanceolata","a",5
"4788",411097,"S-P11097","Plantago major","Plantago major","j",37.5
"4789",411097,"S-P11097","Potentilla reptans","Potentilla reptans","*",1
"4790",411097,"S-P11097","Trifolium pratense","Trifolium pratense","*",1
"4791",411098,"S-P11098","Dactylis glomerata","Dactylis glomerata","1",5
"4792",411098,"S-P11098","Lolium perenne","Lolium perenne","2",15
"4793",411098,"S-P11098","Medicago sativa","Medicago sativa","*",1
"4794",411098,"S-P11098","Poa annua","Ochlopoa annua","1",5
"4795",411098,"S-P11098","Plantago lanceolata","Plantago lanceolata","1",5
"4796",411098,"S-P11098","Plantago major","Plantago major","3",37.5
"4797",411098,"S-P11098","Poa trivialis","Poa trivialis","1",5
"4798",411098,"S-P11098","Rumex conglomeratus","Rumex conglomeratus","a",5
"4799",411098,"S-P11098","Taraxacum officinale","Taraxacum","a",5
"4800",411100,"S-P11100","Agrostis capillaris","Agrostis capillaris","1",5
"4801",411100,"S-P11100","Hordeum murinum","Hordeum murinum","*",1
"4802",411100,"S-P11100","Juncus inflexus","Juncus inflexus","*",1
"4803",411100,"S-P11100","Lolium perenne","Lolium perenne","f",15
"4804",411100,"S-P11100","Medicago sativa","Medicago sativa","1",5
"4805",411100,"S-P11100","Plantago major","Plantago major","f",15
"4806",411100,"S-P11100","Prunella vulgaris","Prunella vulgaris","*",1
"4807",411100,"S-P11100","Ranunculus repens","Ranunculus repens","*",1
"4808",411100,"S-P11100","Rumex crispus","Rumex crispus","*",1
"4809",411100,"S-P11100","Trifolium pratense","Trifolium pratense","1",5
"4810",411100,"S-P11100","Trifolium repens","Trifolium repens","1",5
"4811",411102,"S-P11102","Achillea ptarmica","Achillea ptarmica","1",5
"4812",411102,"S-P11102","Agrostis capillaris","Agrostis capillaris","1",5
"4813",411102,"S-P11102","Agrostis stolonifera","Agrostis stolonifera","1",5
"4814",411102,"S-P11102","Carex paniculata","Carex paniculata","a",5
"4815",411102,"S-P11102","Cirsium rivulare","Cirsium rivulare","1",5
"4816",411102,"S-P11102","Epilobium parviflorum","Epilobium parviflorum","*",1
"4817",411102,"S-P11102","Equisetum fluviatile","Equisetum fluviatile","1",5
"4818",411102,"S-P11102","Galium palustre","Galium palustre","1",5
"4819",411102,"S-P11102","Holcus lanatus","Holcus lanatus","1",5
"4820",411102,"S-P11102","Senecio aquaticus subsp. barbareifolius","Jacobaea erratica","2",15
"4821",411102,"S-P11102","Juncus effusus var. subglomeratus","Juncus effusus","2",15
"4822",411102,"S-P11102","Juncus inflexus","Juncus inflexus","3",37.5
"4823",411102,"S-P11102","Lathyrus pratensis","Lathyrus pratensis","*",1
"4824",411102,"S-P11102","Mentha aquatica","Mentha aquatica","1",5
"4825",411102,"S-P11102","Mentha longifolia","Mentha longifolia","2",15
"4826",411102,"S-P11102","Mentha suaveolens","Mentha suaveolens","a",5
"4827",411102,"S-P11102","Mentha Xrotundifolia","Mentha x rotundifolia","*",1
"4828",411102,"S-P11102","Plantago media","Plantago media","1",5
"4829",411102,"S-P11102","Ranunculus repens","Ranunculus repens","2",15
"4830",411102,"S-P11102","Rumex crispus","Rumex crispus","1",5
"4831",411102,"S-P11102","Scrophularia alpestris","Scrophularia alpestris","*",1
"4832",411102,"S-P11102","Stellaria graminea","Stellaria graminea","1",5
"4833",411102,"S-P11102","Trifolium pratense","Trifolium pratense","1",5
"4834",411102,"S-P11102","Trifolium repens","Trifolium repens","1",5
"4835",411103,"S-P11103","Dactylis glomerata","Dactylis glomerata","1",5
"4836",411103,"S-P11103","Epilobium parviflorum","Epilobium parviflorum","a",5
"4837",411103,"S-P11103","Equisetum fluviatile","Equisetum fluviatile","3",37.5
"4838",411103,"S-P11103","Filipendula ulmaria","Filipendula ulmaria","*",1
"4839",411103,"S-P11103","Galium aparine","Galium aparine","*",1
"4840",411103,"S-P11103","Holcus lanatus","Holcus lanatus","1",5
"4841",411103,"S-P11103","Senecio aquaticus subsp. barbareifolius","Jacobaea erratica","*",1
"4842",411103,"S-P11103","Juncus acutiflorus","Juncus acutiflorus","2",15
"4843",411103,"S-P11103","Juncus effusus var. subglomeratus","Juncus effusus","a",5
"4844",411103,"S-P11103","Juncus inflexus","Juncus inflexus","a",5
"4845",411103,"S-P11103","Mentha longifolia","Mentha longifolia","3",37.5
"4846",411103,"S-P11103","Mentha suaveolens","Mentha suaveolens","a",5
"4847",411103,"S-P11103","Mentha Xrotundifolia","Mentha x rotundifolia","1",5
"4848",411103,"S-P11103","Plantago lanceolata","Plantago lanceolata","1",5
"4849",411103,"S-P11103","Ranunculus repens","Ranunculus repens","2",15
"4850",411103,"S-P11103","Rumex crispus","Rumex crispus","*",1
"4851",411103,"S-P11103","Scrophularia alpestris","Scrophularia alpestris","a",5
"4852",411103,"S-P11103","Scutellaria galericulata","Scutellaria galericulata","*",1
"4853",411106,"S-P11106","Alopecurus geniculatus","Alopecurus geniculatus","3",37.5
"4854",411106,"S-P11106","Carex hirta var. hirtaeformis","Carex hirta","a",5
"4855",411106,"S-P11106","Anthemis nobilis","Chamaemelum nobile","a",5
"4856",411106,"S-P11106","Plantago major","Plantago major","*",1
"4857",411106,"S-P11106","Polygonum arenastrum","Polygonum aviculare","1",5
"4858",411106,"S-P11106","Ranunculus flammula","Ranunculus flammula","*",1
"4859",411106,"S-P11106","Sisymbrella aspera","Sisymbrella aspera","1",5
"4860",411106,"S-P11106","Spergularia capillacea","Spergularia capillacea","4",62.5
"4861",411145,"S-P11145","Achillea millefolium","Achillea millefolium","1",5
"4862",411145,"S-P11145","Agrimonia eupatoria","Agrimonia eupatoria","1",5
"4863",411145,"S-P11145","Convolvulus arvensis","Convolvulus arvensis","*",1
"4864",411145,"S-P11145","Dipsacus fullonum","Dipsacus fullonum","1",5
"4865",411145,"S-P11145","Galium aparine","Galium aparine","*",1
"4866",411145,"S-P11145","Galium verum","Galium verum","1",5
"4867",411145,"S-P11145","Heracleum sphondylium","Heracleum sphondylium","1",5
"4868",411145,"S-P11145","Lactuca virosa","Lactuca serriola","*",1
"4869",411145,"S-P11145","Lapsana communis","Lapsana communis","1",5
"4870",411145,"S-P11145","Ligusticum lucidum","Ligusticum lucidum","4",62.5
"4871",411145,"S-P11145","Myrrhis odorata","Myrrhis odorata","1",5
"4872",411145,"S-P11145","Pastinaca sativa","Pastinaca sativa","1",5
"4873",411145,"S-P11145","Rumex crispus","Rumex crispus","1",5
"4874",411145,"S-P11145","Rumex papillaris","Rumex papillaris","*",1
"4875",411145,"S-P11145","Torilis japonica","Torilis japonica","3",37.5
"4876",411145,"S-P11145","Verbena officinalis","Verbena officinalis","1",5
"4877",411145,"S-P11145","Vicia sativa","Vicia sativa","*",1
"4878",411148,"S-P11148","Agrimonia eupatoria","Agrimonia eupatoria","1",5
"4879",411148,"S-P11148","Chenopodium album","Chenopodium album","*",1
"4880",411148,"S-P11148","Coronilla scorpioides","Coronilla scorpioides","1",5
"4881",411148,"S-P11148","Eryngium campestre","Eryngium campestre","*",1
"4882",411148,"S-P11148","Galium verum","Galium verum","1",5
"4883",411148,"S-P11148","Geranium lucidum","Geranium lucidum","1",5
"4884",411148,"S-P11148","Geranium rotundifolium","Geranium rotundifolium","1",5
"4885",411148,"S-P11148","Lapsana communis","Lapsana communis","1",5
"4886",411148,"S-P11148","Lathyrus aphaca","Lathyrus aphaca","2",15
"4887",411148,"S-P11148","Ligusticum lucidum","Ligusticum lucidum","p",62.5
"4888",411148,"S-P11148","Medicago sativa","Medicago sativa","*",1
"4889",411148,"S-P11148","Ononis spinosa","Ononis spinosa","*",1
"4890",411148,"S-P11148","Papaver rhoeas","Papaver rhoeas","*",1
"4891",411148,"S-P11148","Plantago lanceolata","Plantago lanceolata","*",1
"4892",411148,"S-P11148","Tordylium maximum","Tordylium maximum","1",5
"4893",411148,"S-P11148","Torilis japonica","Torilis japonica","1",5
"4894",411290,"S-P11290","Aquilegia vulgaris","Aquilegia vulgaris","*",1
"4895",411290,"S-P11290","Arenaria montana","Arenaria modesta","*",1
"4896",411290,"S-P11290","Deschampsia flexuosa","Avenella flexuosa","1",5
"4897",411290,"S-P11290","Brachypodium sylvaticum","Brachypodium sylvaticum","1",5
"4898",411290,"S-P11290","Campanula rapunculus","Campanula rapunculus","1",5
"4899",411290,"S-P11290","Clinopodium vulgare","Clinopodium vulgare","1",5
"4900",411290,"S-P11290","Cruciata glabra","Cruciata glabra","1",5
"4901",411290,"S-P11290","Digitalis purpurea","Digitalis purpurea","*",1
"4902",411290,"S-P11290","Galium verum","Galium verum","1",5
"4903",411290,"S-P11290","Hypericum perforatum","Hypericum perforatum","*",1
"4904",411290,"S-P11290","Lamium maculatum","Lamium maculatum","1",5
"4905",411290,"S-P11290","Lapsana communis","Lapsana communis","*",1
"4906",411290,"S-P11290","Laserpitium latifolium","Laserpitium latifolium","1",5
"4907",411290,"S-P11290","Linaria triornithophora","Linaria triornithophora","1",5
"4908",411290,"S-P11290","Luzula sylvatica subsp. henriquesii","Luzula sylvatica","a",5
"4909",411290,"S-P11290","Stachys sylvatica","Stachys sylvatica","*",1
"4910",411290,"S-P11290","Stellaria holostea","Stellaria holostea","a",5
"4911",411290,"S-P11290","Teucrium scorodonia","Teucrium scorodonia","1",5
"4912",411290,"S-P11290","Veronica chamaedrys","Veronica chamaedrys","*",1
"4913",411290,"S-P11290","Vicia sativa subsp. nigra","Vicia sativa","1",5
"4914",411290,"S-P11290","Viola riviniana","Viola reichenbachiana s.l.","*",1
"4915",411293,"S-P11293","Agrimonia eupatoria","Agrimonia eupatoria","1",5
"4916",411293,"S-P11293","Agrostis capillaris","Agrostis capillaris","1",5
"4917",411293,"S-P11293","Aquilegia vulgaris","Aquilegia vulgaris","*",1
"4918",411293,"S-P11293","Astragalus glycyphyllos","Astragalus glycyphyllos","*",1
"4919",411293,"S-P11293","Deschampsia flexuosa","Avenella flexuosa","1",5
"4920",411293,"S-P11293","Brachypodium sylvaticum","Brachypodium sylvaticum","*",1
"4921",411293,"S-P11293","Campanula rapunculus","Campanula rapunculus","*",1
"4922",411293,"S-P11293","Clinopodium vulgare","Clinopodium vulgare","1",5
"4923",411293,"S-P11293","Digitalis purpurea","Digitalis purpurea","*",1
"4924",411293,"S-P11293","Fragaria vesca","Fragaria vesca","1",5
"4925",411293,"S-P11293","Avenula sulcata","Helictochloa marginata","a",5
"4926",411293,"S-P11293","Hypericum perforatum","Hypericum perforatum","*",1
"4927",411293,"S-P11293","Lamium maculatum","Lamium maculatum","1",5
"4928",411293,"S-P11293","Lapsana communis","Lapsana communis","*",1
"4929",411293,"S-P11293","Laserpitium latifolium","Laserpitium latifolium","1",5
"4930",411293,"S-P11293","Linaria triornithophora","Linaria triornithophora","1",5
"4931",411293,"S-P11293","Luzula sylvatica subsp. henriquesii","Luzula sylvatica","*",1
"4932",411293,"S-P11293","Moehringia trinervia","Moehringia trinervia","*",1
"4933",411293,"S-P11293","Sedum forsteranum","Sedum forsterianum","*",1
"4934",411293,"S-P11293","Stachys sylvatica","Stachys sylvatica","*",1
"4935",411293,"S-P11293","Stellaria holostea","Stellaria holostea","1",5
"4936",411293,"S-P11293","Teucrium scorodonia","Teucrium scorodonia","1",5
"4937",411293,"S-P11293","Vicia sativa subsp. nigra","Vicia sativa","1",5
"4938",411838,"S-P11838","Calystegia sepium","Calystegia sepium","+",1
"4939",411838,"S-P11838","Carex otrubae","Carex cuprina","2",15
"4940",411838,"S-P11838","Cirsium palustre","Cirsium creticum","1",5
"4941",411838,"S-P11838","Cyperus longus subsp. badius","Cyperus longus","f",15
"4942",411838,"S-P11838","Epilobium tetragonum","Epilobium tetragonum","a",5
"4943",411838,"S-P11838","Filipendula ulmaria subsp. ulmaria","Filipendula ulmaria","a",5
"4944",411838,"S-P11838","Galium palustre subsp. elongatum","Galium elongatum","+",1
"4945",411838,"S-P11838","Apium nodiflorum","Helosciadium nodiflorum","+",1
"4946",411838,"S-P11838","Hypericum tetrapterum","Hypericum tetrapterum","*",1
"4947",411838,"S-P11838","Lythrum salicaria","Lythrum salicaria","2",15
"4948",411838,"S-P11838","Scrophularia auriculata","Scrophularia auriculata","+",1
"4949",411904,"S-P11904","Agrostis stolonifera var. salina","Agrostis stolonifera","1",5
"4950",411904,"S-P11904","Apium graveolens","Apium graveolens","2",15
"4951",411904,"S-P11904","Armeria maritima subsp. depilata","Armeria maritima","*",1
"4952",411904,"S-P11904","Beta vulgaris subsp. maritima","Beta vulgaris","+",1
"4953",411904,"S-P11904","Carex extensa","Carex extensa","*",1
"4954",411904,"S-P11904","Senecio aquaticus","Jacobaea aquatica","+",1
"4955",411904,"S-P11904","Juncus maritimus","Juncus maritimus","f",15
"4956",411904,"S-P11904","Limonium vulgare subsp. vulgare","Limonium vulgare","+",1
"4957",411904,"S-P11904","Oenanthe lachenalii","Oenanthe lachenalii","1",5
"4958",411904,"S-P11904","Triglochin maritimum","Triglochin maritima","1",5
"4959",411904,"S-P11904","Aster tripolium","Tripolium pannonicum","+",1
"4960",411973,"S-P11973","Agrostis stolonifera var. salina","Agrostis stolonifera","a",5
"4961",411973,"S-P11973","Apium graveolens","Apium graveolens","*",1
"4962",411973,"S-P11973","Atriplex hastata var. salina","Atriplex prostrata","a",5
"4963",411973,"S-P11973","Beta vulgaris subsp. maritima","Beta vulgaris","+",1
"4964",411973,"S-P11973","Calystegia sepium subsp. sepium","Calystegia sepium","*",1
"4965",411973,"S-P11973","Chenopodium album subsp. album","Chenopodium album","2",15
"4966",411973,"S-P11973","Agropyron pungens","Elytrigia campestris","4",62.5
"4967",411973,"S-P11973","Juncus maritimus","Juncus maritimus","*",1
"4968",411973,"S-P11973","Plantago maritima","Plantago maritima","*",1
"4969",411973,"S-P11973","Polygonum aviculare","Polygonum aviculare","*",1
"4970",411973,"S-P11973","Samolus valerandi","Samolus valerandi","+",1
"4971",411973,"S-P11973","Matricaria inodora subsp. maritima","Tripleurospermum maritimum","+",1
"4972",411976,"S-P11976","Ammophila arenaria","Ammophila arenaria","*",1
"4973",411976,"S-P11976","Cakile maritima","Cakile maritima","a",5
"4974",411976,"S-P11976","Calystegia soldanella","Calystegia soldanella","+",1
"4975",411976,"S-P11976","Honckenya peploides","Honckenya peploides","2",15
"4976",411976,"S-P11976","Sonchus oleraceus","Sonchus oleraceus","+",1
"4977",411980,"S-P11980","Amaranthus lividus","Amaranthus blitum","+",1
"4978",411980,"S-P11980","Atriplex hastata var. salina","Atriplex prostrata","f",15
"4979",411980,"S-P11980","Cakile maritima","Cakile maritima","+",1
"4980",411980,"S-P11980","Chenopodium album","Chenopodium album","a",5
"4981",411980,"S-P11980","Agropyron pungens","Elytrigia campestris","*",1
"4982",411980,"S-P11980","Chrysanthemum segetum","Glebionis segetum","*",1
"4983",411980,"S-P11980","Coronopus didymus","Lepidium didymum","+",1
"4984",411980,"S-P11980","Plantago coronopus subsp. eucoronopus","Plantago coronopus","+",1
"4985",411980,"S-P11980","Plantago major","Plantago major","*",1
"4986",411980,"S-P11980","Polygonum aviculare","Polygonum aviculare","*",1
"4987",411980,"S-P11980","Polygonum maritimum","Polygonum maritimum","+",1
"4988",411980,"S-P11980","Salsola kali","Salsola kali","+",1
"4989",411980,"S-P11980","Senecio vulgaris","Senecio vulgaris","+",1
"4990",411980,"S-P11980","Matricaria inodora subsp. maritima","Tripleurospermum maritimum","*",1
"4991",411982,"S-P11982","Atriplex hastata var. salina","Atriplex prostrata","*",1
"4992",411982,"S-P11982","Cakile maritima","Cakile maritima","2",15
"4993",411982,"S-P11982","Calystegia sepium subsp. sepium","Calystegia sepium","+",1
"4994",411982,"S-P11982","Calystegia soldanella","Calystegia soldanella","+",1
"4995",411982,"S-P11982","Agropyron junceiforme","Elytrigia juncea","*",1
"4996",411982,"S-P11982","Eryngium maritimum","Eryngium maritimum","+",1
"4997",411982,"S-P11982","Honckenya peploides","Honckenya peploides","3",37.5
"4998",411982,"S-P11982","Polygonum maritimum","Polygonum maritimum","a",5
"4999",411982,"S-P11982","Raphanus raphanistrum subsp. maritimus","Raphanus raphanistrum","*",1
"5000",411982,"S-P11982","Salsola kali","Salsola kali","a",5
"5001",411982,"S-P11982","Sonchus oleraceus","Sonchus oleraceus","+",1
"5002",411990,"S-P11990","Calystegia soldanella","Calystegia soldanella","+",1
"5003",411990,"S-P11990","Agropyron junceiforme","Elytrigia juncea","*",1
"5004",411990,"S-P11990","Eryngium maritimum","Eryngium maritimum","+",1
"5005",411990,"S-P11990","Euphorbia peplis","Euphorbia peplis","2",15
"5006",411990,"S-P11990","Euphorbia polygonifolia","Euphorbia polygonifolia","2",15
"5007",411990,"S-P11990","Honckenya peploides","Honckenya peploides","f",15
"5008",411990,"S-P11990","Polygonum maritimum","Polygonum maritimum","*",1
"5009",411990,"S-P11990","Salsola kali","Salsola kali","*",1
"5010",411990,"S-P11990","Sonchus oleraceus","Sonchus oleraceus","+",1
"5011",411991,"S-P11991","Anagallis arvensis","Anagallis arvensis","*",1
"5012",411991,"S-P11991","Atriplex hastata var. salina","Atriplex prostrata","2",15
"5013",411991,"S-P11991","Beta vulgaris subsp. maritima","Beta vulgaris","*",1
"5014",411991,"S-P11991","Cakile maritima","Cakile maritima","a",5
"5015",411991,"S-P11991","Chenopodium album","Chenopodium album","2",15
"5016",411991,"S-P11991","Geranium dissectum","Geranium dissectum","*",1
"5017",411991,"S-P11991","Honckenya peploides","Honckenya peploides","+",1
"5018",411991,"S-P11991","Polygonum aviculare","Polygonum aviculare","2",15
"5019",411991,"S-P11991","Sonchus oleraceus","Sonchus oleraceus","*",1
"5020",411991,"S-P11991","Spergularia marina","Spergularia marina","*",1
"5021",411991,"S-P11991","Matricaria inodora subsp. maritima","Tripleurospermum maritimum","*",1
"5022",412014,"S-P12014","Aira caryophyllea","Aira caryophyllea","*",1
"5023",412014,"S-P12014","Ammophila arenaria","Ammophila arenaria","p",62.5
"5024",412014,"S-P12014","Anagallis arvensis","Anagallis arvensis","+",1
"5025",412014,"S-P12014","Andryala integrifolia","Andryala integrifolia","+",1
"5026",412014,"S-P12014","Calystegia soldanella","Calystegia soldanella","a",5
"5027",412014,"S-P12014","Carex arenaria","Carex arenaria","1",5
"5028",412014,"S-P12014","Carex punctata","Carex punctata","*",1
"5029",412014,"S-P12014","Catapodium marinum","Catapodium marinum","*",1
"5030",412014,"S-P12014","Centaurium erythraea","Centaurium erythraea","*",1
"5031",412014,"S-P12014","Centaurium tenuiflorum","Centaurium tenuiflorum","1",5
"5032",412014,"S-P12014","Daucus carota subsp. gummifer","Daucus carota","1",5
"5033",412014,"S-P12014","Agropyron junceiforme","Elytrigia juncea","*",1
"5034",412014,"S-P12014","Erigeron canadensis","Erigeron canadensis","1",5
"5035",412014,"S-P12014","Eryngium maritimum","Eryngium maritimum","1",5
"5036",412014,"S-P12014","Euphorbia paralias","Euphorbia paralias","3",37.5
"5037",412014,"S-P12014","Lotus corniculatus","Lotus corniculatus","*",1
"5038",412014,"S-P12014","Petrorhagia prolifera","Petrorhagia prolifera","1",5
"5039",412014,"S-P12014","Polycarpon tetraphyllum subsp. diphyllum","Polycarpon tetraphyllum","+",1
"5040",412014,"S-P12014","Polygonum maritimum","Polygonum maritimum","1",5
"5041",412014,"S-P12014","Aetheorrhiza bulbosa(L.)","Sonchus bulbosus","1",5
"5042",412014,"S-P12014","Sonchus oleraceus","Sonchus oleraceus","+",1
"5043",412014,"S-P12014","Stenotaphrum secundatum","Stenotaphrum secundatum","a",5
"5044",412014,"S-P12014","Matricaria inodora subsp. maritima","Tripleurospermum maritimum","*",1
"5045",412014,"S-P12014","Vicia hirsuta","Vicia hirsuta","*",1
"5046",412026,"S-P12026","Aira caryophyllea","Aira caryophyllea","*",1
"5047",412026,"S-P12026","Andryala integrifolia","Andryala integrifolia","+",1
"5048",412026,"S-P12026","Bromus rigidus","Anisantha rigida","1",5
