"","SIVIMID","X","Sintaxon","Relevé.number","Revised.alliance","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Alliance","Class","Semisupervised","Revised.class"
"104","R-P28987",820,"Matricario-Polygonetum arenastrii",1905,"Polygono-Coronopodion","V35","",NA,1,"2014",-3.595207484,43.11232738,"2 - UTM1x1 + Centroid",820,"Polygono-Coronopodion","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"105","R-P28988",821,"Matricario-Polygonetum arenastrii",1906,"Polygono-Coronopodion","V35","",NA,2,"2014",-3.553095549,43.07651904,"1 - UTM1x1 + Elevation",770,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"106","R-P28989",822,"Matricario-Polygonetum arenastrii",1907,"Polygono-Coronopodion","V35","",NA,1,"2014",-3.641215612,43.04544235,"1 - UTM1x1 + Elevation",730,"Polygono-Coronopodion","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"107","R-P28990",823,"Matricario-Polygonetum arenastrii",1908,"Polygono-Coronopodion","V35","",NA,1,"2014",-3.624155646,43.05814363,"1 - UTM1x1 + Elevation",700,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"108","R-P28991",824,"Matricario-Polygonetum arenastrii",1909,"Polygono-Coronopodion","V35","",NA,1,"2014",-3.680561396,43.05061812,"1 - UTM1x1 + Elevation",750,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"109","R-P28992",825,"Matricario-Polygonetum arenastrii",1910,"Polygono-Coronopodion","V35","",NA,2,"2014",-3.560449147,43.07468227,"1 - UTM1x1 + Elevation",780,"Polygono-Coronopodion","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"110","R-P29086",840,"Lolietum perennis",329086,"Potentillion anserinae","R36","",NA,2,"2014",-3.578085602,43.12142004,"1 - UTM1x1 + Elevation",850,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"111","S-P11017",851,"Spergulario capillaceae-Ranunculetum nodiflori",411017,"Polygono-Coronopodion","R36","",NA,15,"1989",-4.475859575,42.93326482,"2 - UTM1x1 + Centroid",1110,"Unknown",NA,0,"Polygono-Poetea annuae"
"112","S-P11098",853,"Lolio perennis-Plantaginetum majoris",411098,"Potentillion anserinae","R36","",NA,4,"1989",-4.485159054,43.01418874,"1 - UTM1x1 + Elevation",1200,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"113","S-P11100",854,"Lolio perennis-Plantaginetum majoris",411100,"Potentillion anserinae","R36","",NA,8,"1989",-4.416845561,42.92500559,"1 - UTM1x1 + Elevation",1220,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"114","S-P11106",855,"Comunidad de Spergularia capillacea y Carex hirta",411106,"Polygono-Coronopodion","R36","",NA,8,"1989",-4.485357723,42.92053497,"1 - UTM1x1 + Elevation",1070,"Unknown",NA,0,"Polygono-Poetea annuae"
"115","S-P11162",889,"Polygono-Matricarietum matricarioidis",1911,"Polygono-Coronopodion","V35","",NA,8,"1989",-4.485245849,43.01778955,"1 - UTM1x1 + Elevation",1200,"Polygono-Coronopodion","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"116","S-P11163",890,"Polygono-Matricarietum matricarioidis",1912,"Polygono-Coronopodion","V35","",NA,4,"1989",-4.452627041,42.9875917,"2 - UTM1x1 + Centroid",1170,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"117","S-P11164",891,"Polygono-Matricarietum matricarioidis",1913,"Polygono-Coronopodion","V35","",NA,4,"1989",-4.48897882,42.96911467,"2 - UTM1x1 + Centroid",1070,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"118","S-P11165",892,"Polygono-Matricarietum matricarioidis",1914,"Polygono-Coronopodion","V35","",NA,6,"1989",-4.486527139,42.96914654,"1 - UTM1x1 + Elevation",1140,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"119","S-P11166",893,"Polygono-Matricarietum matricarioidis",1915,"Polygono-Coronopodion","V35","",NA,6,"1989",-4.451187555,42.92637632,"1 - UTM1x1 + Elevation",1130,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"120","S-P11167",894,"Polygono-Matricarietum matricarioidis",1916,"Polygono-Coronopodion","V35","",NA,6,"1989",-4.489326444,42.983518,"1 - UTM1x1 + Elevation",1180,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"121","S-P11168",895,"Polygono-Matricarietum matricarioidis",1917,"Polygono-Coronopodion","V35","",NA,6,"1989",-4.427061297,42.94288865,"2 - UTM1x1 + Centroid",1080,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"122","S-P11169",896,"Polygono-Matricarietum matricarioidis",1918,"Polygono-Coronopodion","V35","",NA,4,"1989",-4.483037543,42.92596805,"1 - UTM1x1 + Elevation",1140,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"123","S-P11170",897,"Polygono-Matricarietum matricarioidis",1919,"Polygono-Coronopodion","V35","",NA,3,"1989",-4.448737528,42.92640735,"1 - UTM1x1 + Elevation",1130,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"124","S-P12084",945,"Lolio perennis-Plantaginetum majoris",412084,"Potentillion anserinae","R36","",NA,10,"1975",-7.065089307,43.46837038,"3 - UTM10x10 + Elevation",20,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"125","S-P12085",946,"Lolio perennis-Plantaginetum majoris",1922,"Polygono-Coronopodion","V35","",NA,10,"1975",-6.533310392,43.54908851,"3 - UTM10x10 + Elevation",10,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"126","S-P12086",947,"Lolio perennis-Plantaginetum majoris",1923,"Potentillion anserinae","V35","",NA,10,"1975",-6.941855935,43.55011916,"3 - UTM10x10 + Elevation",30,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"127","S-P12087",948,"Lolio perennis-Plantaginetum majoris",1924,"Potentillion anserinae","V35","SW",5,10,"1975",-6.613243276,43.56099239,"3 - UTM10x10 + Elevation",15,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"128","S-P12088",949,"Lolio perennis-Plantaginetum majoris",412088,"Potentillion anserinae","R36","",NA,10,"1975",-6.836546323,43.53940591,"4 - UTM10x10 + Centroid",81,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"129","S-P12089",950,"Lolio perennis-Plantaginetum majoris",1925,"Potentillion anserinae","V35","E",10,10,"1975",-6.661689635,43.54324309,"3 - UTM10x10 + Elevation",55,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"130","S-P12090",951,"Lolio perennis-Plantaginetum majoris",412090,"Potentillion anserinae","R36","N",5,15,"1975",-6.345618503,43.36734135,"4 - UTM10x10 + Centroid",662,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"131","S-P12091",952,"Lolio perennis-Plantaginetum majoris",1926,"Potentillion anserinae","V35","",NA,10,"1975",-6.345618503,43.36734135,"4 - UTM10x10 + Centroid",662,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"132","S-P12092",953,"Lolio perennis-Plantaginetum majoris",1927,"Polygono-Coronopodion","V35","N",10,10,"1975",-7.089128404,43.53843902,"4 - UTM10x10 + Centroid",40,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"133","S-P12093",954,"Lolio perennis-Plantaginetum majoris",1928,"Potentillion anserinae","V35","NW",5,10,"1975",-6.345618503,43.36734135,"4 - UTM10x10 + Centroid",10,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"134","S-P12094",955,"Lolio perennis-Plantaginetum majoris",1929,"Potentillion anserinae","V35","",NA,10,"1975",-6.392639372,43.5569558,"3 - UTM10x10 + Elevation",65,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"135","S-P12095",956,"Lolio perennis-Plantaginetum majoris",1930,"Potentillion anserinae","V35","",NA,10,"1975",-6.535571185,43.5454172,"3 - UTM10x10 + Elevation",60,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"136","S-P12097",957,"Plantagini-Trifolietum fragiferae",1931,"Polygono-Coronopodion","V34","NE",5,10,"1975",-6.708298223,43.53800992,"4 - UTM10x10 + Centroid",71,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"137","S-P12100",959,"Plantagini-Sporoboletum",1932,"Potentillion anserinae","V35","SE",5,10,"1975",-6.538568606,43.55432769,"3 - UTM10x10 + Elevation",15,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"138","S-P12103",960,"Plantagini-Sporoboletum",1933,"Potentillion anserinae","V","",NA,15,"1975",-6.591547598,43.53512218,"4 - UTM10x10 + Centroid",96,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"139","S-P12104",961,"Plantagini-Sporoboletum",1934,"Polygono-Coronopodion","V35","N",20,15,"1975",-7.110162123,43.54958464,"3 - UTM10x10 + Elevation",5,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"140","S-P12105",962,"Plantagini-Sporoboletum",1298,"Polygono-Coronopodion","V","",NA,15,"1975",-6.094383672,43.53481419,"3 - UTM10x10 + Elevation",15,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"141","S-P12106",963,"Plantagini-Sporoboletum",1935,"Potentillion anserinae","V35","",NA,10,"1975",-6.708298223,43.53800992,"4 - UTM10x10 + Centroid",71,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"142","S-P12107",964,"Plantagini-Sporoboletum",1936,"Potentillion anserinae","V35","",NA,10,"1975",-6.440045164,43.4763075,"3 - UTM10x10 + Elevation",80,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"143","S-P15121",1015,"Sisymbrio officinalis-Hordeetum murini",1939,"Polygono-Coronopodion","V37","",NA,50,"1967",-2.209623461,43.04631038,"1 - UTM1x1 + Elevation",159,"Sisymbrion officinalis","Sisymbrietea",0,"Polygono-Poetea annuae"
"144","S-P15160",1052,"Lolio perennis-Plantaginetum majoris",1941,"Potentillion anserinae","V35","",0,20,"1967",-1.822892987,43.36535217,"1 - UTM1x1 + Elevation",200,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"145","S-P15161",1053,"Lolio perennis-Plantaginetum majoris",415161,"Potentillion anserinae","R36","",0,20,"1967",-1.820425099,43.36532674,"1 - UTM1x1 + Elevation",200,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"146","S-P15168",1054,"Lolio perennis-Plantaginetum majoris",1942,"Potentillion anserinae","V35","",NA,50,"1967",-2.374224931,43.27965258,"1 - UTM1x1 + Elevation",50,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"147","S-P15169",1055,"",1943,"Potentillion anserinae","V35","",0,50,NA,-2.189980752,43.04617303,"1 - UTM1x1 + Elevation",160,"Unknown",NA,0,"Polygono-Poetea annuae"
"148","S-P15170",1056,"",1944,"Potentillion anserinae","V35","",NA,10,NA,-1.49991946,43.14906535,"1 - UTM1x1 + Elevation",230,"Unknown",NA,0,"Polygono-Poetea annuae"
"149","S-P15171",1057,"",1945,"Potentillion anserinae","V35","",NA,20,NA,-1.969251875,43.02998989,"1 - UTM1x1 + Elevation",480,"Unknown",NA,0,"Polygono-Poetea annuae"
"150","S-P15172",1058,"Lolio perennis-Plantaginetum majoris",1946,"Potentillion anserinae","V35","",NA,50,"1967",-2.137384244,43.2943199,"1 - UTM1x1 + Elevation",10,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"151","S-P15173",1059,"Lolio perennis-Plantaginetum majoris",1947,"Potentillion anserinae","V35","",NA,20,"1967",-1.846059432,43.3151634,"1 - UTM1x1 + Elevation",200,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"152","S-P15174",1060,"Lolio perennis-Plantaginetum majoris",1948,"Potentillion anserinae","V35","",NA,20,"1967",-1.669979563,43.13315953,"1 - UTM1x1 + Elevation",130,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"153","S-P15175",1061,"Lolio perennis-Plantaginetum majoris",415175,"Potentillion anserinae","R36","",NA,10,"1967",-2.167470408,42.89472634,"1 - UTM1x1 + Elevation",540,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"154","S-P15176",1062,"Lolio perennis-Plantaginetum majoris",415176,"Potentillion anserinae","R36","",5,10,"1967",-2.34045664,43.2110274,"1 - UTM1x1 + Elevation",550,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"155","S-P15177",1063,"Polycarpion tetraphylli",415177,"Saginion procumbentis","V35","",NA,4,"1967",-8.577150315,42.04626052,"4 - UTM10x10 + Centroid",73,"Polycarpion tetraphylli","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"156","S-P15198",1066,"Cyperetum flavescentis",415198,"Potentillion anserinae","R36","",NA,10,"1967",-1.507208368,43.15276256,"1 - UTM1x1 + Elevation",230,"Unknown",NA,0,"Polygono-Poetea annuae"
"157","S-P17973",1101,"Bryo argentei-Saginetum procumbentis",1954,"Saginion procumbentis","V35","",NA,2,"1982",-2.640431574,43.28079915,"1 - UTM1x1 + Elevation",250,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"158","S-P17974",1102,"Bryo argentei-Saginetum procumbentis",1955,"Saginion procumbentis","V35","",NA,2,"1982",-2.640431574,43.28079915,"1 - UTM1x1 + Elevation",250,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"159","S-P17975",1103,"Bryo argentei-Saginetum procumbentis",1956,"Saginion procumbentis","V35","",NA,2,"1982",-2.589863612,43.10233451,"1 - UTM1x1 + Elevation",350,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"160","S-P17976",1104,"Bryo argentei-Saginetum procumbentis",1957,"Saginion procumbentis","V35","",NA,2,"1982",-2.587417949,43.10052473,"1 - UTM1x1 + Elevation",350,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"161","S-P17978",1106,"Bryo argentei-Saginetum procumbentis",1959,"Saginion procumbentis","V35","",NA,1,"1982",-2.623875168,43.16728638,"2 - UTM1x1 + Centroid",180,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"162","S-P18027",1107,"Lolio perennis-Plantaginetum majoris",418027,"Potentillion anserinae","R36","",NA,20,"1982",-2.645768666,43.21057921,"1 - UTM1x1 + Elevation",350,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"163","S-P18271",1108,"Asociación de Lolium perenne-Plantago major",1961,"Potentillion anserinae","V35","",NA,20,"1974",-5.901270464,43.27517071,"2 - UTM1x1 + Centroid",210,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"164","S-P18272",1109,"Asociación de Lolium perenne-Plantago major",1962,"Potentillion anserinae","V35","E",30,20,"1974",-5.920125607,43.1540368,"1 - UTM1x1 + Elevation",850,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"165","S-P18274",1110,"Asociación de Lolium perenne-Plantago major",1963,"Polygono-Coronopodion","V35","",NA,30,"1974",-5.945297316,43.16599674,"2 - UTM1x1 + Centroid",540,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"166","S-P18276",1111,"Asociación de Lolium perenne-Plantago major",418276,"Potentillion anserinae","R36","",NA,20,"1974",-5.876993334,43.28298755,"1 - UTM1x1 + Elevation",150,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"167","S-P18277",1112,"Asociación de Lolium perenne-Plantago major",1964,"Polygono-Coronopodion","V37","N",20,25,"1974",-5.969519298,43.15816686,"1 - UTM1x1 + Elevation",490,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"168","S-P19645",1147,"Associació-Desconeguda",1966,"Potentillion anserinae","V","S",NA,NA,"1972",-8.138701304,43.12618824,"3 - UTM10x10 + Elevation",480,"Unknown",NA,0,"Polygono-Poetea annuae"
"169","S-P19749",1153,"Matricario-Polygonetum arenastrii",1967,"Polygono-Coronopodion","V35","",4.5,5,"2001",-5.595407568,42.80349211,"3 - UTM10x10 + Elevation",1000,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"170","S-P20434",1239,"Lolio-Plantaginetum majoris",1969,"Potentillion anserinae","V","E",NA,2,"1972",-8.838762822,42.26433616,"3 - UTM10x10 + Elevation",30,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"171","S-P20436",1240,"Lolio-Plantaginetum majoris",1970,"Polygono-Coronopodion","V34","SE",NA,2,"1972",-8.768990292,42.19046266,"3 - UTM10x10 + Elevation",70,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"172","S-P20437",1241,"Lolio-Plantaginetum majoris",1971,"Polygono-Coronopodion","V32","NW",NA,2,"1972",-8.685631646,42.28645908,"3 - UTM10x10 + Elevation",100,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"173","S-P20438",1242,"Lolio-Plantaginetum majoris",1972,"Potentillion anserinae","V35","W",NA,2,"1972",-8.832520105,42.27545709,"3 - UTM10x10 + Elevation",120,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"174","S-P20439",1243,"Lolio-Plantaginetum majoris",1973,"Polygono-Coronopodion","V","NW",NA,2,"1972",-8.810638637,42.27477128,"3 - UTM10x10 + Elevation",120,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"175","S-P20440",1244,"Lolio-Plantaginetum majoris",1974,"Potentillion anserinae","V35","SE",NA,2,"1972",-8.79484313,42.26117022,"3 - UTM10x10 + Elevation",60,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"176","S-P20441",1245,"Lolio-Plantaginetum majoris",1975,"Polygono-Coronopodion","V34","E",NA,3,"1972",-8.751504361,42.21114791,"3 - UTM10x10 + Elevation",60,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"177","S-P20442",1246,"Lolio-Plantaginetum majoris",1976,"Polygono-Coronopodion","V35","S",NA,2,"1972",-8.79259593,42.18386796,"3 - UTM10x10 + Elevation",40,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"178","S-P20443",1247,"Lolio-Plantaginetum majoris",1977,"Polygono-Coronopodion","V35","W",NA,2,"1972",-8.762904127,42.20337229,"3 - UTM10x10 + Elevation",20,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"179","S-P20444",1248,"Lolio-Plantaginetum majoris",1978,"Polygono-Coronopodion","V34","SW",NA,2,"1972",-8.663102943,42.30558158,"3 - UTM10x10 + Elevation",80,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"180","S-P20445",1249,"Lolio-Plantaginetum majoris",1979,"Polygono-Coronopodion","V35","N",NA,2,"1972",-8.795333917,42.18732995,"3 - UTM10x10 + Elevation",50,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"181","S-P20446",1250,"Lolio-Plantaginetum majoris",1980,"Polygono-Coronopodion","V35","N",NA,2,"1972",-8.797149763,42.28625851,"3 - UTM10x10 + Elevation",100,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"182","S-P20448",1252,"Lolio-Plantaginetum majoris",1982,"Polygono-Coronopodion","V35","SW",NA,2,"1972",-8.765478019,42.2050429,"3 - UTM10x10 + Elevation",8,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"183","S-P20449",1253,"Lolio-Plantaginetum majoris",1983,"Polygono-Coronopodion","V35","N",NA,2,"1972",-8.784972881,42.3120808,"3 - UTM10x10 + Elevation",30,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"184","S-P20450",1254,"Lolio-Plantaginetum majoris",1984,"Polygono-Coronopodion","V34","NW",NA,2,"1972",-8.75972483,42.32775914,"3 - UTM10x10 + Elevation",30,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"185","S-P20451",1255,"Lolio-Plantaginetum majoris",1985,"Polygono-Coronopodion","V35","SE",NA,2,"1972",-8.758981719,42.26658345,"3 - UTM10x10 + Elevation",30,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"186","S-P25112",1285,"Lolietum perennis",425112,"Potentillion anserinae","R36","",NA,10,"2010",-1.33214111,42.89640907,"1 - UTM1x1 + Elevation",890,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"187","T-P02599",1303,"Polygono arenastri-Matricarietum matricarioidis",1990,"Polygono-Coronopodion","V35","",NA,2,"1984",-6.361905299,42.41435588,"3 - UTM10x10 + Elevation",1270,"Polygono-Coronopodion","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"188","T-P03115",1353,"Lolio-Plantaginetum majoris",503115,"Potentillion anserinae","R36","W",NA,12,"1986",-3.044725977,43.32998042,"3 - UTM10x10 + Elevation",200,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"189","T-P03121",1354,"Polygono arenastri-Matricarietum matricarioidis",1991,"Potentillion anserinae","V35","N",NA,1,"1986",-3.02989145,43.26335106,"3 - UTM10x10 + Elevation",200,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"190","T-P03122",1355,"Polygono arenastri-Matricarietum matricarioidis",1992,"Polygono-Coronopodion","V35","NW",NA,2,"1986",-3.116196195,43.29211083,"3 - UTM10x10 + Elevation",150,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"191","T-P03123",1356,"Polygono arenastri-Matricarietum matricarioidis",1993,"Polygono-Coronopodion","V35","SW",NA,1,"1986",-2.881881044,43.34253456,"3 - UTM10x10 + Elevation",80,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"192","T-P03124",1357,"Polygono arenastri-Matricarietum matricarioidis",1994,"Polygono-Coronopodion","V35","S",NA,1,"1986",-3.128625923,43.34072231,"3 - UTM10x10 + Elevation",100,"Polygono-Coronopodion","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"193","T-P03125",1358,"Polygono arenastri-Matricarietum matricarioidis",1995,"Polygono-Coronopodion","V35","S",NA,1,"1986",-3.145674068,43.24705377,"3 - UTM10x10 + Elevation",200,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"194","T-P03126",1359,"Polygono arenastri-Matricarietum matricarioidis",1996,"Polygono-Coronopodion","V35","SW",NA,NA,"1986",-3.325469031,43.23767883,"3 - UTM10x10 + Elevation",300,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"195","T-P03127",1360,"Bryo argentei-Saginetum procumbentis",1997,"Saginion procumbentis","V35","S",NA,2,"1986",-3.032392999,43.3335864,"3 - UTM10x10 + Elevation",20,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"196","T-P03128",1361,"Bryo argentei-Saginetum procumbentis",1998,"Saginion procumbentis","V35","NW",NA,1,"1986",-3.010190382,43.34259509,"3 - UTM10x10 + Elevation",10,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"197","T-P03129",1362,"Bryo argentei-Saginetum procumbentis",1999,"Saginion procumbentis","V35","N",NA,1,"1986",-3.101427479,43.30653227,"3 - UTM10x10 + Elevation",200,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"198","T-P03130",1363,"Bryo argentei-Saginetum procumbentis",2000,"Polygono-Coronopodion","V35","NE",NA,2,"1986",-3.367430084,43.25195926,"3 - UTM10x10 + Elevation",200,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"199","T-P03131",1364,"Bryo argentei-Saginetum procumbentis",2001,"Saginion procumbentis","V35","SW",NA,1,"1986",-3.089118393,43.32094987,"3 - UTM10x10 + Elevation",100,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"200","T-P03132",1365,"Bryo argentei-Saginetum procumbentis",2002,"Saginion procumbentis","V35","N",NA,2,"1986",-3.170260115,43.2290104,"3 - UTM10x10 + Elevation",300,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"201","T-P04826",1402,"Polygono arenastri-Matricarietum matricarioidis",2003,"Polygono-Coronopodion","V35","",NA,1,"1984",-4.82806946,42.99121457,"3 - UTM10x10 + Elevation",1400,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"202","T-P04827",1403,"Bryo argentei-Saginetum procumbentis",2004,"Saginion procumbentis","V35","",NA,1,"1984",-5.08732144,43.32894773,"3 - UTM10x10 + Elevation",260,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"203","T-P04828",1404,"Polygono-Coronopetum squamati",2005,"Polygono-Coronopodion","V35","",NA,4,"1984",-5.990585558,42.98473825,"3 - UTM10x10 + Elevation",1300,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"204","T-P04829",1405,"Lolio-Plantaginetum majoris",504829,"Potentillion anserinae","R36","",NA,4,"1984",-4.652577476,43.12535283,"3 - UTM10x10 + Elevation",840,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"205","T-P04831",1407,"Plantagini majoris-Poetum variae",2006,"Polygono-Coronopodion","V35","",NA,4,"1984",-4.837770668,42.98745726,"3 - UTM10x10 + Elevation",1610,"Poion supinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"206","T-P04832",1408,"Plantagini majoris-Poetum variae",504832,"Potentillion anserinae","V","",NA,1,"1984",-4.839268281,43.20174328,"3 - UTM10x10 + Elevation",2360,"Poion supinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"207","T-P04833",1409,"Plantagini majoris-Poetum variae",2007,"Potentillion anserinae","R","",NA,1,"1984",-4.747043802,43.16176838,"3 - UTM10x10 + Elevation",1680,"Poion supinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"208","T-P04835",1411,"Plantagini majoris-Poetum variae",2009,"Potentillion anserinae","R","",NA,2,"1984",-5.012276408,43.07276693,"3 - UTM10x10 + Elevation",1240,"Poion supinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
