"","SIVIMID","Sintaxon","Alliance","Class","EUNIS","Area","Year","Longitude","Latitude","Accuracy","Elevation","Aspect","Slope","L1"
"123","T-P27807","Asociación de Linaria delphinoides-Anthoxanthum aristatum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1958,-6.222917172,42.59484247,"3 - UTM10x10 + Elevation",1090,"S",2,"Scleranthion annui"
"124","T-P27808","Asociación de Linaria delphinoides-Anthoxanthum aristatum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1958,-6.282723413,42.5733329,"3 - UTM10x10 + Elevation",1070,"",NA,"Scleranthion annui"
"125","T-P32599","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",40,1995,-7.610928755,42.4788936,"1 - UTM1x1 + Elevation",360,"SE",10,"Scleranthion annui"
"126","T-P33531","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.563187251,42.90103111,"3 - UTM10x10 + Elevation",400,"E",NA,"Scleranthion annui"
"127","T-P33535","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.535426896,42.86457177,"1 - UTM1x1 + Elevation",300,"S",8,"Scleranthion annui"
"128","T-P33537","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.544830183,42.887521,"3 - UTM10x10 + Elevation",250,"S",6,"Scleranthion annui"
"129","T-P33543","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.590665094,42.82587088,"3 - UTM10x10 + Elevation",200,"NW",NA,"Scleranthion annui"
"130","T-P33544","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.538321195,42.89683922,"3 - UTM10x10 + Elevation",350,"W",13,"Scleranthion annui"
"131","T-P33548","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.50051025,42.85725756,"1 - UTM1x1 + Elevation",150,"S",NA,"Scleranthion annui"
"132","T-P33549","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.638765756,42.89732172,"2 - UTM1x1 + Centroid",250,"",NA,"Scleranthion annui"
"133","T-P33550","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.501191423,42.83741983,"1 - UTM1x1 + Elevation",250,"W",4,"Scleranthion annui"
"134","T-P33552","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.614550307,42.90031611,"3 - UTM10x10 + Elevation",250,"",NA,"Scleranthion annui"
"135","T-P33561","Linaria delphinioides-Arnoseretum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.583338351,42.93425511,"3 - UTM10x10 + Elevation",350,"N",NA,"Scleranthion annui"
"136","T-P33562","Linaria delphinioides-Arnoseretum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.55928018,42.91202409,"1 - UTM1x1 + Elevation",350,"N",5,"Scleranthion annui"
"137","T-P33563","Linaria delphinioides-Arnoseretum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.538458603,42.92563953,"1 - UTM1x1 + Elevation",350,"",NA,"Scleranthion annui"
"138","T-P33564","Linaria delphinioides-Arnoseretum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.557958896,42.95169794,"3 - UTM10x10 + Elevation",250,"W",3,"Scleranthion annui"
"139","T-P33565","Linaria delphinioides-Arnoseretum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.515541619,42.91571092,"2 - UTM1x1 + Centroid",250,"W",NA,"Scleranthion annui"
"140","T-P33566","Linaria delphinioides-Arnoseretum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.532775354,42.91691302,"1 - UTM1x1 + Elevation",350,"N",5,"Scleranthion annui"
"141","T-P33567","Linaria delphinioides-Arnoseretum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.562055917,42.88848324,"3 - UTM10x10 + Elevation",300,"W",9,"Scleranthion annui"
"142","T-P36768","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","R",40,1993,-7.500174758,42.5625352,"1 - UTM1x1 + Elevation",410,"",0,"Scleranthion annui"
"143","T-P36769","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","V15",50,1993,-7.592446428,42.49224194,"1 - UTM1x1 + Elevation",300,"N",NA,"Scleranthion annui"
"144","T-P36770","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","V32",50,1993,-7.561289117,42.56551573,"1 - UTM1x1 + Elevation",370,"",0,"Scleranthion annui"
"145","T-P36771","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","V15",40,1993,-7.43013428,42.50224556,"1 - UTM1x1 + Elevation",480,"NW",NA,"Scleranthion annui"
"146","T-P36772","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","R1R",70,1993,-7.461822219,42.57124082,"1 - UTM1x1 + Elevation",380,"S",NA,"Scleranthion annui"
"147","T-P36773","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","V15",15,1993,-7.377916818,42.59069009,"1 - UTM1x1 + Elevation",500,"",0,"Scleranthion annui"
"148","T-P36774","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","R1R",30,1993,-7.442382618,42.64042379,"1 - UTM1x1 + Elevation",440,"",0,"Scleranthion annui"
"149","T-P36775","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","V15",30,1993,-7.526632876,42.55788955,"1 - UTM1x1 + Elevation",360,"",0,"Scleranthion annui"
"150","T-P36776","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","R1R",50,1993,-7.526811306,42.493058,"1 - UTM1x1 + Elevation",320,"",NA,"Scleranthion annui"
"151","T-P36777","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","V15",40,1993,-7.273824138,42.67205843,"1 - UTM1x1 + Elevation",1000,"N",5,"Scleranthion annui"
"152","T-P36778","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Papaveretea rhoeadis","V15",50,1993,-7.278658355,42.63586337,"1 - UTM1x1 + Elevation",900,"S",5,"Scleranthion annui"
"153","T-P36789","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",40,1993,-7.60515453,42.46652156,"1 - UTM1x1 + Elevation",360,"SE",10,"Scleranthion annui"
"154","U-P10343","Linaria delphinioides-Arnoseretum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1968,-8.527323959,42.71912874,"3 - UTM10x10 + Elevation",163,"",NA,"Scleranthion annui"
"155","U-P10344","Linaria delphinioides-Arnoseretum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1968,-8.578880115,42.47716376,"3 - UTM10x10 + Elevation",235,"",NA,"Scleranthion annui"
"156","U-P10345","Linaria delphinioides-Arnoseretum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1968,-8.874753862,42.05185083,"3 - UTM10x10 + Elevation",70,"",NA,"Scleranthion annui"
"157","U-P10346","Linaria delphinioides-Arnoseretum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1968,-8.761838482,42.00538366,"3 - UTM10x10 + Elevation",162,"",NA,"Scleranthion annui"
"158","U-P13663","Bunio-Vicietum tetraspermae","Scleranthion annui","Papaveretea rhoeadis","V13",100,1971,-5.890647284,43.18089224,"4 - UTM10x10 + Centroid",814.5,"W",NA,"Scleranthion annui"
"159","U-P16371","Polycarpo tetraphylli-Cotuletum australis","Polycarpion tetraphylli","Polygono-Poetea annuae","V34",1,1993,-4.778709145,43.02349469,"4 - UTM10x10 + Centroid",1741,"",NA,"Polycarpion tetraphylli"
