"","Relevé.number","Temp","Precip","UTM10X10","UTM1X1","SIVIMID","JuiceID","OriginalElevation","Locality","Country","ECOREG_WWF","DUNES_BOHN","Plant.Cover","Aspect","Slope","Area","SintaxonID","Sintaxon","Authors","Year","Title","Publication","EUNIS2020","Type","DEG_LON","DEG_LAT","Accuracy","Elevation"
"159",307370,128,12685,"30TVN99","","R-P07370",9017,NA,"Playa de La Arena, San Julián de Musques","ES","ATL_COAST","Y_DUNES",NA,"",NA,4,"5941_a","Ammophiletum","Guinea López, Emilio","1949","Vizcaya y su paisaje vegetal (geobotánica vizcaína)."," Junta de cultura de Vizcaya. 432","V","No forest",-3.064475134,43.30297494,"4 - UTM10x10 + Centroid",127
"160",307589,135,14183,"30TWP20","","R-P07589",8941,NA,"Tapiales de Pedernales","ES","ATL_COAST","N_DUNES",NA,"S",NA,2,"L816","Polypodion serrati","Guinea López, Emilio","1949","Vizcaya y su paisaje vegetal (geobotánica vizcaína)."," Junta de cultura de Vizcaya. 432","V39","No forest",-2.701623837,43.38536069,"4 - UTM10x10 + Centroid",149
"161",309860,140,12623,"30TWN09","30TWN0296","R-P09860",9177,10,"Leioa , parking de hipermercado","ES","ATL_COAST","N_DUNES",90,"",NA,3,"L189","Polycarpion tetraphylli","Campos, J.A.","2000","Soliva pterosperma (Juss.) Less. in Notes breves sur certaines centuries distribuées dans le fascicule","Bull. Soc. Ech. Plant. Vasc. Eur. Occ. Et bas. Med.  28:","V35","No forest",-2.963323257,43.31737687,"1 - UTM1x1 + Elevation",10
"162",314738,128,7871,"30TXN32","30TXN3823","R-P14738",9405,435,"Navarra , Lumbier , río Irati","ES","ATL_COAST","N_DUNES",NA,"",NA,30,"980","Rorippo-Agrostietum stoloniferae","García-Mijangos, I.; Biurrun, I.; Darquistade, A.; Herrera, M. & Loidi, J.","2004","Nueva cartografía de los hábitats en los lugares de interés comunitario (L.I.C.) fluviales de Navarra. Manual de interpretación de los hábitats.","Informe para Viveros y Repoblaciones de","R36","No forest",-1.333678027,42.6568947,"3 - UTM10x10 + Elevation",435
"163",314747,126,7257,"30TXN31","30TXN3511","R-P14747",9407,390,"Navarra , Sanguesa, cerca de Cáseda , río Aragón (izq.), Soto Larroza","ES","ATL_COAST","N_DUNES",NA,"",NA,30,"980","Rorippo-Agrostietum stoloniferae","García-Mijangos, I.; Biurrun, I.; Darquistade, A.; Herrera, M. & Loidi, J.","2004","Nueva cartografía de los hábitats en los lugares de interés comunitario (L.I.C.) fluviales de Navarra. Manual de interpretación de los hábitats.","Informe para Viveros y Repoblaciones de","R36","No forest",-1.376829654,42.60572333,"4 - UTM10x10 + Centroid",390
"164",314826,100,15073,"30TXN35","30TXN3459","R-P14826",9425,860,"Navarra , Burguete, cerca del Camping , río Urrobi","ES","ATL_COAST","N_DUNES",NA,"",NA,80,"435","Ranunculo acris-Filipenduletum ulmariae","García-Mijangos, I.; Biurrun, I.; Darquistade, A.; Herrera, M. & Loidi, J.","2004","Nueva cartografía de los hábitats en los lugares de interés comunitario (L.I.C.) fluviales de Navarra. Manual de interpretación de los hábitats.","Informe para Viveros y Repoblaciones de","R55","No forest",-1.352163286,42.97234041,"1 - UTM1x1 + Elevation",860
"165",314827,101,15076,"30TXN35","30TXN3459","R-P14827",9426,860,"Navarra , Burguete , río Urrobi cerca del Camping","ES","ATL_COAST","N_DUNES",NA,"",NA,50,"435","Ranunculo acris-Filipenduletum ulmariae","García-Mijangos, I.; Biurrun, I.; Darquistade, A.; Herrera, M. & Loidi, J.","2004","Nueva cartografía de los hábitats en los lugares de interés comunitario (L.I.C.) fluviales de Navarra. Manual de interpretación de los hábitats.","Informe para Viveros y Repoblaciones de","R55","No forest",-1.349615365,42.97590563,"1 - UTM1x1 + Elevation",860
"166",314828,101,15938,"30TXN35","30TXN3357","R-P14828",9427,840,"Navarra , Arce, de Burguete a Venta de Arrieta, carretera cerca del Urrobi","ES","ATL_COAST","N_DUNES",NA,"",NA,20,"525","Chaerophyllo hirsuti-Valerianetum pyrenaicae","García-Mijangos, I.; Biurrun, I.; Darquistade, A.; Herrera, M. & Loidi, J.","2004","Nueva cartografía de los hábitats en los lugares de interés comunitario (L.I.C.) fluviales de Navarra. Manual de interpretación de los hábitats.","Informe para Viveros y Repoblaciones de","R55","No forest",-1.367349335,42.95454831,"1 - UTM1x1 + Elevation",840
"167",314830,74,12767,"30TXN44","30TXN4341","R-P14830",9428,620,"Navarra , Urraul Alto , de Elcoaz a Ongoz, río Areta","ES","ATL_COAST","N_DUNES",NA,"",NA,40,"6667_b,,,,,GMI0 BI00 DA04 HM00 LAJ0","","","","","","R55","No forest",-1.229690806,42.86945262,"4 - UTM10x10 + Centroid",620
"168",314995,101,14959,"30TXN35","30TXN3559","R-P14995",9458,860,"Navarra , Burguete , río Urrobi en el puente a Garralda","ES","ATL_COAST","N_DUNES",NA,"",NA,50,"979","Mentho longifoliae-Juncetum inflexi","García-Mijangos, I.; Biurrun, I.; Darquistade, A.; Herrera, M. & Loidi, J.","2004","Nueva cartografía de los hábitats en los lugares de interés comunitario (L.I.C.) fluviales de Navarra. Manual de interpretación de los hábitats.","Informe para Viveros y Repoblaciones de","R55","No forest",-1.342308477,42.97399905,"1 - UTM1x1 + Elevation",860
"169",315086,141,15764,"30TWN69","30TWN6094","R-P15086",25363,NA,"Zumaia , Playa","ES","ATL_COAST","Y_DUNES",NA,"",NA,40,"2024e","Euphorbio-Agropyretum junceiformis","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","V","No forest",-2.253187686,43.30052125,"2 - UTM1x1 + Centroid",82
"170",315088,141,15764,"30TWN69","30TWN6094","R-P15088",25365,NA,"Zumaia , Playa","ES","ATL_COAST","Y_DUNES",NA,"",NA,10,"2024e","Euphorbio-Agropyretum junceiformis","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","V","No forest",-2.253187686,43.30052125,"2 - UTM1x1 + Centroid",82
"171",315089,141,15764,"30TWN69","30TWN6094","R-P15089",25366,NA,"Zumaia , Playa","ES","ATL_COAST","Y_DUNES",NA,"",NA,20,"2024e","Euphorbio-Agropyretum junceiformis","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","V","No forest",-2.253187686,43.30052125,"2 - UTM1x1 + Centroid",82
"172",315126,141,15764,"30TWN69","30TWN6094","R-P15126",25347,NA,"Zumaia","ES","ATL_COAST","Y_DUNES",NA,"",NA,NA,"6804","Com. de Lagurus ovatus-Vulpia membranacea var. occidentalis","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","V","No forest",-2.253187686,43.30052125,"2 - UTM1x1 + Centroid",82
"173",315127,141,15764,"30TWN69","30TWN6094","R-P15127",25374,NA,"Zumaia","ES","ATL_COAST","N_DUNES",NA,"",NA,1,"6804","Com. de Lagurus ovatus-Vulpia membranacea var. occidentalis","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","V32","No forest",-2.253187686,43.30052125,"2 - UTM1x1 + Centroid",82
"174",315128,141,15764,"30TWN69","30TWN6094","R-P15128",25349,NA,"Zumaia","ES","ATL_COAST","N_DUNES",NA,"",NA,1,"6804","Com. de Lagurus ovatus-Vulpia membranacea var. occidentalis","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","V","No forest",-2.253187686,43.30052125,"2 - UTM1x1 + Centroid",82
"175",315131,141,15764,"30TWN69","30TWN6094","R-P15131",25352,NA,"Zumaia","ES","ATL_COAST","N_DUNES",NA,"",NA,2,"6804","Com. de Lagurus ovatus-Vulpia membranacea var. occidentalis","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","V32","No forest",-2.253187686,43.30052125,"2 - UTM1x1 + Centroid",82
"176",315227,135,16061,"30TWN67","30TWN6179","R-P15227",25550,140,"Urrestilla , Aratz-Erreka","ES","ATL_COAST","N_DUNES",NA,"",NA,40,"6806","Com. de Juncus conglomeratus-Juncus effusus","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","R36","No forest",-2.244994559,43.16541349,"1 - UTM1x1 + Elevation",140
"177",315228,140,16254,"30TWN79","30TWN7192","R-P15228",25551,10,"Orio","ES","ATL_COAST","N_DUNES",NA,"",NA,10,"6806","Com. de Juncus conglomeratus-Juncus effusus","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","R36","No forest",-2.122773917,43.28160238,"1 - UTM1x1 + Elevation",10
"178",315229,124,15723,"30TWN67","30TWN6473","R-P15229",25552,220,"Entre Getaria y Meagas","ES","ATL_COAST","N_DUNES",NA,"",NA,20,"6806","Com. de Juncus conglomeratus-Juncus effusus","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","R55","No forest",-2.206331777,43.11112293,"2 - UTM1x1 + Centroid",220
"179",315230,135,14099,"30TWN49","30TWN4796","R-P15230",25553,10,"Mutriku , Saturraran","ES","ATL_COAST","N_DUNES",NA,"",NA,20,"6806","Com. de Juncus conglomeratus-Juncus effusus","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","R36","No forest",-2.413263737,43.32128059,"1 - UTM1x1 + Elevation",10
"180",315231,126,14739,"30TWN47","30TWN4973","R-P15231",25554,350,"Antzuola , Uzarraga","ES","ATL_COAST","N_DUNES",NA,"",NA,10,"236","Lolio-Plantaginetum majoris","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","R36","No forest",-2.390664564,43.114054,"1 - UTM1x1 + Elevation",350
"181",315232,118,12581,"30TWN36","30TWN3562","R-P15232",25555,250,"Escoriatza , Mazmela","ES","ATL_COAST","N_DUNES",NA,"",NA,3,"236","Lolio-Plantaginetum majoris","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","R36","No forest",-2.563454837,43.013988,"2 - UTM1x1 + Centroid",250
"182",315234,128,14383,"30TWN59","30TWN5093","R-P15234",25557,200,"Mutriku , Puerto del Calvario","ES","ATL_COAST","N_DUNES",NA,"",NA,2,"236","Lolio-Plantaginetum majoris","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","R36","No forest",-2.38152812,43.28869691,"1 - UTM1x1 + Elevation",200
"183",315235,108,14497,"30TWN46","30TWN4360","R-P15235",25558,250,"Oñate , Araoz","ES","ATL_COAST","N_DUNES",NA,"",NA,5,"236","Lolio-Plantaginetum majoris","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","R36","No forest",-2.465443153,42.99556208,"2 - UTM1x1 + Centroid",250
"184",315236,134,14760,"30TWN47","30TWN4774","R-P15236",25559,150,"Bergara","ES","ATL_COAST","N_DUNES",NA,"",NA,8,"236","Lolio-Plantaginetum majoris","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","R36","No forest",-2.420111451,43.11960994,"1 - UTM1x1 + Elevation",150
"185",315239,128,15088,"30TWN47","30TWN4373","R-P15239",25562,190,"Bergara , Angiozar","ES","ATL_COAST","N_DUNES",NA,"",NA,5,"236","Lolio-Plantaginetum majoris","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","R36","No forest",-2.464425444,43.11262204,"2 - UTM1x1 + Centroid",190
"186",315241,136,17119,"30TWN59","30TWN5093","R-P15241",25564,180,"Mutriku , Puerto del Calvario","ES","ATL_COAST","N_DUNES",NA,"",NA,4,"236","Lolio-Plantaginetum majoris","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","R36","No forest",-2.376561004,43.29227179,"1 - UTM1x1 + Elevation",180
"187",315242,129,15830,"30TWN47","30TWN4674","R-P15242",25565,250,"Bergara , San Marcial","ES","ATL_COAST","N_DUNES",NA,"",NA,5,"236","Lolio-Plantaginetum majoris","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","R36","No forest",-2.429961719,43.11785847,"1 - UTM1x1 + Elevation",250
"188",315352,141,15547,"30TWN69","30TWN6094","R-P15352",25646,0,"Zumaia , Playa","ES","ATL_COAST","Y_DUNES",NA,"",NA,2,"3244","Otantho-Ammophiletum arundinaceae","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","V","No forest",-2.250699994,43.30232202,"1 - UTM1x1 + Elevation",0
"189",315353,135,16865,"30TWN89","30TWN8297","R-P15353",25647,NA,"San Sebastián","ES","ATL_COAST","N_DUNES",NA,"",NA,NA,"6803","Com. de Brassica oleracea-Crithmum maritimum","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","V12","No forest",-1.981567007,43.32369778,"2 - UTM1x1 + Centroid",66
"190",315354,141,16176,"30TWN79","30TWN7492","R-P15354",25648,0,"Orio , ría del Oria","ES","ATL_COAST","N_DUNES",NA,"",NA,10,"1976","Oenanthetum crocatae","Loidi, A.","1983","Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa."," Tesi Doctoral,","R55","No forest",-2.085857104,43.27771146,"1 - UTM1x1 + Elevation",0
"191",317063,113,18677,"30TXN28","30TXN2187","R-P17063",9647,500,"Baztan. Pto. Otsondo, Navarra","ES","ATL_COAST","N_DUNES",NA,"",NA,NA,"7210a","Festuco hirtulae-Sedetum pyrenaici","Berastegi, A.; Biurrun, I.; Campos, J.A.; García-Mijangos, I.; Herrera, M.; Loidi, J.","2010","La alianza Sedion pyrenaici Tüxen ex Rivas-Martínez et al. 1994 en el norte de Navarra (España)","Braun-Blanquetia, 46:","V","No forest",-1.502857894,43.23014517,"1 - UTM1x1 + Elevation",500
"192",317453,145,12079,"30TVP31","","R-P17453",9498,NA,"Duna primaria de Usil, en Mogro, Cantabria.","ES","ATL_COAST","Y_DUNES",90,"",NA,20,"2024f","Euphorbio-Agropyretum junceiformis","Loriente Escallada, E.","1979","Datos sobre la vegetación en Cantabria, II.","Documents phytosociologiques, vol. IV:","V","No forest",-3.821186692,43.46727446,"4 - UTM10x10 + Centroid",21
"193",317471,142,12380,"30TUP90","","R-P17471",9515,NA,"Duna primaria de La Rabia, en El Tejo, Cantabria.","ES","ATL_COAST","Y_DUNES",90,"",NA,20,"2024f","Euphorbio-Agropyretum junceiformis","Loriente Escallada, E.","1979","Datos sobre la vegetación en Cantabria, II.","Documents phytosociologiques, vol. IV:","V","No forest",-4.296413727,43.37119587,"4 - UTM10x10 + Centroid",58
"194",317472,136,13847,"30TVP70","","R-P17472",9516,NA,"Duna primaria de La Ribera, en Oriñón, Cantabria.","ES","ATL_COAST","Y_DUNES",50,"",NA,20,"2024f","Euphorbio-Agropyretum junceiformis","Loriente Escallada, E.","1979","Datos sobre la vegetación en Cantabria, II.","Documents phytosociologiques, vol. IV:","V","No forest",-3.311323105,43.38164629,"4 - UTM10x10 + Centroid",191
"195",319713,130,11238,"30TUP02","","R-P19713",9983,NA,"Villaviciosa","ES","ATL_COAST","Y_DUNES",NA,"",NA,100,"7728","Agropyretum pycnanthi","Bueno, A.","1997","Flora y vegetación de los estuarios asturianos","Cuadernos de Medio Ambiente Naturaleza 3, 352","V","No forest",-5.419352129,43.52696353,"4 - UTM10x10 + Centroid",132
"196",319804,132,11189,"29TPJ52","","R-P19804",10074,NA,"Eo","ES","ATL_COAST","N_DUNES",NA,"",NA,10,"2286","Agrostio stoloniferae-Juncetum maritimi","Bueno, A.","1997","Flora y vegetación de los estuarios asturianos","Cuadernos de Medio Ambiente Naturaleza 3, 352","V11","No forest",-7.089128404,43.53843902,"4 - UTM10x10 + Centroid",40
"197",319846,130,11238,"30TUP02","","R-P19846",10116,NA,"Villaviciosa","ES","ATL_COAST","N_DUNES",NA,"",NA,20,"2286","Agrostio stoloniferae-Juncetum maritimi","Bueno, A.","1997","Flora y vegetación de los estuarios asturianos","Cuadernos de Medio Ambiente Naturaleza 3, 352","R36","No forest",-5.419352129,43.52696353,"4 - UTM10x10 + Centroid",132
"198",319853,129,9953,"30TTP60","","R-P19853",10123,NA,"Nalón","ES","ATL_COAST","N_DUNES",NA,"",NA,50,"2286","Agrostio stoloniferae-Juncetum maritimi","Bueno, A.","1997","Flora y vegetación de los estuarios asturianos","Cuadernos de Medio Ambiente Naturaleza 3, 352","R55","No forest",-5.899179237,43.3607552,"4 - UTM10x10 + Centroid",228
"199",319874,132,11189,"29TPJ52","","R-P19874",10144,NA,"Eo","ES","ATL_COAST","N_DUNES",NA,"",NA,10,"2286","Agrostio stoloniferae-Juncetum maritimi","Bueno, A.","1997","Flora y vegetación de los estuarios asturianos","Cuadernos de Medio Ambiente Naturaleza 3, 352","R36","No forest",-7.089128404,43.53843902,"4 - UTM10x10 + Centroid",40
"200",319875,132,11189,"29TPJ52","","R-P19875",10145,NA,"Eo","ES","ATL_COAST","N_DUNES",NA,"",NA,20,"2286","Agrostio stoloniferae-Juncetum maritimi","Bueno, A.","1997","Flora y vegetación de los estuarios asturianos","Cuadernos de Medio Ambiente Naturaleza 3, 352","R36","No forest",-7.089128404,43.53843902,"4 - UTM10x10 + Centroid",40
"201",319884,132,11189,"29TPJ52","","R-P19884",10154,NA,"Eo","ES","ATL_COAST","N_DUNES",NA,"",NA,25,"2286","Agrostio stoloniferae-Juncetum maritimi","Bueno, A.","1997","Flora y vegetación de los estuarios asturianos","Cuadernos de Medio Ambiente Naturaleza 3, 352","R55","No forest",-7.089128404,43.53843902,"4 - UTM10x10 + Centroid",40
"202",319885,132,11189,"29TPJ52","","R-P19885",10155,NA,"Eo","ES","ATL_COAST","N_DUNES",NA,"",NA,20,"2286","Agrostio stoloniferae-Juncetum maritimi","Bueno, A.","1997","Flora y vegetación de los estuarios asturianos","Cuadernos de Medio Ambiente Naturaleza 3, 352","R55","No forest",-7.089128404,43.53843902,"4 - UTM10x10 + Centroid",40
"203",319896,132,11189,"29TPJ52","","R-P19896",10166,NA,"Eo","ES","ATL_COAST","N_DUNES",NA,"",NA,50,"2286","Agrostio stoloniferae-Juncetum maritimi","Bueno, A.","1997","Flora y vegetación de los estuarios asturianos","Cuadernos de Medio Ambiente Naturaleza 3, 352","R55","No forest",-7.089128404,43.53843902,"4 - UTM10x10 + Centroid",40
"204",319936,134,12631,"29TPJ82","","R-P19936",10206,NA,"Navia","ES","ATL_COAST","N_DUNES",NA,"",NA,2,"7730","Agrostio stoloniferae-Paspaletum vaginati","Bueno, A.","1997","Flora y vegetación de los estuarios asturianos","Cuadernos de Medio Ambiente Naturaleza 3, 352","V","No forest",-6.708298223,43.53800992,"4 - UTM10x10 + Centroid",71
"205",319937,134,12631,"29TPJ82","","R-P19937",10207,NA,"Navia","ES","ATL_COAST","N_DUNES",NA,"",NA,15,"7730","Agrostio stoloniferae-Paspaletum vaginati","Bueno, A.","1997","Flora y vegetación de los estuarios asturianos","Cuadernos de Medio Ambiente Naturaleza 3, 352","V","No forest",-6.708298223,43.53800992,"4 - UTM10x10 + Centroid",71
"206",320105,129,9953,"30TTP60","","R-P20105",10370,NA,"Nalón","ES","ATL_COAST","Y_DUNES",NA,"",NA,50,"7734","Junco maritimi-Elymetum pycnanthi","Bueno, A.","1997","Flora y vegetación de los estuarios asturianos","Cuadernos de Medio Ambiente Naturaleza 3, 352","V15","No forest",-5.899179237,43.3607552,"4 - UTM10x10 + Centroid",228
"207",320127,135,12335,"30TUP41","","R-P20127",10392,NA,"La Huelga","ES","ATL_COAST","N_DUNES",NA,"",NA,5,"7734","Junco maritimi-Elymetum pycnanthi","Bueno, A.","1997","Flora y vegetación de los estuarios asturianos","Cuadernos de Medio Ambiente Naturaleza 3, 352","V","No forest",-4.927763387,43.44035285,"4 - UTM10x10 + Centroid",58
"208",320129,135,12335,"30TUP41","","R-P20129",10394,NA,"Garaña","ES","ATL_COAST","N_DUNES",NA,"",NA,10,"7734","Junco maritimi-Elymetum pycnanthi","Bueno, A.","1997","Flora y vegetación de los estuarios asturianos","Cuadernos de Medio Ambiente Naturaleza 3, 352","V","No forest",-4.927763387,43.44035285,"4 - UTM10x10 + Centroid",58
"209",320130,135,12335,"30TUP41","","R-P20130",10395,NA,"Garaña","ES","ATL_COAST","Y_DUNES",NA,"",NA,1,"7734","Junco maritimi-Elymetum pycnanthi","Bueno, A.","1997","Flora y vegetación de los estuarios asturianos","Cuadernos de Medio Ambiente Naturaleza 3, 352","V","No forest",-4.927763387,43.44035285,"4 - UTM10x10 + Centroid",58
"210",320138,130,11238,"30TUP02","","R-P20138",10403,NA,"Villaviciosa","ES","ATL_COAST","N_DUNES",NA,"",NA,20,"7734","Junco maritimi-Elymetum pycnanthi","Bueno, A.","1997","Flora y vegetación de los estuarios asturianos","Cuadernos de Medio Ambiente Naturaleza 3, 352","V37","No forest",-5.419352129,43.52696353,"4 - UTM10x10 + Centroid",132
"211",320160,131,12237,"30TUP11","","R-P20160",10425,NA,"La Griega","ES","ATL_COAST","N_DUNES",NA,"",NA,15,"7734","Junco maritimi-Elymetum pycnanthi","Bueno, A.","1997","Flora y vegetación de los estuarios asturianos","Cuadernos de Medio Ambiente Naturaleza 3, 352","R55","No forest",-5.28836935,43.46302435,"4 - UTM10x10 + Centroid",166
"212",320161,131,12237,"30TUP11","","R-P20161",10426,NA,"La Griega","ES","ATL_COAST","N_DUNES",NA,"",NA,10,"7734","Junco maritimi-Elymetum pycnanthi","Bueno, A.","1997","Flora y vegetación de los estuarios asturianos","Cuadernos de Medio Ambiente Naturaleza 3, 352","R55","No forest",-5.28836935,43.46302435,"4 - UTM10x10 + Centroid",166
"213",320171,132,11189,"29TPJ52","","R-P20171",10436,NA,"Eo","ES","ATL_COAST","N_DUNES",NA,"",NA,50,"7734","Junco maritimi-Elymetum pycnanthi","Bueno, A.","1997","Flora y vegetación de los estuarios asturianos","Cuadernos de Medio Ambiente Naturaleza 3, 352","V","No forest",-7.089128404,43.53843902,"4 - UTM10x10 + Centroid",40
"214",320178,132,11189,"29TPJ52","","R-P20178",10443,NA,"Eo","ES","ATL_COAST","N_DUNES",NA,"",NA,25,"7734","Junco maritimi-Elymetum pycnanthi","Bueno, A.","1997","Flora y vegetación de los estuarios asturianos","Cuadernos de Medio Ambiente Naturaleza 3, 352","V","No forest",-7.089128404,43.53843902,"4 - UTM10x10 + Centroid",40
"215",320434,130,11238,"30TUP02","","R-P20434",10698,NA,"Villaviciosa","ES","ATL_COAST","N_DUNES",NA,"",NA,10,"7738","Scirpetum compacti-tabernaemontani","Bueno, A.","1997","Flora y vegetación de los estuarios asturianos","Cuadernos de Medio Ambiente Naturaleza 3, 352","R36","No forest",-5.419352129,43.52696353,"4 - UTM10x10 + Centroid",132
"216",320468,134,12631,"29TPJ82","","R-P20468",10731,NA,"Frejulfe","ES","ATL_COAST","N_DUNES",NA,"",NA,50,"7739","Scirpetum pungentis","Bueno, A.","1997","Flora y vegetación de los estuarios asturianos","Cuadernos de Medio Ambiente Naturaleza 3, 352","R55","No forest",-6.708298223,43.53800992,"4 - UTM10x10 + Centroid",71
"217",320515,130,11238,"30TUP02","","R-P20515",10778,NA,"Villaviciosa","ES","ATL_COAST","Y_DUNES",NA,"",NA,9,"7741","Spergulario marinae-Cotuletum coronopifoliae","Bueno, A.","1997","Flora y vegetación de los estuarios asturianos","Cuadernos de Medio Ambiente Naturaleza 3, 352","R36","No forest",-5.419352129,43.52696353,"4 - UTM10x10 + Centroid",132
"218",320725,141,21186,"29TNH12","","R-P20725",11001,NA,"Rianxo","ES","ATL_COAST","N_DUNES",100,"",NA,20,"7832a,,,,,GP04","","","","","","V","No forest",-8.816075569,42.6849531,"4 - UTM10x10 + Centroid",83
"219",320727,149,15472,"29TNG17","","R-P20727",11003,NA,"Samil","ES","ATL_COAST","N_DUNES",100,"",NA,15,"7832a,,,,,GP04","","","","","","V38","No forest",-8.788432989,42.25734148,"4 - UTM10x10 + Centroid",35
"220",320728,149,15472,"29TNG17","","R-P20728",11004,NA,"Samil","ES","ATL_COAST","N_DUNES",100,"",NA,35,"7832a,,,,,GP04","","","","","","V","No forest",-8.788432989,42.25734148,"4 - UTM10x10 + Centroid",35
"221",320735,139,20086,"29TNH03","","R-P20735",11132,NA,"Portosin","ES","ATL_COAST","Y_DUNES",65,"",NA,50,"2023","Honkenyo-Euphorbietum peplis","Guitián, P.","1989","Ecosistemas litorales del noroeste de la Península Ibérica: Complejos de vegetación psamífila e higrófila.","Memoria Doctoral, Fac. Biología Univ. Santiago de Compostela, 273","V38","No forest",-8.927698183,42.76504137,"4 - UTM10x10 + Centroid",100
"222",320736,145,17450,"29TMH90","","R-P20736",11133,NA,"Aguiño","ES","ATL_COAST","Y_DUNES",100,"",NA,60,"2023","Honkenyo-Euphorbietum peplis","Guitián, P.","1989","Ecosistemas litorales del noroeste de la Península Ibérica: Complejos de vegetación psamífila e higrófila.","Memoria Doctoral, Fac. Biología Univ. Santiago de Compostela, 273","V37","No forest",-9.017709156,42.5313731,"4 - UTM10x10 + Centroid",16
"223",320742,120,14997,"29TNH47","","R-P20742",11138,NA,"Abelleira","ES","ATL_COAST","N_DUNES",70,"",NA,100,"2023","Honkenyo-Euphorbietum peplis","Guitián, P.","1989","Ecosistemas litorales del noroeste de la Península Ibérica: Complejos de vegetación psamífila e higrófila.","Memoria Doctoral, Fac. Biología Univ. Santiago de Compostela, 273","V","No forest",-8.446747075,43.1263915,"4 - UTM10x10 + Centroid",349
"224",320749,131,12027,"29TPJ42","","R-P20749",11144,NA,"Remior","ES","ATL_COAST","N_DUNES",30,"",NA,10,"2023","Honkenyo-Euphorbietum peplis","Guitián, P.","1989","Ecosistemas litorales del noroeste de la Península Ibérica: Complejos de vegetación psamífila e higrófila.","Memoria Doctoral, Fac. Biología Univ. Santiago de Compostela, 273","V12","No forest",-7.207137109,43.54212824,"4 - UTM10x10 + Centroid",45
"225",320751,139,18357,"29TNH01","","R-P20751",11146,NA,"Palmeira","ES","ATL_COAST","Y_DUNES",30,"",NA,40,"2023","Honkenyo-Euphorbietum peplis","Guitián, P.","1989","Ecosistemas litorales del noroeste de la Península Ibérica: Complejos de vegetación psamífila e higrófila.","Memoria Doctoral, Fac. Biología Univ. Santiago de Compostela, 273","V37","No forest",-8.968067165,42.60139968,"4 - UTM10x10 + Centroid",62
