SIVIMID,Relevé.number,Sintaxon,Temp,Precip,UTM10X10,UTM1X1,JuiceID,OriginalElevation,Locality,Country,ECOREG_WWF,DUNES_BOHN,Plant.Cover,Aspect,Slope,Area,SintaxonID,Authors,Year,Title,Publication,Type,DEG_LON,DEG_LAT,Accuracy,Elevation,ANTHROPIC,Vegetation,Class,Order,Alliance,EUNIS2020,EUNIS_REVISED,PCluster
R-P12833,312833,Sisymbrio officinalis-Hordeetum murini,97,5293,30TVN83,30TVN8530,8485,1000,Cubilla,ES,ATL_COAST,N_DUNES,NA,,NA,6,753,"García-Mijangos, Itziar",1997,Flora y vegetación de los montes Obarenes (Burgos)., Guineana 3:1-457.,No forest,-3.129894134,42.77520704,3 - UTM10x10 + Elevation,1000,Yes,ANTHROPOGENIC VEGETATION,Sisymbrietea,Sisymbrietalia sophiae,Sisymbrion officinalis, V32   ,V37,0
R-P14735,314735,Trifolio fragiferi-Cynodontetum dactyli,117,12060,30TXN34,30TXN3247,9404,600,"Navarra , Arce , río Urrobi",ES,ATL_COAST,N_DUNES,NA,,NA,3,227,"García-Mijangos, I.; Biurrun, I.; Darquistade, A.; Herrera, M. & Loidi, J.",2004,Nueva cartografía de los hábitats en los lugares de interés comunitario (L.I.C.) fluviales de Navarra. Manual de interpretación de los hábitats.,Informe para Viveros y Repoblaciones de,No forest,-1.376924616,42.8700379,1 - UTM1x1 + Elevation,600,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Trifolion maritimi, R     ,R36,0
R-P14808,314808,Arundini-Convolvuletum sepium,126,7257,30TXN31,30TXN3511,9418,390,"Navarra , Cáseda, río Aragón (dcha.) , cerca de la presa",ES,ATL_COAST,N_DUNES,NA,,NA,NA,216,"García-Mijangos, I.; Biurrun, I.; Darquistade, A.; Herrera, M. & Loidi, J.",2004,Nueva cartografía de los hábitats en los lugares de interés comunitario (L.I.C.) fluviales de Navarra. Manual de interpretación de los hábitats.,Informe para Viveros y Repoblaciones de,No forest,-1.376829654,42.60572333,4 - UTM10x10 + Centroid,390,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Convolvuletalia sepium,Senecionion fluviatilis,      ?,R55,0
R-P14814,314814,Arundini-Convolvuletum sepium,126,7257,30TXN31,30TXN3410,9419,370,"Navarra , Cáseda , río Aragón",ES,ATL_COAST,N_DUNES,NA,,NA,NA,216,"García-Mijangos, I.; Biurrun, I.; Darquistade, A.; Herrera, M. & Loidi, J.",2004,Nueva cartografía de los hábitats en los lugares de interés comunitario (L.I.C.) fluviales de Navarra. Manual de interpretación de los hábitats.,Informe para Viveros y Repoblaciones de,No forest,-1.376829654,42.60572333,4 - UTM10x10 + Centroid,370,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Convolvuletalia sepium,Senecionion fluviatilis, S32   ,R55,0
R-P14816,314816,Arundini-Convolvuletum sepium,126,7257,30TXN31,30TXN3710,9417,383,"Navarra , Sanguesa, de Gabarderal a Cáseda , río Aragón",ES,ATL_COAST,N_DUNES,NA,,NA,NA,216,"García-Mijangos, I.; Biurrun, I.; Darquistade, A.; Herrera, M. & Loidi, J.",2004,Nueva cartografía de los hábitats en los lugares de interés comunitario (L.I.C.) fluviales de Navarra. Manual de interpretación de los hábitats.,Informe para Viveros y Repoblaciones de,No forest,-1.376829654,42.60572333,4 - UTM10x10 + Centroid,383,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Convolvuletalia sepium,Senecionion fluviatilis, R55   ,R55,0
R-P14818,314818,Arundini-Convolvuletum sepium,126,7257,30TXN31,30TXN3912,9420,390,"Navarra , Sanguesa, Pastoriza , orilla derecha del río Aragón",ES,ATL_COAST,N_DUNES,NA,,NA,NA,216,"García-Mijangos, I.; Biurrun, I.; Darquistade, A.; Herrera, M. & Loidi, J.",2004,Nueva cartografía de los hábitats en los lugares de interés comunitario (L.I.C.) fluviales de Navarra. Manual de interpretación de los hábitats.,Informe para Viveros y Repoblaciones de,No forest,-1.376829654,42.60572333,4 - UTM10x10 + Centroid,390,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Convolvuletalia sepium,Senecionion fluviatilis, R55   ,R55,0
R-P14820,314820,Arundini-Convolvuletum sepium,126,7257,30TXN31,30TXN3511,9421,390,"Navarra , Sanguesa, cerca de Cáseda , río Aragón (izq.), Soto Larroza",ES,ATL_COAST,N_DUNES,NA,,NA,NA,216,"García-Mijangos, I.; Biurrun, I.; Darquistade, A.; Herrera, M. & Loidi, J.",2004,Nueva cartografía de los hábitats en los lugares de interés comunitario (L.I.C.) fluviales de Navarra. Manual de interpretación de los hábitats.,Informe para Viveros y Repoblaciones de,No forest,-1.376829654,42.60572333,4 - UTM10x10 + Centroid,390,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Convolvuletalia sepium,Senecionion fluviatilis, R55   ,R55,0
R-P14821,314821,Arundini-Convolvuletum sepium,126,7257,30TXN31,30TXN3510,9422,390,"Navarra , Cáseda, Soto de Campolallende , río Aragón (dcha.)",ES,ATL_COAST,N_DUNES,NA,,NA,NA,216,"García-Mijangos, I.; Biurrun, I.; Darquistade, A.; Herrera, M. & Loidi, J.",2004,Nueva cartografía de los hábitats en los lugares de interés comunitario (L.I.C.) fluviales de Navarra. Manual de interpretación de los hábitats.,Informe para Viveros y Repoblaciones de,No forest,-1.376829654,42.60572333,4 - UTM10x10 + Centroid,390,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Convolvuletalia sepium,Senecionion fluviatilis, R55   ,R55,0
R-P14822,314822,Arundini-Convolvuletum sepium,126,7257,30TXN31,30TXN3611,9423,390,"Navarra , Caseda, río Aragón (izq.) , Soto de la Facería",ES,ATL_COAST,N_DUNES,NA,,NA,NA,216,"García-Mijangos, I.; Biurrun, I.; Darquistade, A.; Herrera, M. & Loidi, J.",2004,Nueva cartografía de los hábitats en los lugares de interés comunitario (L.I.C.) fluviales de Navarra. Manual de interpretación de los hábitats.,Informe para Viveros y Repoblaciones de,No forest,-1.376829654,42.60572333,4 - UTM10x10 + Centroid,390,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Convolvuletalia sepium,Senecionion fluviatilis, R     ,R55,0
R-P14823,314823,Arundini-Convolvuletum sepium,126,7257,30TXN31,30TXN3611,9424,390,"Navarra , Cáseda , río Aragón (izq.), El Soto",ES,ATL_COAST,N_DUNES,NA,,NA,NA,216,"García-Mijangos, I.; Biurrun, I.; Darquistade, A.; Herrera, M. & Loidi, J.",2004,Nueva cartografía de los hábitats en los lugares de interés comunitario (L.I.C.) fluviales de Navarra. Manual de interpretación de los hábitats.,Informe para Viveros y Repoblaciones de,No forest,-1.376829654,42.60572333,4 - UTM10x10 + Centroid,390,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Convolvuletalia sepium,Senecionion fluviatilis, R55   ,R55,0
R-P14890,314890,Xanthio italici-Polygonetum persicariae,126,7257,30TXN31,30TXN3510,9431,390,"Navarra , Cáseda, Soto de Campoallende , río Aragón (dcha.)",ES,ATL_COAST,N_DUNES,NA,,NA,50,1862c,"García-Mijangos, I.; Biurrun, I.; Darquistade, A.; Herrera, M. & Loidi, J.",2004,Nueva cartografía de los hábitats en los lugares de interés comunitario (L.I.C.) fluviales de Navarra. Manual de interpretación de los hábitats.,Informe para Viveros y Repoblaciones de,No forest,-1.376829654,42.60572333,4 - UTM10x10 + Centroid,390,Yes,ANTHROPOGENIC VEGETATION,Bidentetea,Bidentetalia,Bidention tripartitae, V15   ,V15,0
R-P14896,314896,Xanthio italici-Polygonetum persicariae,126,7257,30TXN31,30TXN3711,9432,390,"Navarra , Aibar, El Soto, río Aragón (dcha) , entre Sanguesa y Cáseda",ES,ATL_COAST,N_DUNES,NA,,NA,10,1862c,"García-Mijangos, I.; Biurrun, I.; Darquistade, A.; Herrera, M. & Loidi, J.",2004,Nueva cartografía de los hábitats en los lugares de interés comunitario (L.I.C.) fluviales de Navarra. Manual de interpretación de los hábitats.,Informe para Viveros y Repoblaciones de,No forest,-1.376829654,42.60572333,4 - UTM10x10 + Centroid,390,Yes,ANTHROPOGENIC VEGETATION,Bidentetea,Bidentetalia,Bidention tripartitae, V     ,R55,0
R-P14908,314908,Xanthio italici-Polygonetum persicariae,126,7257,30TXN31,30TXN3511,9433,390,"Navarra , Sanguesa, cerca de Cáseda , río Aragón (izq.), Soto Larroza",ES,ATL_COAST,N_DUNES,NA,,NA,30,1862c,"García-Mijangos, I.; Biurrun, I.; Darquistade, A.; Herrera, M. & Loidi, J.",2004,Nueva cartografía de los hábitats en los lugares de interés comunitario (L.I.C.) fluviales de Navarra. Manual de interpretación de los hábitats.,Informe para Viveros y Repoblaciones de,No forest,-1.376829654,42.60572333,4 - UTM10x10 + Centroid,390,Yes,ANTHROPOGENIC VEGETATION,Bidentetea,Bidentetalia,Bidention tripartitae, C35a  ,R55,0
R-P15005,315005,Polygono hydropiperis-Bidentetum tripartitae,138,18786,30TXN08,30TXN0882,9461,120,"Navarra , Sunbilla , río Bidasoa entre Sunbilla y Bera",ES,ATL_COAST,N_DUNES,NA,,NA,50,8346,"García-Mijangos, I.; Biurrun, I.; Darquistade, A.; Herrera, M. & Loidi, J.",2004,Nueva cartografía de los hábitats en los lugares de interés comunitario (L.I.C.) fluviales de Navarra. Manual de interpretación de los hábitats.,Informe para Viveros y Repoblaciones de,No forest,-1.668885488,43.18357301,1 - UTM1x1 + Elevation,120,Yes,ANTHROPOGENIC VEGETATION,Bidentetea,Bidentetalia,Bidention tripartitae, V15   ,V15,0
R-P15101,315101,Parietarietum judaicae,135,14983,30TWN47,30TWN4774,25378,150,Bergara,ES,ATL_COAST,N_DUNES,NA,,NA,15,1289c,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.417635987,43.12139835,1 - UTM1x1 + Elevation,150,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,      ?,U37,0
R-P15102,315102,Parietarietum judaicae,130,12475,30TWN48,30TWN4880,25379,120,Entre Osintxu y Placencia,ES,ATL_COAST,N_DUNES,NA,,NA,40,1289c,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.402359147,43.17534852,2 - UTM1x1 + Centroid,120,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,      ?,U37,0
R-P15103,315103,Parietarietum judaicae,128,14038,30TWN48,30TWN4889,25380,80,Mendaro,ES,ATL_COAST,N_DUNES,NA,,NA,30,1289c,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.401567201,43.25638684,2 - UTM1x1 + Centroid,80,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,      ?,U37,0
R-P15104,315104,Parietarietum judaicae,135,15144,30TWN47,30TWN4774,25381,150,Bergara,ES,ATL_COAST,N_DUNES,NA,,NA,40,1289c,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.417601822,43.12500012,1 - UTM1x1 + Elevation,150,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,      ?,U37,0
R-P15105,315105,Parietarietum judaicae,136,15264,30TWN58,30TWN5680,25382,150,Azkoitia,ES,ATL_COAST,N_DUNES,NA,,NA,10,1289c,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.306396608,43.17480699,1 - UTM1x1 + Elevation,150,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,      ?,U37,0
R-P15106,315106,Parietarietum judaicae,135,14983,30TWN47,30TWN4774,25383,150,Bergara,ES,ATL_COAST,N_DUNES,NA,,NA,60,1289c,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.417635987,43.12139835,1 - UTM1x1 + Elevation,150,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,      ?,U37,0
R-P15107,315107,Parietarietum judaicae,135,14859,30TWN47,30TWN4774,25384,160,Bergara,ES,ATL_COAST,N_DUNES,NA,,NA,6,1289c,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.417618905,43.12319923,1 - UTM1x1 + Elevation,160,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,      ?,U37,0
R-P15108,315108,Parietarietum judaicae,137,15000,30TWN48,30TWN4785,25385,100,Elgoibar,ES,ATL_COAST,N_DUNES,NA,,NA,40,1289c,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.409306852,43.22040833,1 - UTM1x1 + Elevation,100,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,      ?,U37,0
R-P15109,315109,Parietarietum judaicae,140,NA,30TWN59,30TWN5195,25386,20,Entre Deba y Mutriku,ES,ATL_COAST,N_DUNES,NA,,NA,10,1289c,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.364084359,43.30661043,1 - UTM1x1 + Elevation,20,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,      ?,U37,0
R-P15110,315110,Parietarietum judaicae,135,14958,30TWN49,30TWN4995,25387,20,Mutriku,ES,ATL_COAST,N_DUNES,NA,,NA,20,1289c,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.388716189,43.31033991,2 - UTM1x1 + Centroid,20,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,      ?,U37,0
R-P15111,315111,Parietarietum judaicae,135,14958,30TWN49,30TWN4995,25388,20,Mutriku,ES,ATL_COAST,N_DUNES,NA,,NA,20,1289c,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.388716189,43.31033991,2 - UTM1x1 + Centroid,20,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,      ?,U37,0
R-P15112,315112,Parietarietum judaicae,118,12429,30TWN35,30TWN3559,25389,400,Salinas de Léniz,ES,ATL_COAST,N_DUNES,NA,,NA,10,1289c,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.566073861,42.99058478,1 - UTM1x1 + Elevation,400,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,      ?,U37,0
R-P15113,315113,Parietarietum judaicae,140,16118,30TWN69,30TWN6594,25390,10,Getaria,ES,ATL_COAST,N_DUNES,NA,,NA,35,1289d,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.194038196,43.29833496,1 - UTM1x1 + Elevation,10,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,      ?,U37,0
R-P15115,315115,Centrantho-Hypericetum hircini,137,15505,30TWN68,30TWN6085,25336,80,"Entre Azpeitia y Zestoa , tramo bajo del Urola",ES,ATL_COAST,N_DUNES,NA,,NA,30,772,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.259080326,43.22133494,1 - UTM1x1 + Elevation,80,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,      ?,U37,0
R-P15116,315116,Centrantho-Hypericetum hircini,135,15242,30TWN58,30TWN5680,25337,170,"Azkoitia , tramo bajo del Urola",ES,ATL_COAST,N_DUNES,NA,,NA,30,772,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.30881653,43.17842354,1 - UTM1x1 + Elevation,170,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae, Sa    ,U37,0
R-P15117,315117,Centrantho-Hypericetum hircini,138,15392,30TWN68,30TWN6289,25338,30,"Aizarnazabal , tramo bajo del Urola",ES,ATL_COAST,N_DUNES,NA,,NA,30,772,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.234028067,43.25538766,1 - UTM1x1 + Elevation,30,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae, Sa    ,U37,0
R-P15118,315118,Centrantho-Hypericetum hircini,138,15174,30TWN68,30TWN6087,25339,50,"Zestoa , tramo bajo del Urola",ES,ATL_COAST,N_DUNES,NA,,NA,20,772,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.258883978,43.2375421,1 - UTM1x1 + Elevation,50,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,      ?,U37,0
R-P15119,315119,Cymbalario-Trachelietum caerulei,134,14778,30TWN47,30TWN4774,25340,140,Bergara,ES,ATL_COAST,N_DUNES,NA,,NA,10,1582,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.415194685,43.11958492,1 - UTM1x1 + Elevation,140,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Cymbalario-Asplenion,      ?,U37,0
R-P15120,315120,Cymbalario-Trachelietum caerulei,134,15182,30TWN47,30TWN4774,25341,150,Bergara,ES,ATL_COAST,N_DUNES,NA,,NA,15,1582,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.410295221,43.1177588,1 - UTM1x1 + Elevation,150,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Cymbalario-Asplenion,      ?,U37,0
R-P15121,315121,Cymbalario-Trachelietum caerulei,135,14859,30TWN47,30TWN4774,25342,150,Bergara,ES,ATL_COAST,N_DUNES,NA,,NA,30,1582,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.417618905,43.12319923,1 - UTM1x1 + Elevation,150,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Cymbalario-Asplenion,      ?,U37,0
R-P15122,315122,Cymbalarietum muralis,132,16988,30TWN89,30TWN8296,25343,10,San Sebastián,ES,ATL_COAST,N_DUNES,NA,,NA,NA,770,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-1.976755236,43.31640741,1 - UTM1x1 + Elevation,10,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Cymbalario-Asplenion,      ?,U37,0
R-P15123,315123,Cymbalarietum muralis,134,17006,30TWN89,30TWN8296,25344,10,San Sebastián,ES,ATL_COAST,N_DUNES,NA,,NA,NA,770,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-1.979221273,43.31642945,1 - UTM1x1 + Elevation,10,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Cymbalario-Asplenion,      ?,U37,0
R-P15124,315124,Cymbalarietum muralis,137,17172,30TWN89,30TWN8296,25345,10,San Sebastián,ES,ATL_COAST,N_DUNES,NA,,NA,NA,770,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-1.986649325,43.3146946,1 - UTM1x1 + Elevation,10,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Cymbalario-Asplenion,      ?,U37,0
R-P15125,315125,Cymbalarietum muralis,134,14767,30TWN47,30TWN4774,25346,150,Bergara,ES,ATL_COAST,N_DUNES,NA,,NA,NA,770,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.412753528,43.11777144,1 - UTM1x1 + Elevation,150,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Cymbalario-Asplenion,      ?,U37,0
R-P15132,315132,Sisymbrio officinalis-Hordeetum murini,136,15723,30TWN47,30TWN4774,25353,150,Bergara,ES,ATL_COAST,N_DUNES,NA,,NA,5,753,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.415177533,43.12138581,1 - UTM1x1 + Elevation,150,Yes,ANTHROPOGENIC VEGETATION,Sisymbrietea,Sisymbrietalia sophiae,Sisymbrion officinalis, V32   ,V37,0
R-P15133,315133,Sisymbrio officinalis-Hordeetum murini,136,15723,30TWN47,30TWN4774,25354,150,Bergara,ES,ATL_COAST,N_DUNES,NA,,NA,4,753,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.415177533,43.12138581,1 - UTM1x1 + Elevation,150,Yes,ANTHROPOGENIC VEGETATION,Sisymbrietea,Sisymbrietalia sophiae,Sisymbrion officinalis, V32   ,V37,0
R-P15134,315134,Sisymbrio officinalis-Hordeetum murini,135,15144,30TWN47,30TWN4774,25355,140,Bergara,ES,ATL_COAST,N_DUNES,NA,,NA,5,753,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.417601822,43.12500012,1 - UTM1x1 + Elevation,140,Yes,ANTHROPOGENIC VEGETATION,Sisymbrietea,Sisymbrietalia sophiae,Sisymbrion officinalis, V37   ,V37,5
R-P15135,315135,Sisymbrio officinalis-Hordeetum murini,131,14959,30TWN46,30TWN4268,25356,200,Mondragón,ES,ATL_COAST,N_DUNES,NA,,NA,2,753,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.477114536,43.06585512,1 - UTM1x1 + Elevation,200,Yes,ANTHROPOGENIC VEGETATION,Sisymbrietea,Sisymbrietalia sophiae,Sisymbrion officinalis, V32   ,V37,0
R-P15136,315136,Sisymbrio officinalis-Hordeetum murini,128,13676,30TWN46,30TWN4064,25357,230,Aretxabaleta,ES,ATL_COAST,N_DUNES,NA,,NA,5,753,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.504438008,43.02815573,1 - UTM1x1 + Elevation,230,Yes,ANTHROPOGENIC VEGETATION,Sisymbrietea,Sisymbrietalia sophiae,Sisymbrion officinalis, V37   ,V37,5
R-P15137,315137,Sisymbrio officinalis-Hordeetum murini,109,11975,30TWN35,30TWN3458,25358,630,Alto de Arlabán,ES,ATL_COAST,N_DUNES,NA,,NA,4,753,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.575973688,42.97801475,1 - UTM1x1 + Elevation,630,Yes,ANTHROPOGENIC VEGETATION,Sisymbrietea,Sisymbrietalia sophiae,Sisymbrion officinalis, V37   ,V37,5
R-P15138,315138,Sisymbrio officinalis-Hordeetum murini,134,14979,30TWN47,30TWN4774,25359,150,Bergara,ES,ATL_COAST,N_DUNES,NA,,NA,4,753,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.417653067,43.11959746,1 - UTM1x1 + Elevation,150,Yes,ANTHROPOGENIC VEGETATION,Sisymbrietea,Sisymbrietalia sophiae,Sisymbrion officinalis, V37   ,V37,5
R-P15139,315139,Sisymbrio officinalis-Hordeetum murini,116,17412,30TWN37,30TWN3971,25360,420,"Mondragón , Udala",ES,ATL_COAST,N_DUNES,NA,,NA,4,753,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.508787101,43.09841323,1 - UTM1x1 + Elevation,420,Yes,ANTHROPOGENIC VEGETATION,Sisymbrietea,Sisymbrietalia sophiae,Sisymbrion officinalis, V37   ,V37,5
R-P15140,315140,Sisymbrio officinalis-Hordeetum murini,116,17412,30TWN37,30TWN3971,25361,400,"Mondragón , Udala",ES,ATL_COAST,N_DUNES,NA,,NA,4,753,"Loidi, A.",1983,Estudio de la flora y vegetación de las cuencas de los rios Deva y Urola en la provincia de Guipuzcoa.," Tesi Doctoral,",No forest,-2.508787101,43.09841323,1 - UTM1x1 + Elevation,400,Yes,ANTHROPOGENIC VEGETATION,Sisymbrietea,Sisymbrietalia sophiae,Sisymbrion officinalis, V37   ,V37,5
