"","SIVIMID","Sintaxon","Relevé.number","Revised.alliance","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Alliance","Class","Semisupervised","Revised.class"
"651","R-P24018","Linario amethysteae-Calenduletum arvensis",1215,"Oxalidion europaeae","V15","S",NA,15,"1986",-6.805342058,42.31223428,"3 - UTM10x10 + Elevation",1000,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"652","R-P24019","Linario amethysteae-Calenduletum arvensis",1216,"Oxalidion europaeae","V15","SW",15,8,"1986",-6.845822858,42.41893234,"3 - UTM10x10 + Elevation",500,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"653","R-P24021","Sisymbrio officinalis-Hordeetum murini",239,"Sisymbrion officinalis","V32","",NA,2,"1986",-6.797279383,42.33951481,"3 - UTM10x10 + Elevation",1000,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"654","R-P24022","Sisymbrio officinalis-Hordeetum murini",240,"Sisymbrion officinalis","V37","",NA,2,"1986",-6.826874911,42.38715228,"3 - UTM10x10 + Elevation",680,"Sisymbrion officinalis","Sisymbrietea",1,"Epilobietea angustifolii"
"655","R-P24023","Sisymbrio officinalis-Hordeetum murini",241,"Sisymbrion officinalis","V32","",NA,2,"1986",-7.048826985,42.36330962,"3 - UTM10x10 + Elevation",960,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"656","R-P24024","Sisymbrio officinalis-Hordeetum murini",242,"Sisymbrion officinalis","V37","S",10,2,"1986",-6.792326103,42.33787812,"3 - UTM10x10 + Elevation",950,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"657","R-P24025","",243,"Sisymbrion officinalis","V32","S",30,4,NA,-6.826785866,42.34573582,"3 - UTM10x10 + Elevation",580,"Unknown",NA,0,"Polygono-Poetea annuae"
"658","R-P24026","",244,"Geranio pusilli-Anthriscion caucalidis","V32","",NA,3,NA,-6.855305085,42.37539332,"1 - UTM1x1 + Elevation",660,"Unknown",NA,0,"Epilobietea angustifolii"
"659","R-P24027","",245,"Oxalidion europaeae","V32","",NA,4,NA,-6.798943615,42.32685361,"3 - UTM10x10 + Elevation",1000,"Unknown",NA,0,"Polygono-Poetea annuae"
"660","R-P24028","",246,"Oxalidion europaeae","V32","",NA,5,NA,-6.797320285,42.29989455,"3 - UTM10x10 + Elevation",1000,"Unknown",NA,0,"Polygono-Poetea annuae"
"661","R-P24029","",247,"Sisymbrion officinalis","V32","",NA,2,NA,-6.787157083,42.33264664,"3 - UTM10x10 + Elevation",990,"Unknown",NA,0,"Epilobietea angustifolii"
"662","R-P24030","",248,"Sisymbrion officinalis","V32","",NA,20,NA,-6.857728847,42.37531167,"3 - UTM10x10 + Elevation",680,"Unknown",NA,0,"Polygono-Poetea annuae"
"663","R-P24031","",249,"Sisymbrion officinalis","V32","NW",20,10,NA,-7.048942545,42.36510634,"3 - UTM10x10 + Elevation",960,"Unknown",NA,0,"Polygono-Poetea annuae"
"664","R-P24032","",250,"Sisymbrion officinalis","V32","SE",60,2,NA,-7.023439688,42.38401365,"3 - UTM10x10 + Elevation",960,"Unknown",NA,0,"Polygono-Poetea annuae"
"665","R-P24033","",251,"Sisymbrion officinalis","V32","",NA,2,NA,-6.803679291,42.32489553,"3 - UTM10x10 + Elevation",1000,"Unknown",NA,0,"Epilobietea angustifolii"
"666","R-P24034","",252,"Sisymbrion officinalis","V32","",NA,1,NA,-6.805775828,42.3194233,"3 - UTM10x10 + Elevation",1000,"Unknown",NA,0,"Polygono-Poetea annuae"
"667","R-P24035","",253,"Sisymbrion officinalis","V32","",NA,2,NA,-6.776178187,42.39243749,"3 - UTM10x10 + Elevation",1250,"Unknown",NA,0,"Epilobietea angustifolii"
"668","R-P24040","Bromo diandri-Carduetum tenuiflori",254,"Sisymbrion officinalis","V32","",NA,15,"1986",-6.826418776,42.41958264,"3 - UTM10x10 + Elevation",350,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"669","R-P24041","Bromo diandri-Carduetum tenuiflori",255,"Geranio pusilli-Anthriscion caucalidis","V33","",NA,15,"1986",-6.871727466,42.40545324,"3 - UTM10x10 + Elevation",350,"Sisymbrion officinalis","Sisymbrietea",0,"Epilobietea angustifolii"
"670","R-P24042","Bromo diandri-Carduetum tenuiflori",256,"Sisymbrion officinalis","V33","S",15,10,"1986",-6.859602957,42.40586269,"3 - UTM10x10 + Elevation",350,"Sisymbrion officinalis","Sisymbrietea",1,"Epilobietea angustifolii"
"671","R-P24045","Bromo diandri-Carduetum tenuiflori",257,"Sisymbrion officinalis","V33","",NA,10,"1986",-6.849793121,42.40439221,"3 - UTM10x10 + Elevation",350,"Sisymbrion officinalis","Sisymbrietea",1,"Epilobietea angustifolii"
"672","R-P24046","Bromo diandri-Carduetum tenuiflori",258,"Sisymbrion officinalis","V38","S",10,4,"1986",-6.80201604,42.33755677,"3 - UTM10x10 + Elevation",880,"Sisymbrion officinalis","Sisymbrietea",1,"Epilobietea angustifolii"
"673","R-P24047","Bromo diandri-Carduetum tenuiflori",259,"Sisymbrion officinalis","V32","",NA,4,"1986",-6.815516372,42.40013733,"3 - UTM10x10 + Elevation",680,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"674","R-P24048","Bromo diandri-Carduetum tenuiflori",260,"Sisymbrion officinalis","V37","S",20,2,"1986",-6.809750844,42.30488424,"3 - UTM10x10 + Elevation",900,"Sisymbrion officinalis","Sisymbrietea",1,"Epilobietea angustifolii"
"675","R-P24049","Bromo diandri-Carduetum tenuiflori",261,"Sisymbrion officinalis","V32","W",10,3,"1986",-6.797320285,42.29989455,"3 - UTM10x10 + Elevation",1000,"Sisymbrion officinalis","Sisymbrietea",1,"Epilobietea angustifolii"
"676","R-P24335","Bidenti tripartitae-Polygonetum lapathifolii",324335,"Paspalo-Agrostion semiverticillati"," C35a  ","SW",2,20,"2012",-6.784966481,42.41735911,"1 - UTM1x1 + Elevation",401,"Bidention tripartitae","Bidentetea",0,"Epilobietea angustifolii"
"677","R-P24336","Bidenti tripartitae-Polygonetum lapathifolii",1217,"Oxalidion europaeae","V15","",NA,10,"2012",-6.665383717,42.3672244,"1 - UTM1x1 + Elevation",948,"Bidention tripartitae","Bidentetea",0,"Papaveretea rhoeadis"
"678","R-P24468","Parietarietum judaicae",2214,"Galio valantiae-Parietarion judaicae","V","NW",100,8,"2012",-6.815273097,42.43616221,"1 - UTM1x1 + Elevation",376,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"679","R-P24469","Parietarietum judaicae",2215,"Geo urbani-Alliarion officinalis","V","W",90,10,"2012",-6.812628673,42.43264865,"1 - UTM1x1 + Elevation",376,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",0,"Epilobietea angustifolii"
"680","R-P24470","Parietarietum judaicae",2216,"Geo urbani-Alliarion officinalis","V","S",100,30,"2012",-6.663168896,42.37089703,"1 - UTM1x1 + Elevation",940,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",0,"Epilobietea angustifolii"
"681","R-P24471","Parietarietum judaicae",2217,"Cymbalario-Asplenion","V","S",90,20,"2012",-6.714726725,42.42146086,"1 - UTM1x1 + Elevation",470,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",0,"Epilobietea angustifolii"
"682","R-P24472","Parietarietum judaicae",2218,"Oxalidion europaeae","H32d","",100,4,"2012",-6.628567767,42.40261375,"1 - UTM1x1 + Elevation",876,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"683","R-P24473","Parietarietum judaicae",2219,"Balloto-Conion maculati","H32d","SW",100,6,"2012",-6.700276782,42.4237297,"1 - UTM1x1 + Elevation",522,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"684","R-P24474","Cymbalarietum muralis",2220,"Cymbalario-Asplenion","?","SW",100,4,"2012",-6.695318936,42.42208899,"1 - UTM1x1 + Elevation",477,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",1,"Cymbalario-Parietarietea diffusae"
"685","R-P24572","Chenopodio boni-henrici-Senecionetum nebrodensis",262,"Arction lappae","R57","SW",5,30,"2012",-6.599197585,42.44128291,"2 - UTM1x1 + Centroid",1840,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"686","R-P24573","Carduo carpetani-Onopordetum acanthii",263,"Cirsion richterano-chodati","V38","NE",15,50,"2012",-6.594293849,42.27042867,"1 - UTM1x1 + Elevation",1000,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"687","R-P24574","Carduo carpetani-Onopordetum acanthii",264,"Cirsion richterano-chodati","V38","",NA,40,"2012",-6.589108695,42.3498309,"2 - UTM1x1 + Centroid",730,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"688","R-P24575","Carduo carpetani-Onopordetum acanthii",265,"Cirsion richterano-chodati","V37","",NA,15,"2012",-6.553448027,42.27710588,"1 - UTM1x1 + Elevation",869,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"689","R-P24576","Carduo bourgeani-Silybetum mariani",266,"Sisymbrion officinalis","V38","W",3,8,"2012",-6.817371617,42.43068973,"1 - UTM1x1 + Elevation",366,"Silybo mariani-Urticion piluliferae","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"690","R-P24581","Asphodelo arrondeaui-Epilobietum angustifolii",324581,"Epilobion angustifolii","R57","NW",10,8,"2012",-6.754985079,42.28148099,"1 - UTM1x1 + Elevation",1800,"Epilobion angustifolii","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"691","R-P24594","Polygono arenastri-Matricarietum discoideae",1883,"Sisymbrion officinalis","V35","",NA,20,"2012",-6.792026305,42.41352377,"1 - UTM1x1 + Elevation",395,"Polygono-Coronopodion","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"692","R-P24596","Polygono arenastri-Matricarietum discoideae",324596,"Polycarpion tetraphylli","V35","N",3,5,"2012",-6.710193216,42.42701045,"1 - UTM1x1 + Elevation",489,"Polygono-Coronopodion","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"693","R-P24597","Polygono arenastri-Matricarietum discoideae",1886,"Polygono-Coronopodion","V","",NA,5,"2012",-6.539325868,42.28474679,"1 - UTM1x1 + Elevation",868,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"694","R-P24598","Polygono arenastri-Matricarietum discoideae",1887,"Polygono-Coronopodion","V35","",NA,10,"2012",-6.673297363,42.33635588,"1 - UTM1x1 + Elevation",920,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"695","R-P24599","Polygono arenastri-Matricarietum discoideae",1888,"Polygono-Coronopodion","V35","",NA,3,"2012",-6.505503574,42.33080983,"2 - UTM1x1 + Centroid",941,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"696","R-P24600","Polygono arenastri-Matricarietum discoideae",324600,"Polycarpion tetraphylli","V35","",NA,1,"2012",-6.815298298,42.39654291,"1 - UTM1x1 + Elevation",738,"Polygono-Coronopodion","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"697","R-P24602","Polygono arenastri-Matricarietum discoideae",1891,"Polygono-Coronopodion","V35","N",10,10,"2012",-6.706388931,42.40372252,"1 - UTM1x1 + Elevation",753,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"698","R-P24603","Polygono arenastri-Matricarietum discoideae",1892,"Polygono-Coronopodion","V35","NE",3,5,"2012",-6.54972355,42.34025315,"1 - UTM1x1 + Elevation",1014,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"699","R-P24604","Polygono arenastri-Matricarietum discoideae",1893,"Polygono-Coronopodion","V35","S",3,4,"2012",-6.669707884,42.35808151,"1 - UTM1x1 + Elevation",858,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"700","R-P24607","Crassulo tillaeae-Saginetum apetalae",1896,"Oxalidion europaeae","C35b","",NA,5,"2012",-6.811756281,42.418271,"1 - UTM1x1 + Elevation",452,"Polycarpion tetraphylli","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"701","R-P24608","Crassulo tillaeae-Saginetum apetalae",1897,"Scleranthion annui","R1R","S",3,1,"2012",-6.620773945,42.3938561,"1 - UTM1x1 + Elevation",1026,"Polycarpion tetraphylli","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"702","R-P24610","Crassulo tillaeae-Saginetum apetalae",1899,"Oxalidion europaeae","C35b","S",3,5,"2012",-6.773378052,42.42674593,"1 - UTM1x1 + Elevation",439,"Polycarpion tetraphylli","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"703","R-P24613","Crassulo tillaeae-Saginetum apetalae",324613,"Polycarpion tetraphylli","V35","",NA,1,"2012",-6.78970925,42.41540135,"1 - UTM1x1 + Elevation",395,"Polycarpion tetraphylli","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"704","R-P24614","Euphorbietum chamaesyco-prostratae",1903,"Polygono-Coronopodion","V34","",NA,6,"2012",-6.818573607,42.45045881,"1 - UTM1x1 + Elevation",407,"Euphorbion prostratae","Digitario sanguinalis-Eragrostietea",0,"Polygono-Poetea annuae"
"705","R-P24615","Euphorbietum chamaesyco-prostratae",1904,"Polygono-Coronopodion","V","",NA,2,"2012",-6.809411851,42.45976828,"1 - UTM1x1 + Elevation",420,"Euphorbion prostratae","Digitario sanguinalis-Eragrostietea",0,"Papaveretea rhoeadis"
"706","R-P24616","Linario eleganti-Anthoxanthetum aristati",1218,"Scleranthion annui","R1R","N",3,3,"2012",-6.489870938,42.31147718,"1 - UTM1x1 + Elevation",892,"Scleranthion annui","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"707","R-P24617","Linario eleganti-Anthoxanthetum aristati",1219,"Scleranthion annui","V15","NW",20,10,"2012",-6.640694864,42.40222875,"1 - UTM1x1 + Elevation",693,"Scleranthion annui","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"708","R-P24618","Linario eleganti-Anthoxanthetum aristati",1220,"Scleranthion annui","R1R","NW",20,2,"2012",-6.63362637,42.40605506,"1 - UTM1x1 + Elevation",699,"Scleranthion annui","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"709","R-P24619","Linario eleganti-Anthoxanthetum aristati",1221,"Scleranthion annui","R1R","NE",5,15,"2012",-6.587236569,42.27425173,"1 - UTM1x1 + Elevation",1003,"Scleranthion annui","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"710","R-P24620","Linario amethysteae-Calenduletum arvensis",1222,"Oxalidion europaeae","V15","W",15,40,"2012",-6.821438029,42.45756654,"1 - UTM1x1 + Elevation",540,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"711","R-P24621","Linario amethysteae-Calenduletum arvensis",1223,"Oxalidion europaeae","V32","SW",15,50,"2012",-6.804370815,42.41671586,"1 - UTM1x1 + Elevation",470,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"712","R-P24622","Linario amethysteae-Calenduletum arvensis",1224,"Oxalidion europaeae","V32","S",3,5,"2012",-6.773378052,42.42674593,"1 - UTM1x1 + Elevation",430,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"713","R-P24623","Linario amethysteae-Calenduletum arvensis",1225,"Oxalidion europaeae","V32","SW",7,50,"2012",-6.804262028,42.41491863,"1 - UTM1x1 + Elevation",458,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"714","R-P24624","Holosteo umbellati-Veronicetum persicae",1226,"Oxalidion europaeae","V15","W",20,6,"2012",-6.674555103,42.35792606,"1 - UTM1x1 + Elevation",960,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"715","R-P24625","Holosteo umbellati-Veronicetum persicae",1227,"Oxalidion europaeae","V15","",NA,10,"2012",-6.53447823,42.32811836,"1 - UTM1x1 + Elevation",750,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"716","R-P24626","Holosteo umbellati-Veronicetum persicae",1228,"Oxalidion europaeae","V15","NW",5,20,"2012",-6.791484291,42.40453751,"1 - UTM1x1 + Elevation",699,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"717","R-P24627","Holosteo umbellati-Veronicetum persicae",1229,"Oxalidion europaeae","V32","",NA,7,"2012",-6.79224318,42.41711828,"1 - UTM1x1 + Elevation",379,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"718","R-P24628","Holosteo umbellati-Veronicetum persicae",1230,"Oxalidion europaeae","V15","",NA,50,"2012",-6.803001823,42.4743881,"1 - UTM1x1 + Elevation",499,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"719","R-P24629","Holosteo umbellati-Veronicetum persicae",1231,"Oxalidion europaeae","V15","",NA,7,"2012",-6.5533469,42.2753081,"1 - UTM1x1 + Elevation",860,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"720","R-P24630","Holosteo umbellati-Veronicetum persicae",1232,"Oxalidion europaeae","V15","",NA,10,"2012",-6.501782801,42.30751177,"1 - UTM1x1 + Elevation",833,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"721","R-P24631","Holosteo umbellati-Veronicetum persicae",1233,"Oxalidion europaeae","V15","",NA,3,"2012",-6.815928343,42.44694537,"1 - UTM1x1 + Elevation",402,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"722","R-P24632","Holosteo umbellati-Veronicetum persicae",1234,"Geranio pusilli-Anthriscion caucalidis","V15","W",100,15,"2012",-6.506327354,42.30196998,"1 - UTM1x1 + Elevation",826,"Oxalidion europaeae","Papaveretea rhoeadis",0,"Epilobietea angustifolii"
"723","R-P24633","Setario verticillatae-Echinochloetum crus-galli",267,"Dauco-Melilotion","V37","",NA,80,"2012",-6.828515861,42.41411,"1 - UTM1x1 + Elevation",353,"Oxalidion europaeae","Papaveretea rhoeadis",0,"Epilobietea angustifolii"
"724","R-P24634","Setario verticillatae-Echinochloetum crus-galli",1235,"Oxalidion europaeae","V37","",NA,5,"2012",-6.630083344,42.26029547,"1 - UTM1x1 + Elevation",1010,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"725","R-P24635","Setario verticillatae-Echinochloetum crus-galli",1236,"Oxalidion europaeae","V","",NA,15,"2012",-6.591327281,42.34615955,"1 - UTM1x1 + Elevation",835,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"726","R-P24636","Setario verticillatae-Echinochloetum crus-galli",1237,"Oxalidion europaeae","V15","",NA,15,"2012",-6.593750648,42.34608353,"1 - UTM1x1 + Elevation",860,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"727","R-P24637","Setario verticillatae-Echinochloetum crus-galli",1238,"Oxalidion europaeae","V37","",NA,15,"2012",-6.540030457,42.3405532,"1 - UTM1x1 + Elevation",1074,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"728","R-P24638","Setario verticillatae-Echinochloetum crus-galli",1239,"Oxalidion europaeae","V37","",NA,20,"2012",-6.7084962,42.39825169,"1 - UTM1x1 + Elevation",800,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"729","R-P24639","Setario verticillatae-Echinochloetum crus-galli",1240,"Oxalidion europaeae","V15","SE",5,10,"2012",-6.658216169,42.3692545,"1 - UTM1x1 + Elevation",922,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"730","R-P24640","Setario verticillatae-Echinochloetum crus-galli",1241,"Oxalidion europaeae","V37","",NA,20,"2012",-6.712300785,42.42153955,"1 - UTM1x1 + Elevation",470,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"731","R-P24641","Setario verticillatae-Echinochloetum crus-galli",1242,"Oxalidion europaeae","V","",NA,30,"2012",-6.815491472,42.4397566,"1 - UTM1x1 + Elevation",376,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"732","R-P24642","Setario verticillatae-Echinochloetum crus-galli",1243,"Oxalidion europaeae","V37","",NA,15,"2012",-6.660640244,42.36917703,"1 - UTM1x1 + Elevation",945,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"733","R-P24643","Setario verticillatae-Echinochloetum crus-galli",1244,"Oxalidion europaeae","V37","",NA,10,"2012",-6.665383717,42.3672244,"1 - UTM1x1 + Elevation",948,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"734","R-P24644","Setario verticillatae-Echinochloetum crus-galli",1245,"Oxalidion europaeae","V","",NA,20,"2012",-6.744265633,42.42590455,"2 - UTM1x1 + Centroid",422,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"735","R-P24645","Setario verticillatae-Echinochloetum crus-galli",1246,"Oxalidion europaeae","V15","",NA,25,"2012",-6.669323606,42.26804957,"1 - UTM1x1 + Elevation",1054,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"736","R-P24646","Sisymbrio officinalis-Hordeetum murini",268,"Oxalidion europaeae","R","",NA,5,"2012",-6.58359246,42.25275488,"1 - UTM1x1 + Elevation",1020,"Sisymbrion officinalis","Sisymbrietea",0,"Polygono-Poetea annuae"
"737","R-P24647","Sisymbrio officinalis-Hordeetum murini",269,"Sisymbrion officinalis","V37","SW",5,6,"2012",-6.553245783,42.27351033,"1 - UTM1x1 + Elevation",891,"Sisymbrion officinalis","Sisymbrietea",1,"Epilobietea angustifolii"
"738","R-P24648","Sisymbrio officinalis-Hordeetum murini",270,"Sisymbrion officinalis","V37","",NA,40,"2012",-6.455859282,42.31070755,"1 - UTM1x1 + Elevation",1250,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"739","R-P24649","Sisymbrio officinalis-Hordeetum murini",271,"Geo urbani-Alliarion officinalis","V37","N",3,5,"2012",-6.733813531,42.41543733,"1 - UTM1x1 + Elevation",693,"Sisymbrion officinalis","Sisymbrietea",0,"Epilobietea angustifolii"
"740","R-P24650","Sisymbrio officinalis-Hordeetum murini",272,"Sisymbrion officinalis","V32","",NA,4,"2012",-6.505303681,42.32721412,"1 - UTM1x1 + Elevation",991,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"741","R-P24651","Sisymbrio officinalis-Hordeetum murini",273,"Oxalidion europaeae","V37","",NA,10,"2012",-6.828515861,42.41411,"1 - UTM1x1 + Elevation",351,"Sisymbrion officinalis","Sisymbrietea",0,"Polygono-Poetea annuae"
"742","R-P24652","Sisymbrio officinalis-Hordeetum murini",274,"Sisymbrion officinalis","V32","",NA,15,"2012",-6.807093734,42.46164624,"1 - UTM1x1 + Elevation",381,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"743","R-P24653","Sisymbrio officinalis-Hordeetum murini",275,"Sisymbrion officinalis","V32","SE",5,4,"2012",-6.700382632,42.42552714,"1 - UTM1x1 + Elevation",501,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"744","R-P24654","Sisymbrio officinalis-Hordeetum murini",276,"Oxalidion europaeae","V32","W",5,6,"2012",-6.801401816,42.40781028,"1 - UTM1x1 + Elevation",574,"Sisymbrion officinalis","Sisymbrietea",0,"Polygono-Poetea annuae"
"745","R-P24655","Geranio robertiani-Caryolophetum sempervirentis",277,"Geo urbani-Alliarion officinalis","V39","SW",NA,25,"2012",-6.649650471,42.26327545,"1 - UTM1x1 + Elevation",1020,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"746","R-P24656","Geranio robertiani-Caryolophetum sempervirentis",278,"Geo urbani-Alliarion officinalis","V39","N",NA,5,"2012",-6.673297363,42.33635588,"1 - UTM1x1 + Elevation",902,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"747","R-P24657","Geranio robertiani-Caryolophetum sempervirentis",279,"Geo urbani-Alliarion officinalis","V39","N",15,10,"2012",-6.677199256,42.32002271,"1 - UTM1x1 + Elevation",1050,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"748","R-P24658","Geranio robertiani-Caryolophetum sempervirentis",280,"Geo urbani-Alliarion officinalis","R55","S",40,3,"2012",-6.543966388,42.28100147,"1 - UTM1x1 + Elevation",866,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"749","R-P24659","Geranio robertiani-Caryolophetum sempervirentis",281,"Geo urbani-Alliarion officinalis","V39","W",3,10,"2012",-6.794126269,42.40805166,"2 - UTM1x1 + Centroid",730,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"750","R-P24660","Geranio robertiani-Caryolophetum sempervirentis",282,"Geo urbani-Alliarion officinalis","V39","E",NA,6,"2012",-6.787392057,42.41727889,"1 - UTM1x1 + Elevation",403,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"751","R-P24661","Geranio robertiani-Caryolophetum sempervirentis",283,"Geo urbani-Alliarion officinalis","V39","NW",NA,10,"2012",-6.789817624,42.41719861,"1 - UTM1x1 + Elevation",397,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"752","R-P24662","Geranio robertiani-Caryolophetum sempervirentis",284,"Geo urbani-Alliarion officinalis","V39","",60,30,"2012",-6.69268168,42.41857237,"1 - UTM1x1 + Elevation",474,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"753","R-P24663","Geranio robertiani-Caryolophetum sempervirentis",285,"Geo urbani-Alliarion officinalis","V39","",NA,8,"2012",-6.727176107,42.42645875,"1 - UTM1x1 + Elevation",435,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"754","R-P24664","Geranio robertiani-Caryolophetum sempervirentis",286,"Geo urbani-Alliarion officinalis","V39","",NA,3,"2012",-6.628567767,42.40261375,"1 - UTM1x1 + Elevation",906,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"755","R-P24665","Geranio robertiani-Caryolophetum sempervirentis",287,"Geo urbani-Alliarion officinalis","V39","",NA,3,"2012",-6.727896352,42.39762161,"1 - UTM1x1 + Elevation",951,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"756","R-P24666","Geranio robertiani-Caryolophetum sempervirentis",288,"Geo urbani-Alliarion officinalis","V39","",5,7,"2012",-6.7084962,42.39825169,"1 - UTM1x1 + Elevation",797,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
