Releve number,SIVIMID,Analysis.Names,Cover.percent
2183,Q-P09155,Poa trivialis,5
2183,Q-P09155,Rumex obtusifolius,5
2183,Q-P09155,Scrophularia herminii,37.5
2183,Q-P09155,Senecio lividus,5
2183,Q-P09155,Silene latifolia,5
2183,Q-P09155,Sisymbrium officinale,5
2183,Q-P09155,Tanacetum parthenium,15
349,Q-P09156,Achillea millefolium,5
349,Q-P09156,Anisantha sterilis,5
349,Q-P09156,Anthriscus caucalis,15
349,Q-P09156,Ballota nigra,37.5
349,Q-P09156,Echium lusitanicum,5
349,Q-P09156,Geranium pyrenaicum,5
349,Q-P09156,Hordeum murinum,5
349,Q-P09156,Lamium maculatum,15
349,Q-P09156,Mentha suaveolens,5
349,Q-P09156,Plantago major,1
349,Q-P09156,Ranunculus repens,5
349,Q-P09156,Rumex obtusifolius,15
349,Q-P09156,Scrophularia herminii,5
349,Q-P09156,Urtica dioica,37.5
351,Q-P09157,Anisantha sterilis,1
351,Q-P09157,Ballota nigra,37.5
351,Q-P09157,Capsella bursa-pastoris,1
351,Q-P09157,Chaerophyllum temulum,5
351,Q-P09157,Dactylis glomerata,5
351,Q-P09157,Digitalis purpurea,1
351,Q-P09157,Echium lusitanicum,1
351,Q-P09157,Galium aparine,5
351,Q-P09157,Geranium lucidum,1
351,Q-P09157,Geranium pyrenaicum,15
351,Q-P09157,Malva neglecta,5
351,Q-P09157,Mentha suaveolens,15
351,Q-P09157,Pentaglottis sempervirens,15
351,Q-P09157,Plantago major,1
351,Q-P09157,Scrophularia herminii,5
351,Q-P09157,Urtica dioica,37.5
2184,Q-P09158,Centaurea nigra,1
2184,Q-P09158,Chelidonium majus,5
2184,Q-P09158,Dactylis glomerata,5
2184,Q-P09158,Digitalis purpurea,5
2184,Q-P09158,Echium lusitanicum,15
2184,Q-P09158,Erodium cicutarium,1
2184,Q-P09158,Lamium maculatum,5
2184,Q-P09158,Mentha suaveolens,15
2184,Q-P09158,Scrophularia herminii,37.5
2184,Q-P09158,Senecio lividus,1
2184,Q-P09158,Sonchus asper,1
2184,Q-P09158,Sonchus oleraceus,1
2184,Q-P09158,Stellaria media,1
2184,Q-P09158,Tanacetum parthenium,5
2184,Q-P09158,Trifolium repens,15
2184,Q-P09158,Verbascum thapsus,5
2184,Q-P09158,Verbena officinalis,15
2185,Q-P09159,Ballota nigra,15
2185,Q-P09159,Chaerophyllum temulum,5
2185,Q-P09159,Chelidonium majus,5
2185,Q-P09159,Dactylis glomerata,15
2185,Q-P09159,Echium rosulatum,5
2185,Q-P09159,Erigeron sumatrensis,5
2185,Q-P09159,Erodium cicutarium,5
2185,Q-P09159,Erodium moschatum,5
2185,Q-P09159,Geranium lucidum,5
2185,Q-P09159,Geranium pyrenaicum,37.5
2185,Q-P09159,Lamium maculatum,5
2185,Q-P09159,Lavatera cretica,15
2185,Q-P09159,Mercurialis annua,15
2185,Q-P09159,Scrophularia herminii,15
2185,Q-P09159,Scrophularia scorodonia,5
2185,Q-P09159,Silene latifolia,5
2185,Q-P09159,Sonchus oleraceus,5
2185,Q-P09159,Tanacetum parthenium,5
2185,Q-P09159,Urtica dioica,5
2186,Q-P09160,Achillea millefolium,1
2186,Q-P09160,Artemisia verlotiorum,15
2186,Q-P09160,Capsella bursa-pastoris,5
2186,Q-P09160,Chamaemelum nobile,5
2186,Q-P09160,Cirsium vulgare,5
2186,Q-P09160,Dactylis glomerata,5
2186,Q-P09160,Echium lusitanicum,5
2186,Q-P09160,Echium plantagineum,5
2186,Q-P09160,Erigeron sumatrensis,5
2186,Q-P09160,Galium aparine,1
2186,Q-P09160,Geranium pyrenaicum,15
2186,Q-P09160,Hypochaeris radicata,5
2186,Q-P09160,Lactuca virosa,15
2186,Q-P09160,Lamium maculatum,5
2186,Q-P09160,Malva neglecta,5
2186,Q-P09160,Mentha suaveolens,1
2186,Q-P09160,Ranunculus repens,1
2186,Q-P09160,Scrophularia herminii,5
2186,Q-P09160,Silene latifolia,1
2186,Q-P09160,Sisymbrium officinale,1
2186,Q-P09160,Sonchus oleraceus,5
2186,Q-P09160,Tanacetum parthenium,15
2186,Q-P09160,Taraxacum sect. Taraxacum,1
2186,Q-P09160,Urtica dioica,5
2186,Q-P09160,Verbascum thapsus,1
57,Q-P09505,Agrostis stolonifera,5
57,Q-P09505,Calystegia sepium,1
57,Q-P09505,Cirsium vulgare,5
57,Q-P09505,Daucus carota,5
57,Q-P09505,Echium rosulatum,15
57,Q-P09505,Foeniculum vulgare,15
57,Q-P09505,Galium aparine,15
57,Q-P09505,Helminthotheca echioides,87.5
57,Q-P09505,Lactuca virosa,1
57,Q-P09505,Medicago lupulina,1
57,Q-P09505,Medicago polymorpha,1
57,Q-P09505,Mentha suaveolens,5
57,Q-P09505,Oenanthe crocata,1
57,Q-P09505,Panicum repens,5
57,Q-P09505,Parietaria judaica aggr.,5
57,Q-P09505,Paspalum distichum,5
57,Q-P09505,Pteridium aquilinum,5
57,Q-P09505,Rubus ulmifolius aggr.,5
57,Q-P09505,Solanum nigrum,1
2069,Q-P09506,Agrostis x dimorpholemma,5
2069,Q-P09506,Avena barbata,1
2069,Q-P09506,Bidens frondosus,1
2069,Q-P09506,Chenopodium album,1
2069,Q-P09506,Cirsium vulgare,5
2069,Q-P09506,Cladanthus mixtus,1
2069,Q-P09506,Dactylis glomerata,1
2069,Q-P09506,Daucus carota,1
2069,Q-P09506,Dysphania ambrosioides,5
2069,Q-P09506,Echium rosulatum,37.5
2069,Q-P09506,Erigeron sumatrensis,15
2069,Q-P09506,Foeniculum vulgare,1
2069,Q-P09506,Helminthotheca echioides,62.5
2069,Q-P09506,Hordeum murinum,1
2069,Q-P09506,Lactuca serriola,5
2069,Q-P09506,Lapsana communis,1
2069,Q-P09506,Oenothera biennis,1
2069,Q-P09506,Rumex obtusifolius,1
2069,Q-P09506,Sonchus oleraceus,1
2069,Q-P09506,Symphyotrichum squamatum,5
2069,Q-P09506,Trifolium repens,5
2069,Q-P09506,Vulpia myuros,1
2189,Q-P09507,Adenocarpus complicatus aggr.,1
2189,Q-P09507,Anarrhinum bellidifolium,5
2189,Q-P09507,Andryala integrifolia,1
2189,Q-P09507,Anisantha diandra,5
2189,Q-P09507,Campanula lusitanica,1
2189,Q-P09507,Coleostephus myconis,15
2189,Q-P09507,Dactylis glomerata,15
2189,Q-P09507,Daucus carota,1
2189,Q-P09507,Echium rosulatum,37.5
2189,Q-P09507,Erigeron sumatrensis,5
2189,Q-P09507,Galactites tomentosus,5
2189,Q-P09507,Helminthotheca echioides,15
2189,Q-P09507,Holcus lanatus,5
2189,Q-P09507,Hypochaeris radicata,5
2189,Q-P09507,Ipomoea indica,5
2189,Q-P09507,Jasione montana,1
2189,Q-P09507,Melissa officinalis,1
2189,Q-P09507,Oenothera glazioviana,5
2189,Q-P09507,Phytolacca americana,5
2189,Q-P09507,Picris hieracioides,5
2189,Q-P09507,Rubus ulmifolius aggr.,5
2189,Q-P09507,Senecio lividus,1
2189,Q-P09507,Tolpis umbellata,1
2189,Q-P09507,Vulpia myuros,5
53,Q-P09508,Andryala integrifolia,5
53,Q-P09508,Bidens frondosus,1
53,Q-P09508,Bromus hordeaceus aggr.,5
53,Q-P09508,Calystegia sepium,15
53,Q-P09508,Ceratochloa cathartica,1
53,Q-P09508,Chenopodium album,5
53,Q-P09508,Cirsium vulgare,15
53,Q-P09508,Dactylis glomerata,5
53,Q-P09508,Daucus carota,15
53,Q-P09508,Echium rosulatum,15
53,Q-P09508,Epilobium parviflorum,1
53,Q-P09508,Erigeron sumatrensis,15
53,Q-P09508,Foeniculum vulgare,15
53,Q-P09508,Helminthotheca echioides,62.5
53,Q-P09508,Lactuca virosa,15
53,Q-P09508,Laphangium luteoalbum,1
53,Q-P09508,Oenothera biennis,1
53,Q-P09508,Phytolacca americana,5
53,Q-P09508,Plantago major,5
53,Q-P09508,Polypogon monspeliensis,1
53,Q-P09508,Pulicaria arabica,1
53,Q-P09508,Rumex obtusifolius,5
53,Q-P09508,Silene latifolia,1
53,Q-P09508,Sonchus oleraceus,1
53,Q-P09508,Symphyotrichum squamatum,5
53,Q-P09508,Symphyotrichum x salignum,1
53,Q-P09508,Trifolium repens,5
53,Q-P09508,Verbena officinalis,5
59,Q-P09509,Achillea millefolium,5
59,Q-P09509,Anisantha diandra,1
59,Q-P09509,Avena barbata,5
59,Q-P09509,Calendula arvensis,1
59,Q-P09509,Ceratochloa cathartica,1
59,Q-P09509,Chenopodium album,5
59,Q-P09509,Coleostephus myconis,5
59,Q-P09509,Cyperus longus,5
59,Q-P09509,Dactylis glomerata,15
59,Q-P09509,Digitaria sanguinalis,5
59,Q-P09509,Echinochloa crus-galli,5
59,Q-P09509,Echium rosulatum,37.5
59,Q-P09509,Erodium moschatum,1
59,Q-P09509,Foeniculum vulgare,15
59,Q-P09509,Galactites tomentosus,1
59,Q-P09509,Helminthotheca echioides,37.5
59,Q-P09509,Heracleum sphondylium,1
59,Q-P09509,Holcus lanatus,5
59,Q-P09509,Lamium maculatum,1
59,Q-P09509,Lavatera cretica,1
59,Q-P09509,Mentha suaveolens,5
59,Q-P09509,Mercurialis annua,1
59,Q-P09509,Parietaria judaica aggr.,5
59,Q-P09509,Persicaria maculosa,5
59,Q-P09509,Ranunculus repens,5
59,Q-P09509,Raphanus raphanistrum aggr.,5
59,Q-P09509,Rubus ulmifolius aggr.,5
59,Q-P09509,Silene latifolia,5
59,Q-P09509,Solanum nigrum,5
59,Q-P09509,Sonchus oleraceus,15
42,Q-P09510,Ammi majus,5
42,Q-P09510,Cirsium vulgare,5
42,Q-P09510,Convolvulus arvensis,5
42,Q-P09510,Cyperus eragrostis,1
42,Q-P09510,Dittrichia viscosa,15
42,Q-P09510,Erigeron sumatrensis,5
42,Q-P09510,Foeniculum vulgare,37.5
42,Q-P09510,Helminthotheca echioides,37.5
42,Q-P09510,Hirschfeldia incana,15
42,Q-P09510,Lavatera cretica,5
42,Q-P09510,Oenothera rosea,5
42,Q-P09510,Piptatherum miliaceum,15
42,Q-P09510,Sonchus oleraceus,1
42,Q-P09510,Stenotaphrum secundatum,5
42,Q-P09510,Symphyotrichum squamatum,15
42,Q-P09510,Verbena officinalis,15
2193,Q-P09511,Andryala integrifolia,5
2193,Q-P09511,Calystegia sepium,5
2193,Q-P09511,Cirsium vulgare,5
2193,Q-P09511,Epilobium tetragonum,5
2193,Q-P09511,Erigeron sumatrensis,5
2193,Q-P09511,Helminthotheca echioides,15
2193,Q-P09511,Hirschfeldia incana,15
2193,Q-P09511,Holcus lanatus,1
2193,Q-P09511,Lavatera cretica,5
2193,Q-P09511,Oxalis pes-caprae,5
2193,Q-P09511,Parietaria judaica aggr.,5
2193,Q-P09511,Piptatherum miliaceum,87.5
2193,Q-P09511,Senecio vulgaris,5
2193,Q-P09511,Sonchus oleraceus,5
2193,Q-P09511,Symphyotrichum squamatum,15
2193,Q-P09511,Trifolium nigrescens,5
2193,Q-P09511,Urtica membranacea,5
2193,Q-P09511,Verbascum thapsus,37.5
41,Q-P09512,Agrostis castellana,5
41,Q-P09512,Ammi majus,15
41,Q-P09512,Calystegia sepium,1
41,Q-P09512,Cirsium vulgare,1
41,Q-P09512,Coleostephus myconis,1
41,Q-P09512,Dactylis glomerata,5
41,Q-P09512,Daucus carota,5
41,Q-P09512,Digitalis purpurea,1
41,Q-P09512,Helminthotheca echioides,62.5
41,Q-P09512,Holcus lanatus,5
41,Q-P09512,Lactuca serriola,1
41,Q-P09512,Lythrum junceum,1
41,Q-P09512,Medicago lupulina,5
41,Q-P09512,Melilotus indicus,5
41,Q-P09512,Oenothera biennis,5
41,Q-P09512,Paspalum dilatatum,5
41,Q-P09512,Plantago major,1
41,Q-P09512,Poa trivialis,5
41,Q-P09512,Polygonum aviculare,5
41,Q-P09512,Polypogon viridis,5
41,Q-P09512,Pteridium aquilinum,5
41,Q-P09512,Symphyotrichum squamatum,5
41,Q-P09512,Verbena bonariensis,15
67,Q-P09513,Ammi majus,5
67,Q-P09513,Calystegia sepium,5
67,Q-P09513,Cirsium vulgare,15
67,Q-P09513,Cynodon dactylon,15
67,Q-P09513,Cyperus eragrostis,5
67,Q-P09513,Dactylis glomerata,5
67,Q-P09513,Daucus carota,15
67,Q-P09513,Dittrichia viscosa,15
67,Q-P09513,Echium rosulatum,15
67,Q-P09513,Erigeron sumatrensis,15
67,Q-P09513,Helminthotheca echioides,37.5
67,Q-P09513,Holcus lanatus,5
67,Q-P09513,Lotus pedunculatus,5
67,Q-P09513,Melilotus albus,5
67,Q-P09513,Oenothera rosea,5
67,Q-P09513,Paspalum dilatatum,5
67,Q-P09513,Piptatherum miliaceum,5
67,Q-P09513,Rubus ulmifolius aggr.,5
67,Q-P09513,Rumex conglomeratus,5
67,Q-P09513,Symphyotrichum squamatum,15
67,Q-P09513,Trifolium repens,15
67,Q-P09513,Verbena officinalis,5
67,Q-P09513,Vicia sativa aggr.,1
2196,Q-P09810,Bidens tripartitus,5
2196,Q-P09810,Mentha suaveolens,15
2196,Q-P09810,Persicaria lapathifolia,1
2196,Q-P09810,Persicaria maculosa,37.5
2196,Q-P09810,Poa trivialis,1
2196,Q-P09810,Polygonum aviculare,5
653,Q-P09811,Bidens tripartitus,5
653,Q-P09811,Echinochloa crus-galli,1
653,Q-P09811,Fallopia convolvulus,1
653,Q-P09811,Jacobaea vulgaris,1
653,Q-P09811,Juncus articulatus,1
653,Q-P09811,Lycopus europaeus,5
653,Q-P09811,Mentha pulegium,1
653,Q-P09811,Mentha suaveolens,5
653,Q-P09811,Ochlopoa annua,5
653,Q-P09811,Paspalum distichum,62.5
653,Q-P09811,Persicaria decipiens,15
653,Q-P09811,Persicaria lapathifolia,5
653,Q-P09811,Persicaria maculosa,5
653,Q-P09811,Plantago lanceolata,5
653,Q-P09811,Polygonum aviculare,1
653,Q-P09811,Ranunculus repens,15
653,Q-P09811,Rumex conglomeratus,5
653,Q-P09811,Trifolium repens,1
653,Q-P09811,Veronica anagallis-aquatica,5
657,Q-P09812,Bidens tripartitus,1
657,Q-P09812,Cyperus longus,15
657,Q-P09812,Lycopus europaeus,1
657,Q-P09812,Lythrum salicaria,5
657,Q-P09812,Mentha suaveolens,5
657,Q-P09812,Paspalum distichum,62.5
657,Q-P09812,Persicaria decipiens,15
657,Q-P09812,Persicaria maculosa,5
657,Q-P09812,Ranunculus repens,5
1792,Q-P09813,Amaranthus retroflexus,1
1792,Q-P09813,Bidens tripartitus,5
1792,Q-P09813,Echinochloa crus-galli,5
1792,Q-P09813,Lycopus europaeus,1
1792,Q-P09813,Paspalum distichum,5
1792,Q-P09813,Persicaria lapathifolia,15
1792,Q-P09813,Sparganium neglectum,1
1792,Q-P09813,Veronica anagallis-aquatica,5
1990,Q-P09918,Anisantha diandra,5
1990,Q-P09918,Chelidonium majus,5
1990,Q-P09918,Cymbalaria muralis,62.5
1990,Q-P09918,Geranium rotundifolium,1
1990,Q-P09918,Petrorhagia nanteuilii,5
1990,Q-P09918,Rumex acetosella,1
1990,Q-P09918,Sonchus tenerrimus,5
1990,Q-P09918,Umbilicus rupestris,5
2002,Q-P09919,Anisantha diandra,5
2002,Q-P09919,Anthemis arvensis,5
2002,Q-P09919,Cymbalaria muralis,87.5
2002,Q-P09919,Dactylis glomerata,5
2002,Q-P09919,Sonchus tenerrimus,15
2002,Q-P09919,Umbilicus rupestris,15
209,Q-P09921,Capsella bursa-pastoris,1
209,Q-P09921,Geranium molle,5
209,Q-P09921,Lactuca serriola,5
209,Q-P09921,Parietaria judaica aggr.,62.5
209,Q-P09921,Sonchus tenerrimus,15
1879,Q-P09946,Andryala integrifolia,1
1879,Q-P09946,Anisantha diandra,15
1879,Q-P09946,Anthemis arvensis,1
1879,Q-P09946,Arrhenatherum elatius,5
1879,Q-P09946,Avena barbata,15
1879,Q-P09946,Bromus hordeaceus aggr.,1
1879,Q-P09946,Carduus carpetanus,87.5
1879,Q-P09946,Crepis capillaris,1
1879,Q-P09946,Cynosurus echinatus,5
1879,Q-P09946,Dactylis glomerata,5
1879,Q-P09946,Digitalis purpurea,1
1879,Q-P09946,Echium vulgare,1
1879,Q-P09946,Hypochaeris radicata,5
1879,Q-P09946,Linum bienne,1
1879,Q-P09946,Lolium rigidum,1
1879,Q-P09946,Papaver rhoeas,5
1879,Q-P09946,Rumex acetosella,5
1879,Q-P09946,Sanguisorba minor,1
1879,Q-P09946,Torilis africana,1
1879,Q-P09946,Trifolium campestre,5
2204,Q-P09951,Agrostis castellana,5
2204,Q-P09951,Anisantha tectorum,15
2204,Q-P09951,Avena barbata,5
2204,Q-P09951,Bromus hordeaceus aggr.,5
2204,Q-P09951,Carlina corymbosa,62.5
2204,Q-P09951,Daucus carota,5
2204,Q-P09951,Eryngium campestre,5
2204,Q-P09951,Hypochaeris radicata,1
2204,Q-P09951,Lupinus angustifolius,5
2204,Q-P09951,Scorzonera angustifolia,1
2204,Q-P09951,Taeniatherum caput-medusae,15
2204,Q-P09951,Trifolium glomeratum,5
2204,Q-P09951,Vicia hirsuta,1
2204,Q-P09951,Vicia sativa aggr.,1
2204,Q-P09951,Vulpia muralis,5
2205,Q-P09952,Andryala integrifolia,5
2205,Q-P09952,Avena barbata,5
2205,Q-P09952,Briza maxima,1
2205,Q-P09952,Carlina corymbosa,62.5
2205,Q-P09952,Dactylis glomerata,5
2205,Q-P09952,Eryngium campestre,5
2205,Q-P09952,Foeniculum vulgare,5
2205,Q-P09952,Hypericum perforatum,5
2205,Q-P09952,Malva tournefortiana aggr.,5
2205,Q-P09952,Papaver rhoeas,5
2205,Q-P09952,Ruta montana,15
2205,Q-P09952,Salvia verbenaca,1
2166,Q-P09953,Anagallis monelli,15
2166,Q-P09953,Andryala integrifolia,5
2166,Q-P09953,Carlina corymbosa,37.5
2166,Q-P09953,Carthamus lanatus,5
2166,Q-P09953,Coincya monensis aggr.,5
2166,Q-P09953,Dactylis glomerata,5
2166,Q-P09953,Daucus carota,5
2166,Q-P09953,Echium vulgare,15
2166,Q-P09953,Hypericum perforatum,15
2166,Q-P09953,Lepidium heterophyllum,5
2166,Q-P09953,Malva tournefortiana aggr.,5
2166,Q-P09953,Pimpinella villosa,5
2166,Q-P09953,Sonchus asper,5
2207,Q-P09955,Anisantha diandra,15
2207,Q-P09955,Avena barbata,5
2207,Q-P09955,Carduus tenuiflorus,87.5
2207,Q-P09955,Convolvulus arvensis,5
2207,Q-P09955,Dactylis glomerata,5
2207,Q-P09955,Galium aparine,1
2207,Q-P09955,Geranium lucidum,15
2207,Q-P09955,Geranium molle,1
2207,Q-P09955,Medicago arabica,15
2207,Q-P09955,Papaver rhoeas,5
2207,Q-P09955,Vicia sativa aggr.,1
2208,Q-P09956,Agrostis castellana,1
2208,Q-P09956,Andryala integrifolia,1
2208,Q-P09956,Anisantha diandra,5
2208,Q-P09956,Anthemis arvensis,1
2208,Q-P09956,Carduus pycnocephalus,87.5
2208,Q-P09956,Carduus tenuiflorus,15
2208,Q-P09956,Dactylis glomerata,1
2208,Q-P09956,Galium aparine,5
2208,Q-P09956,Geranium molle,1
2208,Q-P09956,Hordeum murinum,5
2208,Q-P09956,Hypochaeris radicata,1
2208,Q-P09956,Lolium rigidum,15
2208,Q-P09956,Papaver rhoeas,5
2208,Q-P09956,Rumex crispus,1
2208,Q-P09956,Sisymbrium officinale,5
2208,Q-P09956,Torilis africana,5
2208,Q-P09956,Trifolium dubium,1
2208,Q-P09956,Trifolium glomeratum,5
2208,Q-P09956,Trifolium repens,1
2209,Q-P09957,Anisantha diandra,15
2209,Q-P09957,Avena barbata,5
2209,Q-P09957,Carduus pycnocephalus,37.5
2209,Q-P09957,Carduus tenuiflorus,37.5
2209,Q-P09957,Chelidonium majus,5
2209,Q-P09957,Galium aparine,1
2209,Q-P09957,Geranium rotundifolium,15
2209,Q-P09957,Hordeum murinum,1
2209,Q-P09957,Lapsana communis,5
2209,Q-P09957,Malva sylvestris,1
2209,Q-P09957,Rumex conglomeratus,5
2209,Q-P09957,Sonchus asper,1
2209,Q-P09957,Torilis africana,5
2209,Q-P09957,Vulpia myuros,5
2210,Q-P09958,Anisantha diandra,15
2210,Q-P09958,Anisantha madritensis,1
2210,Q-P09958,Avena barbata,5
2210,Q-P09958,Carduus pycnocephalus,62.5
2210,Q-P09958,Carduus tenuiflorus,15
2210,Q-P09958,Convolvulus arvensis,1
2210,Q-P09958,Galium aparine,15
2210,Q-P09958,Geranium lucidum,5
2210,Q-P09958,Geranium molle,5
2210,Q-P09958,Medicago arabica,15
2210,Q-P09958,Papaver rhoeas,5
2210,Q-P09958,Vulpia muralis,5
2211,Q-P09959,Anisantha diandra,15
2211,Q-P09959,Arctium minus,1
2211,Q-P09959,Bromus hordeaceus aggr.,5
2211,Q-P09959,Carduus pycnocephalus,62.5
2211,Q-P09959,Carduus tenuiflorus,15
2211,Q-P09959,Echium vulgare,1
2211,Q-P09959,Geranium dissectum,15
2211,Q-P09959,Holcus lanatus,15
2211,Q-P09959,Hordeum murinum,1
2211,Q-P09959,Lolium perenne,5
2211,Q-P09959,Malva sylvestris,1
2211,Q-P09959,Medicago arabica,15
2211,Q-P09959,Rumex crispus,5
2211,Q-P09959,Rumex obtusifolius,5
2211,Q-P09959,Sonchus asper,1
2211,Q-P09959,Tordylium maximum,5
2211,Q-P09959,Trifolium arvense,5
2211,Q-P09959,Trifolium glomeratum,1
2211,Q-P09959,Trifolium repens,5
2211,Q-P09959,Urtica dioica,1
2211,Q-P09959,Vicia sativa aggr.,1
2212,Q-P09960,Anisantha diandra,5
2212,Q-P09960,Anthemis arvensis,5
2212,Q-P09960,Avena barbata,1
2212,Q-P09960,Carduus pycnocephalus,62.5
2212,Q-P09960,Carduus tenuiflorus,37.5
2212,Q-P09960,Echium plantagineum,5
2212,Q-P09960,Hordeum murinum,5
2212,Q-P09960,Hypochaeris radicata,5
2212,Q-P09960,Medicago polymorpha,5
2212,Q-P09960,Papaver hybridum,1
2212,Q-P09960,Trifolium glomeratum,5
2094,Q-P09961,Anisantha diandra,5
2094,Q-P09961,Anthemis arvensis,5
2094,Q-P09961,Avena barbata,5
2094,Q-P09961,Bromus hordeaceus aggr.,5
2094,Q-P09961,Bromus scoparius,5
2094,Q-P09961,Carduus pycnocephalus,15
2094,Q-P09961,Carduus tenuiflorus,62.5
2094,Q-P09961,Galium aparine,5
2094,Q-P09961,Geranium molle,5
2094,Q-P09961,Hordeum murinum,5
2094,Q-P09961,Hypericum perforatum,1
2094,Q-P09961,Lepidium heterophyllum,5
2094,Q-P09961,Lolium perenne,5
2094,Q-P09961,Medicago arabica,15
2094,Q-P09961,Papaver rhoeas,1
2094,Q-P09961,Poa trivialis,5
2094,Q-P09961,Rumex induratus,5
2094,Q-P09961,Tordylium maximum,5
2094,Q-P09961,Trifolium glomeratum,1
2094,Q-P09961,Vicia sativa aggr.,1
2094,Q-P09961,Vulpia muralis,5
2214,Q-P09962,Anisantha diandra,15
2214,Q-P09962,Anthemis arvensis,1
2214,Q-P09962,Avena barbata,15
2214,Q-P09962,Carduus pycnocephalus,15
2214,Q-P09962,Carduus tenuiflorus,62.5
2214,Q-P09962,Echium plantagineum,15
2214,Q-P09962,Galium aparine,5
2214,Q-P09962,Geranium dissectum,5
2214,Q-P09962,Helminthotheca echioides,1
2214,Q-P09962,Holcus lanatus,5
2214,Q-P09962,Hordeum murinum,15
2214,Q-P09962,Lolium rigidum,1
2214,Q-P09962,Papaver rhoeas,1
2214,Q-P09962,Plantago lanceolata,5
2214,Q-P09962,Plantago major,1
2214,Q-P09962,Ranunculus repens,5
2214,Q-P09962,Rumex crispus,5
2214,Q-P09962,Trifolium pratense,5
2215,Q-P09963,Anisantha diandra,1
2215,Q-P09963,Anthemis arvensis,1
2215,Q-P09963,Arrhenatherum elatius,1
2215,Q-P09963,Avena barbata,5
2215,Q-P09963,Carduus pycnocephalus,62.5
2215,Q-P09963,Carduus tenuiflorus,37.5
2215,Q-P09963,Geranium dissectum,5
2215,Q-P09963,Hordeum murinum,5
2215,Q-P09963,Lolium rigidum,1
2215,Q-P09963,Plantago lanceolata,1
2215,Q-P09963,Sisymbrium officinale,15
2215,Q-P09963,Torilis africana,5
2215,Q-P09963,Trifolium dubium,1
2215,Q-P09963,Trifolium glomeratum,1
2215,Q-P09963,Trifolium pratense,1
2215,Q-P09963,Trifolium striatum,1
2215,Q-P09963,Vicia sativa aggr.,5
2215,Q-P09963,Vulpia bromoides,5
2216,Q-P09964,Anisantha diandra,5
2216,Q-P09964,Anthemis arvensis,15
2216,Q-P09964,Ballota nigra,5
2216,Q-P09964,Carduus pycnocephalus,62.5
2216,Q-P09964,Carduus tenuiflorus,37.5
2216,Q-P09964,Galium aparine,5
2216,Q-P09964,Hordeum murinum,15
2216,Q-P09964,Lolium rigidum,5
2216,Q-P09964,Malva sylvestris,1
2216,Q-P09964,Marrubium vulgare,5
2216,Q-P09964,Onopordum acanthium,5
2216,Q-P09964,Papaver rhoeas,5
2216,Q-P09964,Poa trivialis,1
2216,Q-P09964,Rumex conglomeratus,5
2216,Q-P09964,Sisymbrium officinale,5
2216,Q-P09964,Sonchus asper,1
2216,Q-P09964,Trifolium pratense,15
2217,Q-P09965,Anisantha diandra,15
2217,Q-P09965,Anthemis arvensis,5
2217,Q-P09965,Avena barbata,5
2217,Q-P09965,Ballota nigra,5
2217,Q-P09965,Bromus hordeaceus aggr.,5
2217,Q-P09965,Capsella bursa-pastoris,1
2217,Q-P09965,Carduus pycnocephalus,37.5
2217,Q-P09965,Carduus tenuiflorus,62.5
2217,Q-P09965,Chaerophyllum temulum,1
2217,Q-P09965,Echium vulgare,15
2217,Q-P09965,Galium aparine,15
2217,Q-P09965,Geranium molle,1
2217,Q-P09965,Hordeum murinum,15
2217,Q-P09965,Lamium purpureum aggr.,1
2217,Q-P09965,Lolium rigidum,5
2217,Q-P09965,Medicago arabica,5
2217,Q-P09965,Papaver rhoeas,5
2217,Q-P09965,Rumex crispus,1
2217,Q-P09965,Trifolium dubium,1
2217,Q-P09965,Trifolium glomeratum,5
2217,Q-P09965,Vulpia myuros,1
2099,Q-P09967,Anisantha diandra,15
2099,Q-P09967,Anthemis arvensis,5
2099,Q-P09967,Avena barbata,5
2099,Q-P09967,Bryonia dioica,1
2099,Q-P09967,Carduus pycnocephalus,5
2099,Q-P09967,Carduus tenuiflorus,37.5
2099,Q-P09967,Coincya monensis aggr.,1
2099,Q-P09967,Galium aparine,5
2099,Q-P09967,Geranium lucidum,15
2099,Q-P09967,Geranium purpureum,5
2099,Q-P09967,Hordeum murinum,1
2099,Q-P09967,Lolium perenne,5
2099,Q-P09967,Mentha suaveolens,5
2099,Q-P09967,Papaver rhoeas,1
2099,Q-P09967,Rumex crispus,5
2099,Q-P09967,Silybum marianum,37.5
2099,Q-P09967,Sonchus asper,5
2099,Q-P09967,Tordylium maximum,1
2099,Q-P09967,Torilis africana,5
2099,Q-P09967,Vicia narbonensis,5
2099,Q-P09967,Vicia sativa aggr.,5
2219,Q-P09968,Alliaria petiolata,5
2219,Q-P09968,Anisantha diandra,5
2219,Q-P09968,Anthemis arvensis,5
2219,Q-P09968,Avena barbata,15
2219,Q-P09968,Carduus pycnocephalus,15
2219,Q-P09968,Carduus tenuiflorus,37.5
2219,Q-P09968,Galium aparine,5
2219,Q-P09968,Geranium rotundifolium,1
2219,Q-P09968,Hordeum murinum,5
2219,Q-P09968,Hypericum perforatum,1
2219,Q-P09968,Lycopsis arvensis,5
2219,Q-P09968,Marrubium vulgare,1
2219,Q-P09968,Medicago arabica,5
2219,Q-P09968,Rumex conglomeratus,5
2219,Q-P09968,Rumex crispus,1
2219,Q-P09968,Silybum marianum,37.5
2219,Q-P09968,Sonchus tenerrimus,1
2219,Q-P09968,Tordylium maximum,1
