"SIVIMID","Revised.sintaxon","Relevé.number","CODE","EUNIS_REVISED","EUNIS2020","EUNISL1","EUNISL2","EUNISL3","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Class","Order","Alliance","Sintaxon","SS"
"R-P24671","Geo urbani-Alliarion officinalis",293,"V39a","V39","V39","Ruderal","V39","V39","",3,3,"2012",-6.54860636,42.27725598,"1 - UTM1x1 + Elevation",889,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati",0
"R-P24672","Geo urbani-Alliarion officinalis",294,"V39a","V39","V39","Ruderal","V39","V39","W",NA,20,"2012",-6.628567767,42.40261375,"1 - UTM1x1 + Elevation",890,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati",0
"R-P24673","Geo urbani-Alliarion officinalis",295,"V39a","V39","V39","Ruderal","V39","V39","",5,15,"2012",-6.806796313,42.41663522,"1 - UTM1x1 + Elevation",375,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati",0
"R-P24674","Geranio pusilli-Anthriscion caucalidis",296,"V39a","V39","V39","Ruderal","V39","V39","N",10,5,"2012",-6.736346023,42.41715555,"1 - UTM1x1 + Elevation",674,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati",0
"R-P24675","Balloto-Conion maculati",297,"V39a","V39","V39","Ruderal","V39","V39","W",3,6,"2012",-6.704069534,42.40559845,"1 - UTM1x1 + Elevation",700,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati",0
"R-P24676","Balloto-Conion maculati",298,"V39d","V39","V38","Ruderal","V39","V39","",NA,8,"2012",-6.814727332,42.42717622,"1 - UTM1x1 + Elevation",366,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati",0
"R-P24677","Balloto-Conion maculati",299,"V39c","V39","R57","Ruderal","V39","V39","",NA,20,"2012",-6.628592361,42.27655082,"1 - UTM1x1 + Elevation",1190,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"R-P24684","Geranio pusilli-Anthriscion caucalidis",300,"V39a","V37","V37","Ruderal","V39","V39","",NA,5,"2012",-6.50622748,42.30017212,"1 - UTM1x1 + Elevation",821,"Chenopodietea","Chenopodietalia","Geranio pusilli-Anthriscion caucalidis","Galio aparinellae-Anthriscetum caucalidis",1
"R-P24685","Geranio pusilli-Anthriscion caucalidis",301,"V39a","V37","V37","Ruderal","V39","V39","",NA,2,"2012",-6.713983213,42.40887898,"1 - UTM1x1 + Elevation",778,"Chenopodietea","Chenopodietalia","Geranio pusilli-Anthriscion caucalidis","Galio aparinellae-Anthriscetum caucalidis",1
"R-P24686","Geranio pusilli-Anthriscion caucalidis",302,"V39a","V37","V37","Ruderal","V39","V39","",NA,5,"2012",-6.501583283,42.30391603,"1 - UTM1x1 + Elevation",815,"Chenopodietea","Chenopodietalia","Geranio pusilli-Anthriscion caucalidis","Galio aparinellae-Anthriscetum caucalidis",1
"R-P24687","Geranio pusilli-Anthriscion caucalidis",303,"V39a","V37","V37","Ruderal","V39","V39","",NA,4,"2012",-6.501583283,42.30391603,"1 - UTM1x1 + Elevation",819,"Chenopodietea","Chenopodietalia","Geranio pusilli-Anthriscion caucalidis","Galio aparinellae-Anthriscetum caucalidis",1
"R-P24688","Geranio pusilli-Anthriscion caucalidis",304,"V39a","V39","V39","Ruderal","V39","V39","",NA,3,"2012",-6.510149403,42.32706571,"1 - UTM1x1 + Elevation",991,"Chenopodietea","Chenopodietalia","Geranio pusilli-Anthriscion caucalidis","Galio aparinellae-Anthriscetum caucalidis",1
"R-P24689","Geranio pusilli-Anthriscion caucalidis",305,"V39a","V39","V39","Ruderal","V39","V39","E",3,1,"2012",-6.774241929,42.44112419,"1 - UTM1x1 + Elevation",655,"Chenopodietea","Chenopodietalia","Geranio pusilli-Anthriscion caucalidis","Galio aparinellae-Anthriscetum caucalidis",1
"R-P24690","Geranio pusilli-Anthriscion caucalidis",306,"V39a","V39","V39","Ruderal","V39","V39","NW",10,3,"2012",-6.730214726,42.39574523,"1 - UTM1x1 + Elevation",949,"Chenopodietea","Chenopodietalia","Geranio pusilli-Anthriscion caucalidis","Galio aparinellae-Anthriscetum caucalidis",1
"R-P24691","Geranio pusilli-Anthriscion caucalidis",307,"V39a","V39","V39","Ruderal","V39","V39","",NA,8,"2012",-6.50622748,42.30017212,"1 - UTM1x1 + Elevation",825,"Chenopodietea","Chenopodietalia","Geranio pusilli-Anthriscion caucalidis","Galio aparinellae-Anthriscetum caucalidis",1
"R-P24692","Geranio pusilli-Anthriscion caucalidis",308,"V39a","V39","V39","Ruderal","V39","V39","",NA,1,"2012",-6.656292335,42.41974038,"1 - UTM1x1 + Elevation",589,"Chenopodietea","Chenopodietalia","Geranio pusilli-Anthriscion caucalidis","Galio aparinellae-Anthriscetum caucalidis",1
"R-P27073","Dauco-Melilotion",309,"V38c","V38","V33","Ruderal","V37","V38","",NA,10,"1985",-5.814756567,43.6140776,"4 - UTM10x10 + Centroid",48,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27074","Dauco-Melilotion",310,"V38c","V38","V","Ruderal","V37","V38","",NA,5,"1985",-6.949739134,43.54130303,"4 - UTM10x10 + Centroid",47,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27075","Oxalidion europaeae",311,"V33","V37","V32","Ruderal","V37","V33","",0,8,"1985",-8.645063554,42.42890235,"3 - UTM10x10 + Elevation",5,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27076","Sisymbrion officinalis",312,"V38d","V37","V32","Ruderal","V37","V38","",0,8,"1985",-8.68617551,42.39985767,"3 - UTM10x10 + Elevation",5,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27078","Oxalidion europaeae",313,"V33","V37","V32","Ruderal","V37","V33","SW",30,30,"1985",-8.543430035,42.81737201,"3 - UTM10x10 + Elevation",220,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27079","Dauco-Melilotion",314,"V38c","V37","V32","Ruderal","V37","V38","W",NA,8,"1985",-7.616743442,43.66705507,"3 - UTM10x10 + Elevation",40,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27080","Dauco-Melilotion",315,"V38c","V38","V33","Ruderal","V37","V38","NW",NA,20,"1985",-8.084451059,43.65436324,"3 - UTM10x10 + Elevation",5,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27081","Oxalidion europaeae",316,"V33","V37","V32","Ruderal","V37","V33","S",30,12,"1985",-8.788432989,42.25734148,"4 - UTM10x10 + Centroid",35,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27082","Oxalidion europaeae",1247,"V33","V37","V32","Weed","V15A","V33","",NA,20,"1985",-8.927698183,42.76504137,"4 - UTM10x10 + Centroid",100,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27084","Oxalidion europaeae",1248,"V33","V37","V32","Weed","V15A","V33","",NA,4,"1985",-8.939600765,42.85817381,"4 - UTM10x10 + Centroid",281,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27085","Oxalidion europaeae",1249,"V33","V38","V33","Weed","V15A","V33","SE",NA,25,"1985",-8.939600765,42.85817381,"4 - UTM10x10 + Centroid",281,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27086","Oxalidion europaeae",1250,"V33","V37","V32","Weed","V15A","V33","SE",NA,30,"1985",-9.076223063,42.78970726,"4 - UTM10x10 + Centroid",103.5,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27087","Oxalidion europaeae",1251,"V33","V39","R","Weed","V15A","V33","",5,9,"1985",-8.896225772,42.77268555,"3 - UTM10x10 + Elevation",35,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27088","Oxalidion europaeae",1252,"V33","V38","V33","Weed","V15A","V33","",NA,15,"1985",-9.024891352,42.66334622,"3 - UTM10x10 + Elevation",50,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27089","Oxalidion europaeae",317,"V33","V37","V32","Ruderal","V37","V33","NE",NA,5,"1985",-8.655536799,42.30235536,"3 - UTM10x10 + Elevation",40,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27090","Oxalidion europaeae",1253,"V33","V37","V32","Weed","V15A","V33","NW",NA,20,"1985",-8.730383271,42.29862745,"3 - UTM10x10 + Elevation",80,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27091","Sisymbrion officinalis",318,"V38d","V37","V32","Ruderal","V37","V38","",NA,10,"1985",-7.868039742,42.34399505,"3 - UTM10x10 + Elevation",110,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27092","Oxalidion europaeae",1254,"V33","V37","V32","Weed","V15A","V33","SW",45,10,"1985",-8.218287074,43.28101945,"3 - UTM10x10 + Elevation",40,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27093","Dauco-Melilotion",319,"V38c","V38","V32","Ruderal","V37","V38","",NA,12,"1985",-8.02739789,43.62448443,"3 - UTM10x10 + Elevation",170,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27094","Oxalidion europaeae",1255,"V33","V37","V32","Weed","V15A","V33","E",NA,30,"1985",-8.449176467,42.85624262,"4 - UTM10x10 + Centroid",291,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27095","Dauco-Melilotion",320,"V38c","V38","V33","Ruderal","V37","V38","",NA,25,"1985",-7.847236582,42.31138127,"4 - UTM10x10 + Centroid",305,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27096","Dauco-Melilotion",321,"V38c","V38","V33","Ruderal","V37","V38","",NA,10,"1985",-7.492084004,41.94706717,"4 - UTM10x10 + Centroid",515,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27097","Oxalidion europaeae",322,"V33","V37","V32","Ruderal","V37","V33","",NA,20,"1985",-8.572186673,42.76671167,"4 - UTM10x10 + Centroid",147,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27098","Oxalidion europaeae",1256,"V33","V37","V32","Weed","V15A","V33","NE",NA,80,"1985",-8.619651879,42.28071968,"3 - UTM10x10 + Elevation",40,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27099","Oxalidion europaeae",323,"V33","V38","R","Ruderal","V37","V33","",NA,10,"1985",-8.603893194,42.26708981,"3 - UTM10x10 + Elevation",50,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27100","Oxalidion europaeae",1257,"V33","V38","V33","Weed","V15A","V33","S",NA,10,"1985",-8.021703226,42.32294709,"3 - UTM10x10 + Elevation",120,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27101","Oxalidion europaeae",324,"V33","V37","V32","Ruderal","V37","V33","S",NA,8,"1985",-7.999375323,42.34733288,"3 - UTM10x10 + Elevation",120,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27102","Dauco-Melilotion",325,"V38c","V38","R","Ruderal","V37","V38","",NA,12,"1985",-5.814756567,43.6140776,"4 - UTM10x10 + Centroid",48,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27103","Dauco-Melilotion",326,"V38c","V38","V","Ruderal","V37","V38","",NA,10,"1985",-5.814756567,43.6140776,"4 - UTM10x10 + Centroid",48,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27105","Dauco-Melilotion",327,"V38c","V38","V32","Ruderal","V37","V38","",NA,3,"1985",-6.708298223,43.53800992,"4 - UTM10x10 + Centroid",71,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27106","Dauco-Melilotion",328,"V38c","V38","V33","Ruderal","V37","V38","",NA,20,"1985",-5.982601798,43.44749749,"4 - UTM10x10 + Centroid",325,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P27107","Dauco-Melilotion",329,"V38c","V38","V32","Ruderal","V37","V38","",NA,8,"1985",-5.814756567,43.6140776,"4 - UTM10x10 + Centroid",48,"Chenopodietea","Brometalia rubenti-tectorum","Echio-Galactition tomentosae","Coleostepho myconis-Galactitetum tomentosae",0
"R-P28933","Oxalidion europaeae",1258,"V1a","V15","V32","Weed","V15A","V1","",NA,40,"1982",-8.56035296,42.76073549,"3 - UTM10x10 + Elevation",30,NA,NA,NA,"Associació-Desconeguda",0
"R-P28934","Oxalidion europaeae",1259,"V1a","V15","V32","Weed","V15C","V1","",NA,20,"1982",-8.588413838,42.74676233,"3 - UTM10x10 + Elevation",30,NA,NA,NA,"Associació-Desconeguda",0
"R-P28987","Saginion procumbentis",1905,"V35","V35","V35","Trampled","V35","V35","",NA,1,"2014",-3.595207484,43.11232738,"2 - UTM1x1 + Centroid",820,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Matricario-Polygonetum arenastrii",0
"R-P28988","Polygono-Coronopodion",1906,"V31","V35","V35","Trampled","V35","V31","",NA,2,"2014",-3.553095549,43.07651904,"1 - UTM1x1 + Elevation",770,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Matricario-Polygonetum arenastrii",1
"R-P28989","Saginion procumbentis",1907,"V35","V35","V35","Trampled","V35","V35","",NA,1,"2014",-3.641215612,43.04544235,"1 - UTM1x1 + Elevation",730,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Matricario-Polygonetum arenastrii",0
"R-P28990","Polygono-Coronopodion",1908,"V31","V35","V35","Trampled","V35","V31","",NA,1,"2014",-3.624155646,43.05814363,"1 - UTM1x1 + Elevation",700,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Matricario-Polygonetum arenastrii",1
"R-P28991","Polygono-Coronopodion",1909,"V31","V35","V35","Trampled","V35","V31","",NA,1,"2014",-3.680561396,43.05061812,"1 - UTM1x1 + Elevation",750,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Matricario-Polygonetum arenastrii",1
"R-P28992","Saginion procumbentis",1910,"V35","V35","V35","Trampled","V35","V35","",NA,2,"2014",-3.560449147,43.07468227,"1 - UTM1x1 + Elevation",780,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Matricario-Polygonetum arenastrii",0
"R-P28993","Sisymbrion officinalis",330,"V37","V37","V37","Ruderal","V37","V37","",NA,2,"2014",-3.660936039,43.05253414,"1 - UTM1x1 + Elevation",730,"Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini",1
"R-P28994","Sisymbrion officinalis",331,"V37","V37","V37","Ruderal","V37","V37","",NA,10,"2014",-3.558188735,43.09630514,"1 - UTM1x1 + Elevation",830,"Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini",1
"R-P28995","Arction lappae",332,"V39b","V39","V38","Ruderal","V39","V39","",NA,4,"2014",-3.681499287,43.1352586,"1 - UTM1x1 + Elevation",1420,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecionetum nebrodensis",1
"R-P28996","Balloto-Conion maculati",333,"V39e","V39","V39","Ruderal","V39","V39","",NA,40,"2014",-3.595207484,43.11232738,"2 - UTM1x1 + Centroid",820,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Carduo nutantis-Cirsietum richterani",0
"R-P28997","Cirsion richterano-chodati",334,"V39b","V38","V38","Ruderal","V38","V39","",NA,10,"2014",-3.698486559,43.11534549,"1 - UTM1x1 + Elevation",1130,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Carduo nutantis-Cirsietum richterani",1
"R-P28998","Cirsion richterano-chodati",335,"V38a","V38","V38","Ruderal","V38","V38","",NA,20,"2014",-3.645031218,43.17509115,"2 - UTM1x1 + Centroid",1200,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Carduo nutantis-Cirsietum richterani",1
"R-P28999","Cirsion richterano-chodati",336,"V38b","V38","V38","Ruderal","V38","V38","",NA,20,"2014",-3.506374025,43.07133235,"1 - UTM1x1 + Elevation",765,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Carduo nutantis-Cirsietum richterani",1
"R-P29000","Cirsion richterano-chodati",337,"V38b","V38","V38","Ruderal","V38","V38","",NA,15,"2014",-3.553176554,43.08552358,"1 - UTM1x1 + Elevation",780,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Carduo nutantis-Cirsietum richterani",1
"R-P29001","Geo urbani-Alliarion officinalis",338,"V39c","V39","V","Ruderal","V39","V39","",NA,100,"2014",-3.553063157,43.07291722,"1 - UTM1x1 + Elevation",770,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"R-P29002","Geo urbani-Alliarion officinalis",339,"V39e","V39","V39","Ruderal","V39","V39","",NA,60,"2014",-3.570626544,43.11245261,"2 - UTM1x1 + Centroid",760,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"R-P29004","Balloto-Conion maculati",340,"V39e","V39","V39","Ruderal","V39","V39","",NA,80,"2014",-3.4600105,43.11295076,"2 - UTM1x1 + Centroid",750,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati",0
"R-P29005","Balloto-Conion maculati",341,"V39c","V39","R57","Ruderal","V39","V39","",NA,100,"2014",-3.597753212,43.12131899,"1 - UTM1x1 + Elevation",840,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"R-P29006","Balloto-Conion maculati",342,"V39c","V39","R57","Ruderal","V39","V39","",NA,100,"2014",-3.597700622,43.11591634,"1 - UTM1x1 + Elevation",840,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"R-P29007","Balloto-Conion maculati",343,"V39c","V39","R57","Ruderal","V39","V39","",NA,30,"2014",-3.595207484,43.11232738,"2 - UTM1x1 + Centroid",820,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"R-P33439","Dauco-Melilotion",344,"V38c","V38","V32","Ruderal","V37","V38","",NA,NA,"2003",-2.527514949,42.57798446,"3 - UTM10x10 + Elevation",540,NA,NA,NA,"Associació-Desconeguda",0
"S-P11127","Oxalidion europaeae",1260,"V1b","V37","V37","Weed","V15B","V1","",NA,2,"1989",-4.428310812,42.99690267,"2 - UTM1x1 + Centroid",1220,"Chenopodietea","Chenopodietalia","Chenopodion muralis","Urtico urentis-Malvetum neglectae",0
"S-P11128","Sisymbrion officinalis",345,"V37","V37","V37","Ruderal","V37","V37","",NA,15,"1989",-4.414395552,42.92503589,"1 - UTM1x1 + Elevation",1220,"Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","Sisymbrio officinalis-Hordeetum murini",1
"S-P11129","Balloto-Conion maculati",346,"V39c","V39","R57","Ruderal","V39","V39","",NA,20,"1989",-4.457617041,42.9911302,"1 - UTM1x1 + Elevation",1200,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"S-P11130","Arction lappae",347,"V39b","V39","R57","Ruderal","V39","V39","N",2,10,"1989",-4.429480143,43.04731528,"1 - UTM1x1 + Elevation",1960,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Senecioni duriaei-Chenopodietum boni-henrici",1
"S-P11131","Arction lappae",1261,"V39b","V39","R","Weed","V15A","V39","",NA,10,"1989",-4.429521961,43.04911572,"1 - UTM1x1 + Elevation",1760,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Senecioni duriaei-Chenopodietum boni-henrici",1
"S-P11132","Arction lappae",348,"V39b","V39","R","Ruderal","V39","V39","SW",5,20,"1989",-4.43201878,43.05088546,"1 - UTM1x1 + Elevation",1760,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Senecioni duriaei-Chenopodietum boni-henrici",1
"S-P11133","Cirsion richterano-chodati",349,"V38a","V38","V38","Ruderal","V38","V38","SE",5,12,"1989",-4.341871144,42.97093409,"2 - UTM1x1 + Centroid",1710,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Senecioni duriaei-Chenopodietum boni-henrici",0
"S-P11134","Arction lappae",350,"V39b","V39","V","Ruderal","V39","V39","SE",5,8,"1989",-4.341871144,42.97093409,"2 - UTM1x1 + Centroid",1710,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Senecioni duriaei-Chenopodietum boni-henrici",1
"S-P11135","Arction lappae",351,"V39b","V39","R","Ruderal","V39","V39","",NA,10,"1989",-4.407221638,43.04038732,"1 - UTM1x1 + Elevation",1940,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Senecioni duriaei-Chenopodietum boni-henrici",1
"S-P11136","Arction lappae",352,"V39b","V39","R","Ruderal","V39","V39","N",10,15,"1989",-4.341871144,42.97093409,"2 - UTM1x1 + Centroid",1800,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Senecioni duriaei-Chenopodietum boni-henrici",1
"S-P11137","Balloto-Conion maculati",353,"V39d","V39","V39","Ruderal","V39","V39","",NA,20,"1989",-4.48897882,42.96911467,"2 - UTM1x1 + Centroid",1070,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati",0
"S-P11138","Balloto-Conion maculati",354,"V39d","V39","V39","Ruderal","V39","V39","",NA,12,"1989",-4.48897882,42.96911467,"2 - UTM1x1 + Centroid",1070,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati",0
"S-P11139","Balloto-Conion maculati",355,"V39d","V39","V","Ruderal","V39","V39","",NA,20,"1989",-4.490065996,43.01412495,"2 - UTM1x1 + Centroid",1130,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati",0
"S-P11140","Balloto-Conion maculati",356,"V39d","V39","V39","Ruderal","V39","V39","SE",5,20,"1989",-4.475859575,42.93326482,"2 - UTM1x1 + Centroid",1120,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati",0
"S-P11141","Geo urbani-Alliarion officinalis",357,"V39a","V39","V39","Ruderal","V39","V39","",NA,20,"1989",-4.451145285,42.92457585,"2 - UTM1x1 + Centroid",1070,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Cariolophetum sempervirentis",1
"S-P11142","Geo urbani-Alliarion officinalis",358,"V39a","V39","V39","Ruderal","V39","V39","",NA,30,"1989",-4.452627041,42.9875917,"2 - UTM1x1 + Centroid",1140,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Cariolophetum sempervirentis",1
"S-P11143","Geo urbani-Alliarion officinalis",359,"V39a","V39","V39","Ruderal","V39","V39","",NA,30,"1989",-4.446161128,42.92103694,"1 - UTM1x1 + Elevation",1130,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Cariolophetum sempervirentis",1
"S-P11144","Geo urbani-Alliarion officinalis",360,"V39a","V39","V39","Ruderal","V39","V39","",NA,20,"1989",-4.487612527,43.01415687,"1 - UTM1x1 + Elevation",1200,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Cariolophetum sempervirentis",1
"S-P11149","Cirsion richterano-chodati",361,"V38a","V38","V38","Ruderal","V38","V38","",NA,50,"1989",-4.478014555,43.02328609,"2 - UTM1x1 + Centroid",1170,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani",1
"S-P11150","Cirsion richterano-chodati",362,"V38b","V38","V38","Ruderal","V38","V38","N",10,20,"1989",-4.391517645,42.99735599,"2 - UTM1x1 + Centroid",1300,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani",1
"S-P11151","Cirsion richterano-chodati",363,"V38b","V38","V38","Ruderal","V38","V38","S",2,40,"1989",-4.406193952,42.9953756,"1 - UTM1x1 + Elevation",1420,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani",1
"S-P11152","Cirsion richterano-chodati",364,"V38b","V38","V38","Ruderal","V38","V38","SW",5,20,"1989",-4.491648089,42.97808482,"1 - UTM1x1 + Elevation",1110,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani",1
"S-P11153","Cirsion richterano-chodati",365,"V38b","V38","V38","Ruderal","V38","V38","",NA,40,"1989",-4.48941339,42.98711883,"2 - UTM1x1 + Centroid",1120,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Cirsio chodati-Carduetum carpetani",1
