"","SIVIMID","Original","Area","Year","Longitude","Latitude","Accuracy","Elevation","Alliance","Order","Class","L1"
"123","R-P24625","Holosteo umbellati-Veronicetum persicae",10,2012,-6.53447823,42.32811836,"1 - UTM1x1 + Elevation",750,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"124","R-P24626","Holosteo umbellati-Veronicetum persicae",20,2012,-6.791484291,42.40453751,"1 - UTM1x1 + Elevation",699,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"125","R-P24627","Holosteo umbellati-Veronicetum persicae",7,2012,-6.79224318,42.41711828,"1 - UTM1x1 + Elevation",379,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"126","R-P24628","Holosteo umbellati-Veronicetum persicae",50,2012,-6.803001823,42.4743881,"1 - UTM1x1 + Elevation",499,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"127","R-P24629","Holosteo umbellati-Veronicetum persicae",7,2012,-6.5533469,42.2753081,"1 - UTM1x1 + Elevation",860,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"128","R-P24630","Holosteo umbellati-Veronicetum persicae",10,2012,-6.501782801,42.30751177,"1 - UTM1x1 + Elevation",833,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"129","R-P24631","Holosteo umbellati-Veronicetum persicae",3,2012,-6.815928343,42.44694537,"1 - UTM1x1 + Elevation",402,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"130","R-P24632","Holosteo umbellati-Veronicetum persicae",15,2012,-6.506327354,42.30196998,"1 - UTM1x1 + Elevation",826,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"131","S-P20358","Chrysanthemum segetum-Raphanetum",10,1972,-8.815893813,42.25289956,"3 - UTM10x10 + Elevation",20,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"132","S-P20359","Chrysanthemum segetum-Raphanetum",10,1972,-8.762577319,42.19978799,"3 - UTM10x10 + Elevation",10,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"133","S-P20360","Chrysanthemum segetum-Raphanetum",10,1972,-8.807528945,42.31993864,"3 - UTM10x10 + Elevation",60,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"134","S-P20361","Chrysanthemum segetum-Raphanetum",10,1972,-8.846578977,42.29634309,"3 - UTM10x10 + Elevation",20,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"135","S-P20362","Chrysanthemum segetum-Raphanetum",15,1972,-8.715038524,42.23638179,"3 - UTM10x10 + Elevation",40,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"136","S-P20363","Chrysanthemum segetum-Raphanetum",10,1972,-8.692361542,42.22671075,"3 - UTM10x10 + Elevation",50,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"137","S-P20364","Chrysanthemum segetum-Raphanetum",10,1972,-8.695258067,42.23196771,"3 - UTM10x10 + Elevation",80,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"138","S-P20365","Chrysanthemum segetum-Raphanetum",5,1972,-8.741504596,42.42049594,"3 - UTM10x10 + Elevation",100,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"139","S-P20366","Chrysanthemum segetum-Raphanetum",8,1972,-8.671631958,42.29255581,"3 - UTM10x10 + Elevation",50,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"140","S-P20367","Chrysanthemum segetum-Raphanetum",10,1972,-8.788432989,42.25734148,"4 - UTM10x10 + Centroid",700,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"141","S-P20368","Chrysanthemum segetum-Raphanetum",10,1972,-8.831525551,42.26470565,"3 - UTM10x10 + Elevation",80,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"142","S-P20369","Chrysanthemum segetum-Raphanetum",10,1972,-8.83493295,42.27533393,"3 - UTM10x10 + Elevation",150,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"143","S-P20370","Chrysanthemum segetum-Raphanetum",10,1972,-8.778387429,42.31961549,"3 - UTM10x10 + Elevation",110,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"144","S-P20371","Chrysanthemum segetum-Raphanetum",15,1972,-8.784260051,42.27790969,"3 - UTM10x10 + Elevation",100,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"145","S-P20372","Chrysanthemum segetum-Raphanetum",10,1972,-8.807070288,42.26235004,"3 - UTM10x10 + Elevation",100,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"146","S-P20373","Chrysanthemum segetum-Raphanetum",10,1972,-8.852072083,42.30326336,"3 - UTM10x10 + Elevation",50,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"147","S-P20374","Chrysanthemum segetum-Raphanetum",11,1972,-8.768499807,42.18508625,"3 - UTM10x10 + Elevation",90,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"148","S-P20375","Chrysanthemum segetum-Raphanetum",5,1972,-8.77437999,42.32881996,"3 - UTM10x10 + Elevation",20,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"149","S-P20376","Chrysanthemum segetum-Raphanetum",10,1972,-8.784260051,42.27790969,"3 - UTM10x10 + Elevation",110,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"150","S-P20377","Chrysanthemum segetum-Raphanetum",10,1972,-8.771750482,42.30014667,"3 - UTM10x10 + Elevation",300,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"151","S-P20378","Chrysanthemum segetum-Raphanetum",10,1972,-8.793370647,42.32425804,"3 - UTM10x10 + Elevation",120,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"152","S-P20379","Chrysanthemum segetum-Raphanetum",4,1972,-8.792431791,42.1820759,"3 - UTM10x10 + Elevation",50,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"153","S-P20380","Chrysanthemum segetum-Raphanetum",5,1972,-8.71524754,42.2921837,"3 - UTM10x10 + Elevation",50,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"154","S-P20381","Chrysanthemum segetum-Raphanetum",5,1972,-8.655053696,42.32398425,"3 - UTM10x10 + Elevation",50,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"155","S-P20382","Chrysanthemum segetum-Raphanetum",5,1972,-8.73873381,42.28380534,"3 - UTM10x10 + Elevation",40,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"156","S-P20383","Chrysanthemum segetum-Raphanetum",4,1972,-8.728858924,42.22848846,"3 - UTM10x10 + Elevation",40,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"157","S-P20384","Chrysanthemum segetum-Raphanetum",5,1972,-8.745086926,42.22047253,"3 - UTM10x10 + Elevation",40,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"158","S-P20385","Chrysanthemum segetum-Raphanetum",7,1972,-8.70650693,42.22240476,"3 - UTM10x10 + Elevation",40,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"159","T-P02590","Spergulario-Arnoseretum minimae",30,1984,-6.32531531,42.41182245,"3 - UTM10x10 + Elevation",1220,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"160","T-P03082","Oxalidi latifoliae-Veronicetum persicae",30,1986,-3.12590575,43.21826213,"3 - UTM10x10 + Elevation",150,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"161","T-P03083","Oxalidi latifoliae-Veronicetum persicae",25,1986,-3.340208214,43.23043218,"3 - UTM10x10 + Elevation",200,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"162","T-P03084","Oxalidi latifoliae-Veronicetum persicae",40,1986,-3.089134191,43.33175535,"3 - UTM10x10 + Elevation",200,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"163","T-P03085","Oxalidi latifoliae-Veronicetum persicae",45,1986,-2.76917404,43.13165238,"3 - UTM10x10 + Elevation",250,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"164","T-P03086","Oxalidi latifoliae-Veronicetum persicae",30,1986,-2.881950808,43.30651632,"3 - UTM10x10 + Elevation",100,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"165","T-P03087","Oxalidi latifoliae-Veronicetum persicae",50,1986,-2.703917117,43.40524377,"3 - UTM10x10 + Elevation",80,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"166","T-P03468","Triseto ovati-Arnoseridetum minimae",NA,1989,NA,NA,"5 - UTMs missing from DEM",830,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"167","T-P03469","Triseto ovati-Arnoseridetum minimae",NA,1989,-6.517054166,42.20037363,"4 - UTM10x10 + Centroid",760,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"168","T-P03470","Triseto ovati-Arnoseridetum minimae",NA,1989,-6.449399262,42.05884169,"4 - UTM10x10 + Centroid",800,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"169","T-P03471","Triseto ovati-Arnoseridetum minimae",NA,1989,-6.630956118,41.97932291,"3 - UTM10x10 + Elevation",850,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"170","T-P03472","Triseto ovati-Arnoseridetum minimae",NA,1989,-6.721037279,41.99264297,"3 - UTM10x10 + Elevation",890,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"171","T-P03473","Triseto ovati-Arnoseridetum minimae",NA,1989,-6.449399262,42.05884169,"4 - UTM10x10 + Centroid",760,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"172","T-P03479","Triseto ovati-Arnoseridetum minimae",NA,1989,-6.286927646,42.56060595,"3 - UTM10x10 + Elevation",1160,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"173","T-P03480","Triseto ovati-Arnoseridetum minimae",NA,1989,-6.391625954,42.64939611,"3 - UTM10x10 + Elevation",720,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"174","T-P03482","Triseto ovati-Arnoseridetum minimae",NA,1989,-6.579063781,42.5572459,"3 - UTM10x10 + Elevation",610,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"175","T-P03492","Triseto ovati-Arnoseridetum minimae",NA,1989,-5.406264651,42.84544537,"3 - UTM10x10 + Elevation",1000,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"176","T-P03500","Cnico benedicti-Papaveretum argemones",NA,1989,-6.689756159,42.61675948,"3 - UTM10x10 + Elevation",500,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"177","T-P03501","Cnico benedicti-Papaveretum argemones",NA,1989,-6.588881821,42.64337899,"3 - UTM10x10 + Elevation",650,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"178","T-P03503","Cnico benedicti-Papaveretum argemones",NA,1989,-5.944573422,42.63655899,"3 - UTM10x10 + Elevation",960,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"179","T-P03512","Cnico benedicti-Papaveretum argemones",NA,1989,-6.51046248,42.59358715,"3 - UTM10x10 + Elevation",600,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"180","T-P03513","Cnico benedicti-Papaveretum argemones",NA,1989,-5.962566038,42.65886893,"4 - UTM10x10 + Centroid",590,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"181","T-P03533","Cnico benedicti-Papaveretum argemones",NA,1989,-5.336090445,42.86670987,"3 - UTM10x10 + Elevation",980,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"182","T-P03856","Veronico triphylli-Cerastietum dichotomi",NA,1989,-1.54236802,42.60930836,"4 - UTM10x10 + Centroid",570,"Roemerion hybridae","Gladiolo italici-Ridolfietalia segeti","Papaveretea rhoeadis","Scleranthion annui"
"183","T-P03872","Veronico triphylli-Cerastietum dichotomi",NA,1989,-5.321142037,42.85981026,"3 - UTM10x10 + Elevation",940,"Roemerion hybridae","Gladiolo italici-Ridolfietalia segeti","Papaveretea rhoeadis","Oxalidion europeae"
"184","T-P05151","Fumario capreolatae-Veronicetum persicae",8,1995,-3.407921691,43.41210307,"3 - UTM10x10 + Elevation",6,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"185","T-P05152","Fumario capreolatae-Veronicetum persicae",10,1995,-3.427658288,43.4084292,"3 - UTM10x10 + Elevation",6,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"186","T-P05153","Fumario capreolatae-Veronicetum persicae",60,1995,-3.412385948,43.34185211,"3 - UTM10x10 + Elevation",20,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"187","T-P05154","Fumario capreolatae-Veronicetum persicae",100,1995,-3.427152425,43.33639519,"3 - UTM10x10 + Elevation",10,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"188","T-P05155","Fumario capreolatae-Veronicetum persicae",100,1995,-3.482028566,43.41181472,"3 - UTM10x10 + Elevation",8,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"189","T-P05156","Fumario capreolatae-Veronicetum persicae",100,1995,-3.370812932,43.40322498,"1 - UTM1x1 + Elevation",40,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"190","T-P05157","Fumario capreolatae-Veronicetum persicae",100,1995,-3.434207631,43.28774388,"1 - UTM1x1 + Elevation",60,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"191","T-P05158","Fumario capreolatae-Veronicetum persicae",15,1995,-3.472939711,43.19574246,"1 - UTM1x1 + Elevation",450,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"192","T-P05159","Fumario capreolatae-Veronicetum persicae",40,1995,-3.571297047,43.18448787,"2 - UTM1x1 + Centroid",400,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"193","T-P05160","Fumario capreolatae-Veronicetum persicae",12,1995,-3.447737463,43.45157345,"1 - UTM1x1 + Elevation",150,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"194","T-P05161","Fumario capreolatae-Veronicetum persicae",10,1995,-3.447764035,43.45517509,"1 - UTM1x1 + Elevation",150,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"195","T-P05162","Fumario capreolatae-Veronicetum persicae",10,1995,-3.402981194,43.41212059,"1 - UTM1x1 + Elevation",10,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"196","T-P05163","Fumario capreolatae-Veronicetum persicae",100,1995,-3.410221807,43.3868824,"1 - UTM1x1 + Elevation",220,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"197","T-P05164","Fumario capreolatae-Veronicetum persicae",80,1995,-3.363306397,43.38704106,"1 - UTM1x1 + Elevation",60,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"198","T-P05165","Fumario capreolatae-Veronicetum persicae",8,1995,-3.456138786,43.25344087,"1 - UTM1x1 + Elevation",90,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"199","T-P05166","Fumario capreolatae-Veronicetum persicae",10,1995,-3.490660904,43.25689987,"1 - UTM1x1 + Elevation",90,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"200","T-P05167","Fumario capreolatae-Veronicetum persicae",50,1995,-3.487751603,43.20108313,"1 - UTM1x1 + Elevation",280,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"201","T-P05168","Fumario capreolatae-Veronicetum persicae",10,1995,-3.599284675,43.27799351,"1 - UTM1x1 + Elevation",250,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"202","T-P05169","Fumario capreolatae-Veronicetum persicae",6,1995,-3.326402973,43.4123648,"1 - UTM1x1 + Elevation",50,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"203","T-P05170","Fumario capreolatae-Veronicetum persicae",10,1995,-3.323903901,43.40696924,"1 - UTM1x1 + Elevation",60,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"204","T-P05171","Fumario capreolatae-Veronicetum persicae",6,1995,-3.365916494,43.41044431,"1 - UTM1x1 + Elevation",40,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"205","T-P05172","Fumario capreolatae-Veronicetum persicae",10,1995,-3.437616441,43.41919683,"1 - UTM1x1 + Elevation",8,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"206","T-P05173","Fumario capreolatae-Veronicetum persicae",8,1995,-3.429822882,43.36519965,"3 - UTM10x10 + Elevation",10,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"207","T-P05174","Fumario capreolatae-Veronicetum persicae",6,1995,-3.430102895,43.40481826,"3 - UTM10x10 + Elevation",6,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"208","T-P12050","Linario eleganti-Anthoxanthetum aristati",NA,1988,-6.205383665,42.63315379,"3 - UTM10x10 + Elevation",1070,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"209","T-P12054","Centaureo cyani-Raphanetum microcarpae",70,1988,-6.223150644,42.50479023,"3 - UTM10x10 + Elevation",1100,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"210","T-P12074","Centaureo cyani-Raphanetum microcarpae",60,1988,-5.430566633,43.21411526,"3 - UTM10x10 + Elevation",820,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"211","T-P12077","Centaureo cyani-Raphanetum microcarpae",20,1988,-6.404473132,42.61659897,"3 - UTM10x10 + Elevation",700,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"212","T-P12078","Centaureo cyani-Raphanetum microcarpae",40,1988,-6.352558095,42.64874654,"3 - UTM10x10 + Elevation",870,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"213","T-P12081","Holosteo umbellati-Veronicetum persicae",50,1988,-6.783677537,42.59748459,"3 - UTM10x10 + Elevation",480,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"214","T-P12082","Holosteo umbellati-Veronicetum persicae",50,1988,-6.264961345,42.65308025,"3 - UTM10x10 + Elevation",830,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"215","T-P12083","Holosteo umbellati-Veronicetum persicae",100,1988,-6.678433678,42.507273,"3 - UTM10x10 + Elevation",510,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"216","T-P12084","Holosteo umbellati-Veronicetum persicae",25,1988,-6.659523567,42.51688346,"3 - UTM10x10 + Elevation",510,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"217","T-P12085","Holosteo umbellati-Veronicetum persicae",50,1988,-6.777182291,42.57068697,"3 - UTM10x10 + Elevation",480,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"218","T-P12086","Holosteo umbellati-Veronicetum persicae",50,1988,-6.755406046,42.57320459,"3 - UTM10x10 + Elevation",480,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"219","T-P12087","Spergulario-Arnoseretum minimae",100,1988,-6.612293157,42.62643471,"3 - UTM10x10 + Elevation",620,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"220","T-P12088","Spergulario-Arnoseretum minimae",50,1988,-6.626525465,42.70342003,"3 - UTM10x10 + Elevation",830,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"221","T-P12090","Spergulario-Arnoseretum minimae",100,1988,-6.125389091,42.49669509,"3 - UTM10x10 + Elevation",960,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"222","T-P12092","Spergulario-Arnoseretum minimae",150,1988,-6.332840023,42.1864851,"3 - UTM10x10 + Elevation",1150,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"223","T-P12093","Spergulario-Arnoseretum minimae",120,1988,-6.25247205,42.22481396,"3 - UTM10x10 + Elevation",970,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"224","T-P12095","Spergulario-Arnoseretum minimae",100,1988,-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",910,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"225","T-P12096","Spergulario-Arnoseretum minimae",50,1988,-5.774226342,42.7002455,"3 - UTM10x10 + Elevation",1120,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"226","T-P12097","Spergulario-Arnoseretum minimae",50,1988,-5.748270154,42.72068205,"3 - UTM10x10 + Elevation",1170,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"227","T-P12098","Linario eleganti-Anthoxanthetum aristati",100,1988,-6.708827691,42.81423125,"3 - UTM10x10 + Elevation",860,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"228","T-P12099","Linario eleganti-Anthoxanthetum aristati",100,1988,-6.730196674,42.84414942,"3 - UTM10x10 + Elevation",980,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"229","T-P12100","Linario eleganti-Anthoxanthetum aristati",100,1988,-6.68302659,42.79165488,"3 - UTM10x10 + Elevation",950,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"230","T-P12101","Linario eleganti-Anthoxanthetum aristati",20,1988,-6.921664848,43.31492976,"3 - UTM10x10 + Elevation",670,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"231","T-P12102","Linario eleganti-Anthoxanthetum aristati",20,1988,-6.980480903,43.30929352,"3 - UTM10x10 + Elevation",680,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"232","T-P12103","Linario eleganti-Anthoxanthetum aristati",10,1988,-6.832348725,43.22792752,"3 - UTM10x10 + Elevation",660,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"233","T-P12104","Miboro minimae-Arabidopsietum thalianae",10,1988,-6.608611707,42.60494081,"3 - UTM10x10 + Elevation",560,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"234","T-P12108","Miboro minimae-Arabidopsietum thalianae",100,1988,-6.74677412,42.51045856,"3 - UTM10x10 + Elevation",530,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"235","T-P13207","Fumario capreolatae-Veronicetum persicae",50,1997,-4.226814825,43.35042265,"2 - UTM1x1 + Centroid",40,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"236","T-P15406","Miboro minimae-Arabidopsietum thalianae",60,1986,-6.493229166,42.59051279,"3 - UTM10x10 + Elevation",600,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"237","T-P15408","Miboro minimae-Arabidopsietum thalianae",80,1986,-5.359937067,42.85001204,"3 - UTM10x10 + Elevation",980,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis","Scleranthion annui"
"238","T-P22430","Fumario capreolatae-Veronicetum persicae",100,1986,-2.923873267,43.3065519,"3 - UTM10x10 + Elevation",50,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"239","T-P22431","Fumario capreolatae-Veronicetum persicae",100,1986,-2.886899551,43.29751671,"3 - UTM10x10 + Elevation",40,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"240","T-P22432","Fumario capreolatae-Veronicetum persicae",80,1986,-3.46567853,43.2119808,"3 - UTM10x10 + Elevation",280,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"241","T-P22433","Fumario capreolatae-Veronicetum persicae",100,1986,-3.328853765,43.408756,"3 - UTM10x10 + Elevation",40,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"242","T-P22434","Fumario capreolatae-Veronicetum persicae",200,1986,-3.422305453,43.34901953,"3 - UTM10x10 + Elevation",10,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"243","T-P22435","Fumario capreolatae-Veronicetum persicae",100,1986,-3.477017479,43.4028313,"3 - UTM10x10 + Elevation",5,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"244","T-P22436","Fumario capreolatae-Veronicetum persicae",100,1986,-3.427544305,43.39222163,"3 - UTM10x10 + Elevation",220,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
"245","T-P22437","Fumario capreolatae-Veronicetum persicae",100,1986,-3.40740299,43.33466633,"3 - UTM10x10 + Elevation",60,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis","Oxalidion europeae"
