"","SIVIMID","X","Sintaxon","Relevé.number","Revised.alliance","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Alliance","Class","Semisupervised","Revised.class"
"103","U-P00108",2385,"Cirsio chodati-Carduetum carpetani",954,"Cirsion richterano-chodati","V38","",NA,30,"2001",-5.057537865,43.03054059,"1 - UTM1x1 + Elevation",1080,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"104","U-P00109",2386,"Cirsio chodati-Carduetum carpetani",955,"Cirsion richterano-chodati","V38","N",2,12,"2001",-5.02038241,43.02039722,"1 - UTM1x1 + Elevation",1130,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"105","U-P00110",2387,"Cirsio chodati-Carduetum carpetani",956,"Cirsion richterano-chodati","V38","",NA,20,"2001",-5.013435233,43.03312621,"1 - UTM1x1 + Elevation",1100,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"106","U-P00111",2388,"Cirsio chodati-Carduetum carpetani",957,"Cirsion richterano-chodati","V38","",NA,3,"2001",-5.018637393,43.04203918,"2 - UTM1x1 + Centroid",1160,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"107","U-P00112",2389,"Cirsio chodati-Carduetum carpetani",958,"Cirsion richterano-chodati","V38","",NA,20,"2001",-5.023103985,43.10319149,"1 - UTM1x1 + Elevation",1280,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"108","U-P00113",2390,"Cirsio chodati-Carduetum carpetani",959,"Cirsion richterano-chodati","V38","",NA,10,"2001",-5.152963185,43.02158083,"1 - UTM1x1 + Elevation",1560,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"109","U-P00114",2391,"Cirsio chodati-Carduetum carpetani",960,"Cirsion richterano-chodati","V38","",NA,60,"2001",-5.140698815,43.02181098,"2 - UTM1x1 + Centroid",1300,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"110","U-P00116",2393,"Carduo carpetani-Onopordetum acanthii",962,"Cirsion richterano-chodati","V38","",NA,20,"2001",-5.047365295,43.01991752,"1 - UTM1x1 + Elevation",1120,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"111","U-P00599",2419,"Cirsio chodati-Carduetum carpetani",972,"Cirsion richterano-chodati","V38","",NA,10,"2002",-4.964406642,42.95833895,"1 - UTM1x1 + Elevation",1130,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"112","U-P00600",2420,"Cirsio chodati-Carduetum carpetani",973,"Cirsion richterano-chodati","V38","",NA,20,"2002",-4.758959542,43.06253486,"1 - UTM1x1 + Elevation",1610,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"113","U-P00601",2421,"Cirsio chodati-Carduetum carpetani",974,"Cirsion richterano-chodati","V38","SE",2,40,"2002",-4.916000901,42.89972784,"1 - UTM1x1 + Elevation",1410,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"114","U-P00602",2422,"Cirsio chodati-Carduetum carpetani",975,"Cirsion richterano-chodati","V38","",NA,20,"2002",-5.017966356,42.9466012,"1 - UTM1x1 + Elevation",1110,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"115","U-P00603",2423,"Cirsio chodati-Carduetum carpetani",976,"Cirsion richterano-chodati","V38","N",5,10,"2002",-4.932829752,42.96788147,"1 - UTM1x1 + Elevation",1100,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"116","U-P00604",2424,"Cirsio chodati-Carduetum carpetani",977,"Cirsion richterano-chodati","V38","",NA,50,"2002",-4.934378278,42.93903997,"1 - UTM1x1 + Elevation",1170,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"117","U-P00606",2425,"Cirsio chodati-Carduetum carpetani",978,"Cirsion richterano-chodati","V38","",NA,40,"2002",-5.153281116,42.89010627,"1 - UTM1x1 + Elevation",990,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"118","U-P00607",2426,"Cirsio chodati-Carduetum carpetani",979,"Cirsion richterano-chodati","V38","",NA,10,"2002",-5.095877856,42.93079304,"1 - UTM1x1 + Elevation",1030,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"119","U-P00609",2428,"Cirsio chodati-Carduetum carpetani",981,"Cirsion richterano-chodati","V38","",NA,40,"2002",-5.038905037,42.83817203,"1 - UTM1x1 + Elevation",1140,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"120","U-P00611",2430,"Comunidad de Carduus platypus subsp. platypus y Onopordum acanthium",983,"Cirsion richterano-chodati","V38","",NA,50,"2002",-5.149958132,42.8649553,"1 - UTM1x1 + Elevation",970,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"121","U-P15578",2549,"Onopordetum acantho-nervosi",1005,"Cirsion richterano-chodati","V37","",NA,5,"1991",-3.918400258,42.94358211,"4 - UTM10x10 + Centroid",888,"Onopordion castellani","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"122","U-P15579",2550,"Onopordetum acantho-nervosi",1006,"Cirsion richterano-chodati","V37","",NA,5,"1991",-3.918400258,42.94358211,"4 - UTM10x10 + Centroid",888,"Onopordion castellani","Artemisietea vulgaris",0,"Artemisietea vulgaris"
"123","U-P16702",2559,"Carduo nutantis-Cirsietum chodati",1007,"Cirsion richterano-chodati","V38","N",2,20,"2009",-5.168504199,43.04469922,"1 - UTM1x1 + Elevation",1300,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"124","U-P16704",2561,"Carduo nutantis-Cirsietum chodati",1009,"Cirsion richterano-chodati","V38","N",15,50,"2009",-5.116788343,43.04026513,"2 - UTM1x1 + Centroid",1120,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"125","U-P16705",2562,"Carduo nutantis-Cirsietum chodati",1010,"Cirsion richterano-chodati","V38","",NA,60,"2009",-5.141324671,43.03980847,"2 - UTM1x1 + Centroid",1180,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
"126","U-P16706",2563,"Carduo nutantis-Cirsietum chodati",1011,"Cirsion richterano-chodati","V38","",NA,20,"2009",-5.167762967,43.09333777,"2 - UTM1x1 + Centroid",1260,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Artemisietea vulgaris"
